"","es_score","brier_score","location","target_date","X21L_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23F_50_CI","X23H_50_CI","X23I_50_CI","X24A_50_CI","other_50_CI","X21L_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23F_95_CI","X23H_95_CI","X23I_95_CI","X24A_95_CI","other_95_CI"
"27",NA,NA,"AK",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.612517828419536,0.447754238474678,"AK",2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"34",1.42590174017794,0.452308229780811,"AK",2024-01-05,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
"35",NA,NA,"AK",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.603519922919519,0.439992562495235,"AK",2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
"38",1.93579521886109,0.43782791320192,"AK",2024-01-09,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1
"39",1.24906339812339,0.435556262924263,"AK",2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
"40",0.588929368473013,0.43316982049952,"AK",2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"41",NA,NA,"AK",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.647687636535878,0.43779258933286,"AL",2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"44",NA,NA,"AL",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.642839288176959,0.439348006376909,"AL",2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"48",NA,NA,"AL",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.21983716466007,0.164335543425098,"AL",2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"52",NA,NA,"AL",2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",0.777199528110408,0.392928260002043,"AL",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"56",NA,NA,"AL",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.821696206792256,0.584035301773197,"AL",2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"59",NA,NA,"AL",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.244441694717674,0.178024716471304,"AL",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"69",NA,NA,"AL",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.707327935850103,0.525533279225482,"AL",2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"74",0.675568111144063,0.377829777955122,"AL",2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75",0.696154672905496,0.518634609331819,"AL",2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"76",NA,NA,"AL",2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",1.60451086070428,0.530946814798696,"AL",2024-01-07,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0
"79",NA,NA,"AL",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",0.424420593904786,0.298776860640636,"AR",2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"88",NA,NA,"AR",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1.61367485793287,0.554466942519803,"AR",2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"90",NA,NA,"AR",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.435748798102736,0.293338943137531,"AR",2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"93",NA,NA,"AR",2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.948767282526325,0.482110914051681,"AR",2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
"95",0.791474449010638,0.551169630824372,"AR",2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"96",1.80713081318281,0.347572285686729,"AR",2023-12-14,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
"97",0.529248000430876,0.392480627989713,"AR",2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"98",NA,NA,"AR",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.64157108645839,0.466010630139004,"AR",2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"101",0.94360201088957,0.329863547202302,"AR",2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
"102",NA,NA,"AR",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1.60193487372385,0.352174493661201,"AR",2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"104",1.01312175553634,0.295586861123833,"AR",2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.85100579176262,0.433884396803236,"AR",2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"110",1.30484279255355,0.305895955519716,"AR",2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"111",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.380790266987195,0.271134169848352,"AR",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",1.34704514400832,0.264840482983616,"AR",2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"117",1.47444443177361,0.379047146640117,"AR",2024-01-04,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
"118",0.338911245593016,0.252541813875936,"AR",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.803153745773302,0.586121462829737,"AR",2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"124",0.743120683550768,0.218356041988004,"AR",2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"125",0.787864091732117,0.402619311905005,"AR",2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"126",NA,NA,"AR",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.51234609703313,0.326913138123132,"AZ",2023-12-03,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
"128",2.67688235800453,0.368810470082329,"AZ",2023-12-04,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0
"129",4.14615961180231,0.301366667659665,"AZ",2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
"130",2.28821225576759,0.402177382349749,"AZ",2023-12-06,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
"131",1.67372173295316,0.298864682420948,"AZ",2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"132",0.710905688633813,0.28538765192398,"AZ",2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"133",1.07607111109747,0.165343111832738,"AZ",2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"134",1.05813684527011,0.448749223136368,"AZ",2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"135",1.5713529030046,0.394079766287927,"AZ",2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"136",3.46137971225565,0.466568803565098,"AZ",2023-12-12,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"137",2.4463558807848,0.409866029307203,"AZ",2023-12-13,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0
"138",1.90466173394072,0.355778024632606,"AZ",2023-12-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"139",0.969672812243737,0.357350796080404,"AZ",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
"140",2.65829971462674,0.417472354255251,"AZ",2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0
"141",1.83492667761653,0.247709781440892,"AZ",2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"142",4.57194600297396,0.408645836985511,"AZ",2023-12-18,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"143",6.57004975528766,0.427478301063895,"AZ",2023-12-19,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
"144",1.67163363959289,0.374208737877964,"AZ",2023-12-20,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0
"145",1.47369316468925,0.379599751046119,"AZ",2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"146",1.15239533414684,0.397200398780765,"AZ",2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
"147",0.8467566389881,0.309743756804592,"AZ",2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"148",3.74298809475814,0.388335911941995,"AZ",2023-12-24,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
"149",3.55152712395783,0.428385934670998,"AZ",2023-12-25,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"150",10.8265830826854,0.393259005525888,"AZ",2023-12-26,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0
"151",4.5991568153211,0.393943691966092,"AZ",2023-12-27,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
"152",1.50713014400962,0.339413725271689,"AZ",2023-12-28,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
"153",0.999975780005189,0.38238776570047,"AZ",2023-12-29,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"154",1.11236582993108,0.358751249116248,"AZ",2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
"155",2.57760552033476,0.331229043591165,"AZ",2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
"156",8.96204968074016,0.37478307510637,"AZ",2024-01-01,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
"157",12.7482024049155,0.36699152180688,"AZ",2024-01-02,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"158",1.93663591196395,0.36148611726004,"AZ",2024-01-03,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0
"159",1.71243682741928,0.382392136465421,"AZ",2024-01-04,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0
"160",0.740997787831785,0.295677015931551,"AZ",2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
"161",3.61411832971527,0.305399217204858,"AZ",2024-01-06,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1
"162",3.49711919230079,0.30671806354608,"AZ",2024-01-07,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1
"163",6.54187350983364,0.313430854827758,"AZ",2024-01-08,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1
"164",8.79229336978094,0.316755800452502,"AZ",2024-01-09,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0
"165",0.980204004876411,0.289219519448648,"AZ",2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"166",1.6633114473177,0.314465203349174,"AZ",2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
"167",1.86475100441713,0.278824296933313,"AZ",2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
"168",2.59121620161712,0.323391269124207,"AZ",2024-01-13,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1
"169",1.45715210276103,0.289335039803673,"CA",2023-12-03,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
"170",4.01750335886384,0.376910079722132,"CA",2023-12-04,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"171",2.08700434467269,0.336037118164568,"CA",2023-12-05,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
"172",2.93491335691219,0.407811011349056,"CA",2023-12-06,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"173",2.5889405221064,0.531580865736716,"CA",2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"174",1.0425644905396,0.384018183438079,"CA",2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"175",1.09367548345281,0.39090909909946,"CA",2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"176",1.95358171211631,0.388482718077882,"CA",2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"177",2.27177470611813,0.338712279297742,"CA",2023-12-11,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
"178",3.1509474294178,0.349228202302134,"CA",2023-12-12,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
"179",4.04531674597722,0.34342740405177,"CA",2023-12-13,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
"180",4.40542389564269,0.382223226657962,"CA",2023-12-14,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0
"181",2.07564416772743,0.38295145745691,"CA",2023-12-15,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
