"","es_score","brier_score","location","target_date","X22D_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","X23G_50_CI","other_50_CI","X22D_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","X23G_95_CI","other_95_CI"
"31",NA,NA,"AK",2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.0635809344917271,0.0352113791547531,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.713527900969038,0.382141068084091,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"54",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.700394993437894,0.357686518156994,"AL",2023-05-19,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"70",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.123526859353234,0.0767905580750193,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.404623959162261,0.100431785796107,"AL",2023-05-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"82",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.00395971311732675,0.00235982245833196,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.00482546637276034,0.00230801770488692,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.0374984033524342,0.00210542489736431,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1.26659010183787,0.916891598729581,"AR",2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",0.00566408086937202,0.00206550003198015,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.26978715786653,0.931649406123749,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"101",0.0227789259793211,0.00209876951033304,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",2.43540379209191,0.629128527962305,"AR",2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"103",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.0924136553622693,0.0029213762456325,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0195007604715364,0.0033202579516807,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1.1406644391264,0.903522105215549,"AR",2023-05-29,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"122",1.12529405901865,0.900873186376469,"AR",2023-05-30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"123",0.0297347876103067,0.00431405000507737,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.97327248176288,0.0781089508276352,"AZ",2023-04-23,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0
"128",1.65110277140074,0.0493805285355054,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
"129",1.33272199628774,0.132638624886685,"AZ",2023-04-25,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"130",1.45634486251098,0.098378669751098,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"131",0.692357556995329,0.0758516286795023,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.754878773222211,0.0185200409018133,"AZ",2023-04-28,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"133",0.381739766205294,0.0192798867848421,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",1.5871240233871,0.204321818193782,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"135",1.73702893110105,0.0936082176259454,"AZ",2023-05-01,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"136",3.36720164583447,0.207170067555455,"AZ",2023-05-02,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0
"137",1.38956650887439,0.1412936247786,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
"138",1.28048838385025,0.0795028811797875,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"139",1.27960260488607,0.244824445037676,"AZ",2023-05-05,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"140",0.791656165377802,0.0260204682073368,"AZ",2023-05-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"141",3.63214980056237,0.308017777289701,"AZ",2023-05-07,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0
"142",6.43723267193353,0.302515068726211,"AZ",2023-05-08,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
"143",2.79733428442696,0.103545192614917,"AZ",2023-05-09,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"144",1.46670841859568,0.141714376304244,"AZ",2023-05-10,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"145",0.136650317856473,0.0328788337667766,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"146",0.931962243225162,0.143332696863801,"AZ",2023-05-12,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
"147",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1.75965585270891,0.406554641421111,"AZ",2023-05-14,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"149",1.6220926215242,0.21029418306242,"AZ",2023-05-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"150",1.16560337620803,0.191805710061524,"AZ",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
"151",1.20582159144832,0.182753667457819,"AZ",2023-05-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"152",1.53165689761992,0.285473426365737,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"153",0.919814159964017,0.617717209306986,"AZ",2023-05-19,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"154",1.84902565406645,0.607939532767173,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"155",0.917091256227256,0.193202269274899,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"156",1.6182734352172,0.212143848799411,"AZ",2023-05-22,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
"157",1.04437622720813,0.171356013988485,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
"158",1.57627830104497,0.282379073588931,"AZ",2023-05-24,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0
"159",0.439622367754198,0.0690622313638382,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.880003954646192,0.261405269912269,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"161",0.475337464476774,0.0773479757038473,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"162",2.64570819304435,0.310437482243998,"AZ",2023-05-28,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
"163",1.49200941942773,0.300449357015291,"AZ",2023-05-29,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
"164",1.97536760498067,0.362923818703076,"AZ",2023-05-30,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"165",1.93099384456752,0.236889326204597,"AZ",2023-05-31,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
"166",2.03027009850085,0.380235429471183,"AZ",2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"167",0.842743525174699,0.310456939565812,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"168",0.693642983131101,0.209902533862493,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"169",1.94475683721143,0.268929953566408,"CA",2023-04-23,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0
"170",2.45285325216554,0.159381940407786,"CA",2023-04-24,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"171",4.42053868967023,0.240293899465875,"CA",2023-04-25,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"172",5.17793594910538,0.141848244470003,"CA",2023-04-26,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0
"173",3.11883686606344,0.169273989686479,"CA",2023-04-27,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
"174",2.75883287909883,0.179068361809023,"CA",2023-04-28,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"175",4.81563432846108,0.279388966520219,"CA",2023-04-29,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"176",2.23971266103971,0.187069833295624,"CA",2023-04-30,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
"177",4.38141709487522,0.24934268744981,"CA",2023-05-01,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
"178",6.09689742738613,0.278687580213583,"CA",2023-05-02,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0
"179",2.89593522922696,0.192407616557548,"CA",2023-05-03,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
"180",1.67216630904568,0.233360685912735,"CA",2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"181",3.43934704452275,0.20187323915858,"CA",2023-05-05,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
"182",2.08178852571205,0.190950612983908,"CA",2023-05-06,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
"183",1.23535216755265,0.272149863879931,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"184",9.14297220870588,0.365790215534351,"CA",2023-05-08,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
"185",3.98443716865996,0.190419282548302,"CA",2023-05-09,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
"186",3.34441088469801,0.287047383340013,"CA",2023-05-10,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0
"187",4.91912414251689,0.291949081949832,"CA",2023-05-11,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
"188",1.40139818796513,0.218254838612922,"CA",2023-05-12,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
"189",1.46122407212085,0.410302808648991,"CA",2023-05-13,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1
"190",5.07708114150648,0.566953866459168,"CA",2023-05-14,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
"191",6.08836005876836,0.382103542857615,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
"192",1.72271101120603,0.23571798849693,"CA",2023-05-16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
"193",1.54740346954525,0.317822415145908,"CA",2023-05-17,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"194",2.52095293176654,0.339414520299093,"CA",2023-05-18,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
"195",1.29260159035084,0.222947012240101,"CA",2023-05-19,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"196",0.946107054860738,0.0757431437235988,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"197",1.15568136655418,0.473939313380706,"CA",2023-05-21,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"198",2.37484448682584,0.300235778733066,"CA",2023-05-22,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0
"199",1.50304955723108,0.28495150551568,"CA",2023-05-23,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
"200",1.73851831980445,0.283752370207523,"CA",2023-05-24,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0
"201",1.4028992723873,0.262304257418618,"CA",2023-05-25,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"202",2.06794969852475,0.33213225492567,"CA",2023-05-26,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"203",1.50974123210809,0.335637677493005,"CA",2023-05-27,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"204",1.90228275148878,0.459699673066543,"CA",2023-05-28,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
"205",1.93275824171387,0.519027549024096,"CA",2023-05-29,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"206",1.88299968234182,0.282239199330314,"CA",2023-05-30,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"207",2.31656471385579,0.328574111973991,"CA",2023-05-31,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"208",2.47981285911695,0.32201523623732,"CA",2023-06-01,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1
