"","es_score","brier_score","location","target_date","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"79",0.30613115661286,0.0928247305278257,"AL",2024-03-18,1,1,1,1,0,1,1,0
"80",NA,NA,"AL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0160384687025057,0.0235891453231345,"AR",2024-02-12,1,1,1,1,1,1,1,1
"87",0.944468172903864,0.374127488511345,"AR",2024-02-13,0,1,1,0,0,1,1,0
"88",0.0475600541976818,0.0230374205094049,"AR",2024-02-14,1,1,1,1,1,1,1,1
"89",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.0308838529600776,0.0233622330536174,"AR",2024-02-19,1,1,1,1,1,1,1,1
"94",0.0329564433114407,0.0237549188263875,"AR",2024-02-20,1,1,1,1,1,1,1,1
"95",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.024248324001978,0.0290609783881232,"AR",2024-02-26,1,1,1,1,1,1,1,1
"101",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
"103",1.24456525295484,0.673096400879392,"AR",2024-02-29,0,1,1,0,0,1,1,0
"104",0.00624636916292351,0.0361940151244158,"AR",2024-03-01,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.0389940684490859,0.0438452519186966,"AR",2024-03-04,1,1,1,1,0,0,1,1
"108",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.00555770372780622,0.0569302191490578,"AR",2024-03-08,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.0199992555627654,0.0983591095178914,"AR",2024-03-21,1,1,1,1,1,1,1,1
"125",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.711326111066729,0.11618388161629,"AZ",2024-02-11,1,1,1,0,0,1,1,0
"128",0.180562200913603,0.00238463639987954,"AZ",2024-02-12,1,1,1,1,1,1,1,1
"129",0.688900220577622,0.0635529420385624,"AZ",2024-02-13,1,0,1,1,0,1,1,0
"130",0.446929961150168,0.00222094672379042,"AZ",2024-02-14,1,1,1,1,0,0,1,0
"131",0.00286902919729262,0.00216639895062662,"AZ",2024-02-15,1,1,1,1,1,1,1,1
"132",0.0211824131080557,0.00212858367111799,"AZ",2024-02-16,1,1,1,1,1,1,1,1
"133",0.117595394649198,0.00210670500195122,"AZ",2024-02-17,1,1,1,1,0,1,1,0
"134",0.53610813798575,0.0508043990987935,"AZ",2024-02-18,1,1,1,1,0,0,1,0
"135",0.372773579130197,0.00210870268456163,"AZ",2024-02-19,1,1,1,1,0,0,1,1
"136",0.709250686311815,0.0656416720193255,"AZ",2024-02-20,1,1,1,1,0,1,1,0
"137",0.521965537663275,0.0347646742578302,"AZ",2024-02-21,1,1,1,1,1,1,1,1
"138",1.07995945530423,0.229933226027403,"AZ",2024-02-22,0,0,1,1,0,0,1,1
"139",0.0176413914746521,0.00229340564667622,"AZ",2024-02-23,1,1,1,1,1,1,1,1
"140",0.00757597344488031,0.00237926745231496,"AZ",2024-02-24,1,1,1,1,1,1,1,1
"141",1.65563580391878,0.206146984989793,"AZ",2024-02-25,0,0,1,0,0,0,1,0
"142",0.0818745783075049,0.00260468893945406,"AZ",2024-02-26,1,1,1,1,1,1,1,1
"143",0.674766821927262,0.0843846125606955,"AZ",2024-02-27,1,1,1,1,0,0,1,1
"144",0.0423750844297179,0.0029114584007889,"AZ",2024-02-28,1,1,1,1,1,1,1,1
"145",0.0180126898253894,0.00310018270068396,"AZ",2024-02-29,1,1,1,1,1,1,1,1
"146",0.00214209514515193,0.0033157698328774,"AZ",2024-03-01,1,1,1,1,1,1,1,1
"147",0.036011202283986,0.0035612248191238,"AZ",2024-03-02,1,1,1,1,1,1,1,1
"148",0.034130009238826,0.00384003629724151,"AZ",2024-03-03,1,1,1,1,1,1,1,1
"149",0.120853197525843,0.00415623562563262,"AZ",2024-03-04,1,1,1,1,1,1,1,1
"150",0.0706834008696001,0.00451446276698572,"AZ",2024-03-05,1,1,1,1,1,1,1,1
"151",0.0223943511481527,0.00492003865461279,"AZ",2024-03-06,1,1,1,1,1,1,1,1
"152",0.00273515974323947,0.00537904332339857,"AZ",2024-03-07,1,1,1,1,1,1,1,1
"153",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
"154",0.0247501421406248,0.00648595264559469,"AZ",2024-03-09,1,1,1,1,1,1,1,1
"155",1.05959938254638,0.284380034631415,"AZ",2024-03-10,0,0,1,1,0,0,1,1
"156",0.0495291577351726,0.00790218620940477,"AZ",2024-03-11,1,1,1,1,1,1,1,1
"157",1.17784118670799,0.306396332332167,"AZ",2024-03-12,0,1,1,0,1,0,1,0
"158",0.213891766541172,0.00971210001648583,"AZ",2024-03-13,1,1,1,1,1,1,1,1
"159",0.0553062728207839,0.0107962639917719,"AZ",2024-03-14,1,1,1,1,1,1,1,1
"160",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"163",0.0058736814665325,0.0166845882994332,"AZ",2024-03-18,1,1,1,1,1,1,1,1
"164",0.112391641162454,0.0186307716899971,"AZ",2024-03-19,1,1,1,1,1,1,1,1
"165",0.964531545628298,0.098529025584909,"AZ",2024-03-20,1,1,1,0,0,0,1,0
"166",0.262775165530563,0.0232188052334834,"AZ",2024-03-21,1,1,1,1,1,1,1,1
"167",0.0986024678148881,0.0258953418483321,"AZ",2024-03-22,1,1,1,1,1,1,1,1
"168",0.0636299178322177,0.0288474756095478,"AZ",2024-03-23,1,1,1,1,1,1,1,1
"169",0.0816043433933138,0.00358017748670766,"CA",2024-02-11,1,1,1,1,0,1,1,0
"170",2.53094557173989,0.10615622297808,"CA",2024-02-12,1,0,1,1,0,0,1,1
"171",1.22552780244704,0.0857501805586927,"CA",2024-02-13,1,1,0,1,0,1,0,0
"172",2.19866508513235,0.0389212724681074,"CA",2024-02-14,0,1,1,0,0,0,1,0
"173",2.6165307432235,0.112849567254275,"CA",2024-02-15,0,1,0,0,0,0,0,0
"174",1.9475396914314,0.0367472378401243,"CA",2024-02-16,1,1,1,0,0,1,1,0
"175",1.02689963874301,0.033317219837823,"CA",2024-02-17,1,1,1,1,0,0,1,0
"176",0.645089859616736,0.0532931904601197,"CA",2024-02-18,1,1,1,1,1,0,1,0
"177",1.15765577182482,0.0384331457409385,"CA",2024-02-19,1,1,1,1,0,0,1,0
"178",0.641387409963497,0.00273320690247306,"CA",2024-02-20,1,1,1,1,0,0,1,0
"179",1.33239753358296,0.0833562961603802,"CA",2024-02-21,1,1,0,1,0,0,0,1
"180",1.46908221208611,0.0626628648440178,"CA",2024-02-22,1,0,0,1,0,0,0,0
"181",0.917878552705679,0.0623979470975266,"CA",2024-02-23,1,1,1,1,0,0,1,1
"182",1.18090139019505,0.0563884815020313,"CA",2024-02-24,1,1,1,1,1,0,1,0
"183",1.47393205594529,0.00254510969814649,"CA",2024-02-25,0,1,1,1,0,0,1,0
"184",1.45077241876553,0.074898297757589,"CA",2024-02-26,1,1,1,1,0,0,1,0
"185",2.75752909005537,0.109911228282905,"CA",2024-02-27,0,1,1,0,0,0,1,0
"186",1.8629475573068,0.0739540345104635,"CA",2024-02-28,1,0,1,1,1,0,0,1
"187",0.18853830829112,0.00250091048217373,"CA",2024-02-29,1,1,1,1,1,1,1,1
"188",0.280032957089256,0.00250381805966332,"CA",2024-03-01,1,1,1,1,1,1,1,1
"189",1.38323309838792,0.00251239437820779,"CA",2024-03-02,0,1,1,1,0,0,1,1
"190",0.714050455164621,0.0440980027478688,"CA",2024-03-03,1,1,1,1,1,1,1,1
"191",1.06154791238898,0.0855255178457842,"CA",2024-03-04,1,1,1,1,0,1,1,0
"192",2.08944226137373,0.109846770113345,"CA",2024-03-05,1,1,1,0,0,1,1,0
"193",1.01303932874224,0.0572818208530392,"CA",2024-03-06,1,1,1,1,0,0,1,0
"194",2.11655783881556,0.113637133348924,"CA",2024-03-07,1,1,1,0,0,0,1,0
"195",1.31754021673233,0.0512079656019117,"CA",2024-03-08,1,1,0,1,0,0,0,0
"196",1.26438004382228,0.13239345979766,"CA",2024-03-09,1,1,1,0,1,0,1,0
"197",1.11930454947586,0.109435275306337,"CA",2024-03-10,1,1,1,0,0,1,1,0
"198",1.48257104947496,0.183862153382906,"CA",2024-03-11,0,1,1,0,0,1,1,0
"199",1.02958196705237,0.103530666995347,"CA",2024-03-12,1,1,1,1,0,0,1,0
"200",2.11051039486736,0.106096591665933,"CA",2024-03-13,1,1,1,0,0,0,1,0
"201",1.48901137409711,0.112406176448886,"CA",2024-03-14,1,1,1,0,0,0,1,0
"202",1.17048621607813,0.0356130592052182,"CA",2024-03-15,1,1,1,1,1,1,1,1
"203",0.846558018386463,0.141740808586741,"CA",2024-03-16,1,1,1,1,0,1,1,0
"204",1.89243534368562,0.161014609528973,"CA",2024-03-17,1,1,1,0,0,0,1,0
"205",1.13231377428313,0.115785736744544,"CA",2024-03-18,1,1,1,1,0,0,1,0
"206",0.528311613402105,0.00398553820375649,"CA",2024-03-19,1,1,1,1,1,1,1,1
"207",0.691468729623646,0.0730848887119883,"CA",2024-03-20,1,1,1,1,0,1,1,0
"208",0.835358214185001,0.152039846249065,"CA",2024-03-21,1,1,1,1,1,0,1,0
"209",1.27373887712686,0.169592339820507,"CA",2024-03-22,1,1,1,1,0,1,1,0
"210",0.652974682324741,0.116021695077434,"CA",2024-03-23,1,1,1,1,0,0,1,1
"211",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.0203470786530611,0.0029068217907884,"CO",2024-02-12,1,1,1,1,1,1,1,1
"213",1.21780550992635,0.45268410618673,"CO",2024-02-13,0,0,1,1,0,0,1,1
"214",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"215",0.00460749363932891,0.00295050944103518,"CO",2024-02-15,1,1,1,1,1,1,1,1
"216",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
"220",0.00351393886356437,0.00322991340196987,"CO",2024-02-20,1,1,1,1,1,1,1,1
"221",0.0392879026892614,0.00331413083489405,"CO",2024-02-21,1,1,1,1,1,1,1,1
"222",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"223",1.23215948325489,0.446028772331774,"CO",2024-02-23,0,0,1,1,0,0,1,1
"224",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.0215039526331294,0.00386946884160602,"CO",2024-02-26,1,1,1,1,1,1,1,1
"227",0.00242458430318054,0.00400700823155294,"CO",2024-02-27,1,1,1,1,1,1,1,1
"228",0.00266331769347382,0.0041533226731137,"CO",2024-02-28,1,1,1,1,1,1,1,1
"229",0.00955380774879983,0.00430841644298559,"CO",2024-02-29,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.00940039930752604,0.00501709160419859,"CO",2024-03-04,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.00274531379546747,0.0058704541143834,"CO",2024-03-08,1,1,1,1,1,1,1,1
"238",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
"241",0.0114215351105434,0.00688090690348069,"CO",2024-03-12,1,1,1,1,1,1,1,1
"242",0.00279831851931132,0.00716131000936559,"CO",2024-03-13,1,1,1,1,1,1,1,1
"243",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.00314712015076732,0.00776115755555896,"CO",2024-03-15,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.00367340558371078,0.00877982052555946,"CO",2024-03-18,1,1,1,1,1,1,1,1
"248",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.0012217815258358,0.000992873803358775,"CT",2024-02-11,1,1,1,1,1,1,1,1
"254",0.0379147217364841,0.000969798479523462,"CT",2024-02-12,1,1,1,1,1,1,1,1
"255",NA,NA,"CT",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00135485902233044,0.000945511189254737,"CT",2024-02-14,1,1,1,1,1,1,1,1
"257",0.00117041728918342,0.000944045815464159,"CT",2024-02-15,1,1,1,1,1,1,1,1
"258",NA,NA,"CT",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"259",0.000928558485308789,0.000962795776338671,"CT",2024-02-17,1,1,1,1,1,1,1,1
"260",NA,NA,"CT",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"261",0.00406859091917147,0.00101247480336455,"CT",2024-02-19,1,1,1,1,1,1,1,1
"262",NA,NA,"CT",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
"263",0.00893778684278254,0.00109770143100159,"CT",2024-02-21,1,1,1,1,1,1,1,1
"264",1.2897241485605,0.476145733126406,"CT",2024-02-22,0,1,1,0,0,1,1,0
"265",0.00388342209097736,0.00122615536819678,"CT",2024-02-23,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"267",0.00959729706625384,0.00140951566738487,"CT",2024-02-25,1,1,1,1,1,1,1,1
"268",0.000975326527912816,0.00152685945697984,"CT",2024-02-26,1,1,1,1,1,1,1,1
"269",0.00437880849305831,0.00166484974024297,"CT",2024-02-27,1,1,1,1,1,1,1,1
"270",0.00135654193658507,0.00182678534259671,"CT",2024-02-28,1,1,1,1,1,1,1,1
"271",0.0106800982278723,0.002016587677593,"CT",2024-02-29,1,1,1,1,1,1,1,1
"272",NA,NA,"CT",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"CT",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
"275",0.00142063409536974,0.00316090094944259,"CT",2024-03-04,1,1,1,1,1,1,1,1
"276",0.00163990790859779,0.0035787062326797,"CT",2024-03-05,1,1,1,1,1,1,1,1
"277",NA,NA,"CT",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"278",0.0020277276944034,0.00463992292876313,"CT",2024-03-07,1,1,1,1,1,1,1,1
"279",0.00220796921262678,0.00530885114246858,"CT",2024-03-08,1,1,1,1,1,1,1,1
"280",NA,NA,"CT",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"CT",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,NA,"CT",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,NA,"CT",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
"284",0.00305239612643265,0.0107107495577096,"CT",2024-03-13,1,1,1,1,1,1,1,1
"285",NA,NA,"CT",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
"286",0.00330310790554894,0.0142230119008658,"CT",2024-03-15,1,1,1,1,1,1,1,1
"287",NA,NA,"CT",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,"CT",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"289",NA,NA,"CT",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,"CT",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"291",NA,NA,"CT",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"292",0.00693715591536337,0.0315517306857637,"CT",2024-03-21,1,1,1,1,1,1,1,1
"293",0.00796531745647304,0.0355250302402047,"CT",2024-03-22,1,1,1,1,1,1,1,1
"294",0.00999648168012343,0.0397822966308391,"CT",2024-03-23,1,1,1,1,1,1,1,1
"295",NA,NA,"DC",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"296",0.0166873636071716,0.0112890467635763,"DC",2024-02-12,1,1,1,1,1,1,1,1
"297",0.00486479565485715,0.0111674991805876,"DC",2024-02-13,1,1,1,1,1,1,1,1
"298",NA,NA,"DC",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,"DC",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,"DC",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,"DC",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
