"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","other_95_CI"
"19",NA,NA,"AK",2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",0.747273006200052,0.520252073085428,"AK",2023-08-18,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"28",NA,NA,"AK",2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.466945529117079,0.310569232603727,"AK",2023-08-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"33",NA,NA,"AK",2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",0.593332494106622,0.417640480012472,"AK",2023-08-29,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"39",NA,NA,"AK",2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.696281740143206,0.511318923681861,"AL",2023-07-23,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"44",0.503054445982595,0.365439076939774,"AL",2023-07-24,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.736622699896514,0.39368400007828,"AL",2023-07-25,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"46",0.955560143002688,0.491340759014656,"AL",2023-07-26,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
"47",NA,NA,"AL",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.714251363716016,0.376008915326989,"AL",2023-07-31,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"52",0.90651176842493,0.424915679532873,"AL",2023-08-01,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"53",0.679639919261801,0.378361180355436,"AL",2023-08-02,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"54",0.449070873765989,0.29272706952036,"AL",2023-08-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"55",0.705045367034314,0.521715251365825,"AL",2023-08-04,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"56",NA,NA,"AL",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.707876834718211,0.520160501015166,"AL",2023-08-08,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"60",0.441325735205134,0.293791067693552,"AL",2023-08-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61",0.451654684375721,0.293896715203963,"AL",2023-08-10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"62",NA,NA,"AL",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.506071557505681,0.383657416493397,"AL",2023-08-14,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"66",NA,NA,"AL",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.947303867899662,0.475338553355864,"AL",2023-08-16,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"68",0.569525587119334,0.340743154010769,"AL",2023-08-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"69",1.23385073586696,0.42173153433961,"AL",2023-08-18,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
"70",1.16588964889944,0.389691225265806,"AL",2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"71",1.20257853627259,0.413150481297064,"AL",2023-08-20,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
"72",NA,NA,"AL",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.525960844930564,0.393518906293442,"AL",2023-08-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",0.942576913414108,0.469938097466037,"AL",2023-08-23,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"75",1.14053491703801,0.396857923730368,"AL",2023-08-24,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"76",0.939243809263518,0.468312162319064,"AL",2023-08-25,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1
"77",0.651635725098193,0.451535693516217,"AL",2023-08-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"78",NA,NA,"AL",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1.28150784080342,0.433639464263443,"AL",2023-08-28,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"80",0.651079415903126,0.451637007631558,"AL",2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"81",0.918709190730989,0.429053634058891,"AL",2023-08-30,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"82",NA,NA,"AL",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",0.833853897346147,0.443353976105879,"AL",2023-09-01,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
"84",0.547174713033039,0.408310431256454,"AL",2023-09-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"85",NA,NA,"AR",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",0.78194736492197,0.426134461800826,"AR",2023-07-26,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"89",NA,NA,"AR",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1.14900960544552,0.409670644823553,"AR",2023-07-28,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"91",NA,NA,"AR",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.423453611223292,0.328041476967354,"AR",2023-07-31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"94",1.56125134958087,0.438822242001317,"AR",2023-08-01,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"95",1.11680642799969,0.345460582686983,"AR",2023-08-02,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"96",NA,NA,"AR",2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.673503115345621,0.453244913146767,"AR",2023-08-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"98",NA,NA,"AR",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.690835052096932,0.49876477742115,"AR",2023-08-07,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"101",1.68153775025658,0.369651828333077,"AR",2023-08-08,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"102",1.39700804349056,0.443447936111897,"AR",2023-08-09,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
"103",0.499187759771034,0.316905618554021,"AR",2023-08-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"104",0.473361454825147,0.315929572152563,"AR",2023-08-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"105",NA,NA,"AR",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.500996508842456,0.31752754366188,"AR",2023-08-14,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"108",0.67824130566872,0.399939117740453,"AR",2023-08-15,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
"109",1.33109000801009,0.422667796333545,"AR",2023-08-16,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
"110",1.23847276926113,0.312487421360632,"AR",2023-08-17,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"111",1.03721982233294,0.377919475914574,"AR",2023-08-18,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"112",0.729321544860135,0.537458188332507,"AR",2023-08-19,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
"113",NA,NA,"AR",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2.71157608604318,0.427454551923494,"AR",2023-08-21,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"115",0.648995770166711,0.488090143245049,"AR",2023-08-22,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"116",2.62895877925921,0.464411434781096,"AR",2023-08-23,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1
"117",2.17552520811244,0.499029351653855,"AR",2023-08-24,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1
"118",0.395809257519425,0.298403004535998,"AR",2023-08-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"119",NA,NA,"AR",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",0.381607696636013,0.296837763938298,"AR",2023-08-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"121",2.28516608781603,0.40294974608325,"AR",2023-08-28,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"122",2.62162966296244,0.36964755259715,"AR",2023-08-29,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"123",2.13097644279375,0.52392874757827,"AR",2023-08-30,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"124",0.956823845165642,0.481209270660852,"AR",2023-08-31,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"125",NA,NA,"AR",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.695448743550434,0.394933257623782,"AZ",2023-07-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"128",2.48673208808755,0.394203113598339,"AZ",2023-07-24,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0
"129",3.37950842449285,0.420670626561596,"AZ",2023-07-25,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
"130",1.91898819791318,0.421148821611037,"AZ",2023-07-26,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0
"131",1.54467861443129,0.440821615639556,"AZ",2023-07-27,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"132",0.914240283745158,0.364045384803226,"AZ",2023-07-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"133",0.657412781278345,0.375966013399383,"AZ",2023-07-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"134",6.00032540360925,0.407524307571859,"AZ",2023-07-30,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
"135",2.00591797334783,0.415276291498203,"AZ",2023-07-31,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"136",1.59374965693055,0.37947539174007,"AZ",2023-08-01,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
"137",1.91907384934748,0.385115416237369,"AZ",2023-08-02,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
"138",2.0150147435572,0.383793263103829,"AZ",2023-08-03,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"139",0.647618634524128,0.394560687129854,"AZ",2023-08-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140",1.97656640201477,0.388528981169486,"AZ",2023-08-05,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"141",0.789060127851037,0.372995404771531,"AZ",2023-08-06,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"142",2.2715476466415,0.384426924614118,"AZ",2023-08-07,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
"143",6.00713645422382,0.41531930551352,"AZ",2023-08-08,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"144",2.87800218640844,0.423797413425349,"AZ",2023-08-09,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"145",1.01286120503805,0.445226153579878,"AZ",2023-08-10,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
"146",0.882317778193116,0.440379024450206,"AZ",2023-08-11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"147",0.407144744889686,0.295005497755113,"AZ",2023-08-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"148",1.48210492629429,0.37904703634708,"AZ",2023-08-13,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
"149",7.14786477730674,0.43051164487513,"AZ",2023-08-14,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"150",2.39053780761594,0.375578136612108,"AZ",2023-08-15,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"151",3.69455545295632,0.398712754716207,"AZ",2023-08-16,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
"152",1.78888644964244,0.446846514129854,"AZ",2023-08-17,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
"153",1.25190911426938,0.409009654425738,"AZ",2023-08-18,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
"154",0.954903233381205,0.369253119829928,"AZ",2023-08-19,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"155",2.64322472244335,0.42258254975559,"AZ",2023-08-20,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
"156",3.7248136011645,0.387263730333396,"AZ",2023-08-21,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
"157",3.34495899848221,0.394101047761542,"AZ",2023-08-22,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1
"158",3.13756214034784,0.408321360679542,"AZ",2023-08-23,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1
"159",2.02451899472447,0.365302782244638,"AZ",2023-08-24,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"160",0.915118531935422,0.433195590388977,"AZ",2023-08-25,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"161",1.87581782388743,0.471635017724642,"AZ",2023-08-26,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"162",4.78774783775776,0.44408116661917,"AZ",2023-08-27,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"163",4.40707805613779,0.380429762476358,"AZ",2023-08-28,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
"164",1.23636272106078,0.407884984418593,"AZ",2023-08-29,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
"165",2.28702307444593,0.397621255681764,"AZ",2023-08-30,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
"166",1.19976883920889,0.480853231415873,"AZ",2023-08-31,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
"167",0.508683708881563,0.404134767545151,"AZ",2023-09-01,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"168",NA,NA,"AZ",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.682944433364,0.407384627026233,"CA",2023-07-23,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"170",4.33818360163869,0.458313540378498,"CA",2023-07-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",3.14103442009473,0.412827416730352,"CA",2023-07-25,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"172",2.65686014264829,0.401984470690117,"CA",2023-07-26,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1
"173",2.48085593289118,0.410974301401783,"CA",2023-07-27,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
"174",3.38649446505372,0.399644007773476,"CA",2023-07-28,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
"175",2.51171388981146,0.394361333465792,"CA",2023-07-29,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0
"176",4.03708616128511,0.428732830653782,"CA",2023-07-30,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"177",3.80169151355751,0.411348939340813,"CA",2023-07-31,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"178",6.49219672810247,0.418391951521518,"CA",2023-08-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"179",6.76238111504927,0.417906096821937,"CA",2023-08-02,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"180",3.61199796628927,0.413259173551885,"CA",2023-08-03,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
"181",3.57542571188029,0.41464773716452,"CA",2023-08-04,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
"182",3.95408726972535,0.41979968460695,"CA",2023-08-05,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0
"183",0.912001287661766,0.427266091072133,"CA",2023-08-06,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"184",2.36539999427441,0.410940969314925,"CA",2023-08-07,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1
"185",2.80540391815434,0.410672545986025,"CA",2023-08-08,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1
"186",2.29800101582971,0.412432104433759,"CA",2023-08-09,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"187",3.94727825799803,0.419007938650813,"CA",2023-08-10,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"188",3.18334928304516,0.401390861699814,"CA",2023-08-11,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"189",2.39334380761129,0.405383905171156,"CA",2023-08-12,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
"190",1.62044212478604,0.415418876964221,"CA",2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"191",2.5446555938882,0.408005915279488,"CA",2023-08-14,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"192",3.87616696134128,0.411089431395647,"CA",2023-08-15,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
"193",7.50893531437263,0.42765210680705,"CA",2023-08-16,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
"194",6.09585740058905,0.424086717778929,"CA",2023-08-17,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"195",9.04908318275311,0.408636213744468,"CA",2023-08-18,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
"196",2.77291029015876,0.418243992390316,"CA",2023-08-19,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"197",2.40271100302807,0.429242754300693,"CA",2023-08-20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"198",6.1000559062259,0.399972931866437,"CA",2023-08-21,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"199",5.57099383176632,0.431247161849734,"CA",2023-08-22,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"200",4.14194276637725,0.404067290066649,"CA",2023-08-23,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"201",3.74954928373301,0.405404544013101,"CA",2023-08-24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"202",4.11974396605765,0.407908504885951,"CA",2023-08-25,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"203",2.45569240905079,0.398105055412497,"CA",2023-08-26,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
"204",2.66988307667306,0.39207943740567,"CA",2023-08-27,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0
"205",5.83474909772819,0.412656476977208,"CA",2023-08-28,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
"206",6.11414833831838,0.396974756534606,"CA",2023-08-29,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"207",14.4382668507178,0.400404828149428,"CA",2023-08-30,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"208",4.03354733656175,0.396113845422287,"CA",2023-08-31,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"209",3.26686664488943,0.390623863297438,"CA",2023-09-01,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"210",1.6269985501407,0.411327756984296,"CA",2023-09-02,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"211",0.664696104287406,0.374039683134446,"CO",2023-07-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"212",NA,NA,"CO",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.71475061563203,0.39022559818735,"CO",2023-07-25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
