"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","recombinant_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","recombinant_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","other_95_CI"
"83",NA,NA,"AL",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",0.584055165569633,0.150874774390835,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"88",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0.134580691966741,0.17727214824385,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"91",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.697186525452167,0.338420980192907,"AR",2023-05-29,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"94",0.688166798627781,0.32796565484264,"AR",2023-05-30,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"95",0.172577371825436,0.225848871851901,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.240102364170826,0.298228033398202,"AR",2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"103",0.252539778486515,0.308476709112089,"AR",2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"104",0.270614644059908,0.318614110362726,"AR",2023-06-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"105",NA,NA,"AR",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.731433977372232,0.348086852965411,"AR",2023-06-12,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"108",0.538109108950434,0.224274683129331,"AR",2023-06-13,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109",0.515763488170405,0.219984488021044,"AR",2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"110",NA,NA,"AR",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.512917779372995,0.212557892637459,"AR",2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.391489895696303,0.408390241651274,"AR",2023-06-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"115",NA,NA,"AR",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",0.419271894885234,0.429460550998981,"AR",2023-06-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"118",0.445794296455518,0.43576788118011,"AR",2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"119",NA,NA,"AR",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2.83813083079631,0.452500627344708,"AR",2023-06-26,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"122",0.456155715999398,0.195479843881264,"AR",2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123",NA,NA,"AR",2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.04080564960492,0.196168402776084,"AZ",2023-05-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
"128",1.3811184365699,0.204291990854708,"AZ",2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"129",1.07197996666714,0.169881071774538,"AZ",2023-05-23,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
"130",1.17568784817494,0.275607746064265,"AZ",2023-05-24,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"131",0.495826723112732,0.0636061754940344,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"132",0.919511913854175,0.278167837548964,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"133",0.524539530840331,0.070332467917137,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"134",1.9086061355174,0.296504581788365,"AZ",2023-05-28,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
"135",1.26025875682522,0.29280818691847,"AZ",2023-05-29,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"136",1.66991298019316,0.355858943304366,"AZ",2023-05-30,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1
"137",1.66212986034613,0.224193513004631,"AZ",2023-05-31,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0
"138",2.03990345408327,0.432499600246399,"AZ",2023-06-01,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"139",0.767362196275447,0.286617516221628,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"140",0.862712968354031,0.22340812720327,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",0.954091370854713,0.205864062248821,"AZ",2023-06-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"142",0.793866503714917,0.238587030928596,"AZ",2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"143",1.15284717259484,0.376362998115487,"AZ",2023-06-06,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
"144",1.19983560967016,0.291195244396697,"AZ",2023-06-07,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
"145",1.70330666902291,0.368991489929689,"AZ",2023-06-08,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
"146",0.98062685911224,0.37963061572576,"AZ",2023-06-09,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
"147",0.928147623521016,0.4227727623249,"AZ",2023-06-10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"148",1.36687118398953,0.243423429172168,"AZ",2023-06-11,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"149",1.20350096563389,0.348348686714938,"AZ",2023-06-12,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"150",1.96922048044777,0.431249227350054,"AZ",2023-06-13,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"151",2.96610100663533,0.321739563741405,"AZ",2023-06-14,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
"152",1.26396570236303,0.58508253713507,"AZ",2023-06-15,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
"153",1.39539412957526,0.282076673322907,"AZ",2023-06-16,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"154",0.684783065390079,0.364041373274237,"AZ",2023-06-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"155",7.05751072293705,0.451568337754863,"AZ",2023-06-18,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1
"156",2.55290821293019,0.394655276414415,"AZ",2023-06-19,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0
"157",3.09428333817626,0.44068187918544,"AZ",2023-06-20,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
"158",2.51637247794242,0.385886455265005,"AZ",2023-06-21,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1
"159",2.3162540109917,0.422320461797949,"AZ",2023-06-22,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
"160",0.387383670047928,0.294911263654006,"AZ",2023-06-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"161",1.47980199078315,0.441984456812256,"AZ",2023-06-24,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"162",2.05311374743864,0.428724722440311,"AZ",2023-06-25,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
"163",5.1832963057432,0.418457590625121,"AZ",2023-06-26,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1
"164",4.57802330237345,0.384667568633126,"AZ",2023-06-27,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
"165",2.82571846674789,0.412199883570343,"AZ",2023-06-28,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"166",4.89970527020564,0.473034444242696,"AZ",2023-06-29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"167",1.76293209512769,0.453590732204271,"AZ",2023-06-30,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"168",1.73092157712331,0.432993286514848,"AZ",2023-07-01,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"169",1.03475502532204,0.444974821197573,"CA",2023-05-21,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"170",1.64157541115834,0.289160091267796,"CA",2023-05-22,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"171",1.24348847346636,0.280947956497727,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"172",1.43833586888514,0.275423222639836,"CA",2023-05-24,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0
"173",1.83497903525945,0.271327867682163,"CA",2023-05-25,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
"174",1.55702814896609,0.324947228648045,"CA",2023-05-26,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"175",1.12849783953568,0.314207288509771,"CA",2023-05-27,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
"176",1.63698396512303,0.423395841779978,"CA",2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"177",1.87236950785348,0.484709381506895,"CA",2023-05-29,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"178",1.6543065377532,0.283588117137804,"CA",2023-05-30,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"179",1.61936062571133,0.318978905448937,"CA",2023-05-31,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1
"180",1.65897890324772,0.315285451167536,"CA",2023-06-01,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"181",1.43907389296697,0.37229218796867,"CA",2023-06-02,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
"182",1.33679169485067,0.297963076147039,"CA",2023-06-03,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"183",2.48822085614973,0.447723140483515,"CA",2023-06-04,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
"184",1.37000917192006,0.288627104079196,"CA",2023-06-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"185",2.10166880162304,0.408702598414355,"CA",2023-06-06,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1
"186",2.55847563629639,0.41491208016632,"CA",2023-06-07,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"187",1.15878969418021,0.360760021276911,"CA",2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"188",3.81219290317872,0.485599067506946,"CA",2023-06-09,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
"189",1.26166527455877,0.609569038696617,"CA",2023-06-10,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1
"190",0.871962801290653,0.347190748556235,"CA",2023-06-11,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"191",1.29638167098336,0.364896802428645,"CA",2023-06-12,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"192",1.59038400262489,0.321088256667557,"CA",2023-06-13,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
"193",1.99115920400069,0.381495086189098,"CA",2023-06-14,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"194",1.19242718075663,0.34667615097758,"CA",2023-06-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
