"","es_score","brier_score","location","target_date","X23E_50_CI","X23F_50_CI","X24A_50_CI","recombinant_50_CI","X24B_50_CI","other_50_CI","X23E_95_CI","X23F_95_CI","X24A_95_CI","recombinant_95_CI","X24B_95_CI","other_95_CI"
"37",NA,NA,"AK",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.0514942875881189,0.0354451699356857,"AL",2024-02-20,1,1,1,1,1,1,1,1,0,1,1,0
"46",NA,NA,"AL",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.149046389980288,0.0330225284902545,"AL",2024-02-26,1,1,1,1,1,1,1,0,0,1,1,1
"52",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0.0431147752532318,0.0326957093435498,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"55",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.0380450741952457,0.0331821241127879,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"59",0.125198703083943,0.0334729573639866,"AL",2024-03-05,1,1,1,1,1,1,1,1,0,1,1,0
"60",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.913086040125281,0.296605795014833,"AL",2024-03-13,1,1,1,1,0,1,1,0,0,1,0,1
"68",NA,NA,"AL",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.120851945578921,0.0441378576103791,"AL",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"73",NA,NA,"AL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.045627238779298,0.0581399458151469,"AL",2024-03-26,1,1,1,1,1,1,1,1,0,1,1,0
"81",NA,NA,"AL",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0257779979268357,0.00301340774123154,"AR",2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
"87",0.0228014234362479,0.00282526866465336,"AR",2024-02-20,1,1,1,1,1,1,1,0,0,1,1,1
"88",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.016646268086009,0.0020176100996732,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"94",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1.28270478254066,0.93296622661041,"AR",2024-02-29,1,1,0,1,1,0,1,1,0,1,1,0
"97",0.00376368897498547,0.00170624613747638,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.0262939420250775,0.0015583845203763,"AR",2024-03-04,1,1,1,1,1,1,1,1,0,1,1,0
"101",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.00302867976327924,0.00145321747565275,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",0.0127265051033359,0.00174395967202255,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
"118",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.827926653508402,0.0515724738601819,"AZ",2024-02-18,1,1,1,1,0,1,1,1,1,0,0,1
"128",0.394980717256212,0.00174192597283919,"AZ",2024-02-19,1,1,1,1,1,1,1,1,0,0,1,0
"129",0.779102688100055,0.0659573903946131,"AZ",2024-02-20,1,1,1,1,1,1,1,1,0,0,1,0
"130",0.553761382686824,0.034751885666356,"AZ",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"131",1.06547409459914,0.233247467601287,"AZ",2024-02-22,1,1,0,0,1,1,1,1,0,0,1,1
"132",0.0212853808098864,0.00161702426063205,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"133",0.0088334209129588,0.00160248347754925,"AZ",2024-02-24,1,1,1,1,1,1,1,1,0,0,1,1
"134",1.6574429630113,0.20916026113419,"AZ",2024-02-25,1,0,0,0,1,1,1,0,1,0,1,1
"135",0.0861530015582058,0.00159095815109875,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"136",0.698098082094925,0.0856814951243299,"AZ",2024-02-27,1,1,1,0,1,1,1,1,1,1,1,1
"137",0.0513060132834765,0.00160137562661319,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"138",0.0189959776338968,0.00161444906762361,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"139",0.00219122492332753,0.00163266100510886,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"140",0.0319088387604227,0.00165598406260295,"AZ",2024-03-02,1,1,1,1,1,1,1,1,0,0,1,1
"141",0.0341378357602476,0.00168442919311316,"AZ",2024-03-03,1,1,1,1,1,1,1,1,0,0,1,1
"142",0.121239465387884,0.00171804399784995,"AZ",2024-03-04,1,1,1,1,1,1,1,1,0,0,1,1
"143",0.0795418145397611,0.0017569113706413,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"144",0.023128150117896,0.00180114842238367,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"145",0.00256928663400476,0.001850905642535,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"146",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.0237499323280504,0.00196774574033286,"AZ",2024-03-09,1,1,1,1,1,1,1,1,0,0,1,1
"148",1.06840156028105,0.305896556193497,"AZ",2024-03-10,1,1,0,0,1,1,1,1,1,1,1,1
"149",0.0487750429728445,0.00210928233889408,"AZ",2024-03-11,1,1,1,1,1,1,1,1,0,0,1,1
"150",1.1803593615529,0.317192519040639,"AZ",2024-03-12,1,1,0,1,0,1,1,1,1,0,0,1
"151",0.192861615930804,0.002277871931107,"AZ",2024-03-13,1,1,1,1,1,1,1,1,0,0,1,1
"152",0.0527462891756247,0.00237318425109562,"AZ",2024-03-14,1,1,1,1,1,1,1,1,0,0,1,1
"153",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.00564670018787035,0.00283762428840124,"AZ",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"157",0.098773810924605,0.00297691195829893,"AZ",2024-03-19,1,1,1,1,1,1,1,1,0,0,1,1
"158",0.96985776261778,0.0944053661762471,"AZ",2024-03-20,1,1,1,1,0,1,1,1,0,0,0,1
"159",0.228950014265896,0.00328701591915349,"AZ",2024-03-21,1,1,1,1,1,1,1,1,0,0,1,1
"160",0.0865747009228977,0.00345899320943924,"AZ",2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
"161",0.0566234586519544,0.0036430637312407,"AZ",2024-03-23,1,1,1,1,1,1,1,1,0,0,1,1
"162",0.030361750690951,0.00383985779247865,"AZ",2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"163",0.0337267422734142,0.00405002063737891,"AZ",2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
"164",0.0368815206729605,0.0042742091052669,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
"165",0.0727431758525809,0.00451308793240752,"AZ",2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
"166",0.0801097139203965,0.0047673257186132,"AZ",2024-03-28,1,1,1,1,1,1,1,1,0,0,1,1
"167",1.06371638752304,0.312244068177713,"AZ",2024-03-29,1,1,1,1,0,1,1,1,0,1,0,1
"168",1.60840146561088,0.290200510968823,"AZ",2024-03-30,1,1,0,0,1,1,1,1,0,0,1,1
"169",0.815693458418302,0.0537449095655855,"CA",2024-02-18,1,1,1,1,1,1,1,1,1,1,0,0
"170",1.02268727450498,0.0387103935501411,"CA",2024-02-19,1,1,1,1,1,1,1,0,0,0,1,0
"171",0.499960957883658,0.00295102133320165,"CA",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"172",1.82516812508015,0.0836245576138447,"CA",2024-02-21,1,1,1,1,0,1,1,0,0,0,1,0
"173",1.42267554186766,0.063145399372552,"CA",2024-02-22,1,0,1,1,1,1,1,0,0,0,0,0
"174",1.33622243464932,0.0627124727036854,"CA",2024-02-23,1,1,1,1,1,0,1,0,0,0,0,0
"175",1.04411592927442,0.0561876461837836,"CA",2024-02-24,1,1,1,0,1,1,1,1,0,0,1,1
"176",1.13301139630726,0.00284380374239297,"CA",2024-02-25,1,1,0,1,1,1,1,1,0,1,0,1
"177",1.39886348960734,0.0756531358768357,"CA",2024-02-26,1,1,1,1,1,0,1,0,0,0,1,0
"178",3.18794048411223,0.110473323879637,"CA",2024-02-27,1,1,0,0,0,1,1,0,0,1,0,1
"179",2.07689935060959,0.0738616068784324,"CA",2024-02-28,1,1,1,0,1,1,1,0,0,0,0,0
"180",0.129151230443565,0.00285795837491345,"CA",2024-02-29,1,1,1,1,1,1,1,1,0,0,1,0
"181",0.193000066152395,0.00287488453812536,"CA",2024-03-01,1,1,1,1,1,1,1,1,0,0,1,1
"182",0.991327869266329,0.00289729961707548,"CA",2024-03-02,1,1,0,1,1,1,1,1,0,0,0,1
"183",0.589564676186315,0.0440343448423504,"CA",2024-03-03,1,1,1,1,1,1,1,1,0,0,1,1
"184",1.39091444861628,0.0859078246887748,"CA",2024-03-04,1,1,1,1,1,1,1,0,0,0,1,0
"185",2.303274368898,0.110513293982193,"CA",2024-03-05,1,1,0,1,1,0,1,0,0,0,0,0
"186",0.932729741855687,0.0577729482068625,"CA",2024-03-06,1,1,1,1,1,1,1,1,0,0,1,0
"187",3.09838850465471,0.114151689097372,"CA",2024-03-07,1,1,0,1,0,1,1,1,0,1,0,1
"188",0.992022934460923,0.0513382127269509,"CA",2024-03-08,1,1,1,1,1,1,1,1,0,1,0,0
"189",1.72196516884827,0.134435169214001,"CA",2024-03-09,1,1,0,1,1,0,1,1,0,0,1,0
"190",1.50971007550505,0.11024314932775,"CA",2024-03-10,1,1,1,1,0,1,1,1,0,0,0,0
"191",1.45192341923892,0.185821710716261,"CA",2024-03-11,1,1,0,1,0,0,1,1,0,1,1,0
"192",1.49574072093696,0.103756832505236,"CA",2024-03-12,1,1,1,1,0,1,1,1,0,0,0,1
"193",2.88917370709967,0.106887990663946,"CA",2024-03-13,1,1,1,1,0,1,1,1,0,0,0,1
"194",2.19601957190744,0.112751040578965,"CA",2024-03-14,1,1,1,1,0,1,1,1,0,1,0,1
"195",0.75035091704258,0.0356789589800745,"CA",2024-03-15,1,1,1,1,1,1,1,1,0,0,1,1
"196",1.13405437255539,0.141417334171924,"CA",2024-03-16,1,1,1,1,0,1,1,1,1,0,0,1
"197",2.51242525400534,0.161997812554412,"CA",2024-03-17,1,1,0,1,0,1,1,1,0,1,0,1
"198",1.53342911715363,0.115933483548381,"CA",2024-03-18,1,1,1,0,1,0,1,1,0,0,1,0
"199",0.300284391939383,0.00456664870269342,"CA",2024-03-19,1,1,1,1,1,1,1,1,0,0,1,1
"200",0.631237317078921,0.0725245262100203,"CA",2024-03-20,1,1,1,1,1,1,1,1,0,0,1,1
"201",1.12905521598296,0.151604373648084,"CA",2024-03-21,1,1,1,1,0,1,1,1,0,0,0,1
"202",1.56773396956697,0.170945504396743,"CA",2024-03-22,1,1,0,1,1,0,1,1,0,1,0,1
"203",0.710881200812077,0.114643615451095,"CA",2024-03-23,1,1,1,0,1,1,1,1,0,0,1,1
"204",0.266153068989167,0.00609919201099105,"CA",2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"205",1.52954457794261,0.163659504785949,"CA",2024-03-25,1,1,1,0,1,1,1,1,0,0,1,1
"206",0.717973373001345,0.0727839159587478,"CA",2024-03-26,1,1,1,1,1,1,1,1,0,1,0,1
"207",0.769417562279561,0.150209544914289,"CA",2024-03-27,1,1,1,0,1,1,1,1,0,0,1,1
"208",0.83350578268873,0.133305005698981,"CA",2024-03-28,1,1,1,1,1,0,1,1,0,1,1,0
"209",0.165371318757662,0.00905655245747574,"CA",2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
"210",0.170262996409502,0.00994501204419656,"CA",2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
"211",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.00219780101557099,0.000700419627241015,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.0283979219649648,0.000651409865154269,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",1.25372636283102,0.481673387057691,"CO",2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
"217",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.0147629826441365,0.000475896904522145,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"220",0.00180870844004995,0.000451819131726536,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"221",0.00181576536573991,0.000430668462733503,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"222",0.0063934717861122,0.000412200549071718,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"223",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.00558699526103869,0.000361336092079232,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"227",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",0.0016087244997529,0.000341214605160392,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"231",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.00544989690694161,0.000348389520868169,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
"235",0.00152903356531907,0.000354559645305889,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"236",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.00181026407483838,0.000372691498364578,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"238",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.00201720594550876,0.000416559569182594,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
