...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,other_95_CI
90,0.832173888784823,0.5809808086769,AR,2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
91,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.52845400482478,0.477152760963741,AR,2023-11-06,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0
94,0.825264154452262,0.57989478449768,AR,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
95,0.281633913284242,0.195200874545187,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
96,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.519190071002347,0.3760455025217525,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.538303690589791,0.383720683693526,AR,2023-11-20,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
108,0.518716720477881,0.353700928920827,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
109,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.420844556842046,0.31616980812507,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,1.40206162998871,0.54331950584774,AR,2023-11-28,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
116,1.07634924887459,0.347288212456864,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
117,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.32813078037745,0.217805144638144,AR,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.714666403058617,0.5333806450255,AR,2023-12-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
123,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1.77224758541454,0.635906503680395,AR,2023-12-07,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
125,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.0034731900119,0.330604156188087,AZ,2023-10-29,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
128,3.28568683687049,0.368817458256161,AZ,2023-10-30,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
129,1.76147921142202,0.3590547132074565,AZ,2023-10-31,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
130,1.23006316701056,0.324432908208722,AZ,2023-11-01,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
131,2.30863910267266,0.3524214808546805,AZ,2023-11-02,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
132,1.87928207684884,0.401458240664282,AZ,2023-11-03,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
133,0.845773153254799,0.3831123113827235,AZ,2023-11-04,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
134,2.41522177670109,0.376755158554626,AZ,2023-11-05,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
135,3.73394313158226,0.353508858370786,AZ,2023-11-06,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
136,1.56711225964325,0.3161265803584005,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
137,2.6572808123585,0.3826984804266555,AZ,2023-11-08,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
138,1.49630432297803,0.361829919160133,AZ,2023-11-09,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
139,1.47569037474079,0.3786442870263015,AZ,2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
140,1.26109647099352,0.350826825956294,AZ,2023-11-11,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
141,3.5612636601402,0.326598965304544,AZ,2023-11-12,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1
142,3.00787224042051,0.3132957141845925,AZ,2023-11-13,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
143,2.95383429267871,0.3823122487832635,AZ,2023-11-14,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
144,1.75832746468033,0.311631052059343,AZ,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
145,1.40346494050407,0.1521653956682945,AZ,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
146,0.707997650715588,0.488428040500306,AZ,2023-11-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
147,1.25891247201373,0.414449370264248,AZ,2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
148,2.35906254745116,0.3960278538682175,AZ,2023-11-19,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
149,3.78112884809409,0.306983273012734,AZ,2023-11-20,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
150,2.70779376633351,0.3862094027053305,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
151,1.66511205909852,0.388370555405701,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
152,0.891594971772185,0.420102243502217,AZ,2023-11-23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
153,2.33206470340552,0.331481520370571,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
154,1.88558611618893,0.384148324003492,AZ,2023-11-25,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
155,3.59403956032828,0.454981637243261,AZ,2023-11-26,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
156,2.74533243181356,0.332733263635802,AZ,2023-11-27,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1
157,3.8612249260013,0.35231671243716,AZ,2023-11-28,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
158,3.5717298916924,0.352628975996534,AZ,2023-11-29,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1
159,0.860126259294094,0.3558418580088205,AZ,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
160,1.24375238653953,0.3487508931779705,AZ,2023-12-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
161,1.30550971657675,0.323005069055287,AZ,2023-12-02,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
162,3.4820901671099,0.3438807123345195,AZ,2023-12-03,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
163,2.2759187148827,0.364417472248052,AZ,2023-12-04,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
164,6.10019655448999,0.328848379635429,AZ,2023-12-05,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
165,4.24009021643527,0.421427554970644,AZ,2023-12-06,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
166,2.42396566263353,0.330516420544787,AZ,2023-12-07,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
167,1.06583440704568,0.367691773646284,AZ,2023-12-08,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
168,1.52188464679223,0.292707150262633,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
169,1.30123455221758,0.130333918354163,CA,2023-10-29,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
170,3.31377225791373,0.4507328307214105,CA,2023-10-30,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
171,1.09543573579793,0.33012663575463,CA,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
172,2.21757783594869,0.4850425683757495,CA,2023-11-01,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
173,1.27617707816587,0.308235442806309,CA,2023-11-02,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
174,1.78161445669389,0.246722073034098,CA,2023-11-03,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0
175,1.35637001407115,0.649812555350925,CA,2023-11-04,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0
176,1.28419680716118,0.436893594814614,CA,2023-11-05,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0
177,2.15594774304642,0.31087582597347,CA,2023-11-06,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
178,2.49361669428461,0.3769884265257215,CA,2023-11-07,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1
179,3.7816129816399,0.4403310208351765,CA,2023-11-08,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
180,3.28928581023281,0.374448521662997,CA,2023-11-09,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
181,1.79727193702498,0.3091598013535825,CA,2023-11-10,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
182,1.13862770348488,0.220500794323753,CA,2023-11-11,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
183,1.23167861964219,0.2295994154691695,CA,2023-11-12,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
184,3.88755848133231,0.373583262553868,CA,2023-11-13,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
185,2.44328743454625,0.3015606337266745,CA,2023-11-14,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0
