...1,es_score,brier_score,location,target_date,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X23I_50_CI,X24B_50_CI,other_50_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X23I_95_CI,X24B_95_CI,other_95_CI
46,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.00656666024488527,0.002555453294840115,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.00545974115139064,0.00274474531814244,AL,2024-03-04,1,1,1,1,1,1,1,0,0,1,1,1
52,0.0197004647775727,0.00285254330339831,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.940285069893476,0.2922250520365785,AL,2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
61,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0370769855982441,0.00791819043785365,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0205671906455014,0.0179719554483098,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0349122800450149,0.03246109841113955,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.010531609196794,8.11957744771095e-4,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.32826613319062,0.96309541799184,AR,2024-02-29,1,0,1,0,1,1,1,0,1,0,1,1
90,0.00260276106706121,6.94097348098775e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0219533355341667,6.544326246873e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00354315651495021,6.59693038232645e-4,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.0330209848741225,0.001272473273140205,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
111,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.95424917765623,0.2148623693623345,AZ,2024-02-25,0,0,0,1,1,1,0,0,0,1,1,1
128,0.0274383615247166,4.5224700219385e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
129,0.983941695537115,0.088291086608268,AZ,2024-02-27,1,1,0,1,1,1,0,1,0,1,1,1
130,0.0139770395721236,4.12161096308055e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
131,0.00505629047853592,3.97279663313865e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
132,5.1389692591872e-4,3.8552784256368e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
133,0.007986651046543,3.76729502408215e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
134,0.00792980512139355,3.70750394283515e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
135,0.0311165145617255,3.6749554053781e-4,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
136,0.0163101230183384,3.66907218969825e-4,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
137,0.00401270794371238,3.68963501660825e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
138,5.5157157524538e-4,3.736773128499e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
139,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.00547592746875888,3.91301234584775e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
141,1.29694676386359,0.323963549934506,AZ,2024-03-10,1,0,0,1,1,1,1,0,0,1,1,1
142,0.00918858559795416,4.2057379431213e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
143,1.25681911209232,0.3204297927980645,AZ,2024-03-12,1,0,1,1,0,1,1,1,0,1,0,1
144,0.0444030617861723,4.62865721826285e-4,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
145,0.00936746702662047,4.89491317466095e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,9.0027421383306e-4,6.40401894554615e-4,AZ,2024-03-18,1,1,1,1,1,1,1,0,1,1,0,1
150,0.0219795284507561,6.9142191322347e-4,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
151,1.43199549781807,0.096337970498265,AZ,2024-03-20,1,0,0,1,1,1,1,0,0,1,0,1
152,0.0528698633816932,8.1329469153067e-4,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
153,0.0168691139708297,8.8552357539422e-4,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
154,0.0107420767812502,9.66325475712095e-4,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
155,0.00571103448513291,0.00105658818275148,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
156,0.00595972047787022,0.00115729033187774,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
157,0.00682182462811333,0.0012695078183429,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
158,0.0159832192270069,0.001394420320777265,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
159,0.0177290115782117,0.001533317839129495,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
160,1.10327102893298,0.3077180027283945,AZ,2024-03-29,1,0,1,1,0,1,1,0,1,1,0,1
161,2.43015061011093,0.319142508621539,AZ,2024-03-30,1,0,0,1,1,1,1,0,0,1,1,1
162,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0.691712256753881,0.102827951096839,AZ,2024-04-01,1,1,1,1,1,1,1,0,1,1,0,1
164,1.05732216110453,0.1078208121426325,AZ,2024-04-02,1,1,1,1,1,0,1,0,1,1,1,0
165,0.0453293527273401,0.00274808388330538,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
166,1.14334376332366,0.1916288095423755,AZ,2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
167,1.02343434099435,0.2981624901825405,AZ,2024-04-05,1,0,1,1,0,1,1,0,1,1,0,1
168,0.0556539793392465,0.00368778462043781,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
169,0.514815141645023,8.16643679621195e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
170,2.56563985879419,0.0768511451650175,CA,2024-02-26,1,0,1,1,1,0,0,0,0,0,0,0
171,5.17849671296295,0.113044241975465,CA,2024-02-27,1,0,0,1,0,0,0,0,0,1,0,0
172,3.63943146319589,0.0757171702591275,CA,2024-02-28,1,0,0,1,1,0,1,0,0,1,1,0
173,0.0502694617393117,9.39216505839075e-4,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
174,0.0793270552611013,9.87639145084475e-4,CA,2024-03-01,1,1,1,1,1,1,1,0,0,1,1,1
175,0.516127060823628,0.001044213274764185,CA,2024-03-02,1,1,1,1,1,1,1,0,0,1,1,1
176,0.754192602120341,0.0445066767550369,CA,2024-03-03,1,1,0,1,1,1,1,0,0,1,1,1
177,2.56177645332342,0.088120016721753,CA,2024-03-04,0,0,0,1,1,0,0,0,0,1,1,0
178,3.84531322111195,0.1132343113249735,CA,2024-03-05,0,0,0,1,1,0,0,0,0,1,0,0
179,1.23219867783557,0.058102652412463,CA,2024-03-06,1,1,1,1,1,0,1,0,0,1,1,0
180,3.36897781680186,0.114862482283436,CA,2024-03-07,1,0,1,1,0,1,1,0,0,1,0,1
181,0.935643235235664,0.05096101765543,CA,2024-03-08,1,1,1,1,1,0,1,0,1,1,0,0
182,2.09938405958939,0.1377581971381555,CA,2024-03-09,1,0,1,0,1,1,1,0,1,0,0,1
183,1.37296396100837,0.109404373022578,CA,2024-03-10,1,0,1,1,0,1,0,0,1,1,0,1
184,1.61458368135785,0.188020061834838,CA,2024-03-11,1,0,1,1,1,0,1,0,1,1,0,0
185,1.57495602310477,0.1042816289854675,CA,2024-03-12,1,0,0,1,1,1,1,0,0,1,0,1
186,2.41912512012839,0.105448102455238,CA,2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
187,2.04785645223894,0.112656224842466,CA,2024-03-14,1,0,0,1,0,1,1,0,0,1,0,1
188,1.0503439265314,0.03646817451981115,CA,2024-03-15,1,1,0,1,1,1,1,0,0,1,0,1
189,1.29382682312613,0.143316397313098,CA,2024-03-16,1,0,0,1,1,1,1,0,0,1,0,1
190,2.17275554269854,0.1588847567107165,CA,2024-03-17,1,0,1,1,0,1,1,0,0,1,0,1
191,2.32157905114822,0.1203360158041975,CA,2024-03-18,1,0,0,1,1,0,1,0,0,1,0,0
192,0.315492892093206,0.004428858587935295,CA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
193,0.947805004946696,0.0759082616736275,CA,2024-03-20,1,1,0,1,1,1,1,0,0,1,1,1
194,1.20726200665945,0.153163052093015,CA,2024-03-21,1,0,0,1,1,1,1,0,0,1,0,1
195,1.7914784248453,0.1735818671385095,CA,2024-03-22,1,0,0,1,1,0,1,0,0,1,1,0
196,0.971306120758138,0.1206749450197645,CA,2024-03-23,1,1,0,1,1,1,1,0,0,1,1,1
197,0.328327755089346,0.00728889331022975,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
198,1.96260091340071,0.172513508954656,CA,2024-03-25,1,1,0,1,1,1,1,0,0,1,1,1
199,0.397477649123998,0.0713185006080055,CA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
200,1.00045873760764,0.1590843256816435,CA,2024-03-27,1,1,0,1,1,1,1,0,0,1,1,1
201,1.01155445634736,0.1384164403532825,CA,2024-03-28,1,1,1,0,1,1,1,0,1,0,1,1
202,0.244436243387394,0.01198755285211395,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
203,0.262517989190551,0.01322774739019675,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
204,0.881243813478062,0.3938370614261355,CA,2024-03-31,1,0,1,1,0,1,1,0,1,1,0,1
205,0.382679509749467,0.109385216155053,CA,2024-04-01,1,1,1,1,1,1,1,0,1,1,0,1
206,0.411144828855675,0.01771165270658695,CA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
207,0.263773847664057,0.0194950048374846,CA,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
208,1.24719278096587,0.2812847424970415,CA,2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
209,1.05452563304853,0.1941988814588425,CA,2024-04-05,1,1,0,1,1,1,1,0,0,1,0,1
210,0.211325448283776,0.0258679448785114,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00666390363338162,5.4648815393033e-4,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
213,8.3082218619653e-4,5.18835266712635e-4,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
214,7.1588904967638e-4,4.9492047101378e-4,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
215,0.00283226911582617,4.7448933394951e-4,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00281237586861566,4.2391425793017e-4,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,5.8950078308548e-4,4.18658412915885e-4,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.00277404051135113,4.59814231597285e-4,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
228,0.00105377295441189,4.7834755192093e-4,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.00106275321044536,5.2701152090478e-4,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00138404839028373,6.34493953403245e-4,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.35354107111945,0.962092556393155,CO,2024-03-25,1,0,1,0,1,1,1,0,1,0,1,1
241,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,0.00307069605284881,0.001502970845907015,CO,2024-03-28,1,1,1,1,1,1,1,0,1,1,0,1
244,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.017137101437952,0.00249755535360518,CO,2024-04-02,1,1,1,1,1,1,1,0,1,1,0,1
249,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1.09837774830782,0.4477076769460085,CO,2024-04-04,1,0,1,1,0,1,1,1,1,1,1,1
251,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.0059673731158453,0.003798326648581945,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
253,0.00110224440621804,6.784505274577e-5,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
