...1,es_score,brier_score,location,target_date,X22F_50_CI,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X22F_95_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
36,NA,NA,AK,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.03864502435466,0.720149829061945,AL,2024-02-05,1,0,1,1,0,1,0,1,1,0
45,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1.21556758164307,0.854728216484785,AL,2024-02-07,0,0,1,1,1,0,1,1,1,0
47,0.021905772063838,0.01763645514335365,AL,2024-02-08,1,1,1,1,1,1,0,1,1,0
48,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.0104231923410457,0.0087996852782202,AL,2024-02-15,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.00635045528104472,0.00527867993302345,AL,2024-02-20,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.011730390943203,0.002827361063107045,AL,2024-02-26,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.00211984956568805,0.002062516320458485,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.00144569395946128,0.001351287307501315,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1
73,0.00493933562016757,0.001215347520048015,AL,2024-03-05,1,1,1,1,1,1,0,1,1,0
74,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1.26339486705073,0.319067645100484,AL,2024-03-13,1,0,1,1,0,1,0,1,1,0
82,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00892035001770515,0.0073715928858572,AR,2024-02-05,1,1,1,1,1,1,1,1,1,1
87,0.00692285821871462,0.00656320521822865,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1
88,0.0065582315369401,0.00584014933686145,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1
89,0.0212586001248131,0.00519397786343215,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1
90,0.0180915788345992,0.00461698735021409,AR,2024-02-09,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.00371682194097157,0.003234174944448585,AR,2024-02-12,1,1,1,1,1,1,1,1,1,1
94,1.17610066604901,0.4497848265264005,AR,2024-02-13,1,0,1,1,0,1,0,1,1,0
95,0.0106206297260296,0.002545945828675725,AR,2024-02-14,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.00564659049764489,0.001392297927357255,AR,2024-02-19,1,1,1,1,1,1,1,1,1,1
101,0.00470569439924996,0.00123306946154155,AR,2024-02-20,1,1,1,1,1,1,1,1,1,1
102,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.00228942621732317,5.92887461522445e-4,AR,2024-02-26,1,1,1,1,1,1,0,1,1,0
108,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1.37646363448437,0.96044808995934,AR,2024-02-29,1,0,1,1,0,1,1,0,1,0
111,3.732251021036e-4,3.6307510888476e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.00217194181932519,2.5120370630726e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1.2623270235427e-4,1.5369635139113e-4,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0619119896622885,0.003000340174235915,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1
128,2.39362792128861,0.161246001308605,AZ,2024-02-05,1,0,1,1,0,1,0,1,1,0
129,1.00717475713149,0.0417139396276722,AZ,2024-02-06,0,1,1,1,1,0,1,1,0,1
130,0.474815257938323,0.002005787419326595,AZ,2024-02-07,1,1,1,1,1,1,1,1,1,1
131,0.00241187052451354,0.00175231907222555,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1
132,1.22104039371685,0.31839254737327,AZ,2024-02-09,1,0,1,0,1,1,0,1,0,1
133,0.00690484148397114,0.00133592786022275,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1
134,0.827286410073998,0.117754470455033,AZ,2024-02-11,1,1,1,1,0,1,0,1,1,0
135,0.087662779312241,0.00101714129483826,AZ,2024-02-12,1,1,1,1,1,1,0,1,0,1
136,0.972963888562401,0.065262442245797,AZ,2024-02-13,1,1,0,1,1,1,1,0,1,0
137,0.205437167522136,7.73556646492565e-4,AZ,2024-02-14,1,1,1,1,1,1,0,1,1,0
138,8.3185456160576e-4,6.74354821269515e-4,AZ,2024-02-15,1,1,1,1,1,1,1,1,1,1
139,0.00732943538856878,5.8774688285033e-4,AZ,2024-02-16,1,1,1,1,1,1,1,1,1,1
140,0.0394051061699784,5.12160143194235e-4,AZ,2024-02-17,1,1,1,1,1,1,0,1,1,0
141,0.665278350775005,0.0508919727404125,AZ,2024-02-18,1,1,1,1,1,0,1,1,1,0
142,0.115202042089145,3.886935118501e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1,1,1
143,1.46778939349782,0.067317103526481,AZ,2024-02-20,1,0,0,1,1,1,0,0,1,0
144,0.949749666330768,0.0352921923297756,AZ,2024-02-21,1,1,0,1,1,1,0,0,1,1
145,1.31303044356824,0.245565951931706,AZ,2024-02-22,1,0,0,1,1,1,0,0,1,1
146,0.00266188966835788,2.23500594070635e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1
147,9.9126471474468e-4,1.9457114544957e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1
148,2.17812499655401,0.217854233021544,AZ,2024-02-25,1,0,0,1,0,1,0,0,1,0
149,0.00886482893482989,1.4742535236817e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1
150,1.22598620408533,0.0898208954809155,AZ,2024-02-27,1,0,0,1,1,1,0,0,1,1
151,0.00352437627514822,1.11674691236135e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1
152,0.00142737460888415,9.7188440720895e-5,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1
153,1.0009803575584e-4,8.457821310112e-5,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1
154,0.00161933004685032,7.3602050700435e-5,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1
155,0.00149814953737618,6.404896661427e-5,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1
156,0.00477977727903824,5.573503051022e-5,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1
157,0.00249449914135795,4.849993897584195e-5,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1
158,4.8982479984869e-4,4.220401243844865e-5,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1
159,4.86065200414922e-5,3.67255672231598e-5,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,2.9598075697342e-4,2.78108647248529e-5,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1
162,1.38819959886873,0.3313762380806475,AZ,2024-03-10,1,0,0,1,1,1,0,0,1,1
163,4.576819363e-4,2.106189491830425e-5,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1
164,1.3754995403005,0.3305758996270875,AZ,2024-03-12,1,0,1,1,0,1,0,1,1,0
165,0.00167831532994629,1.59526869024798e-5,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1
166,3.2913026807836e-4,1.388438975032795e-5,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.38149100263387,0.03455573163363465,CA,2024-02-04,1,1,1,1,1,1,1,1,1,1
170,1.46511039966087,0.064157087922955,CA,2024-02-05,1,1,0,1,1,1,0,0,0,1
171,6.49957725645447,0.107584197065215,CA,2024-02-06,1,0,0,1,0,1,0,0,1,0
172,3.73854177170437,0.085426898473953,CA,2024-02-07,1,0,0,1,0,1,0,0,0,0
173,0.85472167234625,0.0333647818179659,CA,2024-02-08,1,1,1,1,1,1,1,1,0,0
174,6.887806341817,0.1183378237944085,CA,2024-02-09,1,0,0,1,1,1,0,0,1,0
175,5.00144296322624,0.1474024842555385,CA,2024-02-10,1,0,0,1,0,1,0,0,1,0
176,0.0143525970247803,7.0775249033872e-4,CA,2024-02-11,1,1,1,1,1,1,1,1,1,1
177,4.52611584610909,0.1099963200440715,CA,2024-02-12,1,0,0,1,1,1,0,0,1,1
178,3.26825845297176,0.0880988947222175,CA,2024-02-13,1,0,0,0,1,1,0,0,0,1
179,1.4429191530274,0.03858436448533645,CA,2024-02-14,1,1,0,1,1,1,0,0,1,0
180,6.76418278910246,0.1173832146299095,CA,2024-02-15,1,0,0,0,0,1,0,0,0,0
181,1.59454221758878,0.03638821156554995,CA,2024-02-16,1,1,0,1,1,1,0,0,1,1
182,0.804572233455997,0.0327939415876202,CA,2024-02-17,1,1,0,1,1,1,1,0,1,0
183,1.2643188038212,0.0542681074423345,CA,2024-02-18,1,0,0,1,1,1,0,0,1,1
184,1.04304834440445,0.03842398324079875,CA,2024-02-19,1,0,0,1,1,1,1,0,1,0
185,0.0650663578121224,2.18692232706655e-4,CA,2024-02-20,1,1,1,1,1,1,1,1,1,1
186,4.92777738507189,0.086409225637914,CA,2024-02-21,1,0,0,0,0,1,0,0,1,0
187,3.3376067574748,0.0642637173488435,CA,2024-02-22,1,0,1,0,0,1,0,1,0,0
188,3.2216509105477,0.0643709682800385,CA,2024-02-23,1,0,0,1,0,1,0,0,0,0
189,2.09742715758763,0.0579456465803235,CA,2024-02-24,1,0,0,1,1,1,0,0,1,1
190,0.108038532768887,1.14813168318095e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1
191,4.97860659495314,0.078025512077223,CA,2024-02-26,1,0,0,1,0,1,0,0,1,0
192,8.32413911910603,0.1158017049275285,CA,2024-02-27,1,0,0,1,0,1,0,0,1,0
193,5.23519402836629,0.077095044449986,CA,2024-02-28,1,0,0,1,1,1,0,0,1,1
194,0.00456060897352357,6.899067661826e-5,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1
195,0.00596906549370176,6.080199751974e-5,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1
196,0.0483349395790966,5.360789448939e-5,CA,2024-03-02,1,1,1,1,1,1,1,1,1,1
197,1.13080221865775,0.04500998407490705,CA,2024-03-03,1,0,0,1,1,1,0,0,1,1
198,4.13835382702376,0.089945512529452,CA,2024-03-04,1,0,0,1,0,1,0,0,1,0
199,6.67497042004873,0.1164313604023935,CA,2024-03-05,1,0,0,1,0,1,0,0,1,0
200,3.00924189818507,0.0594325068383095,CA,2024-03-06,1,0,0,1,0,1,0,0,1,0
201,5.90101783481443,0.1238353620209685,CA,2024-03-07,1,0,0,1,0,1,0,0,1,0
202,2.00573291462586,0.052246826416742,CA,2024-03-08,1,0,1,0,0,1,0,1,0,0
203,2.66302283335347,0.141653456650277,CA,2024-03-09,1,0,1,1,0,1,0,1,1,0
204,2.63913225453837,0.1167205005207025,CA,2024-03-10,1,0,1,1,0,1,0,1,1,0
205,2.71412019935966,0.1985093068256055,CA,2024-03-11,1,0,1,1,0,1,0,1,1,0
206,3.4512087786289,0.110360525465467,CA,2024-03-12,1,0,0,1,0,1,0,0,0,0
207,5.31369111744583,0.1135417664532815,CA,2024-03-13,1,0,1,1,0,1,0,1,1,0
208,4.76682131517909,0.120481250308713,CA,2024-03-14,1,0,0,1,0,1,0,0,1,0
209,1.2295024319507,0.0355267356044723,CA,2024-03-15,1,0,0,1,1,1,0,0,1,1
210,2.32519183818641,0.153029921616667,CA,2024-03-16,1,0,0,1,0,1,0,0,1,0
211,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00206520435347018,0.002138034853409735,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1
213,0.00212781158797117,0.001878850499399855,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1
214,0.00182488704246506,0.00165048406051757,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1
215,0.00521120523282154,0.00144938253348095,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1
216,0.00562108801296995,0.001272382364949805,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1
217,1.32290646377968,0.4819370911399875,CO,2024-02-10,1,0,0,1,1,1,0,0,1,1
218,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00285247084303787,8.59398568301005e-4,CO,2024-02-12,1,1,1,1,1,1,1,1,1,1
220,1.33642408148137,0.4849085576943845,CO,2024-02-13,1,0,0,1,1,1,0,0,1,1
221,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,6.0116804462714e-4,5.7924393011082e-4,CO,2024-02-15,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,3.0128405781733e-4,2.9910145270442e-4,CO,2024-02-20,1,1,1,1,1,1,1,1,1,1
228,0.0040916237991559,2.61964404115375e-4,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.36781573269406,0.4918502658460865,CO,2024-02-23,1,0,0,1,1,1,0,0,1,1
231,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00109276846697784,1.3483497388612e-4,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1
234,9.61382377985039e-5,1.18041051742785e-4,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1
235,8.53760726089031e-5,1.0333452240343e-4,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1
236,3.0805541992649e-4,9.045719849333e-5,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.6187326105203e-4,5.3106902972285e-5,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,4.15495943766938e-5,3.117897409056685e-5,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1.5303172088921e-4,1.831183703916405e-5,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
249,1.16955461583997e-5,1.603209465693385e-5,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,6.40638744952432e-6,1.22904950418259e-5,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.00149181146366777,0.00106806044275318,CT,2024-02-04,1,1,1,1,1,1,1,1,1,1
254,0.0102822945460681,9.27723708177395e-4,CT,2024-02-05,1,1,1,1,1,1,1,1,1,1
255,1.05411234355862,0.1895196629729295,CT,2024-02-06,1,0,1,1,0,1,0,1,1,0
256,0.0140661568129098,6.9944513125189e-4,CT,2024-02-07,1,1,1,1,1,1,1,1,1,1
257,1.28667206554132,0.4761232587603265,CT,2024-02-08,1,0,1,1,0,1,0,1,1,0
258,0.00556922372203385,5.26915229678055e-4,CT,2024-02-09,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,5.3076849322487e-4,3.9669075606522e-4,CT,2024-02-11,1,1,1,1,1,1,1,1,1,1
261,0.0153026018060343,3.44131767414525e-4,CT,2024-02-12,1,1,1,1,1,1,0,1,1,0
262,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,3.6305690644668e-4,2.5890551334932e-4,CT,2024-02-14,1,1,1,1,1,1,1,1,1,1
264,2.7452713710436e-4,2.2454265136859e-4,CT,2024-02-15,1,1,1,1,1,1,1,1,1,1
265,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,2.0914804386243e-4,1.6886676231482e-4,CT,2024-02-17,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,6.6338477295872e-4,1.2697995060412e-4,CT,2024-02-19,1,1,1,1,1,1,1,1,1,1
269,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.00113538794618442,9.548044665335e-5,CT,2024-02-21,1,1,1,1,1,1,1,1,1,1
271,1.35784696395938,0.491076758574184,CT,2024-02-22,1,0,1,1,0,1,0,1,1,0
272,3.9866244153403e-4,7.1799429865865e-5,CT,2024-02-23,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,5.7166754966127e-4,5.3999609638295e-5,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1
275,5.49139125240114e-5,4.68338150199512e-5,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1
276,2.047215553982e-4,4.0621548140654e-5,CT,2024-02-27,1,1,1,1,1,1,0,1,1,0
277,5.62715575468144e-5,3.523588850173945e-5,CT,2024-02-28,1,1,1,1,1,1,1,1,1,1
278,3.2116498765957e-4,3.05667661392529e-5,CT,2024-02-29,1,1,1,1,1,1,1,1,1,1
