...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
43,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.5148007797717,0.4706898453517515,AL,2024-05-06,1,1,0,1,1,1,0,0,0,1,1,1
52,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.216661675398574,0.0452554657605642,AR,2024-05-08,1,1,1,1,1,1,0,1,0,1,1,1
96,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.42340836968878,0.0343958331916827,AZ,2024-04-28,1,1,1,1,1,1,0,0,1,1,1,1
128,0.610052349052199,0.303097798761507,AZ,2024-04-29,1,1,1,1,1,1,1,1,0,0,1,1
129,1.09422462062506,0.296915978818889,AZ,2024-04-30,1,1,0,1,1,1,0,0,0,1,1,1
130,0.285176241011939,0.0463779752672368,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
131,0.32075211697779,0.05114895153746,AZ,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1
132,0.614357750110445,0.0563530022026995,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
133,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1.42077509077938,0.0748272926845595,AZ,2024-05-06,0,1,1,1,1,1,0,0,0,1,1,1
136,1.14710422394704,0.0820228604825435,AZ,2024-05-07,0,1,1,1,1,1,0,0,1,1,1,1
137,2.184982533344,0.14730844497845,AZ,2024-05-08,0,1,0,1,1,1,0,1,0,1,1,0
138,0.559095901552201,0.264460835280415,AZ,2024-05-09,1,1,1,1,1,1,0,1,0,1,1,1
139,1.61059747169734,0.41321198082795,AZ,2024-05-10,1,0,1,1,1,1,0,0,0,1,1,1
140,0.930421933280115,0.531233220859795,AZ,2024-05-11,0,1,1,1,1,1,0,1,0,1,1,1
141,0.23449799140402,0.1266924448624175,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1
142,1.22945357993306,0.421829722582756,AZ,2024-05-13,1,1,1,0,0,1,0,0,0,0,0,1
143,0.527809608310486,0.242073709500634,AZ,2024-05-14,1,1,1,1,1,1,0,0,0,1,1,1
144,0.55016342186238,0.243862582554776,AZ,2024-05-15,1,1,1,1,1,1,0,0,1,1,1,1
145,0.536408559471336,0.3915047938892395,AZ,2024-05-16,1,1,1,1,1,1,0,1,0,1,1,1
146,0.643891222658652,0.529851165385585,AZ,2024-05-17,1,0,1,1,1,1,1,1,1,1,1,1
147,0.34311024351931,0.2003827901445355,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
148,0.360058673823382,0.2146828662836365,AZ,2024-05-19,1,1,1,1,1,1,0,0,1,1,1,1
149,0.453528983764564,0.321000357750205,AZ,2024-05-20,1,1,1,1,1,1,0,1,0,1,1,1
150,0.94566995068479,0.2447740725492935,AZ,2024-05-21,0,1,1,1,1,1,0,0,1,1,1,1
151,0.400917109451938,0.2744055379731655,AZ,2024-05-22,1,1,1,1,1,1,1,0,0,1,1,1
152,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.462696453486153,0.293015929238759,AZ,2024-05-24,1,1,1,1,1,1,0,1,1,1,0,1
154,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.01862551228777,0.378679500657988,AZ,2024-05-26,1,1,1,1,1,1,0,0,1,1,1,1
156,2.0375894529469,0.4974061092557165,AZ,2024-05-27,1,1,0,0,1,1,0,1,0,0,0,1
157,1.35069106505942,0.2823895111098805,AZ,2024-05-28,0,1,1,1,1,1,0,0,0,1,1,1
158,0.966074201005035,0.438934796759326,AZ,2024-05-29,1,1,1,1,1,0,1,0,1,1,1,0
159,0.610080332083311,0.51318379233853,AZ,2024-05-30,1,0,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.834465276071193,0.4753427667193695,AZ,2024-06-01,1,1,1,1,1,1,1,1,1,1,1,1
162,1.13301794727034,0.150064053751466,AZ,2024-06-02,1,1,0,1,1,1,0,1,0,1,1,1
163,1.2315443848895,0.353978544657381,AZ,2024-06-03,1,0,1,1,1,1,0,1,0,1,1,1
164,1.51427728614978,0.379929087460114,AZ,2024-06-04,0,1,1,1,1,1,0,0,0,0,1,1
165,1.93627885871571,0.456965205365309,AZ,2024-06-05,1,0,0,1,1,1,0,0,0,1,0,1
166,3.96713727822677,0.440273468831461,AZ,2024-06-06,0,1,0,1,1,1,0,0,1,1,1,1
167,0.619661221092309,0.1105700169448905,AZ,2024-06-07,1,1,1,1,1,1,0,1,0,1,1,1
168,3.09454061768826,0.49763876450663,AZ,2024-06-08,0,1,0,1,1,0,0,0,0,1,1,0
169,4.58210069132335,0.465382225150895,CA,2024-04-28,0,1,0,0,1,1,0,0,0,0,1,1
170,1.39397154408878,0.238530287426107,CA,2024-04-29,1,1,1,1,1,0,0,0,0,1,1,0
171,2.21532580472947,0.3185647733384895,CA,2024-04-30,1,0,1,1,1,0,0,1,0,0,0,0
172,1.45114541905531,0.317567694531351,CA,2024-05-01,1,1,1,0,1,1,0,0,0,0,1,1
173,1.68268469745287,0.282949159132403,CA,2024-05-02,1,1,1,1,1,1,0,0,0,0,1,1
174,4.36011824284067,0.2557072985087275,CA,2024-05-03,0,0,1,0,1,1,0,0,0,0,1,1
175,1.83908101159049,0.241971587846132,CA,2024-05-04,0,0,1,1,1,1,0,0,0,1,1,1
176,2.33938735891749,0.2129286824534815,CA,2024-05-05,0,0,1,1,1,1,0,0,1,1,1,1
177,5.02598204828691,0.274478354116081,CA,2024-05-06,0,0,1,1,1,1,0,0,0,0,0,1
178,6.6351897726933,0.398482670937786,CA,2024-05-07,0,0,0,1,0,1,0,0,0,0,0,1
179,3.57732626323939,0.300610875479732,CA,2024-05-08,0,0,1,1,1,1,0,0,0,0,1,1
180,4.31590945384586,0.323926814083667,CA,2024-05-09,0,0,1,1,1,1,0,0,0,0,0,0
181,2.0935795499751,0.3402722501180425,CA,2024-05-10,1,1,0,1,0,0,1,0,0,0,0,1
182,3.50880642430524,0.380141669968394,CA,2024-05-11,1,0,0,1,1,0,1,0,0,0,0,0
183,3.65593573253631,0.358281781506269,CA,2024-05-12,1,1,0,1,1,1,0,1,0,0,1,1
184,3.31863847289677,0.409010903064761,CA,2024-05-13,1,0,1,1,0,0,0,0,0,0,0,0
185,9.56369773023283,0.395902227103712,CA,2024-05-14,0,0,0,1,1,0,0,0,0,0,0,0
186,3.16078486845092,0.354545394492685,CA,2024-05-15,1,1,1,0,1,0,0,0,0,0,0,0
187,6.53694042204118,0.34418955688916397,CA,2024-05-16,0,0,1,0,1,1,0,0,0,0,0,1
188,6.26012998808505,0.361037334707527,CA,2024-05-17,0,0,0,0,1,0,0,0,0,0,0,0
189,4.99309569996654,0.3672401702036795,CA,2024-05-18,0,0,1,1,1,1,0,0,1,1,1,1
190,5.43286133788384,0.4006708554790765,CA,2024-05-19,1,0,0,0,0,1,0,0,0,0,0,1
191,7.93628968658778,0.3517185877314615,CA,2024-05-20,0,1,0,0,1,1,0,0,0,0,0,1
192,12.4880732369683,0.400896302993198,CA,2024-05-21,0,0,1,0,0,0,0,1,1,0,0,0
193,13.3741680346402,0.397842176933122,CA,2024-05-22,0,0,1,0,1,0,0,0,1,0,1,0
194,6.28469611582607,0.371533431875039,CA,2024-05-23,0,1,1,0,0,1,0,0,0,0,0,1
195,8.5420512184865,0.4223324261297675,CA,2024-05-24,0,0,1,0,1,0,0,1,1,0,0,0
196,3.94740046337645,0.3915266377418,CA,2024-05-25,0,1,1,0,1,0,0,0,1,0,0,0
197,9.77857247998146,0.431434352824955,CA,2024-05-26,0,0,1,1,0,0,0,0,0,0,1,0
198,9.12060688694127,0.4175251609146565,CA,2024-05-27,0,1,1,0,1,0,0,1,1,0,0,0
199,10.7315441416075,0.4144887812501705,CA,2024-05-28,0,1,1,0,0,0,0,0,0,0,0,0
200,6.85632285100865,0.40866324034237,CA,2024-05-29,0,1,1,0,1,1,0,0,0,0,0,1
201,7.31609505591462,0.415510066035322,CA,2024-05-30,1,1,0,0,1,0,0,0,0,0,1,0
202,24.1467066668366,0.4510342166605085,CA,2024-05-31,0,0,1,0,1,0,0,0,0,0,0,0
203,2.82338089520252,0.3880600137153325,CA,2024-06-01,1,1,0,1,1,1,0,1,0,0,1,1
204,6.49602063988722,0.424362406047345,CA,2024-06-02,0,1,1,0,1,0,0,0,0,0,0,0
205,12.2978465756527,0.4399913680173675,CA,2024-06-03,0,0,1,0,1,0,0,0,1,0,0,0
206,13.5311391514458,0.4346847676036065,CA,2024-06-04,0,0,1,0,1,0,0,1,0,0,0,0
207,25.2744853038595,0.456934360447493,CA,2024-06-05,0,0,1,0,1,0,0,0,0,0,0,0
208,26.4870718566679,0.4583015273967835,CA,2024-06-06,0,1,1,0,1,0,0,0,0,0,0,0
209,12.0135317965074,0.4297358612913315,CA,2024-06-07,0,1,1,0,1,1,0,0,0,0,0,1
210,9.94995974249181,0.4949379238434145,CA,2024-06-08,0,0,1,0,1,0,0,0,0,0,0,0
211,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.194863326973309,0.1613924677893515,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.467217397263211,0.359302825987796,CO,2024-05-06,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.357014423570371,0.29347605758518,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.413065194191509,0.3330717291826665,CO,2024-05-13,1,1,1,1,1,1,0,0,1,1,1,1
227,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.444977870760777,0.3593797344088955,CO,2024-05-15,1,1,1,1,1,1,0,0,1,1,1,1
229,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.762323278827035,0.57842894248138,CO,2024-05-20,1,1,1,1,0,1,1,0,1,1,0,1
234,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.778730805803939,0.367059474034015,CO,2024-05-22,1,1,1,1,1,1,0,0,0,0,1,1
236,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.577565214761315,0.468505651569978,CO,2024-05-24,0,1,1,1,1,1,0,1,1,1,0,1
238,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.650504905590974,0.51754602029585,CO,2024-05-29,0,1,1,1,1,1,0,1,1,0,1,1
243,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.349629329726028,0.3698728604562995,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1
249,0.817441257701365,0.375608759238274,CO,2024-06-05,1,0,1,1,1,1,1,0,1,1,0,1
250,0.730860704074241,0.5750822424801,CO,2024-06-06,0,1,1,1,1,1,0,1,1,1,0,1
251,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.728350064833408,0.50754047372082,CT,2024-05-01,1,0,1,1,1,1,1,1,1,1,1,1
