...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24D_95_CI,other_95_CI
43,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2.07014028190018,0.5836288551594,AL,2024-05-06,1,0,1,1,0,0,0,1,1,0
73,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.178801325747238,0.124379168010878,AR,2024-05-08,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.10741362606778,0.2366897341079635,AZ,2024-04-07,1,1,1,1,0,0,1,1,1,0
128,1.06925488676808,0.1899003320072395,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
129,0.00659754667464865,0.004184694497875795,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
130,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.0314724671707748,0.0052569407496567,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
133,0.0673294856980216,0.00567838861757975,AZ,2024-04-13,1,1,1,1,1,0,0,1,1,1
134,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1.51615745212923,0.246476759883261,AZ,2024-04-15,0,0,1,1,1,0,0,0,1,1
136,0.527848591805098,0.145981337192144,AZ,2024-04-16,1,1,1,1,1,1,1,1,1,1
137,1.08548808628815,0.165056869473773,AZ,2024-04-17,1,1,1,1,0,0,0,1,1,0
138,0.013151988117373,0.0083956875583646,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
139,0.0154623463838239,0.0090851712669911,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.07618994426903,0.3070237571782125,AZ,2024-04-21,1,1,1,1,0,1,0,1,1,0
142,1.07228533875842,0.218674055707118,AZ,2024-04-22,1,1,0,1,1,0,0,0,1,1
143,0.230241409490996,0.0124671753094092,AZ,2024-04-23,1,1,1,1,1,1,1,1,1,1
144,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,0.0881905884026613,0.0146020985540915,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1.10302555689444,0.4477220766944045,AZ,2024-04-27,1,1,1,1,0,0,1,1,1,0
148,0.201605110374693,0.0184887787584759,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1
149,1.26374083622932,0.3337788524626505,AZ,2024-04-29,0,1,1,1,0,0,0,1,1,0
150,2.02027128418389,0.3594932800283765,AZ,2024-04-30,0,1,1,1,0,0,1,0,1,0
151,0.128464705898567,0.0233593513676027,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1
152,0.143596080466999,0.02523705164722905,AZ,2024-05-02,1,1,1,1,1,1,1,1,1,1
153,0.284313113193782,0.02725583523491285,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1
154,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,0.692658308341548,0.0342509891285318,AZ,2024-05-06,1,1,1,1,1,1,1,1,1,1
157,0.559452490457441,0.0369286123984414,AZ,2024-05-07,1,1,1,1,1,1,1,1,1,1
158,0.721256947904588,0.1067026534612585,AZ,2024-05-08,1,1,1,1,1,0,1,0,1,1
159,0.371470373599696,0.2385575359146835,AZ,2024-05-09,1,1,1,1,1,0,0,1,1,1
160,2.35582375334018,0.4609950699459565,AZ,2024-05-10,0,0,1,1,0,0,0,1,1,0
161,1.52529165255499,0.710414769415665,AZ,2024-05-11,0,1,1,1,0,0,0,1,1,0
162,0.0943117669238262,0.0534100171153525,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1
163,2.34766262584033,0.503599307022845,AZ,2024-05-13,0,1,1,0,0,0,0,1,0,0
164,0.984941931185167,0.307885561150039,AZ,2024-05-14,1,1,1,1,0,0,1,1,1,0
165,0.98772479424292,0.309176610059189,AZ,2024-05-15,1,1,1,1,0,0,1,1,1,0
166,1.07769339822961,0.789783262112115,AZ,2024-05-16,1,1,1,1,0,0,1,1,1,0
167,0.689274453157089,0.5261099631064,AZ,2024-05-17,1,1,1,1,1,0,0,1,1,1
168,0.145755878270702,0.0817306226552815,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1
169,2.01607536226471,0.176221044330721,CA,2024-04-07,1,0,1,1,0,1,0,1,1,0
170,1.56559466314862,0.196732208273703,CA,2024-04-08,1,0,1,0,1,0,0,1,0,1
171,0.94265592133466,0.214539336970053,CA,2024-04-09,1,1,1,1,0,0,1,1,1,0
172,1.71126759501384,0.3165007644055255,CA,2024-04-10,0,1,1,1,0,0,0,1,1,0
173,1.07885708414613,0.2352378197948295,CA,2024-04-11,1,1,1,1,0,0,0,1,1,0
174,0.995877508459675,0.2554937827415615,CA,2024-04-12,1,1,1,1,0,0,1,1,1,0
175,1.81240569058286,0.1627963566423785,CA,2024-04-13,1,0,1,1,0,1,0,1,1,0
176,0.486021674977621,0.152107572125643,CA,2024-04-14,1,1,1,1,1,1,1,1,1,1
177,1.10386738449394,0.214983059060304,CA,2024-04-15,1,1,1,0,1,1,1,0,0,1
178,2.86262667036877,0.2022219058160365,CA,2024-04-16,1,0,0,1,1,1,0,0,1,1
179,6.17435282508327,0.269711212259685,CA,2024-04-17,1,0,0,0,1,1,0,0,0,1
180,1.97840855517276,0.2287474714647055,CA,2024-04-18,1,0,0,1,1,0,0,0,1,1
181,3.05970848513525,0.2222749527408455,CA,2024-04-19,0,0,0,1,1,0,0,0,1,1
182,0.163836386538708,0.129617385933542,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
183,1.13475667951899,0.2542518074753195,CA,2024-04-21,1,1,1,1,0,0,0,1,1,0
184,3.08140138447652,0.352576154758776,CA,2024-04-22,0,1,0,0,0,0,0,0,0,0
185,1.92694753504899,0.291904647408645,CA,2024-04-23,1,0,1,0,0,0,1,1,1,0
186,4.5073600401426,0.3710024258061495,CA,2024-04-24,0,0,0,1,0,0,1,0,1,0
187,5.0001522088362,0.319546834614495,CA,2024-04-25,1,0,1,0,0,1,0,0,0,0
188,0.746857942693342,0.23599735064242,CA,2024-04-26,1,1,1,1,1,1,1,1,1,1
189,4.81519310785537,0.4077076328697745,CA,2024-04-27,0,0,1,0,0,0,0,0,0,0
190,5.30424514510074,0.513189815133315,CA,2024-04-28,0,0,1,0,0,0,0,1,0,0
191,2.20195460275489,0.305591875363061,CA,2024-04-29,0,0,0,1,1,0,0,0,1,1
192,4.52115945674196,0.3679383067784645,CA,2024-04-30,1,0,0,0,0,0,0,0,1,0
193,2.09142820444183,0.365655512785595,CA,2024-05-01,1,0,1,0,1,0,0,0,0,1
194,4.51282240218035,0.345696440819061,CA,2024-05-02,0,0,1,1,0,0,0,0,0,0
195,7.68301380027018,0.362202470064105,CA,2024-05-03,0,0,1,0,0,0,0,1,0,0
196,2.98312090070908,0.3962612732812275,CA,2024-05-04,0,0,1,1,0,0,0,0,1,0
197,3.5195082347021,0.3229726411003325,CA,2024-05-05,0,0,1,1,1,0,0,0,1,1
198,8.04747139906769,0.3867908664117225,CA,2024-05-06,0,0,1,0,0,0,0,1,1,0
199,8.62208582622877,0.4005544224420615,CA,2024-05-07,0,1,1,1,0,0,0,1,0,0
200,6.68085359389069,0.411721535797985,CA,2024-05-08,0,0,1,0,0,0,0,0,0,0
201,11.4762528196765,0.4269064699296325,CA,2024-05-09,0,0,1,1,0,0,0,1,1,0
202,3.11820455721441,0.3641836461424755,CA,2024-05-10,1,0,1,1,0,0,0,0,0,0
203,7.41148458905784,0.508985099467315,CA,2024-05-11,1,0,1,1,0,0,0,0,0,0
204,6.6988767946105,0.428125875207246,CA,2024-05-12,1,0,1,1,0,0,0,1,0,0
205,7.21373867188908,0.56569176729958,CA,2024-05-13,1,0,0,1,0,0,0,0,1,0
206,18.2830880791245,0.62435540424826,CA,2024-05-14,0,0,1,1,0,0,0,1,1,0
207,8.23349149937377,0.421942827836633,CA,2024-05-15,0,0,0,1,0,0,0,0,0,0
208,12.2508930736924,0.4680419757958765,CA,2024-05-16,0,0,1,1,0,0,0,1,0,0
209,9.94152345976942,0.4748856685137115,CA,2024-05-17,0,0,1,1,0,0,0,0,1,0
210,6.76957177046294,0.59470999341989,CA,2024-05-18,0,0,1,1,0,0,0,1,1,0
211,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.70898782765741,0.3453634952618305,CO,2024-04-15,1,1,1,1,1,0,0,1,1,1
220,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1.05061164932479,0.4308929143863435,CO,2024-04-17,1,1,1,1,0,1,0,1,1,0
222,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0684296929903874,0.0659253360376035,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
227,0.0753057548907083,0.0711630746924135,CO,2024-04-23,1,1,1,1,1,0,0,1,1,1
228,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.1177475908156,0.1104400686606905,CO,2024-04-29,1,1,1,1,1,0,0,1,1,1
234,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.592311219561962,0.3416818952629285,CO,2024-05-06,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.230671751789968,0.2297958200537085,CO,2024-05-10,1,1,1,1,1,0,0,1,1,1
245,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.256879405982338,0.2751884172626595,CO,2024-05-13,1,1,1,1,1,0,0,1,1,1
248,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.299179721568189,0.307609611819669,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00160687187929294,1.5772478403317e-4,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
257,0.00178817405820179,1.67955485130045e-4,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
258,0.0016095306007177,1.790647072401e-4,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0.00296366837117602,2.68889901532155e-4,CT,2024-04-18,1,1,1,1,1,1,1,1,1,1
265,0.00327125981940846,2.88697911122905e-4,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1.03830497010258,0.3211929893199275,CT,2024-04-22,0,0,1,1,1,0,0,1,1,1
269,1.25511170817573,0.96143706358921,CT,2024-04-23,0,0,1,1,1,0,0,1,1,1
270,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1.31984978058011,0.976801288617195,CT,2024-04-25,0,1,1,0,1,0,1,1,0,1
272,NA,NA,CT,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1.19666907814126,0.947260272883635,CT,2024-05-01,0,0,1,1,1,0,0,1,1,1
278,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0.012601505489049,9.34521437691795e-4,CT,2024-05-04,1,1,1,1,1,0,0,1,1,1
281,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1.26750986389694,0.9622416516512,CT,2024-05-06,0,1,0,1,1,0,1,0,1,1
283,2.07678135881594,0.960885997736625,CT,2024-05-07,0,1,1,0,0,0,1,1,1,0
284,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
