...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
38,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.421874429526914,0.3101550497620475,AK,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
42,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.492182650798937,0.3749405209925005,AL,2024-06-30,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.532006791574003,0.396917486076607,AL,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1
60,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.65584531542788,0.4427919081033265,AL,2024-07-16,1,1,1,0,1,1,1,1,1,1,1,1
67,0.565656263797036,0.423647416550585,AL,2024-07-17,1,0,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.571418505236826,0.3788115912123785,AL,2024-07-24,1,1,1,0,1,1,1,0,1,0,1,1
75,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.618629055152279,0.4611618780909745,AL,2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.846942605916658,0.606105222007865,AL,2024-08-02,0,1,1,1,1,1,0,0,1,1,1,1
84,0.662059525338448,0.501406452606425,AL,2024-08-03,1,0,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.529378928325019,0.381223021077733,AR,2024-07-08,0,1,1,1,1,1,1,1,1,1,1,1
101,0.566055948951184,0.4232680197950675,AR,2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1
102,0.563699784306287,0.424869198784408,AR,2024-07-10,1,0,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.461514637838241,0.2460745814976565,AR,2024-07-17,1,1,1,1,1,1,1,0,0,1,1,1
110,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.654683963363625,0.496136426633995,AR,2024-07-19,1,1,1,1,0,1,1,0,1,1,0,1
112,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.30007000122349,0.4269601826603675,AR,2024-07-22,1,0,1,1,1,1,1,0,0,1,1,1
115,0.47162038164905,0.2383251945068005,AR,2024-07-23,1,1,1,1,1,1,0,1,0,1,1,1
116,1.29331879881008,0.4171000940751955,AR,2024-07-24,1,0,1,1,1,1,1,0,0,0,1,1
117,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.64209241386707006,0.473278692422749,AR,2024-07-26,1,0,1,1,1,1,1,0,1,1,0,1
119,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.92512724824335,0.486276904448516,AR,2024-07-29,1,0,1,1,1,1,1,0,0,0,0,1
122,0.667800284954844,0.4908218632593035,AR,2024-07-30,1,0,1,1,1,1,1,1,1,1,1,1
123,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.38697267760203,0.332380956138591,AZ,2024-06-23,1,1,0,1,1,1,0,0,0,1,0,1
128,0.856954209051687,0.362266479708867,AZ,2024-06-24,1,1,1,1,1,1,0,0,1,0,0,1
129,1.84443800833865,0.3472735015368375,AZ,2024-06-25,1,1,1,1,1,1,1,0,0,1,0,1
130,2.75447835382,0.433534883765995,AZ,2024-06-26,1,0,0,1,1,1,0,1,0,1,0,1
131,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.423787589768869,0.301570018092341,AZ,2024-06-28,1,1,1,1,1,1,1,1,1,1,1,1
133,1.16488419324966,0.362757398035345,AZ,2024-06-29,0,1,1,1,1,1,0,0,0,1,1,1
134,3.59775748823664,0.4205156136508645,AZ,2024-06-30,0,1,0,1,0,0,0,0,0,1,0,0
135,8.25626369828893,0.41952158015436,AZ,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0
136,1.92042269492508,0.3360334827171865,AZ,2024-07-02,0,1,1,1,1,1,0,1,0,0,1,1
137,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,0.782021922646619,0.216554430875817,AZ,2024-07-04,1,1,0,1,1,1,0,1,0,1,1,1
139,0.741006221333744,0.3918251003798895,AZ,2024-07-05,1,1,1,1,1,1,1,1,0,0,1,1
140,2.1530471485036,0.453467828286888,AZ,2024-07-06,1,1,1,0,1,1,1,1,1,0,0,1
141,0.943554925181533,0.3847370553719655,AZ,2024-07-07,1,1,1,1,1,1,0,1,0,1,0,0
142,10.179530166881,0.4175674273738145,AZ,2024-07-08,0,1,0,1,1,1,0,0,0,0,0,1
143,4.494319787468,0.374972327652446,AZ,2024-07-09,0,0,0,0,1,1,0,0,0,0,1,1
144,3.59530522929601,0.4047181728003785,AZ,2024-07-10,0,0,0,1,1,1,0,0,0,0,1,1
145,0.792533985791573,0.403021917417259,AZ,2024-07-11,1,1,1,1,1,1,0,1,1,1,0,1
146,0.754156935376918,0.4121463848368465,AZ,2024-07-12,1,1,1,1,1,1,0,0,1,0,0,1
147,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.05774037967295,0.53201423487193,AZ,2024-07-14,1,1,1,1,0,1,0,1,1,1,0,1
149,2.23819576531772,0.409963346367467,AZ,2024-07-15,0,0,0,1,1,1,0,0,0,0,1,1
150,2.73520143533692,0.419728187162206,AZ,2024-07-16,1,0,0,1,1,1,1,0,0,0,0,1
151,4.22545262788916,0.4154825394377825,AZ,2024-07-17,0,1,0,0,0,1,0,0,0,0,0,1
152,5.57038252210433,0.50762311216098,AZ,2024-07-18,0,0,0,1,1,1,0,0,0,0,0,1
153,1.12575415064305,0.4981054759880085,AZ,2024-07-19,1,1,0,1,1,1,0,0,1,0,1,1
154,1.26710472507451,0.4239330757081095,AZ,2024-07-20,1,0,1,1,1,1,0,0,0,1,1,1
155,4.61067080954808,0.541562294566555,AZ,2024-07-21,0,1,0,0,0,1,0,1,0,0,0,1
156,5.45822940418681,0.424407559537376,AZ,2024-07-22,0,1,0,0,1,1,0,0,0,0,0,1
157,2.27349306125376,0.4227300508060295,AZ,2024-07-23,1,1,0,1,1,0,0,0,0,0,0,0
158,6.26804413973491,0.4876488953212235,AZ,2024-07-24,0,0,0,0,1,1,0,0,0,0,1,1
159,1.25078959493852,0.4024858717925355,AZ,2024-07-25,1,0,1,1,1,1,0,0,0,1,1,1
160,1.56794168996565,0.464339968373096,AZ,2024-07-26,0,1,1,1,1,1,0,1,0,1,0,1
161,2.67603662055128,0.571884779006425,AZ,2024-07-27,0,1,0,1,0,1,0,0,0,0,0,1
162,2.57994978189427,0.4402454196505855,AZ,2024-07-28,1,0,0,1,1,0,0,0,0,0,0,0
163,5.80649507631691,0.449823145960063,AZ,2024-07-29,0,1,0,0,1,0,0,1,0,0,0,0
164,2.42047519385551,0.4612060273016055,AZ,2024-07-30,1,0,0,1,0,1,1,0,0,0,0,1
165,1.17413645350082,0.348801023856082,AZ,2024-07-31,1,1,1,1,1,1,0,1,0,0,0,1
166,0.530626558930154,0.253988827350241,AZ,2024-08-01,1,1,1,1,1,1,1,1,0,0,1,1
167,0.753138258684383,0.546121266610825,AZ,2024-08-02,1,0,1,1,1,1,1,0,1,0,1,1
168,2.24815773867041,0.42829594477965,AZ,2024-08-03,0,1,0,0,1,1,0,0,0,0,1,1
169,1.73530093035383,0.3760794767095185,CA,2024-06-23,1,1,1,1,1,1,0,0,0,1,0,0
170,4.20188863402535,0.398089178898883,CA,2024-06-24,0,0,1,1,0,1,0,0,0,0,0,0
171,4.82308222960979,0.381500057847958,CA,2024-06-25,0,0,1,1,1,1,0,0,0,0,0,0
172,9.31400050236956,0.3727527934753165,CA,2024-06-26,1,0,0,0,0,1,0,0,0,0,0,0
173,11.4097070477094,0.3862106243169775,CA,2024-06-27,0,0,0,0,1,1,0,0,0,0,0,0
174,5.46601620760807,0.391941440305401,CA,2024-06-28,0,1,0,1,1,0,0,0,0,1,0,0
175,5.0865368252443,0.385055898682087,CA,2024-06-29,0,1,1,0,1,0,0,0,0,0,0,0
176,12.2181310492898,0.3916195033863525,CA,2024-06-30,0,0,0,1,0,0,0,0,0,0,0,0
177,13.1360371902251,0.373737964316115,CA,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0
178,3.76990318676666,0.389373345424307,CA,2024-07-02,0,1,1,1,1,1,0,0,0,0,0,0
179,5.93168544640021,0.3889949491419985,CA,2024-07-03,0,0,1,1,1,1,0,0,1,0,1,0
180,1.84994564807753,0.382839911256621,CA,2024-07-04,0,1,1,1,1,1,0,0,1,0,0,1
181,8.61190193658361,0.408263718642091,CA,2024-07-05,0,0,0,0,0,1,0,1,0,0,0,0
182,7.13768946005984,0.4055102868899995,CA,2024-07-06,0,1,0,0,1,1,0,1,0,0,0,0
183,9.39792018489445,0.3990927595156685,CA,2024-07-07,0,1,1,0,1,1,0,0,0,0,0,1
184,13.2330328745873,0.4183203091124275,CA,2024-07-08,0,1,0,1,1,0,0,0,0,0,0,0
185,20.5861219315385,0.4284308094800955,CA,2024-07-09,0,0,0,0,1,1,0,0,0,0,1,1
186,11.0950283361652,0.4149367261016015,CA,2024-07-10,0,0,0,1,0,1,0,0,0,0,0,0
187,13.2458813795035,0.423709580993873,CA,2024-07-11,0,0,0,1,0,1,0,0,0,0,0,0
188,19.5608337864461,0.4131218876173615,CA,2024-07-12,0,0,0,0,1,1,0,0,0,0,0,0
189,5.90334978711281,0.4158800672707445,CA,2024-07-13,0,0,0,1,1,0,0,0,0,0,0,0
190,15.5573685929169,0.4173181224997175,CA,2024-07-14,0,1,0,0,0,1,0,0,0,1,0,0
191,17.3658163982523,0.417902248523881,CA,2024-07-15,0,0,0,0,0,0,0,0,0,0,0,0
192,24.38239520555,0.4394487238885245,CA,2024-07-16,0,0,0,0,0,0,0,0,0,0,0,0
193,10.814753135214,0.4235605717626945,CA,2024-07-17,0,0,0,0,1,1,0,0,0,0,0,1
194,11.7287740563068,0.407746778598928,CA,2024-07-18,0,0,1,0,0,1,0,0,0,0,0,0
195,5.19858495809951,0.4269792184977165,CA,2024-07-19,0,1,0,1,1,1,0,0,0,0,1,1
196,7.96477483847633,0.4125992315805655,CA,2024-07-20,0,0,0,0,1,0,0,0,0,0,0,0
197,17.3653764608499,0.4535392120036085,CA,2024-07-21,0,0,0,0,0,1,0,0,0,0,0,1
198,24.154141715629,0.4303549163246195,CA,2024-07-22,0,0,0,0,1,1,0,0,0,0,0,0
199,19.0348003658218,0.441867751899324,CA,2024-07-23,0,0,0,0,0,1,0,0,0,0,0,0
200,22.38152828341,0.4557009072270195,CA,2024-07-24,0,1,0,0,0,0,0,0,0,0,0,0
201,15.1303782885413,0.440131711021952,CA,2024-07-25,0,1,0,0,1,0,0,0,0,0,0,0
202,16.7690029942985,0.4658421180485095,CA,2024-07-26,0,0,0,0,1,0,0,0,0,0,0,0
203,11.3889300185476,0.4427216085773145,CA,2024-07-27,0,0,0,0,1,1,0,0,0,0,0,1
204,3.22557248381458,0.3831774036424805,CA,2024-07-28,1,1,1,1,1,0,0,0,0,1,0,0
205,16.2610688204759,0.473565877234826,CA,2024-07-29,0,0,0,0,1,1,0,0,0,0,0,0
206,16.7052665673457,0.450277570620723,CA,2024-07-30,0,0,0,0,0,1,0,0,0,0,0,0
207,12.0645555859795,0.4316675964121875,CA,2024-07-31,0,1,1,0,0,0,0,1,1,0,0,0
208,13.8412369986261,0.4355463832002705,CA,2024-08-01,0,1,0,1,1,1,0,0,0,0,0,1
209,12.0316026457015,0.451747343407794,CA,2024-08-02,0,0,0,0,1,1,0,0,0,0,0,1
210,6.05249844814726,0.4166721149512795,CA,2024-08-03,0,1,1,0,0,1,0,0,0,0,0,1
211,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.847225434202742,0.4333137144288415,CO,2024-06-25,1,1,1,0,1,1,0,1,1,0,1,1
214,0.638465600034928,0.376997269212514,CO,2024-06-26,1,1,1,1,1,1,1,0,0,0,0,1
215,0.449680215845898,0.2799575668218275,CO,2024-06-27,1,1,1,1,1,1,1,0,0,1,1,1
216,0.457621958380496,0.328921354771034,CO,2024-06-28,1,1,1,1,1,1,1,0,0,1,1,1
217,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.466956602276662,0.3374431092680565,CO,2024-07-01,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.421480853984926,0.256909372248478,CO,2024-07-05,1,1,1,1,1,1,0,1,0,1,1,1
224,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.420805439734561,0.251330144704773,CO,2024-07-08,1,1,1,1,1,1,0,1,0,1,1,1
227,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.39687796448357,0.248627261931396,CO,2024-07-10,1,1,1,1,1,1,1,1,0,1,0,1
229,0.770654560494422,0.4175802874313565,CO,2024-07-11,1,1,1,1,1,1,0,0,1,0,1,1
230,0.647407085003724,0.455041331374204,CO,2024-07-12,1,1,1,0,1,1,1,1,0,0,1,1
231,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.763431465254793,0.400723373059085,CO,2024-07-15,1,1,1,1,1,1,0,1,0,0,0,1
234,1.40536645869169,0.522994904398245,CO,2024-07-16,1,1,1,1,0,1,1,0,1,1,0,1
235,1.01299771145619,0.545184902965455,CO,2024-07-17,0,1,1,1,1,1,1,1,1,1,1,1
236,1.60650242463395,0.489194419922138,CO,2024-07-18,0,1,0,1,1,1,0,1,0,1,1,1
237,0.782120501024373,0.57360017898984506,CO,2024-07-19,0,1,1,1,1,1,0,1,0,1,1,1
238,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.852893978465564,0.293164949084989,CO,2024-07-23,1,1,1,1,1,1,1,1,0,0,1,1
242,0.708935132470355,0.3995856502782545,CO,2024-07-24,1,1,1,1,1,1,1,1,1,0,0,1
243,0.861246807425046,0.443530852763655,CO,2024-07-25,1,1,1,1,1,1,1,1,1,1,1,1
244,0.508949397098542,0.3490811148147285,CO,2024-07-26,1,1,1,1,1,1,1,1,1,0,0,1
245,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.715751929270674,0.405708598736228,CO,2024-07-29,1,1,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.636797145672887,0.4716035789140245,CO,2024-07-31,1,0,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.427752226378479,0.2921156816053025,CO,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.821673042622324,0.254977953214292,CT,2024-06-24,0,1,1,1,1,1,0,1,0,1,1,1
255,0.963451603923256,0.4597301141842275,CT,2024-06-25,1,1,1,0,1,1,0,1,1,0,1,1
256,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1.97783580128463,0.275785533764513,CT,2024-06-27,0,1,1,1,1,1,0,0,0,1,0,1
