...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,recombinant_50_CI,X24G_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,recombinant_95_CI,X24G_95_CI,X24D_95_CI,other_95_CI
41,0.330126730685147,0.198535996062168,AK,2024-08-16,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
42,NA,NA,AK,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.447080622659385,0.3085901744343495,AL,2024-07-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
46,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.567025873158862,0.4367835860243155,AL,2024-07-16,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
53,0.476383014536091,0.32411501301199,AL,2024-07-17,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
54,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.491612934930383,0.3800531879870375,AL,2024-07-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
61,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.526281899570794,0.3524567120958915,AL,2024-07-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
63,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.790319121292528,0.51498268640638,AL,2024-08-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
70,0.592056434898578,0.3869822750066115,AL,2024-08-03,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
71,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.960348437940066,0.4445881101356915,AL,2024-08-08,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
76,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.30193907593038,0.422825532397076,AL,2024-08-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
81,NA,NA,AL,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.874391600160563,0.575263181636745,AL,2024-08-15,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
83,NA,NA,AL,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.472638445732746,0.3583301998541,AR,2024-07-08,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
87,0.531084498160981,0.335785321358115,AR,2024-07-09,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.529717788038002,0.3364311950414355,AR,2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
89,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.525611746254395,0.36269453263762,AR,2024-07-17,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
96,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.619418822871477,0.4429810336688965,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
98,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.02390210730912,0.3904288083822985,AR,2024-07-22,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
101,0.512491139513053,0.355368998896836,AR,2024-07-23,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1.13025513401195,0.379965848325681,AR,2024-07-24,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
103,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.570893337163866,0.3700576302276315,AR,2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
105,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.68665876845324,0.381055296818514,AR,2024-07-29,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
108,0.593694179156884,0.3850270543571195,AR,2024-07-30,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
109,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.694436884326932,0.518063808061925,AR,2024-08-05,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
115,0.65309572289672,0.365043068757518,AR,2024-08-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
116,0.543953728390473,0.3680658662841395,AR,2024-08-07,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
117,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.746472142627245,0.414893179136245,AR,2024-08-09,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
119,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.37823178076218,0.4568084865215995,AR,2024-08-12,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
122,3.96234159194427,0.3902289451461985,AR,2024-08-13,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
123,NA,NA,AR,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.610887044079955,0.356333431448049,AR,2024-08-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
125,NA,NA,AR,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.833429089203818,0.3757439149473435,AZ,2024-07-07,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
128,7.77076907225957,0.3989723688777685,AZ,2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
129,3.8187888786068,0.3700197610621725,AZ,2024-07-09,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
130,2.85619360290427,0.392211732246334,AZ,2024-07-10,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1
131,0.755463467428474,0.3975104446933525,AZ,2024-07-11,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
132,0.702507245738361,0.3995726282978645,AZ,2024-07-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
133,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.05082954216685,0.509082128208715,AZ,2024-07-14,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
135,2.01133492289688,0.39273112752835,AZ,2024-07-15,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
136,2.44410606035407,0.407159571231705,AZ,2024-07-16,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
137,3.34457025220034,0.398635547674948,AZ,2024-07-17,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
138,5.088838831564,0.469010150675123,AZ,2024-07-18,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
139,1.05222484431836,0.461254246492117,AZ,2024-07-19,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
140,1.20849538119454,0.409313853913744,AZ,2024-07-20,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
141,4.15743450555976,0.4917534566605795,AZ,2024-07-21,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
142,4.49033236435697,0.4051531068282625,AZ,2024-07-22,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
143,1.85254853650171,0.4114342771193485,AZ,2024-07-23,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
144,5.80306400614473,0.461085033104036,AZ,2024-07-24,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
145,1.260117425161,0.4006494618713905,AZ,2024-07-25,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
146,1.36273721407927,0.4357695424008995,AZ,2024-07-26,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
147,2.4858096828351,0.51836282820411,AZ,2024-07-27,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
148,2.46729112544332,0.425889375755698,AZ,2024-07-28,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
149,4.84181744621996,0.431680507695878,AZ,2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
150,2.21777547270423,0.443619307277229,AZ,2024-07-30,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1
151,1.37960806549467,0.347068224583519,AZ,2024-07-31,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
152,0.58740735080742,0.2737403247458025,AZ,2024-08-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
153,0.743185193356554,0.517070774439195,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
154,2.17712351366126,0.399965198432289,AZ,2024-08-03,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
155,2.26537859719663,0.497071424156427,AZ,2024-08-04,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
156,5.07474462821523,0.4872831288430295,AZ,2024-08-05,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
157,6.30819841649176,0.434090508824596,AZ,2024-08-06,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
158,7.73938701107224,0.4456346955264735,AZ,2024-08-07,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
159,1.24534374718636,0.393170876876323,AZ,2024-08-08,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
160,2.0583667570772,0.390318246568739,AZ,2024-08-09,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
161,1.33019177704421,0.467163089662529,AZ,2024-08-10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
162,1.39269357899513,0.4301626826623765,AZ,2024-08-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,1.29225972377821,0.3790255328706195,AZ,2024-08-12,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
164,6.40279297425001,0.4206392877175965,AZ,2024-08-13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
165,3.25776905386479,0.50241849539126,AZ,2024-08-14,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
166,3.38874541259301,0.4828228257943595,AZ,2024-08-15,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
167,2.47564597417699,0.53220189180476,AZ,2024-08-16,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
168,1.74775674151108,0.420129597278664,AZ,2024-08-17,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
169,5.90029253411271,0.385587589728999,CA,2024-07-07,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
170,8.84147289008584,0.402915779002289,CA,2024-07-08,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
171,14.7285506774131,0.4057258812235345,CA,2024-07-09,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
172,9.06793877425412,0.4106543302904145,CA,2024-07-10,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
173,10.542552846543,0.4115707589820615,CA,2024-07-11,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
174,10.4803151452533,0.4000810146862755,CA,2024-07-12,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
175,4.09903048798442,0.407465516843773,CA,2024-07-13,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
176,11.0965535770998,0.397894360460142,CA,2024-07-14,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
177,8.70499955974361,0.407161529399613,CA,2024-07-15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
178,16.272966652232,0.4190680178540745,CA,2024-07-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
179,6.08485078494894,0.4058510296898005,CA,2024-07-17,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
180,7.68027952588691,0.3950073592286745,CA,2024-07-18,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
181,3.72051872024638,0.4077718832512045,CA,2024-07-19,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
182,3.66186011608977,0.4000863243968465,CA,2024-07-20,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
183,13.4433695399599,0.427917316897458,CA,2024-07-21,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
184,18.092520729327,0.41370269856935,CA,2024-07-22,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
185,12.8099524399268,0.415161145700794,CA,2024-07-23,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
186,17.5414538839476,0.435102130361059,CA,2024-07-24,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
187,11.3014707735924,0.424268637257883,CA,2024-07-25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
188,13.2345863954371,0.4356448699058435,CA,2024-07-26,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
189,8.27516240272984,0.420355850212707,CA,2024-07-27,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
190,2.98705055305892,0.38253919511995,CA,2024-07-28,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
191,11.9787921800547,0.4405146735102045,CA,2024-07-29,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
192,14.2664483337157,0.433618243890969,CA,2024-07-30,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
193,7.99023199473781,0.413839628671656,CA,2024-07-31,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
194,12.2891129751938,0.4200758255950765,CA,2024-08-01,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
195,8.65682430873122,0.4253778968533315,CA,2024-08-02,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
196,3.52224850512119,0.398466052076999,CA,2024-08-03,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
197,17.6724816388175,0.42881942376966953,CA,2024-08-04,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
198,34.3192766481554,0.4469959666042665,CA,2024-08-05,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
199,16.9337776929702,0.434835486224268,CA,2024-08-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
200,19.9283984163968,0.439710854617965,CA,2024-08-07,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
201,10.3509706410983,0.4325927928826175,CA,2024-08-08,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
202,16.4821077749927,0.4273096473990405,CA,2024-08-09,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
203,19.1186337001446,0.4716595874066025,CA,2024-08-10,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1
204,19.5536702535522,0.475303838924646,CA,2024-08-11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
205,24.903951495249,0.460261514105293,CA,2024-08-12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
206,16.6300745645367,0.482549850193981,CA,2024-08-13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
207,10.6154640286349,0.429447595179492,CA,2024-08-14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
208,19.549143881223,0.482596344836252,CA,2024-08-15,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
209,7.80669966811629,0.490958750667091,CA,2024-08-16,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
210,11.0901485266693,0.4823770153469355,CA,2024-08-17,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
211,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.456745471276061,0.342861159991242,CO,2024-07-08,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
213,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.453415408458376,0.3391135266659625,CO,2024-07-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.673466127589887,0.3923131858554405,CO,2024-07-11,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
216,0.561404826788134,0.4629316415142445,CO,2024-07-12,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
