...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X24B_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X24B_95_CI,other_95_CI
89,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.00650553716899736,9.54731239913795e-4,AR,2024-02-26,1,1,1,1,1,1,1,1,0,1,1,0
94,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1.35034839914922,0.95682581932765,AR,2024-02-29,1,1,0,1,1,0,1,1,0,1,1,0
97,0.00184996104968905,8.82461763340425e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0144574522678846,9.02007301106365e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.00214496599888551,0.001030694567288405,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.0191921485170296,0.002760193712941395,AR,2024-03-21,1,1,1,1,1,1,1,1,0,1,0,1
118,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.855911365050117,0.0513654865346845,AZ,2024-02-18,1,1,1,1,0,1,1,0,0,0,0,1
128,0.171503996342935,6.22632691071795e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
129,1.29330467139141,0.0670074231334395,AZ,2024-02-20,1,1,0,0,1,0,1,1,0,1,1,0
130,0.749410587140694,0.0350257236594313,AZ,2024-02-21,1,1,1,0,1,1,1,1,0,0,1,1
131,1.25068847844638,0.242348872741449,AZ,2024-02-22,1,1,0,0,1,1,1,1,0,0,1,1
132,0.00523371197900409,4.39971126044275e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
133,0.00198447057638179,4.08165401617365e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
134,2.03214428386429,0.215742332764154,AZ,2024-02-25,1,0,0,0,1,1,1,0,0,0,1,1
135,0.0212992260598808,3.572578280478e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
136,1.07265220725894,0.0887473228344435,AZ,2024-02-27,1,1,0,0,1,1,1,1,1,1,1,1
137,0.010947937782677,3.20598008354325e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
138,0.00346834828546805,3.0680994656159e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
139,3.7117449268403e-4,2.9571766124893e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
140,0.00524328894073113,2.87123341768665e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
141,0.00509140740545996,2.80865633487615e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
142,0.0188809365347196,2.76816486363155e-4,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
143,0.0117823145557434,2.74878504586475e-4,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
144,0.00323387171776562,2.74982751213745e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
145,4.4058409446271e-4,2.77086967707555e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.0034021091318623,2.87251618223015e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
148,1.32413474306901,0.325843559252799,AZ,2024-03-10,1,1,0,0,1,1,1,1,0,0,1,1
149,0.00586315003666708,3.05523325805205e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
150,1.27898745413867,0.32217980276119,AZ,2024-03-12,1,1,0,1,0,1,1,1,0,1,0,1
151,0.0279272279719646,3.3242466405486e-4,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
152,0.00647285606656688,3.4937604372994e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
153,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,5.8312267954422e-4,4.4426658069648e-4,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
157,0.0118670585659462,4.75827600266045e-4,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
158,1.63744711638134,0.0969284327738365,AZ,2024-03-20,1,1,0,0,1,1,1,1,0,0,1,1
159,0.0347201346697584,5.50263016964585e-4,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0120171499602848,5.93815032027335e-4,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
161,0.00687071054312252,6.42104356656465e-4,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
162,0.00362852080926337,6.95568248155405e-4,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
163,0.00371565647454862,7.5468904770566e-4,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
164,0.00409342576732256,8.1999782401918e-4,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
165,0.0103720839434796,8.9207833770447e-4,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
166,0.00951122393402914,9.7157133740234e-4,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
167,1.18652722240811,0.312734587753405,AZ,2024-03-29,1,1,0,1,0,1,1,1,0,1,0,1
168,2.51853803209786,0.3222061210124705,AZ,2024-03-30,1,1,0,0,1,1,1,1,0,0,1,1
169,0.899694348380529,0.0537194597812885,CA,2024-02-18,1,1,1,1,1,1,1,1,0,0,0,1
170,0.81779239108619,0.0382685099444254,CA,2024-02-19,1,1,1,1,1,1,1,0,0,1,1,1
171,0.20438804485567,9.232931433352e-4,CA,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
172,3.29904370815253,0.0849830267584595,CA,2024-02-21,1,1,0,0,1,0,1,1,0,0,0,0
173,1.88997847978914,0.0634337869448695,CA,2024-02-22,1,0,0,1,1,0,1,0,0,1,0,1
174,2.37669647209767,0.063651444426529,CA,2024-02-23,1,1,0,0,1,0,1,1,0,0,1,0
175,1.50750717119524,0.057081609593659,CA,2024-02-24,1,1,1,0,1,1,1,0,1,0,1,1
176,0.528377213325592,9.72453835904615e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
177,2.56717128518745,0.076695632958745,CA,2024-02-26,1,1,0,1,1,0,1,1,0,0,0,0
178,5.13805958948114,0.112702312677778,CA,2024-02-27,1,1,0,0,0,0,1,1,0,0,0,0
179,3.72887550992711,0.0756751405116985,CA,2024-02-28,1,1,0,0,1,0,1,1,0,0,0,0
180,0.0540849729532836,0.00116754072521058,CA,2024-02-29,1,1,1,1,1,1,1,0,0,1,1,1
181,0.088966553904939,0.00124259317835847,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
182,0.562696403740517,0.001330004122120735,CA,2024-03-02,1,1,1,1,1,1,1,1,0,0,1,1
183,0.806092143527165,0.04464105772537155,CA,2024-03-03,1,1,1,0,1,1,1,0,0,0,0,1
184,2.62453992872331,0.0880192839742135,CA,2024-03-04,1,0,0,0,1,0,1,0,0,0,0,1
185,3.83268251553763,0.112888603315011,CA,2024-03-05,1,0,0,0,1,0,1,0,0,0,0,0
186,1.27667123195696,0.0581001219260125,CA,2024-03-06,1,1,1,1,1,0,1,1,0,0,0,0
187,3.15089174938685,0.1139896542183765,CA,2024-03-07,1,1,0,0,0,1,1,1,0,0,0,1
188,0.94040477895401,0.05100379509017,CA,2024-03-08,1,1,1,1,1,0,1,1,0,1,1,0
189,2.08060590807214,0.1374905412879445,CA,2024-03-09,1,1,0,1,1,0,1,1,0,1,1,0
190,1.29551872829258,0.1082535983232725,CA,2024-03-10,1,1,0,1,0,1,1,1,0,1,0,1
191,1.5762966499098,0.186257305880352,CA,2024-03-11,1,1,0,1,1,0,1,1,0,1,0,0
192,1.49877847847799,0.103535424555007,CA,2024-03-12,1,1,0,0,1,1,1,1,0,0,0,1
193,2.2369371696063,0.104226120122227,CA,2024-03-13,1,1,0,1,0,1,1,1,0,0,0,1
194,1.94171573503893,0.111606191839377,CA,2024-03-14,1,1,0,0,1,1,1,1,0,0,0,1
195,1.13238172834309,0.0374982086632829,CA,2024-03-15,1,1,1,0,1,1,1,1,0,0,1,1
196,1.25031488494273,0.142054617374818,CA,2024-03-16,1,1,0,0,1,1,1,1,0,0,0,1
197,2.00220139644003,0.155890698733183,CA,2024-03-17,1,1,0,1,0,1,1,1,0,0,0,1
198,2.36199765188459,0.120639339468339,CA,2024-03-18,1,1,0,0,1,0,1,1,0,0,1,0
199,0.343575215499548,0.00675634137140045,CA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
200,0.987646230113019,0.0772999246998585,CA,2024-03-20,1,1,1,0,1,1,1,0,1,0,1,1
201,1.17822393058332,0.1516909561639105,CA,2024-03-21,1,1,1,0,1,1,1,1,0,0,0,1
202,1.77603179607612,0.1721730120396675,CA,2024-03-22,1,1,0,0,1,0,1,1,0,0,1,0
203,0.988602998053646,0.121951179683134,CA,2024-03-23,1,1,1,0,1,1,1,1,0,0,1,1
204,0.3629919775467,0.01149120246675595,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
205,1.96690359180819,0.173132689106374,CA,2024-03-25,1,1,1,0,1,1,1,1,0,0,1,1
206,0.412597665186642,0.07278713313128,CA,2024-03-26,1,1,1,1,1,1,1,1,0,1,0,1
207,1.0031724447309,0.1607264429649255,CA,2024-03-27,1,1,1,0,1,1,1,1,0,0,1,1
208,1.02353279224247,0.1411409186581465,CA,2024-03-28,1,1,1,1,1,0,1,1,0,1,1,0
209,0.275661978189414,0.0193261483370784,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
210,0.27674133769993,0.02139305464194255,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,7.7742148182673e-4,7.8499476302704e-4,CO,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
214,0.0103542858634191,7.3042727287301e-4,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1.33424441470052,0.479830613804497,CO,2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
217,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00415617548766077,5.4423589507042e-4,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
220,3.6454183103382e-4,5.2107905712407e-4,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
221,4.1608991556491e-4,5.01823891276685e-4,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
222,0.00173629211394349,4.86237914592885e-4,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.00133532549909359,4.57527718796055e-4,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,4.364545908032e-4,4.80285152322205e-4,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.00137664214067784,5.59778539818485e-4,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
235,4.4430347603022e-4,5.9017248358483e-4,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,5.553475251676e-4,6.6607081406659e-4,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,6.5646379512698e-4,8.25226635756265e-4,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.37259375220975,0.95896374193568,CO,2024-03-25,1,1,0,1,1,0,1,1,0,1,1,0
248,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,0.00145143566626389,0.00201677430011827,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
