...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
19,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.794527113808527,0.549169965858545,AK,2023-08-18,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
28,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.42572538971471,0.3734004861114975,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.382065265321966,0.209424853434249,AK,2023-08-29,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
39,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.655925232836614,0.47114749499748,AL,2023-07-23,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
44,0.464660103446828,0.355868444260327,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.776745696794008,0.4003456454391215,AL,2023-07-25,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
46,0.879382385830781,0.4494035247841645,AL,2023-07-26,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.811319679066251,0.4146482016623215,AL,2023-07-31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
52,0.997762024609397,0.447063024346866,AL,2023-08-01,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
53,0.777606631393261,0.3899177519002465,AL,2023-08-02,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
54,0.604004248668529,0.3883191677772495,AL,2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
55,0.690148677800056,0.50737835560033,AL,2023-08-04,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
56,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.698200431994281,0.50875524453704,AL,2023-08-08,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
60,0.656060474081607,0.4213754300320105,AL,2023-08-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.653944287330257,0.426762467261901,AL,2023-08-10,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
62,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.460800799472059,0.342802910682214,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.782031791733145,0.402355424864494,AL,2023-08-16,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
68,0.779356573935527,0.404861675575687,AL,2023-08-17,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
69,0.918561690294169,0.3414247429128055,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1
70,1.07849668511135,0.3493109001984485,AL,2023-08-19,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
71,1.1627762291381,0.3918441484297645,AL,2023-08-20,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
72,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.477604682972156,0.3549664523695675,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
74,0.757820078809246,0.39051012888943,AL,2023-08-23,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
75,1.59868515463218,0.4548800572872725,AL,2023-08-24,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
76,0.753121194702787,0.3875328670953355,AL,2023-08-25,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
77,0.71589825399461,0.4898533170015975,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
78,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.976725548696125,0.376766824454876,AL,2023-08-28,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
80,0.636958762110783,0.470507747114379,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
81,1.02643852228292,0.4428563078256375,AL,2023-08-30,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
82,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.471261558339572,0.3155076227026915,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
84,0.522860577543247,0.3864214040874295,AL,2023-09-02,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
85,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.667169417665521,0.3899375283976695,AR,2023-07-26,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
89,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.920189836497256,0.38784902721272,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
91,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.367827500673017,0.3105017160494975,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,1.46205803622212,0.427796536371193,AR,2023-08-01,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
95,1.05798266752384,0.353927383841204,AR,2023-08-02,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
96,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.687039175634729,0.474030445149656,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
98,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.602502664896029,0.390673612820944,AR,2023-08-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
101,1.55710798949589,0.3737086168543635,AR,2023-08-08,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
102,1.27835214829212,0.413321744812006,AR,2023-08-09,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
103,0.654919288485064,0.4229786935479935,AR,2023-08-10,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
104,0.626284952713502,0.3668279331354835,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
105,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.645638040843501,0.376805560021328,AR,2023-08-14,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
108,0.476883629239091,0.325592731879455,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
109,1.58685190847862,0.4377069995665865,AR,2023-08-16,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
110,1.32196301883471,0.34911877108213,AR,2023-08-17,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
111,1.43291268240889,0.437574183895916,AR,2023-08-18,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
112,0.729268469383805,0.4995289679869015,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
113,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.05817588125182,0.3772592802657475,AR,2023-08-21,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1
115,0.488681496477109,0.3011757821509845,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
116,1.88426622458907,0.3346889239183875,AR,2023-08-23,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
117,2.25396625217114,0.4802801756303005,AR,2023-08-24,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
118,0.379645687361664,0.32877537753286,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
119,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.388919746340523,0.3348728602101495,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
121,1.86431465537474,0.378487699202392,AR,2023-08-28,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
122,2.41131144488147,0.3730907435811955,AR,2023-08-29,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
123,1.83526544495577,0.423375417899582,AR,2023-08-30,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
124,1.09906245687271,0.52519697393806,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
125,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.689097182208348,0.3760135050793225,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
128,2.54646667509727,0.3943186545083245,AZ,2023-07-24,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1
129,3.24551111061674,0.422846203851285,AZ,2023-07-25,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0
130,1.73748478271661,0.417915767218265,AZ,2023-07-26,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1
131,1.54042356970382,0.444653422330959,AZ,2023-07-27,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
132,1.01587438984785,0.3821748814419005,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
133,0.69210084636975,0.384993737646213,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,5.3533252526212,0.385314315842907,AZ,2023-07-30,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
135,1.53168800485339,0.4066734125331625,AZ,2023-07-31,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
136,1.9019226953047,0.386255399447553,AZ,2023-08-01,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
137,1.71297918989002,0.379975494936053,AZ,2023-08-02,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
138,2.40026698312014,0.388230659873521,AZ,2023-08-03,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
139,0.631356056559382,0.3917777940113035,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
140,2.07212295492795,0.39403182065715,AZ,2023-08-05,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
141,0.964661120596655,0.3844654913463375,AZ,2023-08-06,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
142,3.19034769432509,0.3922272878993845,AZ,2023-08-07,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
143,4.40032069523679,0.403729875088505,AZ,2023-08-08,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
144,2.84081200276933,0.423061174903285,AZ,2023-08-09,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
145,1.04270546313287,0.4516073065913875,AZ,2023-08-10,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
146,0.916122745647128,0.4484911816709355,AZ,2023-08-11,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
147,0.4420571805101,0.2995076414015275,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,2.24795846105497,0.390495209449268,AZ,2023-08-13,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
149,10.0629299773823,0.455499634788507,AZ,2023-08-14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
150,2.17466789175101,0.366886906806581,AZ,2023-08-15,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
151,3.45851402311063,0.381181456362287,AZ,2023-08-16,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
152,2.23944342363372,0.4851703554146475,AZ,2023-08-17,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
153,1.87773863370258,0.4381917924768455,AZ,2023-08-18,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1
154,1.22452530848884,0.4066329261696945,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
155,2.51162167155324,0.4131873923712575,AZ,2023-08-20,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1
156,2.34854786086987,0.368178662960282,AZ,2023-08-21,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
157,2.4124382946844,0.328213770235187,AZ,2023-08-22,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1
158,2.32186799213805,0.3023502673047635,AZ,2023-08-23,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
159,2.93407200192018,0.4410852606837365,AZ,2023-08-24,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
160,0.99409410237797,0.4455580567205435,AZ,2023-08-25,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
161,1.67005843726284,0.4333265553113115,AZ,2023-08-26,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
162,4.39511481263834,0.4363343993360295,AZ,2023-08-27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
163,5.03164763116175,0.3703169959480475,AZ,2023-08-28,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
164,1.89418121381636,0.440354245798419,AZ,2023-08-29,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
165,2.28642435288303,0.388344921289016,AZ,2023-08-30,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
166,1.45932711081262,0.544224782672205,AZ,2023-08-31,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
167,0.28476394971804,0.2049844122877865,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.80270260091604,0.4164089623956255,CA,2023-07-23,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1
170,4.45696971148036,0.4609410559391875,CA,2023-07-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3.56342362768,0.415380854156867,CA,2023-07-25,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
172,2.86437228124864,0.4014148160547465,CA,2023-07-26,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
173,2.6136934900987,0.411421862353333,CA,2023-07-27,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
174,3.14058454681627,0.4004090939707395,CA,2023-07-28,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1
175,2.6530936678541,0.395232257138556,CA,2023-07-29,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1
176,4.07371989605866,0.4218865083487835,CA,2023-07-30,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
177,3.15219321184485,0.4101679847044865,CA,2023-07-31,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
178,5.61643074797877,0.4169893079444355,CA,2023-08-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
179,7.71446509298106,0.4184911641191915,CA,2023-08-02,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
180,3.37152413654758,0.4124201907344525,CA,2023-08-03,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
181,3.63670876925929,0.4132393143666635,CA,2023-08-04,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
182,4.30319974312139,0.4199079436494745,CA,2023-08-05,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1
183,0.918667642835189,0.430675607293502,CA,2023-08-06,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
184,2.60149778764957,0.4165354827662235,CA,2023-08-07,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
185,2.7681584392237,0.4101970646862265,CA,2023-08-08,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
186,1.67657667340836,0.408098880714838,CA,2023-08-09,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
187,4.05025650614083,0.419471242887092,CA,2023-08-10,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
188,2.38483168113134,0.398566086806327,CA,2023-08-11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
189,2.41628059874206,0.401857877482891,CA,2023-08-12,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
190,1.96531154282807,0.435460019709303,CA,2023-08-13,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
191,3.27429048162216,0.409365230030967,CA,2023-08-14,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
192,4.41323643162963,0.4157589284444145,CA,2023-08-15,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
193,9.80332112692078,0.4360543684610145,CA,2023-08-16,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
194,9.08954246045934,0.434546196391928,CA,2023-08-17,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
195,10.8124112397334,0.416474440488241,CA,2023-08-18,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
196,2.59971182723242,0.4140337999193115,CA,2023-08-19,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
197,2.83287123773947,0.4487842112739115,CA,2023-08-20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
198,8.8060990637376,0.4138928645964135,CA,2023-08-21,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
199,6.45255251879233,0.43913797355517,CA,2023-08-22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200,6.88780433633523,0.4129682138536445,CA,2023-08-23,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
201,5.70533665957449,0.4067133831368045,CA,2023-08-24,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
202,4.20791511868654,0.4082470430173685,CA,2023-08-25,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
203,3.14217956295272,0.405596008428003,CA,2023-08-26,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
204,1.66819833065594,0.378310495726836,CA,2023-08-27,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
205,8.59287782145271,0.4216483898620925,CA,2023-08-28,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
206,5.79381448672266,0.3969619916510365,CA,2023-08-29,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
207,21.2891065771446,0.428153714582713,CA,2023-08-30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
208,4.78884702687361,0.3918119560048205,CA,2023-08-31,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
209,3.65579630724593,0.3856727156348165,CA,2023-09-01,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0
210,1.73676467293997,0.425640952256574,CA,2023-09-02,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
211,0.679862166949943,0.3825213522970485,CO,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
212,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.686471799820089,0.382324450044653,CO,2023-07-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
214,0.646955286335123,0.4673303590245105,CO,2023-07-26,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
215,1.26063764028468,0.419544877349475,CO,2023-07-27,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
216,0.790926943127273,0.4235357210912825,CO,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
217,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
