...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
16,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1.91071197583591,0.526527842062525,AK,2023-06-06,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
25,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.936010652904306,0.509310081552235,AK,2023-06-08,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
27,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1.02802702400145,0.68332654556592,AK,2023-06-19,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
38,NA,NA,AK,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1.01788869667448,0.679056032168045,AK,2023-06-21,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
40,NA,NA,AK,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.506235946825187,0.3197571373169325,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.187304454466853,0.1620028990231085,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.674378304213027,0.224085308632133,AL,2023-05-31,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
61,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.485876234007668,0.3156345752999425,AL,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
68,0.359997975774349,0.2964353694399305,AL,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
69,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.51419453126053,0.4232145859719595,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
82,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.23298149550517,0.02059770919651135,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.044398244769899,0.0243598638285724,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.96608789241274,0.70594362563104,AR,2023-05-29,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
101,0.954508156198397,0.698167848057545,AR,2023-05-30,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
102,0.0560865501485813,0.0321941001747937,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.0837611539123023,0.0471864234482957,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.09063307216551,0.04977474569263845,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.0931555907533609,0.052485633192154,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.307919477060436,0.0613887710899085,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.780708832966205,0.5766576722553,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
116,0.7410108541725,0.56732677338859006,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
117,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.725628863372665,0.548537330521035,AR,2023-06-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
119,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.15211860891783,0.0870693084533185,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.17121063342512,0.100353511973618,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.176674560659644,0.105100136813371,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.67159863722599,0.396587743831108,AZ,2023-05-14,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
128,1.53673112276914,0.2108477559055655,AZ,2023-05-15,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
129,1.34176600297881,0.1932173978272825,AZ,2023-05-16,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
130,1.00207057060585,0.1798681323186615,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
131,1.37823634967735,0.273087550888054,AZ,2023-05-18,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
132,0.916645232636872,0.64017776204003,AZ,2023-05-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
133,1.82851927871668,0.63171450945125,AZ,2023-05-20,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
134,1.03652207518158,0.194807455114991,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
135,1.38925158305498,0.205281548182607,AZ,2023-05-22,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1
136,1.21917364039081,0.172009888470386,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
137,1.22261241116112,0.2768971492404115,AZ,2023-05-24,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
138,0.509380097202733,0.065362828034166,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
139,0.88283001079858,0.273122136235891,AZ,2023-05-26,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
140,0.546005612630219,0.0728309601485915,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
141,2.07917067687203,0.299945560331065,AZ,2023-05-28,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
142,1.58119514423834,0.300389700673317,AZ,2023-05-29,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1
143,1.6966744152865,0.357059491350624,AZ,2023-05-30,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1
144,1.78303573771607,0.22835711844972,AZ,2023-05-31,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1
145,2.02698821323839,0.418044951773856,AZ,2023-06-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
146,0.842330658566207,0.2978369603872535,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
147,0.829260121713181,0.220116830694742,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
148,0.91876262984821,0.206931522400675,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
149,0.693701312790685,0.2364543712777855,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
150,1.19046372026592,0.3763830115774535,AZ,2023-06-06,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
151,1.10044944872895,0.2873280278756815,AZ,2023-06-07,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1
152,1.62259412275473,0.369462604945531,AZ,2023-06-08,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1
153,1.24329166901344,0.395629070872674,AZ,2023-06-09,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
154,0.97446556225983,0.4260984333292,AZ,2023-06-10,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
155,1.22140566151259,0.2372789036278705,AZ,2023-06-11,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
156,1.181661822132,0.3480376256600605,AZ,2023-06-12,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
157,2.44862941288057,0.4535827444986555,AZ,2023-06-13,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
158,2.54379357412847,0.308891962589005,AZ,2023-06-14,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1
159,1.39185753705067,0.64733190618031,AZ,2023-06-15,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
160,1.14160400398798,0.26489825123665,AZ,2023-06-16,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
161,0.560981053954936,0.342197826683632,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,6.83737322716239,0.451828451987028,AZ,2023-06-18,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
163,4.167869258431,0.408867039340146,AZ,2023-06-19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
164,3.58242269782963,0.4632808696539265,AZ,2023-06-20,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
165,2.30789639510649,0.3778550401461515,AZ,2023-06-21,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
166,2.10991462616551,0.416377204735928,AZ,2023-06-22,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0
167,0.331542810995912,0.249522988845142,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
168,1.36945583619739,0.4344288148221795,AZ,2023-06-24,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
169,4.92897252106273,0.54449940279278,CA,2023-05-14,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
170,4.75387094252553,0.35397920522508,CA,2023-05-15,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
171,1.42502673725513,0.235617010714939,CA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
172,1.8426900352184,0.319019274729659,CA,2023-05-17,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
173,1.53044403601488,0.321697083520727,CA,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
174,2.11714037152418,0.2415769819291515,CA,2023-05-19,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
175,1.14315327205019,0.1153033764109875,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
176,1.07035236287099,0.4473220041642865,CA,2023-05-21,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
177,1.57776153804988,0.288858613181671,CA,2023-05-22,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
178,1.21149094326933,0.2815031805941945,CA,2023-05-23,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
179,1.52152572900676,0.280621991993566,CA,2023-05-24,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
180,2.44805498354957,0.28094244282311,CA,2023-05-25,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
181,2.05076075364977,0.3308535456037765,CA,2023-05-26,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
182,1.08185650547393,0.313546922597154,CA,2023-05-27,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
183,1.44096534381421,0.409421724628344,CA,2023-05-28,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
184,1.73435112463989,0.4704917731749025,CA,2023-05-29,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
185,2.60693717905718,0.2951929913524065,CA,2023-05-30,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
186,2.14128329122039,0.3238972484144725,CA,2023-05-31,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0
187,2.53446608674243,0.3257390076539835,CA,2023-06-01,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1
188,1.43313727783395,0.373733964561205,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1
189,1.63406638716367,0.3145151449562625,CA,2023-06-03,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
190,2.11116790014889,0.426817273658585,CA,2023-06-04,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1
191,1.77865992875511,0.305413156697402,CA,2023-06-05,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
192,2.14643001520398,0.41186187697954,CA,2023-06-06,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1
193,1.82419910110106,0.395247768289193,CA,2023-06-07,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
194,1.00763566905391,0.356964513041252,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
195,3.5229784545976,0.47035425459258,CA,2023-06-09,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0
196,1.25487202700359,0.600483062525115,CA,2023-06-10,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
197,0.828885506865447,0.3452489176803625,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
198,1.95766554855196,0.381403746789929,CA,2023-06-12,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
199,2.1142130215031,0.335118878706578,CA,2023-06-13,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
200,3.51290426088214,0.4069847880635425,CA,2023-06-14,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
201,1.85778402256252,0.3681595088512055,CA,2023-06-15,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1
202,2.51169515759358,0.4119981389347465,CA,2023-06-16,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0
203,1.35909392049747,0.4854952606163585,CA,2023-06-17,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1
204,0.59968761609296,0.4068921857726745,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
205,2.77996999261889,0.402878825416285,CA,2023-06-19,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
206,2.87219881813835,0.40245449924724,CA,2023-06-20,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
207,3.58388179250661,0.4595197371425855,CA,2023-06-21,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
208,3.42914529027365,0.4416711958053575,CA,2023-06-22,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
209,5.5470919091588,0.4347286014529015,CA,2023-06-23,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
210,1.90701898759732,0.4372910401953605,CA,2023-06-24,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0
211,0.0857173648174445,0.078064604781113,CO,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.939280009838125,0.1765355993826685,CO,2023-05-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
213,0.750085085330786,0.36187107241911,CO,2023-05-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
214,0.104962350659524,0.09299577452065,CO,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.978187759880215,0.4269257748168185,CO,2023-05-18,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
216,1.02770643593276,0.704684246078515,CO,2023-05-19,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
