...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
51,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.0415147905958594,0.02526215773844365,AL,2023-04-27,1,1,1,1,1,1,1,1,0,1,1,1,0,1
55,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.68316357028076,0.3739338109856695,AL,2023-05-03,1,1,1,0,1,1,1,1,0,1,0,1,1,1
61,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.53424829252754,0.3192634549725385,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1
77,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.195422549432658,0.1262060852277515,AL,2023-05-23,1,1,1,1,1,1,1,1,0,1,1,0,1,1
81,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.16166478554751,0.455156248329947,AR,2023-04-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
86,0.024503351638489,0.003600357330505835,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.00689160409419406,0.004331133360991055,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.0635019533105148,0.004568776237458455,AR,2023-04-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1
92,0.00852062255013536,0.00483130231012309,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.0106612610460211,0.00512044335963505,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.100596609000857,0.00753355721109005,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1.23758360583808,0.889062115144865,AR,2023-05-02,1,0,1,1,1,1,0,1,0,1,1,1,1,0
102,0.0176583371915317,0.00929635594857805,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.07142496737364,0.811917780232165,AR,2023-05-08,1,0,1,1,0,1,1,1,0,1,1,0,1,1
108,0.0898346706798014,0.014415913325047,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,2.14762691957249,0.579271954987755,AR,2023-05-10,0,0,1,1,1,1,1,0,0,1,1,1,1,1
110,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.398812491194481,0.0404059109230397,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.09434917286064,0.04986399268166205,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.53629045399017,0.259769791575141,AZ,2023-04-16,1,0,1,1,0,1,0,1,0,1,1,0,1,0
128,0.947244653237262,0.1059378306432615,AZ,2023-04-17,0,1,1,1,1,1,1,0,0,1,1,0,1,1
129,1.3674040562226,0.1763049688455615,AZ,2023-04-18,1,0,1,0,1,1,1,1,0,1,1,0,1,1
130,1.58445343582879,0.04438282839180755,AZ,2023-04-19,1,0,1,0,1,1,0,1,0,1,0,0,1,0
131,3.94008707513505,0.244678739693725,AZ,2023-04-20,1,0,0,0,1,1,0,1,0,0,0,1,1,0
132,1.23130755233163,0.863816455603755,AZ,2023-04-21,1,0,1,1,0,1,1,1,0,1,1,0,1,1
133,0.105705124219751,0.01080308795134595,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.67449188858963,0.076367535301966,AZ,2023-04-23,1,1,1,0,0,1,1,1,0,1,1,0,1,1
135,1.17755982743048,0.04658307990824645,AZ,2023-04-24,1,0,1,1,1,1,1,1,0,1,1,0,0,1
136,1.27008428023907,0.132135734289279,AZ,2023-04-25,1,1,1,1,1,1,0,1,0,0,0,0,0,0
137,0.942526836457331,0.0969991005004625,AZ,2023-04-26,1,1,1,1,1,1,1,1,0,1,0,0,1,1
138,0.540219299233776,0.074003750190035,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.643662518744149,0.01551076880825475,AZ,2023-04-28,1,1,1,1,1,1,1,1,0,1,1,1,0,1
140,0.33127013918312,0.01649590769504855,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.62899292762366,0.2053502137975615,AZ,2023-04-30,1,1,1,0,1,1,1,1,0,1,0,1,1,1
142,1.65008113268192,0.0927091997346615,AZ,2023-05-01,0,1,1,0,1,1,1,0,0,1,0,1,1,1
143,3.82134182726159,0.2086845500931635,AZ,2023-05-02,1,0,1,0,0,1,0,1,0,1,0,0,0,0
144,1.36189778179178,0.1411520177337135,AZ,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1
145,1.18219216794482,0.077662161262107,AZ,2023-05-04,1,1,1,0,1,1,1,1,0,1,0,0,1,1
146,1.40466298160185,0.247542517230545,AZ,2023-05-05,0,1,1,1,1,1,1,0,0,1,0,1,1,1
147,0.778280904418714,0.0254776097842561,AZ,2023-05-06,1,0,1,1,1,1,1,1,0,1,0,0,1,1
148,3.73900243196669,0.308243024327769,AZ,2023-05-07,0,0,1,1,1,0,0,0,0,1,0,0,0,0
149,6.73411235376456,0.305864643059041,AZ,2023-05-08,0,0,1,0,0,1,0,0,0,1,0,0,1,0
150,3.04851584686326,0.1043053383976255,AZ,2023-05-09,1,0,1,0,1,1,0,1,0,1,0,1,0,0
151,1.81681425904536,0.1438214707911515,AZ,2023-05-10,0,1,1,1,0,1,1,0,0,1,0,0,0,1
152,0.151052819793382,0.0347102003706071,AZ,2023-05-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
153,1.03156060474298,0.1468397284420885,AZ,2023-05-12,0,1,1,1,1,1,1,0,0,1,1,1,1,1
154,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.57487936648617,0.38045980957236,AZ,2023-05-14,1,0,1,1,0,1,1,1,0,1,1,0,0,1
156,1.83788658371792,0.2114237817299195,AZ,2023-05-15,0,1,1,1,1,1,0,0,0,1,0,0,1,0
157,1.59864429995362,0.195541296695783,AZ,2023-05-16,1,1,1,1,0,1,0,1,0,1,0,0,0,0
158,0.939398638597847,0.1799824652218675,AZ,2023-05-17,1,1,1,1,1,1,1,1,0,1,0,0,0,1
159,1.21609283182722,0.263192234833753,AZ,2023-05-18,1,1,1,1,0,1,1,1,0,1,0,0,1,1
160,0.896270799257698,0.626124573985205,AZ,2023-05-19,1,1,1,0,1,1,1,1,0,1,0,1,1,1
161,1.80889553834307,0.61780370824088,AZ,2023-05-20,1,0,1,0,1,1,1,1,0,1,0,1,1,1
162,1.32088211475023,0.2010815473339345,AZ,2023-05-21,1,1,1,1,1,1,0,1,0,1,0,0,0,0
163,1.33047219056601,0.2051112694613185,AZ,2023-05-22,1,1,1,1,1,1,1,1,0,1,0,0,0,1
164,1.50207713980794,0.1802329922341545,AZ,2023-05-23,0,1,1,1,1,1,1,0,1,1,1,0,1,1
165,1.09504181920274,0.274389585313087,AZ,2023-05-24,0,1,1,1,1,1,1,0,0,1,1,0,1,1
166,0.579835989267341,0.079185792805593,AZ,2023-05-25,1,1,1,1,1,1,1,1,0,1,0,1,1,1
167,0.935301556266668,0.277423542736746,AZ,2023-05-26,1,1,1,0,1,1,1,1,0,1,0,1,1,1
168,0.636572335411461,0.088398925093289,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,2.45032336974025,0.1469415625286695,CA,2023-04-16,0,1,0,0,0,1,1,0,1,1,0,0,1,1
170,2.47866378010202,0.146736305015586,CA,2023-04-17,1,1,1,1,1,0,1,1,0,0,0,0,0,0
171,1.73835162707953,0.1265587451222765,CA,2023-04-18,1,1,0,1,1,1,0,1,0,0,0,0,0,1
172,3.80769888948759,0.2140406738865075,CA,2023-04-19,1,0,1,1,1,0,0,1,0,0,0,0,0,0
173,2.98646091905234,0.20745453735872,CA,2023-04-20,0,0,1,1,1,1,0,0,0,1,0,0,0,0
174,4.24248902185356,0.0748599168199895,CA,2023-04-21,0,0,1,0,0,1,1,0,0,1,0,0,1,1
175,6.19607807394294,0.3265806526858935,CA,2023-04-22,1,0,0,1,1,0,0,0,0,0,1,1,0,0
176,2.06188097442626,0.2722188771294675,CA,2023-04-23,1,0,1,1,0,1,1,1,0,1,0,0,1,1
177,2.15587910193406,0.157105396801895,CA,2023-04-24,1,1,0,0,1,1,1,0,1,1,1,0,1,1
178,7.21229710819998,0.2440387983130395,CA,2023-04-25,0,0,1,0,0,1,0,0,0,1,0,0,1,0
179,4.53545648204979,0.140633240479496,CA,2023-04-26,0,0,1,1,0,0,0,0,0,1,1,0,1,0
180,1.81589015743415,0.1680506548327975,CA,2023-04-27,0,1,1,1,1,1,1,1,1,1,0,0,1,0
181,2.08681815645478,0.177845345593598,CA,2023-04-28,0,1,1,0,1,1,0,0,0,1,0,1,0,0
182,6.40431151396721,0.2824155175901655,CA,2023-04-29,0,0,1,1,1,1,0,0,0,1,0,1,0,0
183,2.98037650426779,0.188905265275186,CA,2023-04-30,0,1,0,1,0,1,1,0,1,0,0,0,1,1
184,5.95536534167707,0.2510748958889015,CA,2023-05-01,0,0,1,0,1,1,1,0,0,1,0,0,1,1
185,7.37125234806462,0.28005331241443,CA,2023-05-02,0,0,0,0,1,0,0,0,0,0,0,0,0,1
186,2.37007707860187,0.191318440012403,CA,2023-05-03,0,1,1,1,1,1,1,0,0,1,0,0,0,1
187,1.8280932030802,0.2335750803679485,CA,2023-05-04,1,1,1,0,1,1,1,1,0,0,0,1,1,1
188,5.61928937456372,0.20674104857567,CA,2023-05-05,0,1,1,0,0,0,1,0,0,0,0,0,1,1
189,2.31893790351414,0.1919710440555635,CA,2023-05-06,1,1,0,1,0,1,1,1,0,0,1,0,0,1
190,1.14022637990667,0.2702702175719515,CA,2023-05-07,1,1,1,1,1,1,1,1,0,1,0,0,0,1
191,9.87776946127918,0.367571923718787,CA,2023-05-08,0,0,1,0,1,0,0,0,0,1,0,0,0,0
192,6.74106185371336,0.1969288078387625,CA,2023-05-09,0,0,1,1,0,1,0,0,0,1,0,0,0,0
193,4.13407688638984,0.2866311091308255,CA,2023-05-10,0,0,1,0,0,0,0,0,0,1,0,0,1,0
194,3.86337025284038,0.288362885117415,CA,2023-05-11,0,0,1,1,1,0,0,0,0,1,1,0,0,0
195,1.87275924302801,0.2253597763280435,CA,2023-05-12,0,1,0,1,1,1,1,0,0,0,1,0,0,1
196,1.57271969169692,0.4113138953708415,CA,2023-05-13,1,0,1,0,1,0,1,1,0,1,0,0,0,1
197,4.84728619918054,0.548031028735875,CA,2023-05-14,1,0,0,0,1,0,0,1,0,0,0,1,0,0
198,3.75876684949289,0.344945927340494,CA,2023-05-15,1,0,1,1,0,1,1,1,0,1,0,0,1,1
199,1.48036529581388,0.234316526291105,CA,2023-05-16,1,1,1,1,1,1,1,1,0,1,0,0,0,1
200,2.36898287092013,0.3229279745550475,CA,2023-05-17,0,1,1,1,0,1,0,0,0,1,0,0,1,0
201,1.45172986472002,0.3218162401930175,CA,2023-05-18,1,1,1,0,1,1,1,1,0,1,0,1,0,1
202,2.7166534956831,0.2490013004603595,CA,2023-05-19,0,0,1,1,0,1,1,0,0,1,0,0,1,1
203,1.24516940939111,0.12035367593928,CA,2023-05-20,1,0,1,1,1,1,1,1,0,1,0,0,1,1
204,1.00497351850981,0.43680112036554,CA,2023-05-21,0,1,1,1,1,1,1,0,1,1,0,1,1,1
205,1.41621949064444,0.28693525400012,CA,2023-05-22,1,1,0,1,1,1,1,1,1,0,0,1,0,1
206,1.97016111815028,0.286629850085569,CA,2023-05-23,1,1,1,1,0,1,1,1,0,1,0,0,0,1
207,1.43430367385294,0.275082954337731,CA,2023-05-24,1,1,0,1,1,1,1,1,0,0,0,0,1,1
208,3.57997428861897,0.293984061048527,CA,2023-05-25,0,0,1,1,0,1,0,0,0,1,1,0,1,0
209,2.43808896138367,0.3343889530295475,CA,2023-05-26,0,1,1,1,0,1,0,0,0,1,1,0,1,0
210,0.895215542114264,0.3008302469792205,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1
211,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.841379242381607,0.1813810298256885,CO,2023-04-17,1,1,1,1,1,0,1,1,0,1,1,1,0,1
213,0.769343902612918,0.2745104087664955,CO,2023-04-18,1,1,1,0,1,1,1,1,0,1,0,1,1,1
214,0.11984536393763601,0.013817838387969,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1.20510835512318,0.837635069553675,CO,2023-04-21,1,0,1,1,1,0,1,1,0,1,1,1,0,1
217,1.19817391448275,0.83305339209648,CO,2023-04-22,1,0,1,1,0,1,1,1,0,1,1,0,1,1
218,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.788012325226614,0.17993624976137,CO,2023-04-24,1,1,1,1,1,0,1,1,0,1,1,1,0,1
220,0.995387955137612,0.2963628054417715,CO,2023-04-25,1,1,1,1,1,1,0,1,0,1,1,1,1,0
221,0.186084882504258,0.023273535345506,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1.20912018154904,0.257621032941553,CO,2023-04-28,1,1,1,0,1,1,1,1,0,1,0,0,1,1
224,0.033754604811529,0.02901800174335975,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,0.120041392719776,0.0312096947417352,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,0.533256766892299,0.03355244828637065,CO,2023-05-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1
227,0.424074939650803,0.165241211138948,CO,2023-05-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
228,0.0405637036956337,0.03872226936009225,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.29628326807594,0.04156504609931375,CO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,0.0534225536370497,0.04459021009242025,CO,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.675322413462377,0.3419278348292875,CO,2023-05-07,1,1,1,0,1,1,1,1,0,1,0,1,1,1
233,1.03164312569119,0.708423543116655,CO,2023-05-08,1,0,1,1,0,1,1,1,0,1,1,0,1,1
234,0.648050862873152,0.3354463055883415,CO,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1
