...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
48,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.169978485699912,0.1143929201401265,AL,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
52,NA,NA,AL,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.169615796489015,0.1180330973318,AL,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.727198583823427,0.53337701312513,AL,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
58,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.751706013905663,0.542213096708885,AL,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.20939869879479,0.1498386922519725,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.852311044224244,0.41571863037103,AL,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
70,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.915068667284037,0.65072192065314,AL,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
73,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.443145205550194,0.3118653922218315,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.466119515074894,0.3239384014280145,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.612065531744413,0.3703365788362355,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
88,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.383284713427228,0.25682311025078147,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
94,1.20299289572431,0.4959418866214155,AR,2023-11-28,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
95,0.947173641617666,0.2646750335741885,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
96,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.576758307028937,0.440821524712722,AR,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
98,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.509135267231411,0.348333283597629,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.63238997117358,0.57866727818317,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
104,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.55926959053014,0.378413716216553,AR,2023-12-10,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
107,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.818737685228712,0.430877180112231,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
109,0.837156149084188,0.59023005691209,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
110,2.59421506834662,0.4168774464858865,AR,2023-12-14,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
111,0.275059078868024,0.2286380808234855,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.17369696004374,0.54631244082572,AR,2023-12-18,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
115,1.60194727933649,0.466119763002828,AR,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
116,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2.66667517517809,0.538021408575805,AR,2023-12-21,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
118,1.60398787473948,0.51544742212855,AR,2023-12-22,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
119,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.828695199610678,0.388769054391435,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
124,2.46655020556328,0.475021688369864,AR,2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
125,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.22180238402346,0.3955958032714395,AZ,2023-11-19,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
128,3.90719784018496,0.3054204010659325,AZ,2023-11-20,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
129,2.19879290994873,0.3836443110234355,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
130,1.70812191087994,0.390115173804311,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
131,0.920014471237271,0.42485905283654,AZ,2023-11-23,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
132,2.26702464986841,0.3341781251326385,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
133,1.81398461136286,0.3827265227978645,AZ,2023-11-25,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
134,3.72253529198294,0.461406510314729,AZ,2023-11-26,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
135,2.38980020094667,0.326769344166161,AZ,2023-11-27,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
136,3.60418911248789,0.350320958984007,AZ,2023-11-28,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
137,2.99255758906881,0.34208128946112,AZ,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0
138,0.802871676925081,0.3491780358837265,AZ,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
139,1.1605021418843,0.334921731445448,AZ,2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1
140,1.3131094348705,0.3233681365695635,AZ,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
141,2.86292401215799,0.3338026876063295,AZ,2023-12-03,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
142,2.12185282380122,0.362407414343761,AZ,2023-12-04,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
143,5.08578269691729,0.309491616368638,AZ,2023-12-05,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
144,2.87919721607012,0.407350807496847,AZ,2023-12-06,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
145,1.96229740716301,0.307492866382533,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1
146,0.88004565666268,0.3178469608275825,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
147,1.29440297923803,0.2152562216957315,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
148,1.12088639819197,0.4640788474216025,AZ,2023-12-10,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
149,2.07520148215979,0.4041586454723225,AZ,2023-12-11,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
150,3.9422016613802,0.483957554304254,AZ,2023-12-12,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0
151,3.80214079400058,0.4394970906846105,AZ,2023-12-13,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
152,2.61339555077721,0.410837914566076,AZ,2023-12-14,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1
153,1.34740674443963,0.385063772090322,AZ,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
154,1.44760440120376,0.3768613652694345,AZ,2023-12-16,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
155,2.57602838317871,0.290491555922585,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
156,6.61944877853273,0.417738359972685,AZ,2023-12-18,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
157,2.33158254475595,0.3573085609308265,AZ,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
158,0.83060920593213,0.337054459572793,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
159,2.47280338274027,0.416994129132409,AZ,2023-12-21,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1
160,1.10891902340536,0.3900328890174145,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
161,1.71415927940598,0.395924280162988,AZ,2023-12-23,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
162,1.93558556031193,0.3253151972326755,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
163,1.5806280479294,0.3284328428504385,AZ,2023-12-25,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
164,2.31543005446584,0.301108054737366,AZ,2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
165,1.71468796611056,0.318236077682563,AZ,2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
166,1.38450351442862,0.3253185867919045,AZ,2023-12-28,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
167,0.89158210901341,0.353476680847969,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
168,0.343164949784755,0.0911283046588815,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
169,0.672769545517976,0.3584413561737775,CA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
170,1.99092109412852,0.2880208535562775,CA,2023-11-20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
171,1.83726681227101,0.3472165543499535,CA,2023-11-21,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
172,1.62611387364902,0.3040935043719905,CA,2023-11-22,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
173,0.985236527603459,0.4378001091062825,CA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
174,1.36670420077729,0.3412834185416935,CA,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
175,1.80350156671421,0.3145576893382335,CA,2023-11-25,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
176,1.12096929764201,0.252420207805461,CA,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
177,2.23293027101333,0.3723278328815185,CA,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
178,2.53835831822637,0.351843278718332,CA,2023-11-28,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
179,2.31584475931187,0.3275168179084585,CA,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
180,3.23937895613959,0.2959923104079925,CA,2023-11-30,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
181,1.5569735271718,0.3181112328774565,CA,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
182,1.12244142400359,0.3757544018227425,CA,2023-12-02,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0
183,1.32616656189607,0.2819301815926735,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
184,4.519142886944,0.381172221974912,CA,2023-12-04,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2.70536042731481,0.3404780940135565,CA,2023-12-05,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
