...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
22,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.377785317664698,0.317616416666024,AK,2024-07-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
38,NA,NA,AK,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.642245799318422,0.565192097009535,AL,2024-06-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
58,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.68057883573996,0.58780055393383,AL,2024-07-09,1,0,1,1,1,1,1,1,0,1,1,0,1,1
67,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.646091540965641,0.567734200027625,AL,2024-07-16,1,1,1,1,0,1,1,1,1,0,1,0,1,1
74,0.719906276436343,0.60330692533555,AL,2024-07-17,1,0,1,1,1,1,1,1,0,1,1,1,0,1
75,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.567652284726934,0.52383710879215994,AL,2024-07-24,1,1,1,1,1,1,1,0,1,1,1,0,1,1
82,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.764940224416907,0.615765105407745,AL,2024-07-26,1,0,1,1,1,1,1,1,0,1,1,1,0,1
84,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.589925215151664,0.4146805604498845,AR,2024-07-08,0,1,1,1,1,1,1,0,1,1,1,0,1,1
108,0.598889943201626,0.4922377640719325,AR,2024-07-09,1,0,1,1,1,1,1,1,0,1,1,0,1,1
109,0.607871712527955,0.4942652213956485,AR,2024-07-10,1,0,1,1,1,1,1,1,0,1,1,0,1,1
110,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.410685497201632,0.2087849241525575,AR,2024-07-17,1,1,1,1,1,1,1,1,0,0,1,1,1,1
117,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.675271645957151,0.484624120263423,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,1,0,0,1
119,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.47181684230423,0.454137642784087,AR,2024-07-22,1,0,1,1,1,1,1,0,0,1,1,0,1,1
122,0.433259852861412,0.2087357188753205,AR,2024-07-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
123,1.39094646929205,0.4403990556707205,AR,2024-07-24,1,0,1,1,1,1,1,1,0,0,1,0,1,1
124,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.690138608400922,0.537432222702785,AR,2024-07-26,1,0,1,1,1,1,1,1,0,1,1,0,1,1
126,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.48856709111267,0.354600179345393,AZ,2024-06-16,1,1,1,1,1,1,1,0,0,0,1,1,1,1
128,3.20144976111585,0.351171061531985,AZ,2024-06-17,0,1,0,1,1,1,1,0,0,0,1,1,0,1
129,2.11445790158343,0.368569628420168,AZ,2024-06-18,1,1,1,1,1,1,1,0,0,1,0,0,0,0
130,1.32796460870622,0.3313029520749845,AZ,2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,1,0
131,1.57056511455308,0.3862531407757325,AZ,2024-06-20,1,0,1,1,1,1,1,0,0,0,1,0,1,1
132,0.835159514833336,0.3186883443937185,AZ,2024-06-21,1,1,1,1,1,1,1,0,1,1,1,0,1,1
133,0.397680047877391,0.2955838857121085,AZ,2024-06-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,1.20182631865851,0.3180762136829545,AZ,2024-06-23,1,1,1,1,1,1,1,0,0,0,1,1,1,1
135,0.964333402254475,0.3684208431503925,AZ,2024-06-24,1,1,1,1,1,1,1,0,0,0,1,0,0,1
136,1.55048222294677,0.3448247389554555,AZ,2024-06-25,1,1,1,1,1,1,1,0,1,0,1,0,0,1
137,2.98617023598923,0.4611864667639795,AZ,2024-06-26,1,0,0,1,1,1,1,0,1,0,1,1,0,1
138,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.436483911874403,0.3068278594696625,AZ,2024-06-28,1,1,1,1,1,1,1,0,0,1,1,1,1,1
140,1.26233872079175,0.4163581266051435,AZ,2024-06-29,0,1,1,1,1,1,1,0,1,0,1,1,1,1
141,4.28864961525186,0.436948633091918,AZ,2024-06-30,0,1,0,1,1,0,0,0,0,0,1,1,0,0
142,9.82217614177123,0.4358675440845165,AZ,2024-07-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0
143,2.38755640597223,0.348723991376157,AZ,2024-07-02,0,1,1,1,1,1,1,0,1,0,1,1,1,1
144,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,0.693038247071415,0.1840804392192075,AZ,2024-07-04,1,1,0,1,1,1,1,0,1,0,1,1,1,1
146,0.752329208131101,0.3946371007031,AZ,2024-07-05,1,1,1,1,1,1,1,1,0,1,1,0,1,1
147,2.14487486571752,0.448499516210891,AZ,2024-07-06,1,1,0,1,0,1,1,1,0,1,1,0,1,1
148,1.09240119398314,0.3962486432232915,AZ,2024-07-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1
149,12.3695282534222,0.432744220262819,AZ,2024-07-08,0,1,0,1,1,1,1,0,0,0,1,0,0,0
150,6.35461892445683,0.387749201988528,AZ,2024-07-09,0,0,0,1,0,1,1,0,0,0,1,0,0,0
151,4.64877616519378,0.4187006074956495,AZ,2024-07-10,0,0,0,1,1,1,1,0,1,0,1,0,1,1
152,0.836936395655705,0.403505008770567,AZ,2024-07-11,1,1,1,1,1,1,1,0,1,0,1,0,0,1
153,0.843244574345989,0.420001261123036,AZ,2024-07-12,1,1,1,1,1,1,1,0,0,0,1,0,1,1
154,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.10086682111941,0.539754303937375,AZ,2024-07-14,1,1,1,1,1,0,1,0,0,0,1,1,0,1
156,2.62100574782184,0.43682400099803,AZ,2024-07-15,0,0,0,1,0,1,1,0,1,0,1,0,1,1
157,3.28227160425788,0.427081180338877,AZ,2024-07-16,1,0,0,1,1,1,1,1,0,0,1,1,0,1
158,5.08972746879696,0.4307797478726,AZ,2024-07-17,0,1,0,1,0,0,1,0,1,0,1,0,0,1
159,6.20557441626833,0.531784433390305,AZ,2024-07-18,0,0,0,1,1,1,1,0,0,0,1,0,0,1
160,1.23661133529982,0.50220238344238,AZ,2024-07-19,1,1,0,1,1,1,1,0,0,0,1,1,1,1
161,1.45071422393456,0.4517150129452315,AZ,2024-07-20,1,0,1,1,1,1,1,0,0,0,1,1,1,1
162,4.99258242017296,0.56629509767534,AZ,2024-07-21,0,1,0,1,0,0,1,0,0,0,1,0,0,1
163,6.34800112567406,0.4452313936954135,AZ,2024-07-22,0,1,0,1,0,1,1,0,0,0,1,0,0,1
164,2.876719964306,0.43193498488133,AZ,2024-07-23,0,1,0,1,0,1,0,0,0,0,1,0,0,0
165,7.0158134329817,0.51348966723904,AZ,2024-07-24,0,0,0,1,0,1,1,0,0,0,1,0,1,1
166,1.34891032220635,0.4336620669567685,AZ,2024-07-25,1,0,1,1,1,1,1,1,0,1,1,0,1,1
167,1.68741656566481,0.466231692869538,AZ,2024-07-26,0,1,1,1,1,1,1,1,1,0,1,1,0,1
168,2.84345894680277,0.595291638681645,AZ,2024-07-27,0,1,0,1,1,0,1,0,1,0,1,0,1,1
169,3.62110292369146,0.349307795045181,CA,2024-06-16,0,0,1,1,1,0,1,0,1,0,1,1,0,1
170,3.35748162451855,0.382608242778191,CA,2024-06-17,0,0,1,0,1,1,1,0,0,1,0,0,0,1
171,4.48006842177278,0.366251295494594,CA,2024-06-18,0,1,0,0,0,0,0,0,0,1,0,0,1,0
172,8.4907137834747,0.3888230470684415,CA,2024-06-19,0,0,0,0,0,1,1,0,0,0,0,0,0,0
173,5.21623414238597,0.3842621597487775,CA,2024-06-20,1,0,0,1,1,0,1,0,0,0,1,0,0,1
174,6.94384809359019,0.3696073874300005,CA,2024-06-21,0,0,0,1,0,0,1,0,0,0,0,0,0,0
175,2.25597056235369,0.3575226946946805,CA,2024-06-22,1,1,0,1,0,1,1,0,1,0,1,0,0,1
176,1.86299981514181,0.376660982521124,CA,2024-06-23,1,1,1,1,1,1,1,0,0,0,0,1,0,0
177,3.61565323012237,0.395355411607898,CA,2024-06-24,1,1,1,1,1,0,1,0,0,0,1,0,0,1
178,5.60481873699236,0.383595659393489,CA,2024-06-25,0,0,1,1,1,0,0,0,0,0,0,0,0,0
179,11.2927662211522,0.374329499060221,CA,2024-06-26,0,0,0,1,0,0,0,0,0,0,1,0,0,0
180,14.7370817035271,0.3887870578956845,CA,2024-06-27,0,0,0,1,0,1,1,0,0,1,0,0,0,0
181,8.37124655534631,0.393917655579602,CA,2024-06-28,0,1,0,1,0,1,0,0,0,1,0,0,0,0
182,7.00100317647449,0.387881750927445,CA,2024-06-29,0,1,1,1,0,1,1,0,0,0,0,0,0,0
183,14.1069657730026,0.396641876436697,CA,2024-06-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,16.6785440167393,0.37856200706315,CA,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,0,1
185,5.51675926762553,0.3917166817174235,CA,2024-07-02,0,1,1,1,1,1,1,0,0,0,0,0,0,0
186,7.32914393441216,0.390787634379208,CA,2024-07-03,0,0,1,1,1,1,1,0,0,0,0,0,0,1
187,2.40313125811475,0.3862862334204765,CA,2024-07-04,0,1,1,1,1,1,1,0,0,0,1,0,0,1
188,9.73948826812759,0.41307372721886,CA,2024-07-05,0,0,0,1,0,0,1,0,0,0,0,0,1,1
189,8.64177426956272,0.411470230127293,CA,2024-07-06,0,0,0,1,0,1,1,0,0,0,0,0,0,1
190,11.3381013865725,0.406522183943705,CA,2024-07-07,0,1,1,1,0,1,1,0,0,1,0,0,0,0
191,14.6888269858258,0.4234173204131375,CA,2024-07-08,0,1,0,1,0,1,1,0,0,0,1,0,1,0
192,22.7105328728432,0.435676526696433,CA,2024-07-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,11.330663012486,0.414120829409639,CA,2024-07-10,0,0,0,0,1,1,1,0,0,0,0,1,0,0
194,14.3225044844464,0.4259749736312485,CA,2024-07-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
195,23.5843372954848,0.4194772108929815,CA,2024-07-12,0,0,0,0,0,1,1,0,0,0,0,0,1,0
196,6.77573072447831,0.4200446827899225,CA,2024-07-13,0,0,0,1,0,1,0,0,0,0,0,0,0,0
197,17.5826204566155,0.426200773584129,CA,2024-07-14,0,0,0,0,0,0,1,0,0,0,1,0,0,1
198,20.649150172981,0.424776024174111,CA,2024-07-15,0,0,0,0,0,0,0,0,0,0,1,0,0,0
199,26.9647804395373,0.4479005858243305,CA,2024-07-16,0,0,0,0,0,0,0,0,0,0,1,0,1,0
200,13.1352779652652,0.4347511293864405,CA,2024-07-17,0,0,0,1,0,1,1,0,0,0,0,0,0,0
201,15.2876878085603,0.422192023650492,CA,2024-07-18,0,1,1,0,0,0,1,0,0,0,0,0,0,0
202,5.79122126602204,0.435178683342873,CA,2024-07-19,0,1,0,1,0,1,1,0,0,0,1,0,0,1
203,10.6979796319141,0.426634118450619,CA,2024-07-20,0,0,1,1,0,1,0,0,0,0,0,0,0,1
204,19.0171703533214,0.4662496330864845,CA,2024-07-21,0,0,0,1,0,0,1,0,0,0,0,0,0,1
205,26.4475370086391,0.437620100955183,CA,2024-07-22,0,0,0,0,0,1,1,0,0,0,0,0,0,1
206,22.7620704092551,0.464021365380079,CA,2024-07-23,0,0,0,1,0,0,1,0,0,0,0,0,0,1
207,24.3934090549831,0.4649402964732115,CA,2024-07-24,0,0,0,0,0,0,1,0,0,0,0,0,0,1
208,16.7083697057371,0.449167670554954,CA,2024-07-25,0,1,0,1,0,1,0,0,0,0,0,0,0,0
209,18.4545990051375,0.4867792296256125,CA,2024-07-26,0,0,0,1,0,1,0,0,0,0,0,0,0,0
210,12.8589817045995,0.45708676782675,CA,2024-07-27,0,0,0,1,0,1,1,0,0,0,1,0,0,1
211,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.619708283974832,0.422554194600065,CO,2024-06-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
213,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.549899803390553,0.309484444774662,CO,2024-06-19,0,1,1,1,1,1,1,0,1,0,1,1,1,1
215,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.7194592011856,0.4929984635150055,CO,2024-06-21,1,1,1,1,1,0,1,1,1,1,1,0,0,1
217,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1.01769477276581,0.482464500816532,CO,2024-06-25,1,1,1,1,0,1,1,0,1,1,1,0,1,1
221,0.720195765303966,0.3960238512536575,CO,2024-06-26,1,1,1,1,1,1,1,0,0,1,1,1,1,1
222,0.303109354407801,0.2847854068994755,CO,2024-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,0.645351454807364,0.4229995067405855,CO,2024-06-28,1,0,1,1,1,1,1,1,0,1,1,0,1,1
224,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.660646598739427,0.4271041453592785,CO,2024-07-01,1,0,1,1,1,1,1,1,0,1,0,1,1,1
227,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.27166027116633,0.263220699986787,CO,2024-07-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.271658658961374,0.2604916200697055,CO,2024-07-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1
234,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
