...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X22D_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI
32,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.0426610106910811,0.03119096744042685,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
48,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.631789319721563,0.3419319298261705,AL,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
54,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.633242601608657,0.361535673176915,AL,2023-05-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
70,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.183868905457457,0.1329224341615875,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.714787811536359,0.19492768946985,AL,2023-05-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
82,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.00576287782739435,0.003195757538185835,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,0.00645184024648078,0.003379219203624805,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.0722303879555815,0.0050122484623186,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
93,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1.26536536459237,0.904996543510515,AR,2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
95,0.0118674437901026,0.0063051117331582,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
96,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.15899237820629,0.837213061038535,AR,2023-05-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
101,0.0636379156279853,0.01052175763371475,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,2.2251157462629,0.588067800361085,AR,2023-05-10,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1
103,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.328081161651412,0.04148145033776935,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.0729218574938729,0.0557989863937015,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
119,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.892607957829991,0.62989589807166,AR,2023-05-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
122,0.858544785693923,0.6188647638466,AR,2023-05-30,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
123,0.117412563594132,0.0895057545757775,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
124,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.80862586941617,0.0765827070751515,AZ,2023-04-23,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
128,1.2710506518959,0.04633784220763215,AZ,2023-04-24,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
129,1.20943847437466,0.1320328680830565,AZ,2023-04-25,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
130,1.03064319443526,0.096902398889294,AZ,2023-04-26,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
131,0.563818672909987,0.0736636632014715,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
132,0.670129548559361,0.0149968732932257,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
133,0.35269800350399,0.01591462280058135,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.55971680485543,0.205198413270471,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
135,1.78118370499812,0.09256759308649,AZ,2023-05-01,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
136,3.49828477217501,0.2085481338513375,AZ,2023-05-02,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0
137,1.20940967593214,0.1407596235967415,AZ,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
138,1.29599156227285,0.077586437482053,AZ,2023-05-04,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
139,1.32508068924536,0.24734872829709,AZ,2023-05-05,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
140,0.809394075774582,0.02432342378313765,AZ,2023-05-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
141,3.62418633037309,0.3094232896603225,AZ,2023-05-07,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
142,6.41189538294443,0.30572923955772,AZ,2023-05-08,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
143,3.2921194733107,0.103532053702314,AZ,2023-05-09,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
144,1.69538406981157,0.142785278050009,AZ,2023-05-10,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
145,0.15852065329658,0.0330871824215287,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,1.04586667934019,0.145670294616331,AZ,2023-05-12,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
147,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.61725110524339,0.3882949001230465,AZ,2023-05-14,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
149,1.63271426193613,0.211000595820777,AZ,2023-05-15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
150,1.42989645157483,0.1942381962935375,AZ,2023-05-16,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0
151,1.12798463805102,0.180330687156751,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
152,1.33527174101249,0.268381109310789,AZ,2023-05-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
153,0.870065775496278,0.624157852151525,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
154,1.76423635065102,0.615180021022555,AZ,2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
155,1.25184579546368,0.199037825659205,AZ,2023-05-21,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
156,1.57538008094414,0.206210216482486,AZ,2023-05-22,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
157,1.48153409247554,0.178251860538077,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
158,1.19981868796988,0.2755737758030205,AZ,2023-05-24,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1
159,0.612484372929182,0.078528586327933,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
160,0.828756558284386,0.274217228114269,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
161,0.65612977722859,0.0888675963925075,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
162,2.07849678683081,0.298764363208769,AZ,2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
163,1.66133349245489,0.3033882504274335,AZ,2023-05-29,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
164,1.4576768195959,0.3512766970516955,AZ,2023-05-30,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1
165,2.4047856936868,0.243719907643935,AZ,2023-05-31,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
166,1.88672556750222,0.410611975869643,AZ,2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
167,0.848268631474468,0.302821693546978,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
168,1.11165945337442,0.238373575222927,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
169,2.16308088336005,0.273372615992847,CA,2023-04-23,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
170,2.21407329880162,0.1571861795661785,CA,2023-04-24,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
171,7.15644369053611,0.244498509750347,CA,2023-04-25,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
172,3.93014098889918,0.140018304273068,CA,2023-04-26,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0
173,1.6932354706346,0.1679200539634345,CA,2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
174,2.12370739396739,0.1778260297007365,CA,2023-04-28,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
175,6.66893300806839,0.28353723303601,CA,2023-04-29,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
176,2.69911950011623,0.188209982357339,CA,2023-04-30,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
177,6.2898780923337,0.2516644306829815,CA,2023-05-01,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1
178,8.07075834367188,0.2812496197001495,CA,2023-05-02,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
179,2.10811291693275,0.1910675176183365,CA,2023-05-03,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
180,1.71010665217309,0.2336633008268285,CA,2023-05-04,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
181,4.76020317001557,0.205129014164843,CA,2023-05-05,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
182,2.04152828731011,0.1907579494977405,CA,2023-05-06,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
183,1.20115232577095,0.2711903337692335,CA,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
184,9.96079827748598,0.36916627964014,CA,2023-05-08,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
185,5.18917067641389,0.193847440908223,CA,2023-05-09,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
186,3.83745183909072,0.286955047501,CA,2023-05-10,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
187,4.21443325299806,0.2893174442943915,CA,2023-05-11,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
188,1.67626854147617,0.2226325706146515,CA,2023-05-12,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
189,1.5677036716619701,0.4122697234304675,CA,2023-05-13,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
190,5.07794962553584,0.55580456899566,CA,2023-05-14,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
191,4.6097944554629,0.3539389950080685,CA,2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1
192,1.30400340848426,0.2326915872702855,CA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
193,2.04695670945754,0.320803608977944,CA,2023-05-17,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
194,1.61181706237874,0.32414523440465,CA,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
195,2.20253961231731,0.240754955274807,CA,2023-05-19,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
196,1.10713060418583,0.1065422481926675,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
197,1.06165022747903,0.4475460580164415,CA,2023-05-21,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
198,1.42357697564872,0.2868702229807015,CA,2023-05-22,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
199,1.37273479648154,0.2823996648602135,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
200,1.42886306035003,0.274160582010913,CA,2023-05-24,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
201,2.71847700369213,0.2828731958081625,CA,2023-05-25,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0
202,2.09352071519334,0.3306309192432115,CA,2023-05-26,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
203,0.976609933794439,0.305777925555357,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
204,1.4985974821708,0.4163034053686655,CA,2023-05-28,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
205,1.80685062799955,0.478525222023955,CA,2023-05-29,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1
206,2.93859731446771,0.296624775482285,CA,2023-05-30,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
207,2.65942283369057,0.3291175198554,CA,2023-05-31,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1
208,2.66116691989294,0.326116784387452,CA,2023-06-01,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
209,1.48577925140636,0.3721199878814915,CA,2023-06-02,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
210,1.61359344407458,0.312974949105402,CA,2023-06-03,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
211,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.817523171665265,0.182856133057067,CO,2023-04-24,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
213,1.03786367784515,0.3045400254646005,CO,2023-04-25,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
214,0.125284049420241,0.0092303853903809,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
215,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
