...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,other_95_CI
45,0.0377148836193891,0.0115813402223704,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1
46,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0668666900117502,0.0186604758042398,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.00712646254383019,0.00503081663855785,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.00787227418638752,0.001142539466316965,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
128,0.00885988235031804,0.00122714675126489,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
129,0.00927269446633563,0.00132086243233472,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
130,0.0197020729002754,0.001424661162975635,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1
131,0.024055105220129,0.001539646482506025,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
132,1.08057760970455,0.3082988528654895,AZ,2024-03-29,0,0,1,1,1,0,0,1,1,1
133,2.3029350100285,0.317158422337814,AZ,2024-03-30,0,1,0,1,1,0,1,0,1,1
134,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.609321761157114,0.1031546490451355,AZ,2024-04-01,1,1,1,1,1,1,0,1,0,1
136,0.888218523439606,0.106730558879845,AZ,2024-04-02,1,1,1,0,1,1,1,1,1,1
137,0.0646255786843734,0.002548062214026645,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
138,0.995910878562773,0.189358000223859,AZ,2024-04-04,1,1,1,0,1,1,0,1,0,1
139,0.980499254732875,0.300245555992835,AZ,2024-04-05,0,0,1,1,1,1,0,1,0,1
140,0.0807909267759245,0.003355108659851395,AZ,2024-04-06,1,1,1,1,1,0,0,1,1,1
141,0.994272691796074,0.233779542913631,AZ,2024-04-07,1,1,1,0,1,0,1,1,0,1
142,1.02156491418117,0.1896003291210605,AZ,2024-04-08,1,1,1,1,0,1,1,1,0,0
143,0.00882897767819631,0.004487896657371865,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
144,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,0.0457384962901013,0.00610403659215855,AZ,2024-04-12,1,1,1,1,1,0,1,1,0,1
147,0.101756029884813,0.0067893059989367,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
148,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1.37385090201245,0.2439892679712535,AZ,2024-04-15,0,0,1,1,1,0,0,1,0,1
150,0.509790480673433,0.1453196415385125,AZ,2024-04-16,1,1,1,1,1,0,0,1,1,1
151,0.707320497652534,0.1606138086846805,AZ,2024-04-17,1,1,1,1,1,0,0,1,0,1
152,0.0279101268568843,0.0119022019680208,AZ,2024-04-18,1,1,1,1,1,0,1,1,0,1
153,0.0283811023993049,0.01338992889523025,AZ,2024-04-19,1,1,1,1,1,0,1,1,0,1
154,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,0.720461911795463,0.2806861679449185,AZ,2024-04-21,1,1,1,0,1,1,1,1,1,1
156,1.01087533393523,0.2170759095208925,AZ,2024-04-22,1,1,0,1,1,0,0,0,0,1
157,0.415336812454132,0.02172531011317945,AZ,2024-04-23,1,1,1,1,1,0,1,1,0,1
158,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0.186252597073927,0.0277644422758712,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.666616212276469,0.372929397551429,AZ,2024-04-27,1,1,1,0,1,1,1,1,1,1
162,0.436643620503745,0.0398907907164189,AZ,2024-04-28,1,1,1,1,1,0,0,1,1,1
163,0.701527588604183,0.298194176426708,AZ,2024-04-29,1,1,1,1,1,0,0,1,1,1
164,1.00769554796772,0.2910583413118095,AZ,2024-04-30,1,1,1,1,1,0,1,0,1,1
165,0.318976322973344,0.0562751040586995,AZ,2024-05-01,1,1,1,1,1,0,1,1,0,1
166,0.352272907360682,0.062728999290333,AZ,2024-05-02,1,1,1,1,1,0,1,1,0,1
167,0.657129982689097,0.069668778575209,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.388416322136682,0.0102910581152133,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1
170,2.05607488028144,0.1764970041141835,CA,2024-03-25,0,1,0,1,1,0,1,0,1,1
171,1.68001761752152,0.150279727501218,CA,2024-03-26,0,0,1,1,1,0,0,1,1,1
172,3.46867433162318,0.2447334331222585,CA,2024-03-27,0,0,1,1,1,0,0,0,0,1
173,3.03271484027186,0.209725170120457,CA,2024-03-28,0,0,1,1,0,0,1,1,1,0
174,0.920670187793393,0.1117763387712805,CA,2024-03-29,1,1,1,1,0,0,1,1,1,0
175,1.12128645451172,0.1940038846103155,CA,2024-03-30,1,1,1,1,0,0,0,1,1,0
176,0.632511352629143,0.1998844497689135,CA,2024-03-31,1,1,1,1,1,1,1,1,1,1
177,1.18509590652533,0.181312668392135,CA,2024-04-01,1,1,0,1,1,0,0,0,1,1
178,0.918092003110742,0.1428133733088605,CA,2024-04-02,1,1,1,1,0,1,0,1,1,0
179,2.45973273593455,0.275521115439601,CA,2024-04-03,0,1,1,1,0,0,0,1,0,0
180,2.18504417797799,0.3207566263993735,CA,2024-04-04,0,1,1,1,0,0,1,1,0,0
181,4.12998154703969,0.2153065739796645,CA,2024-04-05,1,1,0,1,1,1,0,0,1,1
182,1.14035352677992,0.115786912946398,CA,2024-04-06,1,1,1,1,0,0,0,1,0,0
183,1.72721935314979,0.1754886459767785,CA,2024-04-07,1,1,1,1,0,0,0,0,0,0
184,1.35516290868453,0.1964941269229495,CA,2024-04-08,1,1,0,1,0,0,0,0,0,0
185,0.666993565941647,0.2096985556102685,CA,2024-04-09,1,1,1,1,1,1,1,1,1,1
186,1.97690539942366,0.313249421696208,CA,2024-04-10,0,0,1,1,1,0,0,1,1,1
187,1.23592402784368,0.232533039456764,CA,2024-04-11,1,1,1,1,1,0,0,1,0,1
188,0.935348487513424,0.2506402539511805,CA,2024-04-12,1,1,1,1,1,1,0,1,0,1
189,1.43612470244706,0.161532841013966,CA,2024-04-13,1,1,1,1,0,0,0,1,0,0
190,0.571499289080178,0.1527069536372935,CA,2024-04-14,1,1,1,1,1,0,1,1,0,1
191,1.55135002594032,0.2154238809140515,CA,2024-04-15,1,1,1,1,0,0,0,1,0,0
192,2.35315116252197,0.199566731245024,CA,2024-04-16,1,0,0,1,1,0,0,0,0,1
193,5.05840627137894,0.273239542950204,CA,2024-04-17,1,0,0,0,0,0,0,0,0,0
194,2.67294936158463,0.229276759393671,CA,2024-04-18,1,1,0,0,1,0,0,1,0,1
195,2.77681347772717,0.2193251818278145,CA,2024-04-19,1,1,0,1,1,0,0,0,0,1
196,0.153944797037394,0.125190285151216,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
197,1.7897402594604,0.26669298257303,CA,2024-04-21,1,1,1,1,0,0,0,1,0,0
198,4.31681682835416,0.352123753885111,CA,2024-04-22,1,1,0,0,0,0,0,0,0,0
199,1.67751060645818,0.2707275221500325,CA,2024-04-23,1,1,1,1,0,0,0,1,0,0
200,5.17380681582853,0.352639476079118,CA,2024-04-24,1,1,0,0,1,0,0,0,0,1
201,5.98036677439047,0.319827216212149,CA,2024-04-25,1,1,1,0,0,0,0,1,0,0
202,1.99133554404893,0.246649001147927,CA,2024-04-26,1,1,1,0,1,0,0,1,0,1
203,5.25655979871565,0.39648137425495,CA,2024-04-27,1,1,1,0,0,0,0,1,0,0
204,1.66835633769535,0.407531511797173,CA,2024-04-28,1,1,1,1,0,0,1,1,0,0
205,2.55565449952994,0.3019619917762095,CA,2024-04-29,0,1,0,0,1,0,1,0,0,1
206,5.24345286419582,0.354653451450152,CA,2024-04-30,1,1,0,0,0,0,0,0,0,0
207,2.93639111043055,0.366075596116523,CA,2024-05-01,1,1,1,0,0,0,1,1,0,0
208,4.82670379027984,0.3195447154960165,CA,2024-05-02,0,1,1,0,0,0,0,1,0,0
209,6.08693471759493,0.3518570239754975,CA,2024-05-03,0,1,1,0,0,0,0,1,0,0
210,2.5027623697313,0.336641644143168,CA,2024-05-04,0,1,1,1,1,0,0,1,0,1
211,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.32299009836534,0.93160278721543,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
213,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0.00502849087064476,0.004113342947177945,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0.0236642235622086,0.00483969884653261,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
221,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1.08583529357892,0.445351696502742,CO,2024-04-04,0,0,1,1,1,0,0,1,1,1
223,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.0104102239982245,0.00568990232438115,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.920419198489316,0.423075274525227,CO,2024-04-15,1,0,1,1,1,0,0,1,1,1
234,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.850839827349993,0.4462454136972805,CO,2024-04-17,1,1,1,0,1,0,1,1,0,1
236,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0639137838072175,0.0141838624737199,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
241,0.0681463835754566,0.0151910366064444,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
242,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.119066670217197,0.0233366408880937,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,2.6181335716548e-4,0.00161958906105463,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
254,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0.00137608988739094,0.002016718097552535,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
256,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.00229480192528034,0.010678674749567,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
271,0.00252998563953068,0.0119225163586136,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
272,0.00323781366633777,0.01330626283365005,CT,2024-04-12,1,1,1,1,1,0,0,1,1,1
273,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,0.00798505987945952,0.0254335881259304,CT,2024-04-18,1,1,1,1,1,1,1,1,1,1
279,0.0097522752852638,0.0282642931159211,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.997840324382324,0.2500602801172515,CT,2024-04-22,0,0,1,1,1,0,0,1,1,1
283,1.20336369642858,0.659839461207655,CT,2024-04-23,0,0,1,1,1,1,1,1,1,1
284,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
