...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
55,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.845019020890676,0.58545319463044,AL,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
59,0.293489279729838,0.228148695752643,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.280077330839048,0.2267715537703655,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
61,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.367876118182457,0.2836324827350825,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
63,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.295097085033095,0.2228903724472215,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.2965832255135,0.224269546993059,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
69,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.313723055507665,0.2336574725313805,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
73,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.876660988708763,0.59189469675025,AL,2023-11-21,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
81,NA,NA,AL,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,3.05475805039066,0.2973087436248035,AR,2023-10-16,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
87,0.818797224537122,0.580744866440835,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
88,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2.0525158816252,0.256639686009421,AR,2023-10-19,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
90,0.376365390595027,0.258335271647048,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
91,0.389134211698134,0.2600639352234625,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
92,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.87416853223622,0.4459434983131475,AR,2023-10-23,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
94,0.362342119617794,0.2763637287119295,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.21386266020499,0.582547868001655,AR,2023-10-25,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
96,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.305875943629433,0.2707860418658085,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
98,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.828017472700634,0.589529502461385,AR,2023-10-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
101,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.856554690215002,0.622231773177465,AR,2023-11-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
103,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.824015587749029,0.58997777473492,AR,2023-11-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
105,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.99556656766622,0.3997961084542435,AR,2023-11-06,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
108,0.822845340205458,0.58868503280054,AR,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
109,0.440924183198575,0.2994349189400775,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
110,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.3864573459822,0.262278147071636,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
117,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.462919432652779,0.291036519735983,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
122,0.496604950928332,0.3445398771636775,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
123,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.07482002454739,0.416651054730325,AZ,2023-10-15,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
128,2.61243168548413,0.3435319348651885,AZ,2023-10-16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
129,3.51133718537248,0.3495470762233885,AZ,2023-10-17,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
130,3.41401322220393,0.326846498057243,AZ,2023-10-18,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
131,3.01921019951622,0.4156259223643045,AZ,2023-10-19,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
132,1.42002113007275,0.324960582317725,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
133,1.78220924176559,0.3172681756304435,AZ,2023-10-21,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
134,2.17193314695387,0.330623603504487,AZ,2023-10-22,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
135,4.22492371158294,0.3821565490781215,AZ,2023-10-23,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
136,2.60974700500404,0.2910338848330225,AZ,2023-10-24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
137,1.07853006063113,0.3216061829409365,AZ,2023-10-25,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0
138,0.244040142839031,0.1702560733893405,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1.51209806510852,0.33394797232802,AZ,2023-10-27,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
140,2.0472745456011,0.4725561716354715,AZ,2023-10-28,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
141,2.08903353534682,0.329969970836261,AZ,2023-10-29,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
142,3.36905710046206,0.36920132124992,AZ,2023-10-30,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
143,1.85817240282553,0.360011357216206,AZ,2023-10-31,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
144,1.2410469383189,0.32523046733228,AZ,2023-11-01,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
145,2.4701395209451,0.352511831930777,AZ,2023-11-02,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
146,1.90478868456084,0.400974691159092,AZ,2023-11-03,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
147,0.834212446834009,0.3835724304245215,AZ,2023-11-04,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
148,2.85850399259191,0.378972585066093,AZ,2023-11-05,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
149,4.33215970297663,0.3545208386919205,AZ,2023-11-06,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
150,1.74358494458592,0.3157781150672715,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
151,2.74750378252765,0.383010533753758,AZ,2023-11-08,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
152,1.16577363597569,0.354221914574736,AZ,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1
153,1.58503302374461,0.382273819118397,AZ,2023-11-10,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
154,1.51868278216692,0.355602021162708,AZ,2023-11-11,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
155,5.48247416907599,0.3319353807850105,AZ,2023-11-12,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
156,5.59645568952139,0.320897925160383,AZ,2023-11-13,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
157,3.22036842149269,0.3835617412077,AZ,2023-11-14,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
158,2.87534873454909,0.318944051117858,AZ,2023-11-15,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1
159,1.68867432802368,0.1786398184526625,AZ,2023-11-16,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
160,0.712286437284324,0.494208720256344,AZ,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
161,1.4128983435938,0.4284464554829455,AZ,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
162,4.32375038732451,0.413917018071823,AZ,2023-11-19,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
163,4.70833963586798,0.3096144170266475,AZ,2023-11-20,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
164,5.7827000424179,0.4071059602842685,AZ,2023-11-21,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
165,2.61154920182754,0.423161198355021,AZ,2023-11-22,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
166,0.72308229499187,0.38231039136348,AZ,2023-11-23,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1
167,3.61686371568559,0.3910797097386685,AZ,2023-11-24,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
168,3.15195253378301,0.403390989276294,AZ,2023-11-25,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1
169,1.93969320779224,0.4364208767625695,CA,2023-10-15,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
170,3.11990395108766,0.3479486916062875,CA,2023-10-16,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0
171,1.96664486571192,0.3538314306885205,CA,2023-10-17,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
172,5.55729735378182,0.4111157027825375,CA,2023-10-18,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
173,2.2128377220809,0.380270548190892,CA,2023-10-19,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
174,1.38984821573481,0.3851925099549395,CA,2023-10-20,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1
175,0.66001281886395,0.4939264511335185,CA,2023-10-21,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176,0.761812562754567,0.401530604300388,CA,2023-10-22,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
177,2.20845451726162,0.348035853073368,CA,2023-10-23,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
178,1.51646819218361,0.329785979236574,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
179,2.76273031994873,0.437196402560273,CA,2023-10-25,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
180,3.73995921953037,0.3689655326171145,CA,2023-10-26,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
181,2.30393536573264,0.4253454470404795,CA,2023-10-27,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
182,1.52229326135365,0.411400213803442,CA,2023-10-28,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
183,1.21644139329251,0.1134786889444315,CA,2023-10-29,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
184,3.90601122349274,0.4588684479111275,CA,2023-10-30,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0
185,1.16434219762508,0.331111247350187,CA,2023-10-31,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
186,2.24984052108935,0.4905384193854805,CA,2023-11-01,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
