...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
24,NA,NA,AK,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.317275333642598,0.199590462998388,AK,2023-09-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
31,NA,NA,AK,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.759201220920562,0.355699989739865,AL,2023-08-28,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
45,0.708888025642974,0.486528393713059,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
46,1.09764934246498,0.456529276345033,AL,2023-08-30,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
47,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.474150553908639,0.3172032023504525,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0.378312607288095,0.3231436600130395,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.385366761103813,0.327398940649935,AL,2023-09-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
52,0.396217767211095,0.329674286344027,AL,2023-09-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
53,1.0204776649778,0.387159079969909,AL,2023-09-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
54,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.401966234194827,0.342512216139661,AL,2023-09-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
58,0.44730008029921,0.2645732260767615,AL,2023-09-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
59,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.40619034867034,0.3513637409134605,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
61,0.407057473700039,0.354501388297476,AL,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
62,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.428661325321577,0.375224090831562,AL,2023-09-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
68,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.355161082637733,0.1945589511086995,AL,2023-09-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
74,0.455809841617097,0.403240765770902,AL,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
75,NA,NA,AL,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.309082964156356,0.1648053250270815,AL,2023-10-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
81,NA,NA,AL,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.401889682844476,0.287602709073127,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
86,2.04673045192139,0.3653882701366345,AR,2023-08-28,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0
87,2.60291663992539,0.351997502841708,AR,2023-08-29,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
88,1.73676944851557,0.442426450231994,AR,2023-08-30,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1
89,1.02305607935499,0.50707284431824,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
90,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1.8207637933968,0.343981772000419,AR,2023-09-05,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
95,0.747534905958911,0.3964808248332295,AR,2023-09-06,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
96,0.771581533850964,0.4060268366985865,AR,2023-09-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1.94280348173126,0.444511574582754,AR,2023-09-08,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1
98,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.62064925869509,0.436855820297466,AR,2023-09-11,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
101,0.756500704649527,0.3045367471077105,AR,2023-09-12,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
102,1.12219942494981,0.53264005112465,AR,2023-09-13,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
103,0.737298062792554,0.513503532331465,AR,2023-09-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.852868024227052,0.249891677835832,AR,2023-09-15,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
105,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.499636192627877,0.3452209944609315,AR,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
108,1.17838129571331,0.4026954170423415,AR,2023-09-19,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
109,2.12371068523949,0.489095300160649,AR,2023-09-20,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1
110,1.60567958225824,0.457161373629678,AR,2023-09-21,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
111,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.534674747790345,0.3772471333681025,AR,2023-09-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.265716232517939,0.195754161017549,AR,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,0.753772586933755,0.3898382943742535,AR,2023-09-28,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
118,2.15787635342251,0.349852764361886,AR,2023-09-29,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1
119,NA,NA,AR,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.48150397538656,0.4043537080147145,AR,2023-10-02,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
122,1.99688464244816,0.409093342302875,AR,2023-10-03,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
123,2.05423693102718,0.488597342143299,AR,2023-10-04,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
124,3.9477686326953,0.412475895859923,AR,2023-10-05,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1
125,0.590414744985007,0.423648700931243,AR,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
126,0.604281236244515,0.4286050468791305,AR,2023-10-07,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
127,3.5337856553073,0.4288946369482895,AZ,2023-08-27,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
128,3.30193880137804,0.363966235504383,AZ,2023-08-28,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
129,1.51146130580514,0.425656463527768,AZ,2023-08-29,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
130,1.97770143857143,0.3817092787755805,AZ,2023-08-30,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
131,1.27862040446575,0.50855556848286,AZ,2023-08-31,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0
132,0.37907912512681,0.264399820933571,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
133,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2.47324780287931,0.3896289380296905,AZ,2023-09-03,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
135,6.09955820551769,0.4116329772855595,AZ,2023-09-04,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
136,2.53810057940106,0.3828243401872215,AZ,2023-09-05,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1
137,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2.25077068830731,0.543923736898555,AZ,2023-09-09,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
141,2.36142538274675,0.3935347979690555,AZ,2023-09-10,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
142,5.45017530147998,0.3842346381900715,AZ,2023-09-11,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1
143,3.22084748667596,0.3948891781059335,AZ,2023-09-12,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1
144,1.74251385304019,0.4039758087319465,AZ,2023-09-13,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
145,1.5143009448562,0.4622635255073935,AZ,2023-09-14,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
146,1.03408649126786,0.361156771909899,AZ,2023-09-15,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
147,1.3385151338205,0.3841471470576365,AZ,2023-09-16,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1
148,4.35480405639594,0.3462984352283305,AZ,2023-09-17,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1
149,5.98772838742039,0.4124910142026985,AZ,2023-09-18,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
150,4.78632834461492,0.418566962739825,AZ,2023-09-19,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
151,2.0039344971375,0.3939400815048235,AZ,2023-09-20,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
152,2.84455708067322,0.4936202953855875,AZ,2023-09-21,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
153,1.09867651873246,0.3019265744469875,AZ,2023-09-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
154,2.03179921181798,0.501378605320905,AZ,2023-09-23,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
155,2.7599195485461,0.3790203501404515,AZ,2023-09-24,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1
156,6.17439775492904,0.447626880906297,AZ,2023-09-25,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
157,5.76040404424039,0.4188050908846085,AZ,2023-09-26,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1
158,3.41120709227601,0.3727761687705625,AZ,2023-09-27,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
159,1.45761025478597,0.393904049821146,AZ,2023-09-28,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
160,0.822102571786013,0.4024067906983045,AZ,2023-09-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
161,1.58687546427766,0.3790019434013275,AZ,2023-09-30,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
162,11.7246754495284,0.4235953624705405,AZ,2023-10-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
163,15.4399064021875,0.4827685479507235,AZ,2023-10-02,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
164,0.900925816484893,0.3155530996613965,AZ,2023-10-03,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
165,3.4673090463608,0.550909407395805,AZ,2023-10-04,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
166,2.81663014390382,0.4014279994477995,AZ,2023-10-05,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
167,4.17797614619139,0.450244692516868,AZ,2023-10-06,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
168,1.84403333262209,0.655986778538525,AZ,2023-10-07,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1
169,2.42066283536861,0.3861984082914405,CA,2023-08-27,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
170,6.85351189072296,0.415435256512764,CA,2023-08-28,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
171,3.77063992823065,0.3926957531668605,CA,2023-08-29,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
172,15.4072154691789,0.402954938524153,CA,2023-08-30,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
173,5.00999257644318,0.3964458589393845,CA,2023-08-31,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
174,3.70714570642702,0.3903016370825545,CA,2023-09-01,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
175,1.38983843425965,0.4045268957300705,CA,2023-09-02,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
176,1.52763685511038,0.432329666155273,CA,2023-09-03,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
177,1.61491601284977,0.3875121922460515,CA,2023-09-04,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
178,5.59779264590798,0.427193835076708,CA,2023-09-05,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
179,4.27809523369023,0.3761519956537995,CA,2023-09-06,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
180,4.03710058176648,0.3971454790556965,CA,2023-09-07,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
181,5.21697855577474,0.355034121149175,CA,2023-09-08,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
182,3.06583526837701,0.385293306242064,CA,2023-09-09,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
183,2.23079142811017,0.374398966226986,CA,2023-09-10,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1
184,5.74062449574905,0.43338989362632,CA,2023-09-11,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
185,9.6648039397527,0.4194921320940305,CA,2023-09-12,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
186,8.44532846214946,0.4151210605420715,CA,2023-09-13,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
187,4.6268001997159,0.4033565068616745,CA,2023-09-14,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
188,1.96803848194951,0.3757050808636245,CA,2023-09-15,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
189,2.24562210520753,0.407706889556421,CA,2023-09-16,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
190,3.33844170607412,0.391775942426713,CA,2023-09-17,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
191,4.5846572400581,0.413946459133629,CA,2023-09-18,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
192,2.62492226177652,0.381855491222811,CA,2023-09-19,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
193,3.39280633510931,0.372515389801076,CA,2023-09-20,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
194,2.08469788124092,0.378859655434443,CA,2023-09-21,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
195,2.82885012350058,0.340643399845296,CA,2023-09-22,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
196,1.54128473130394,0.3656918556846605,CA,2023-09-23,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
197,1.73771349348625,0.3529973306833255,CA,2023-09-24,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
198,1.91679781814765,0.332093875230123,CA,2023-09-25,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
199,1.71430186445852,0.331914817027182,CA,2023-09-26,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
200,4.15567876330428,0.3930343778302605,CA,2023-09-27,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
201,3.52263620278828,0.3690909759619965,CA,2023-09-28,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
