"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24E_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24E_95_CI","X24G_95_CI","other_95_CI"
"37",NA,NA,"AK",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.702849291272063,0.498801296869511,"AK",2024-08-02,1,1,1,0,1,1,1,0,1,0,1,1
"42",NA,NA,"AK",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",0.483942183982635,0.372415054453556,"AL",2024-06-30,1,1,1,1,1,1,1,1,1,1,1,1
"51",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.481945625565109,0.389052710915451,"AL",2024-07-09,1,1,1,1,1,1,1,0,0,1,1,1
"60",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.718928036804635,0.492927779836941,"AL",2024-07-16,1,1,1,0,1,1,1,1,1,0,0,1
"67",0.474623308564131,0.403483679487338,"AL",2024-07-17,1,1,1,1,1,1,1,0,1,1,0,1
"68",NA,NA,"AL",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.723088596530884,0.483046316874606,"AL",2024-07-24,1,1,1,0,1,1,1,1,1,1,1,1
"75",NA,NA,"AL",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",0.485659802935615,0.41923145656128,"AL",2024-07-26,1,1,1,1,1,1,1,0,1,0,1,1
"77",NA,NA,"AL",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",0.493256406645539,0.395190271419624,"AL",2024-08-02,1,1,1,1,1,1,0,1,1,1,0,1
"84",0.491635053216413,0.433015538484563,"AL",2024-08-03,1,1,1,1,1,1,0,0,1,1,1,1
"85",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.343099184471227,0.193373501039687,"AR",2024-07-08,1,1,1,1,1,1,0,1,1,0,1,1
"101",0.638028176178688,0.449636508724353,"AR",2024-07-09,1,0,1,1,1,1,0,0,1,1,1,1
"102",0.601759580421389,0.447465482735948,"AR",2024-07-10,1,0,1,1,1,1,1,0,1,0,1,1
"103",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.587197946617118,0.450172678587394,"AR",2024-07-17,1,1,0,1,1,1,1,0,0,1,1,1
"110",NA,NA,"AR",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.741586552299714,0.571288875463901,"AR",2024-07-19,1,1,1,1,0,1,1,1,0,1,0,1
"112",NA,NA,"AR",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1.10714297923065,0.413911886049038,"AR",2024-07-22,1,1,1,1,1,1,0,0,0,1,0,1
"115",0.568583742478864,0.446239553591161,"AR",2024-07-23,1,1,0,1,1,1,1,1,0,1,1,0
"116",1.45044395271828,0.45972636114226,"AR",2024-07-24,0,0,1,1,1,1,0,0,1,1,0,1
"117",NA,NA,"AR",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.612972031254186,0.4049972520096,"AR",2024-07-26,1,0,1,1,1,1,0,0,1,1,1,1
"119",NA,NA,"AR",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2.7337329045813,0.395045062607954,"AR",2024-07-29,0,0,1,1,1,1,1,0,0,0,1,1
"122",0.609294793131293,0.391575645588843,"AR",2024-07-30,1,0,1,1,1,1,1,0,0,1,1,1
"123",NA,NA,"AR",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.58632142159784,0.347590137825034,"AZ",2024-06-23,1,1,0,1,1,1,1,0,0,0,0,0
"128",0.935472080340038,0.363029215228165,"AZ",2024-06-24,1,1,1,1,1,1,0,0,1,1,1,1
"129",2.52310085790596,0.353440139865143,"AZ",2024-06-25,1,1,0,1,1,1,1,0,0,0,0,1
"130",2.57521491660316,0.417424456924709,"AZ",2024-06-26,1,0,0,1,1,1,0,0,0,0,0,1
"131",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.420229210992187,0.300538630335972,"AZ",2024-06-28,1,1,1,1,1,1,0,0,0,1,1,1
"133",0.932318511129272,0.293032395001694,"AZ",2024-06-29,0,1,1,1,1,1,0,1,0,1,1,1
"134",2.76683265242765,0.39687860858336,"AZ",2024-06-30,1,1,0,1,0,0,0,0,0,0,0,0
"135",5.41774770004017,0.398082036329014,"AZ",2024-07-01,1,1,0,0,1,0,0,0,0,0,0,0
"136",1.5570928151292,0.329789935909076,"AZ",2024-07-02,1,1,1,1,1,1,0,0,0,1,0,1
"137",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1.01013853899443,0.3096128011237,"AZ",2024-07-04,1,1,0,1,1,1,1,0,0,1,1,1
"139",0.726473510494818,0.391336856737917,"AZ",2024-07-05,1,1,1,0,1,1,0,0,1,0,1,1
"140",2.07344150521736,0.458907709609567,"AZ",2024-07-06,1,1,1,0,1,1,1,0,1,0,1,1
"141",0.798576927768164,0.369534140170815,"AZ",2024-07-07,1,1,1,1,1,1,0,0,0,0,0,1
"142",4.99413836738293,0.385226475293578,"AZ",2024-07-08,1,1,0,0,1,1,0,0,0,0,0,1
"143",3.25687894396675,0.365398191834127,"AZ",2024-07-09,1,0,1,1,1,1,0,0,0,0,0,0
"144",2.09567434813603,0.381420434425975,"AZ",2024-07-10,1,1,1,1,1,1,0,0,0,0,0,1
"145",0.996737345978579,0.411030267670756,"AZ",2024-07-11,1,1,1,1,1,1,1,0,0,0,0,1
"146",0.712404479035214,0.398075774984215,"AZ",2024-07-12,1,1,1,1,1,1,0,1,0,0,1,1
"147",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",0.986799762136415,0.48485108153076,"AZ",2024-07-14,1,1,1,1,0,1,0,0,0,1,0,1
"149",1.25703394422528,0.349893040691118,"AZ",2024-07-15,1,0,1,1,1,1,0,0,1,0,0,1
"150",2.25183981275496,0.403588803270162,"AZ",2024-07-16,1,1,1,0,1,1,0,0,0,0,0,1
"151",1.88683370317413,0.376796765385406,"AZ",2024-07-17,1,1,1,1,0,1,0,0,0,0,0,1
"152",3.10442068242671,0.389826781467888,"AZ",2024-07-18,1,0,0,1,1,1,0,0,0,0,0,1
"153",0.884952332534959,0.420008531942912,"AZ",2024-07-19,1,1,1,0,1,1,0,0,0,0,1,1
"154",0.912821019352002,0.359718973371715,"AZ",2024-07-20,1,0,1,1,1,1,1,1,0,1,0,1
"155",2.64153350419245,0.38203907968234,"AZ",2024-07-21,0,1,0,1,0,1,0,0,0,1,0,1
"156",1.89284392113651,0.365260460921679,"AZ",2024-07-22,1,1,1,1,1,1,0,0,0,0,0,1
"157",1.95184707790661,0.410969149058046,"AZ",2024-07-23,1,1,1,1,1,0,0,0,0,0,0,0
"158",3.38134297329217,0.384165205747762,"AZ",2024-07-24,1,0,0,1,0,1,0,0,0,0,0,1
"159",1.13223658400063,0.372942582706835,"AZ",2024-07-25,1,0,1,1,1,1,1,0,0,0,1,1
"160",1.06028313483875,0.410776790223653,"AZ",2024-07-26,1,1,1,1,1,1,0,1,0,0,0,1
"161",1.64787255763545,0.368674198312519,"AZ",2024-07-27,0,1,1,1,0,1,0,0,0,0,0,1
"162",2.77110630487152,0.436052617778185,"AZ",2024-07-28,0,1,1,0,1,0,0,0,0,0,0,0
"163",1.78525909376963,0.388637951684331,"AZ",2024-07-29,1,1,1,1,1,1,0,0,0,0,0,0
"164",1.83703218241762,0.422121512005832,"AZ",2024-07-30,0,1,1,1,0,1,0,1,0,0,0,1
"165",4.85841382571768,0.432919841343947,"AZ",2024-07-31,0,1,1,0,1,1,0,0,0,0,0,1
"166",1.22705446282708,0.419031348409177,"AZ",2024-08-01,1,1,0,0,1,1,0,1,1,0,1,1
"167",0.571589780678779,0.374964605970714,"AZ",2024-08-02,1,0,1,1,1,1,0,0,1,1,1,1
"168",2.54287527297052,0.440597345819546,"AZ",2024-08-03,1,1,1,0,1,1,0,0,0,0,1,1
"169",2.72775431059648,0.37885824417946,"CA",2024-06-23,1,1,1,1,1,1,0,0,0,0,0,0
"170",5.75107493041916,0.405173782825183,"CA",2024-06-24,0,1,1,1,0,1,0,0,0,1,0,0
"171",4.64848162731057,0.379527257437686,"CA",2024-06-25,1,1,1,1,1,1,0,0,0,0,0,0
"172",16.2037888808452,0.376960864709292,"CA",2024-06-26,0,0,0,1,1,1,0,0,0,0,0,0
"173",12.0251676917596,0.385345057958288,"CA",2024-06-27,1,0,1,0,1,1,0,0,0,0,1,0
"174",7.5959679418747,0.391173866270461,"CA",2024-06-28,1,1,1,1,1,1,0,0,0,0,0,1
"175",6.22078488359008,0.383145075261284,"CA",2024-06-29,1,1,1,1,1,1,0,0,0,0,0,0
"176",6.94813138759942,0.379124205332725,"CA",2024-06-30,1,0,1,1,1,1,0,0,0,0,0,1
"177",13.0644191625176,0.371288943981227,"CA",2024-07-01,1,0,0,0,1,1,0,0,0,0,0,1
"178",5.31216330038328,0.389303953385518,"CA",2024-07-02,1,1,1,1,1,1,0,0,0,0,0,0
"179",6.31614127304004,0.388814409057804,"CA",2024-07-03,1,1,1,1,1,1,0,0,0,0,0,0
"180",2.22527891566475,0.381781983196257,"CA",2024-07-04,1,1,1,1,1,1,0,0,0,0,0,0
"181",4.67724282067392,0.388545295876649,"CA",2024-07-05,1,1,1,1,0,1,0,0,1,0,0,0
"182",3.63940245522595,0.387003993310954,"CA",2024-07-06,1,1,1,1,1,1,0,0,0,1,0,0
"183",4.30873402511923,0.379061923679336,"CA",2024-07-07,1,1,1,1,1,1,0,1,0,0,0,0
"184",5.67369672615029,0.394952100055217,"CA",2024-07-08,0,1,1,1,1,1,0,0,0,0,0,0
"185",8.8010622254504,0.393364521992662,"CA",2024-07-09,0,1,0,1,1,1,0,0,0,0,0,0
"186",9.63266989896011,0.415149344660762,"CA",2024-07-10,0,1,1,0,0,1,0,0,0,0,0,0
"187",7.51719220911462,0.407539923483681,"CA",2024-07-11,1,0,1,0,0,1,0,0,0,0,0,1
"188",9.37786826919486,0.396803459208759,"CA",2024-07-12,1,1,1,1,0,1,0,0,0,0,0,0
"189",4.86319070079887,0.409053243923554,"CA",2024-07-13,1,0,1,0,1,1,0,0,0,0,0,0
"190",6.16450285166144,0.386045985490296,"CA",2024-07-14,1,1,1,1,0,1,0,0,0,0,1,0
"191",10.0457808355199,0.406404210721212,"CA",2024-07-15,1,1,1,1,1,0,0,0,0,0,0,0
"192",9.86978039896587,0.407457545862308,"CA",2024-07-16,1,1,0,1,1,0,0,0,0,0,0,0
"193",4.55248605575314,0.398326733259304,"CA",2024-07-17,1,1,1,1,1,1,0,0,0,0,0,1
"194",6.8925996745013,0.393056851217485,"CA",2024-07-18,1,0,1,1,0,1,0,0,0,0,0,0
"195",2.40159741377572,0.399379617641425,"CA",2024-07-19,1,1,1,0,1,1,0,0,0,0,0,1
"196",5.73678340444758,0.401319622611381,"CA",2024-07-20,0,1,1,1,1,1,0,0,0,0,0,0
"197",10.1312943915656,0.412219646764962,"CA",2024-07-21,1,0,0,1,0,1,0,0,0,0,0,0
"198",14.4586277517663,0.413109364482051,"CA",2024-07-22,1,0,0,0,1,1,0,0,0,0,0,1
"199",6.12288425699787,0.395745822721103,"CA",2024-07-23,1,1,1,1,0,1,0,0,0,0,0,1
"200",13.1282645396,0.429687013915956,"CA",2024-07-24,1,1,0,0,0,1,0,0,0,0,0,0
"201",10.0005066565561,0.427925438726201,"CA",2024-07-25,1,1,0,0,1,0,0,1,0,0,0,0
"202",9.62052728585341,0.410276675458637,"CA",2024-07-26,1,0,0,1,1,1,0,0,0,0,0,0
"203",6.21287945435183,0.413893462322172,"CA",2024-07-27,1,1,0,0,1,1,0,0,0,0,0,0
"204",11.9895396015581,0.425456456634336,"CA",2024-07-28,0,1,1,0,1,1,0,0,0,0,0,0
"205",5.4443151563184,0.411387978467459,"CA",2024-07-29,1,1,0,1,1,1,0,0,0,0,0,0
"206",13.7001789062526,0.446201879856868,"CA",2024-07-30,1,1,0,0,0,1,0,0,0,0,0,1
"207",9.35507940647494,0.42581991149745,"CA",2024-07-31,1,0,1,0,0,0,0,0,0,0,0,0
"208",11.2193976959943,0.440169207759482,"CA",2024-08-01,1,0,0,0,1,1,0,0,0,0,0,1
"209",5.895463332363,0.417571379954409,"CA",2024-08-02,1,1,0,0,1,1,0,0,0,0,0,1
"210",5.39391302594135,0.418399607730382,"CA",2024-08-03,1,0,1,0,0,1,1,0,0,0,0,0
"211",NA,NA,"CO",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.882549261854593,0.438744370302673,"CO",2024-06-25,1,1,1,0,1,1,0,1,1,0,1,1
"214",0.829298746370802,0.414554327329327,"CO",2024-06-26,1,1,1,1,1,1,0,0,0,1,0,1
"215",0.546390913342078,0.384929128912706,"CO",2024-06-27,1,1,0,1,1,1,0,1,0,1,1,1
"216",0.503978422344268,0.332174483210114,"CO",2024-06-28,1,1,1,1,1,1,0,0,1,1,1,1
"217",NA,NA,"CO",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.462289047011607,0.335413491661189,"CO",2024-07-01,1,1,1,1,1,1,1,0,1,1,0,1
"220",NA,NA,"CO",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.51048958886764,0.38138403231588,"CO",2024-07-05,1,1,0,1,1,1,1,0,0,1,1,1
"224",NA,NA,"CO",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.533288620692818,0.381012682434952,"CO",2024-07-08,1,1,0,1,1,1,1,1,0,0,1,1
"227",NA,NA,"CO",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",0.542870370117861,0.381024948980191,"CO",2024-07-10,1,1,0,1,1,1,0,1,0,1,1,1
"229",0.798443620481948,0.431234841494367,"CO",2024-07-11,1,1,1,0,1,1,0,1,1,0,1,1
"230",0.719319971960931,0.511859275798103,"CO",2024-07-12,1,1,1,0,1,1,1,1,1,0,0,1
"231",NA,NA,"CO",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.989758257365253,0.476927656723785,"CO",2024-07-15,1,1,1,1,1,1,0,1,0,0,0,1
"234",1.42689920737483,0.540572751320458,"CO",2024-07-16,1,1,1,1,0,1,0,0,1,1,0,1
"235",0.791156514805715,0.424852496323609,"CO",2024-07-17,1,1,1,1,0,1,0,1,0,1,0,1
"236",1.1070764010356,0.370562738942518,"CO",2024-07-18,0,1,1,1,1,1,0,1,0,0,0,1
"237",0.534635871245251,0.303473484217532,"CO",2024-07-19,0,1,1,1,1,1,0,1,1,1,0,1
"238",NA,NA,"CO",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",1.24115586160976,0.42687573840243,"CO",2024-07-23,1,1,0,1,1,1,1,1,0,0,1,1
"242",0.788875421095291,0.442647568713673,"CO",2024-07-24,1,1,1,0,1,1,0,0,0,0,1,1
"243",0.93651118244599,0.480254884793458,"CO",2024-07-25,1,1,1,1,1,1,1,0,0,0,1,1
"244",0.689697571855971,0.510535015967677,"CO",2024-07-26,1,1,1,0,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.78884592670716,0.474839206396963,"CO",2024-07-29,1,1,1,1,1,1,0,1,1,1,0,1
"248",NA,NA,"CO",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.45760924464664,0.394960055666709,"CO",2024-07-31,1,1,1,1,1,1,1,0,0,1,1,1
