"","es_score","brier_score","location","target_date","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"79",0.149326128001505,0.0908917174951425,"AL",2024-03-18,1,1,1,1,1,1,1,1
"80",NA,NA,"AL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0184102179816456,0.0118189710971588,"AR",2024-02-12,1,1,1,1,1,1,1,1
"87",0.948622872539752,0.406095057698268,"AR",2024-02-13,0,1,1,0,1,1,1,1
"88",0.045095970635457,0.0105826659092975,"AR",2024-02-14,1,1,1,1,1,1,1,1
"89",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.0363211544731509,0.00830333514910615,"AR",2024-02-19,1,1,1,1,0,1,1,0
"94",0.0386572128754646,0.0079622319980813,"AR",2024-02-20,1,1,1,1,0,1,1,0
"95",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.0271647603910725,0.00653942251333444,"AR",2024-02-26,1,1,1,1,1,1,1,1
"101",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
"103",1.2316100102041,0.852829444252558,"AR",2024-02-29,0,1,1,0,0,1,1,0
"104",0.00734784353650846,0.00608997818635494,"AR",2024-03-01,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.0438809953174324,0.00598477271402458,"AR",2024-03-04,1,1,1,1,1,1,1,1
"108",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.00674449760498297,0.00615779673959894,"AR",2024-03-08,1,1,1,1,0,1,1,0
"112",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.0196642243735648,0.0102386017599479,"AR",2024-03-21,1,1,1,1,0,1,1,0
"125",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.675344017200718,0.113486005276043,"AZ",2024-02-11,1,1,1,1,1,1,1,1
"128",0.220868440557451,0.00430141639545389,"AZ",2024-02-12,1,1,1,1,0,0,1,1
"129",0.672402465205758,0.0642768258095995,"AZ",2024-02-13,1,0,1,1,0,0,1,1
"130",0.485172757040069,0.00387359883801576,"AZ",2024-02-14,1,1,1,1,1,1,1,1
"131",0.00307488212241278,0.00369817058824121,"AZ",2024-02-15,1,1,1,1,1,1,1,1
"132",0.0240223024009524,0.00354587656201235,"AZ",2024-02-16,1,1,1,1,1,1,1,1
"133",0.122954856339131,0.00341512657360908,"AZ",2024-02-17,1,1,1,1,0,1,1,0
"134",0.581463941440919,0.0504643341253236,"AZ",2024-02-18,1,1,1,1,0,0,1,0
"135",0.380132916331766,0.00321297224947954,"AZ",2024-02-19,1,1,1,1,0,1,1,0
"136",0.744677360845682,0.0654225963136181,"AZ",2024-02-20,1,1,1,1,0,0,1,0
"137",0.576355298224028,0.0354035459406196,"AZ",2024-02-21,1,1,1,1,0,0,1,0
"138",1.06020433337133,0.229128086971119,"AZ",2024-02-22,0,0,1,1,0,0,1,1
"139",0.0220547052736436,0.00301967801923196,"AZ",2024-02-23,1,1,1,1,1,1,1,1
"140",0.0119313388365688,0.00301181257595877,"AZ",2024-02-24,1,1,1,1,1,1,1,1
"141",1.65025924764052,0.204151817984519,"AZ",2024-02-25,0,0,1,0,0,0,1,0
"142",0.0998456650065248,0.00304287123963222,"AZ",2024-02-26,1,1,1,1,0,1,1,0
"143",0.721641307483876,0.0847374077983935,"AZ",2024-02-27,1,0,1,1,0,0,1,1
"144",0.0452993302509875,0.00313681005052045,"AZ",2024-02-28,1,1,1,1,1,1,1,1
"145",0.0212424070750489,0.00320807164058937,"AZ",2024-02-29,1,1,1,1,1,1,1,1
"146",0.00293996614960881,0.0032961890323533,"AZ",2024-03-01,1,1,1,1,1,1,1,1
"147",0.0433946502096622,0.00340183639098632,"AZ",2024-03-02,1,1,1,1,1,1,1,1
"148",0.0341325263399369,0.00352583401428124,"AZ",2024-03-03,1,1,1,1,1,1,1,1
"149",0.13169322161918,0.00366915223478433,"AZ",2024-03-04,1,1,1,1,1,1,1,1
"150",0.0843024322964519,0.00383291615439935,"AZ",2024-03-05,1,1,1,1,1,1,1,1
"151",0.0254854052717652,0.00401841113730398,"AZ",2024-03-06,1,1,1,1,1,1,1,1
"152",0.00277849124686236,0.00422708897980997,"AZ",2024-03-07,1,1,1,1,1,1,1,1
"153",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
"154",0.0307871019803486,0.00472067361208592,"AZ",2024-03-09,1,1,1,1,1,1,1,1
"155",1.06928921882684,0.292081023868446,"AZ",2024-03-10,0,0,1,1,0,0,1,1
"156",0.0569386654749492,0.00532888099219453,"AZ",2024-03-11,1,1,1,1,0,0,1,1
"157",1.14394930540294,0.306772068453002,"AZ",2024-03-12,0,1,1,0,0,1,1,0
"158",0.192843703043271,0.00607005709030203,"AZ",2024-03-13,1,1,1,1,1,1,1,1
"159",0.0556564359763418,0.00649716062450237,"AZ",2024-03-14,1,1,1,1,1,1,1,1
"160",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"163",0.00579696038074395,0.00865630157161615,"AZ",2024-03-18,1,1,1,1,1,1,1,1
"164",0.113146653801816,0.00932699506231812,"AZ",2024-03-19,1,1,1,1,0,0,1,1
"165",0.957338410601977,0.0942179722446152,"AZ",2024-03-20,1,1,1,0,0,0,1,0
"166",0.256789728800858,0.0108544170995522,"AZ",2024-03-21,1,1,1,1,1,1,1,1
"167",0.0927666926863525,0.0117203975504059,"AZ",2024-03-22,1,1,1,1,1,1,1,1
"168",0.0653751401101261,0.0126611244686614,"AZ",2024-03-23,1,1,1,1,0,0,1,1
"169",0.0920937906846861,0.00557435263839807,"CA",2024-02-11,1,1,1,1,0,1,1,0
"170",2.50642082657818,0.106187162511849,"CA",2024-02-12,1,0,1,1,1,0,1,0
"171",1.4662307923193,0.0857297800909099,"CA",2024-02-13,1,1,0,1,0,0,0,1
"172",2.19484057533167,0.0400459349318966,"CA",2024-02-14,1,1,1,1,0,0,1,0
"173",2.80696795621233,0.111576282196286,"CA",2024-02-15,0,1,0,0,1,0,0,0
"174",2.000787087403,0.0381151311610116,"CA",2024-02-16,1,1,1,0,0,0,1,0
"175",1.05030452707186,0.0347136074328058,"CA",2024-02-17,1,1,1,1,0,0,1,1
"176",0.775308380776212,0.0538094745072869,"CA",2024-02-18,1,1,1,1,0,0,1,0
"177",1.34506490985118,0.039319576928582,"CA",2024-02-19,1,1,1,1,0,1,1,0
"178",0.572160839938957,0.00454831636362947,"CA",2024-02-20,1,1,1,1,0,1,1,0
"179",1.67673224290386,0.0829980669845462,"CA",2024-02-21,1,1,0,1,0,0,1,0
"180",1.51781354496852,0.0625071246161511,"CA",2024-02-22,1,1,0,1,0,1,0,0
"181",1.1960115904922,0.0625883022582403,"CA",2024-02-23,1,1,1,1,0,1,1,0
"182",1.32572066951433,0.0573267839448921,"CA",2024-02-24,1,0,1,1,1,0,1,0
"183",1.4043535566515,0.00436279348481673,"CA",2024-02-25,0,1,1,1,0,1,0,0
"184",1.52422005794008,0.0742323858519869,"CA",2024-02-26,1,1,1,1,0,0,1,0
"185",2.71238434054156,0.108437727826677,"CA",2024-02-27,0,1,1,1,0,0,1,0
"186",2.45495544919813,0.0742543324021299,"CA",2024-02-28,1,0,1,1,0,0,1,0
"187",0.194181464655686,0.00437576773932917,"CA",2024-02-29,1,1,1,1,0,0,1,1
"188",0.254327438796524,0.0044010422209692,"CA",2024-03-01,1,1,1,1,0,1,0,0
"189",1.19534310804774,0.0044353510559921,"CA",2024-03-02,0,1,1,1,1,1,1,1
"190",0.76754585819658,0.045268141772036,"CA",2024-03-03,1,1,1,1,0,1,1,0
"191",1.29179462473823,0.0850047639582626,"CA",2024-03-04,1,1,1,1,1,0,1,0
"192",2.12188131069065,0.108191456929728,"CA",2024-03-05,1,1,1,1,0,1,1,0
"193",1.11019207955818,0.0574459395288453,"CA",2024-03-06,1,1,1,1,0,0,1,0
"194",2.08441109916456,0.111517460231636,"CA",2024-03-07,1,1,1,0,0,0,1,0
"195",1.30997794317393,0.0518269954734365,"CA",2024-03-08,1,1,0,1,0,0,0,0
"196",1.18132687140287,0.128976968465483,"CA",2024-03-09,1,1,1,0,1,1,1,1
"197",1.10013680146648,0.107023465321352,"CA",2024-03-10,1,1,1,0,0,1,1,0
"198",1.44512068469018,0.178167279252977,"CA",2024-03-11,0,1,1,0,0,1,1,0
"199",1.00530664501747,0.102144859595471,"CA",2024-03-12,1,1,1,1,0,0,1,0
"200",2.03993425898646,0.103889783114284,"CA",2024-03-13,1,1,1,0,0,0,1,0
"201",1.51591895978218,0.1105335780354,"CA",2024-03-14,1,1,1,1,0,0,1,0
"202",1.15029121883017,0.0374202215765341,"CA",2024-03-15,1,1,1,1,0,1,1,0
"203",0.887683560000905,0.139469081205779,"CA",2024-03-16,1,1,1,1,1,1,1,1
"204",1.78714136432332,0.156384346491289,"CA",2024-03-17,1,1,1,0,0,1,1,0
"205",1.27779404269539,0.114923538456488,"CA",2024-03-18,1,0,1,1,1,0,1,0
"206",0.510721863997716,0.00694136742416847,"CA",2024-03-19,1,1,1,1,1,1,1,1
"207",0.746144526524248,0.074261783555195,"CA",2024-03-20,1,1,1,1,0,0,1,0
"208",0.927041945497389,0.149592780774345,"CA",2024-03-21,1,1,1,1,0,0,1,0
"209",1.28543118684625,0.165978686266002,"CA",2024-03-22,1,1,1,1,0,0,1,0
"210",0.70053439897879,0.116216739384735,"CA",2024-03-23,1,0,1,1,1,0,1,0
"211",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.0211466162466815,0.00443765982209748,"CO",2024-02-12,1,1,1,1,1,1,1,1
"213",1.21614784737595,0.45764070835188,"CO",2024-02-13,0,0,1,1,0,0,1,1
"214",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"215",0.00522113504482329,0.00365974070813351,"CO",2024-02-15,1,1,1,1,1,1,1,1
"216",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
"220",0.00331907437837754,0.00279346321762565,"CO",2024-02-20,1,1,1,1,1,1,1,1
"221",0.0417921556384349,0.00267039766384917,"CO",2024-02-21,1,1,1,1,1,1,1,1
"222",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
"223",1.21451498447038,0.461143173423477,"CO",2024-02-23,0,0,1,1,0,0,1,1
"224",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.0199680740753956,0.00224521051947396,"CO",2024-02-26,1,1,1,1,1,1,1,1
"227",0.00231559086482012,0.00219272122694756,"CO",2024-02-27,1,1,1,1,1,1,1,1
"228",0.00285692352924895,0.00214965701592569,"CO",2024-02-28,1,1,1,1,1,1,1,1
"229",0.00755094992499139,0.00211555667312362,"CO",2024-02-29,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0103065733414668,0.00206174827376995,"CO",2024-03-04,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.0027963527625138,0.00212962982577811,"CO",2024-03-08,1,1,1,1,1,1,1,1
"238",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
"241",0.0119395051092699,0.00231472303213068,"CO",2024-03-12,1,1,1,1,1,1,1,1
"242",0.00274518651630175,0.0023797430089263,"CO",2024-03-13,1,1,1,1,1,1,1,1
"243",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.00415186231439574,0.00253334220194713,"CO",2024-03-15,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.00448964722252622,0.00282607179911697,"CO",2024-03-18,1,1,1,1,1,1,1,1
"248",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.0014005946889907,0.00380301031194623,"CT",2024-02-11,1,1,1,1,1,1,1,1
"254",0.0460725165789543,0.00366222066223123,"CT",2024-02-12,1,1,1,1,0,0,1,1
"255",NA,NA,"CT",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00135507115442256,0.00342239556234595,"CT",2024-02-14,1,1,1,1,1,1,1,1
"257",0.000919592371266473,0.0033215309602513,"CT",2024-02-15,1,1,1,1,1,1,1,1
"258",NA,NA,"CT",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"259",0.000894716354692425,0.00315416114578177,"CT",2024-02-17,1,1,1,1,1,1,1,1
"260",NA,NA,"CT",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
"261",0.00385240807187677,0.00302878137862233,"CT",2024-02-19,1,1,1,1,1,1,1,1
"262",NA,NA,"CT",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
"263",0.0102757780120665,0.00294205560161361,"CT",2024-02-21,1,1,1,1,1,1,1,1
"264",1.27396613226694,0.451090486073894,"CT",2024-02-22,0,1,1,0,1,1,1,1
"265",0.00292220212611255,0.00289197586270779,"CT",2024-02-23,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
"267",0.009744846633082,0.00287781321669074,"CT",2024-02-25,1,1,1,1,1,1,1,1
"268",0.00104395831223224,0.00288432667141419,"CT",2024-02-26,1,1,1,1,1,1,1,1
"269",0.00456866526596533,0.00290014006490794,"CT",2024-02-27,1,1,1,1,1,1,1,1
"270",0.000917485193087646,0.00292554480539933,"CT",2024-02-28,1,1,1,1,1,1,1,1
"271",0.00802510058586318,0.00296093115835173,"CT",2024-02-29,1,1,1,1,1,1,1,1
"272",NA,NA,"CT",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"CT",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
"275",0.00129902587080698,0.00321409258766514,"CT",2024-03-04,1,1,1,1,1,1,1,1
"276",0.000848485713242045,0.00330941646879571,"CT",2024-03-05,1,1,1,1,1,1,1,1
"277",NA,NA,"CT",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
"278",0.000772485876191178,0.00354661668706458,"CT",2024-03-07,1,1,1,1,1,1,1,1
"279",0.00129862989106734,0.00369164596402757,"CT",2024-03-08,1,1,1,1,1,1,1,1
"280",NA,NA,"CT",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"CT",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,NA,"CT",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,NA,"CT",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
"284",0.00199456438628245,0.00477111979913123,"CT",2024-03-13,1,1,1,1,1,1,1,1
"285",NA,NA,"CT",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
"286",0.00201659783355308,0.00542964480689886,"CT",2024-03-15,1,1,1,1,1,1,1,1
"287",NA,NA,"CT",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,"CT",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
"289",NA,NA,"CT",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,"CT",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
"291",NA,NA,"CT",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
"292",0.00344676371938049,0.00877202775411413,"CT",2024-03-21,1,1,1,1,1,1,1,1
"293",0.00454375503349858,0.00962658750138177,"CT",2024-03-22,1,1,1,1,0,1,1,0
"294",0.00455157563411694,0.0106015270540933,"CT",2024-03-23,1,1,1,1,1,1,1,1
"295",NA,NA,"DC",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
"296",0.0346688075540341,0.00485123606117579,"DC",2024-02-12,1,1,1,1,1,1,1,1
"297",0.00918825863544968,0.00461158890608297,"DC",2024-02-13,1,1,1,1,1,1,1,1
"298",NA,NA,"DC",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,"DC",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,"DC",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,"DC",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"DC",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
