"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24E_50_CI","recombinant_50_CI","X24G_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24E_95_CI","recombinant_95_CI","X24G_95_CI","X24D_95_CI","other_95_CI"
"40",NA,NA,"AK",2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.616706983523905,0.457776378002852,"AK",2024-08-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"42",NA,NA,"AK",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.473161902758882,0.360374344704568,"AL",2024-07-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"46",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.631336796527757,0.434447617546426,"AL",2024-07-16,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"53",0.521233440058213,0.369145438517374,"AL",2024-07-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",NA,NA,"AL",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.607277530730341,0.413362659715392,"AL",2024-07-24,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"61",NA,NA,"AL",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0.485115585320992,0.377848703853137,"AL",2024-07-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"63",NA,NA,"AL",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.58837936661088,0.386103241045344,"AL",2024-08-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"70",0.482711181854155,0.384483762181417,"AL",2024-08-03,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"71",NA,NA,"AL",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",0.78653526517997,0.421429596443402,"AL",2024-08-08,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
"76",NA,NA,"AL",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1.17281388544381,0.398176225848742,"AL",2024-08-13,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"81",NA,NA,"AL",2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.597147759393673,0.384492566867101,"AL",2024-08-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",NA,NA,"AL",2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.413971563842546,0.276071253028021,"AR",2024-07-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"87",0.57160970699983,0.420574902081416,"AR",2024-07-09,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"88",0.566126023201935,0.420830809715813,"AR",2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"89",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.545633404018722,0.400756067325351,"AR",2024-07-17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.674080383200617,0.476938150649622,"AR",2024-07-19,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"98",NA,NA,"AR",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.995543309741747,0.405591725932826,"AR",2024-07-22,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"101",0.531983725847934,0.396135173801952,"AR",2024-07-23,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",1.2749121573995,0.431139427214922,"AR",2024-07-24,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
"103",NA,NA,"AR",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.564956525178042,0.42805797030627,"AR",2024-07-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"105",NA,NA,"AR",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2.65984830033679,0.429753807719213,"AR",2024-07-29,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"108",0.568776061451068,0.430332816916953,"AR",2024-07-30,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"109",NA,NA,"AR",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.473988241882089,0.314916232462382,"AR",2024-08-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",0.796828238865079,0.431025765727838,"AR",2024-08-06,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"116",0.536153237567512,0.384104115246736,"AR",2024-08-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"117",NA,NA,"AR",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.693781944490931,0.371730015708235,"AR",2024-08-09,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"119",NA,NA,"AR",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1.37090337197673,0.475868383137459,"AR",2024-08-12,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
"122",3.94729300777276,0.435601799676213,"AR",2024-08-13,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1
"123",NA,NA,"AR",2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.905866967077848,0.452951550235608,"AR",2024-08-15,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
"125",NA,NA,"AR",2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.812588864522119,0.372621859356429,"AZ",2024-07-07,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"128",5.02710989973273,0.386687307409108,"AZ",2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"129",3.41095325902261,0.367774024834391,"AZ",2024-07-09,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"130",1.98570026869768,0.383532522284495,"AZ",2024-07-10,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"131",0.892313173717269,0.403130070511975,"AZ",2024-07-11,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"132",0.676363322557247,0.393543740820515,"AZ",2024-07-12,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"133",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1.00917051349138,0.504515665022972,"AZ",2024-07-14,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"135",1.51028017844017,0.366508782526133,"AZ",2024-07-15,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"136",2.16903892001816,0.403324314112335,"AZ",2024-07-16,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"137",2.03351349550466,0.379761048848698,"AZ",2024-07-17,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
"138",3.64959885495006,0.416349727120369,"AZ",2024-07-18,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
"139",0.852244787525656,0.426389183659325,"AZ",2024-07-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"140",1.01989605693391,0.382678665056824,"AZ",2024-07-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"141",2.97977409741955,0.40683187200862,"AZ",2024-07-21,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"142",2.23402261392823,0.369426917869936,"AZ",2024-07-22,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"143",1.75583045278402,0.407022020384584,"AZ",2024-07-23,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
"144",4.01921153566805,0.414837442846305,"AZ",2024-07-24,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"145",1.2016569495535,0.400267157064131,"AZ",2024-07-25,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"146",0.98571542625313,0.399518461050363,"AZ",2024-07-26,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"147",1.76224817037079,0.390548948103123,"AZ",2024-07-27,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1
"148",2.47194060470738,0.434029240939754,"AZ",2024-07-28,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0
"149",1.86934069603638,0.391132916537604,"AZ",2024-07-29,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
"150",1.89087946389673,0.431399710427754,"AZ",2024-07-30,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
"151",3.76129773345714,0.39482924715629,"AZ",2024-07-31,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
"152",1.05402781274213,0.355384820640276,"AZ",2024-08-01,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"153",0.618025737571603,0.458874999861587,"AZ",2024-08-02,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"154",2.35053878343019,0.41186970699299,"AZ",2024-08-03,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
"155",1.60570314800171,0.44392606111483,"AZ",2024-08-04,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
"156",2.53651216608892,0.389335161708885,"AZ",2024-08-05,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"157",2.62941032654263,0.391295477742884,"AZ",2024-08-06,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
"158",3.93242267997114,0.412301407929878,"AZ",2024-08-07,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"159",1.48882065561597,0.398272129853937,"AZ",2024-08-08,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"160",1.7056901835697,0.371628013037891,"AZ",2024-08-09,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
"161",1.3745331489341,0.482697527225208,"AZ",2024-08-10,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1
"162",0.863187508881369,0.351968131495603,"AZ",2024-08-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"163",1.14020668005557,0.36383807927182,"AZ",2024-08-12,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"164",5.09241825300254,0.4126950032551,"AZ",2024-08-13,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"165",2.55678741399118,0.482433693851891,"AZ",2024-08-14,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
"166",1.29564477483391,0.399760040274711,"AZ",2024-08-15,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
"167",1.73848458181257,0.440280019987516,"AZ",2024-08-16,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
"168",1.47361041029421,0.384634250272365,"AZ",2024-08-17,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
"169",5.03669462970707,0.381135062174961,"CA",2024-07-07,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
"170",5.32594553940725,0.39434499769029,"CA",2024-07-08,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
"171",8.55179637831351,0.394559436721595,"CA",2024-07-09,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
"172",8.44011069364394,0.410409533744425,"CA",2024-07-10,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
"173",7.31336697732965,0.402593734175907,"CA",2024-07-11,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
"174",7.70468500998763,0.397090454522774,"CA",2024-07-12,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
"175",4.24459787427375,0.40793378834574,"CA",2024-07-13,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
"176",6.20836607193628,0.384470236630539,"CA",2024-07-14,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
"177",7.70887502776032,0.40573007812902,"CA",2024-07-15,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"178",8.75305834778195,0.407273554515426,"CA",2024-07-16,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
"179",4.04983695882204,0.39900308713089,"CA",2024-07-17,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
"180",6.98539670975486,0.390934009190057,"CA",2024-07-18,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1
"181",2.18152960720159,0.392113031959461,"CA",2024-07-19,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
"182",4.99305337199318,0.401157500078759,"CA",2024-07-20,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"183",9.80732185831025,0.417448339153764,"CA",2024-07-21,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"184",10.9883657772957,0.408627818658322,"CA",2024-07-22,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"185",5.34105154707642,0.394960259538193,"CA",2024-07-23,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"186",9.81828903391693,0.419524398012989,"CA",2024-07-24,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"187",7.22883182280534,0.412616703881477,"CA",2024-07-25,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"188",8.51231649869391,0.418466479274258,"CA",2024-07-26,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
"189",4.30515544869593,0.404208084931284,"CA",2024-07-27,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"190",9.05059916658027,0.405031169084559,"CA",2024-07-28,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"191",4.68330066230916,0.4055302644113,"CA",2024-07-29,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1
"192",10.8206640401338,0.428648460158013,"CA",2024-07-30,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"193",7.97616618991081,0.411904273432761,"CA",2024-07-31,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"194",8.76136316312069,0.40588892507538,"CA",2024-08-01,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"195",3.95941887794374,0.402177893685034,"CA",2024-08-02,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"196",4.00780749469975,0.397840170003808,"CA",2024-08-03,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
"197",6.66676832083287,0.393554035523651,"CA",2024-08-04,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"198",8.12158271521198,0.405358055412986,"CA",2024-08-05,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"199",7.38494147128494,0.412987312822596,"CA",2024-08-06,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"200",5.16424637740064,0.399886478867317,"CA",2024-08-07,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"201",4.11945125491228,0.40277935995797,"CA",2024-08-08,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
"202",10.9819053059554,0.417051979171453,"CA",2024-08-09,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"203",6.65664819438741,0.404962521893114,"CA",2024-08-10,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"204",5.8495240777503,0.416119716685794,"CA",2024-08-11,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"205",8.36776142625685,0.412281292539959,"CA",2024-08-12,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"206",6.15887392395936,0.425077452531276,"CA",2024-08-13,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"207",7.76539967445672,0.416266553244275,"CA",2024-08-14,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"208",7.48556943206179,0.422017070161381,"CA",2024-08-15,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"209",3.1772556453159,0.408188095605564,"CA",2024-08-16,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
"210",4.51119378465271,0.413829177392389,"CA",2024-08-17,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
