"","es_score","brier_score","location","target_date","X22D_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","X23G_50_CI","other_50_CI","X22D_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","X23G_95_CI","other_95_CI"
"31",NA,NA,"AK",2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.0495887196592342,0.0401541575194298,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.750538411314851,0.368983841017904,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"54",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.727648759356166,0.368174964117005,"AL",2023-05-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"70",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.101811199991696,0.0577916264386625,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"74",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.290447075095354,0.0617737560371437,"AL",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"82",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.00699105159325739,0.00511354918191004,"AR",2023-04-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"86",0.00676093076323266,0.00513379780798924,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.0525501157152315,0.00546060352837007,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1.23256466091928,0.873770980316755,"AR",2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",0.00730592624111916,0.00578627904098769,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.24665451306755,0.867517612387098,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"101",0.0292577894880422,0.00692571558434753,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"102",2.39850073445492,0.599959736747467,"AR",2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"103",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.0942522872285035,0.014921968944167,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.017571433765124,0.0182972911703678,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1.13553012264599,0.758979387117074,"AR",2023-05-29,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"122",1.12449676783998,0.752452888700129,"AR",2023-05-30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"123",0.0262771485929148,0.0255516763758211,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.87466900875163,0.0787049290193043,"AZ",2023-04-23,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0
"128",1.62234562529486,0.0499826079240091,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"129",1.40189581572352,0.132604057599133,"AZ",2023-04-25,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
"130",1.48647266857062,0.098570493714388,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.705098851136746,0.0761452985808711,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"132",0.717812191972155,0.0191222532370737,"AZ",2023-04-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"133",0.3563873650457,0.019762293303513,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",1.5595456263331,0.2040680498223,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"135",1.71176155379941,0.0936779051578032,"AZ",2023-05-01,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0
"136",3.53222072936254,0.207201433359896,"AZ",2023-05-02,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
"137",1.5130529388801,0.14126851520028,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"138",1.29823588465713,0.0790930744398152,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"139",1.3185005793034,0.245373628794972,"AZ",2023-05-05,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
"140",0.706391745061052,0.0251088129683524,"AZ",2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",3.55197837033017,0.308758928913833,"AZ",2023-05-07,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1
"142",6.36945990177692,0.304514207616953,"AZ",2023-05-08,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
"143",2.69271215317021,0.102563605674035,"AZ",2023-05-09,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
"144",1.4708553702581,0.141460791288616,"AZ",2023-05-10,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
"145",0.147826006347104,0.0301612328307022,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.917695496773202,0.141985894532842,"AZ",2023-05-12,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"147",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1.75752765021243,0.407452402319014,"AZ",2023-05-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"149",1.93587996890842,0.210782804176694,"AZ",2023-05-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"150",1.19464289418435,0.19164282236377,"AZ",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"151",1.26002179872145,0.1812710593082,"AZ",2023-05-17,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
"152",1.51573023566533,0.283841755883607,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"153",0.927287373545792,0.646631047712279,"AZ",2023-05-19,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"154",1.83119447236308,0.639182396085425,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
"155",0.932023757889415,0.192208483626218,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
"156",1.64487621173791,0.208405105909033,"AZ",2023-05-22,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
"157",1.00896670430053,0.167244905662495,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
"158",1.64414937768644,0.283548887116725,"AZ",2023-05-24,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
"159",0.428757092800972,0.0544609211780201,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"160",0.868139134561723,0.270250458529842,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0
"161",0.486715073757118,0.0597986679373749,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",2.69548500805481,0.310793206537888,"AZ",2023-05-28,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
"163",1.48825951731236,0.299714738534193,"AZ",2023-05-29,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
"164",1.97091225927988,0.369630113365907,"AZ",2023-05-30,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"165",1.91742471975894,0.223858418112742,"AZ",2023-05-31,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0
"166",1.98550428096588,0.419393411552505,"AZ",2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1
"167",0.859288428602596,0.300519197627652,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"168",0.693983292004814,0.206533331048989,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"169",1.9117114567663,0.269453680570948,"CA",2023-04-23,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"170",2.39380066751622,0.158212165662517,"CA",2023-04-24,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"171",4.36979678091061,0.24077053797892,"CA",2023-04-25,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
"172",4.86789426068518,0.141558048772365,"CA",2023-04-26,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
"173",3.39106763057175,0.16908858213885,"CA",2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"174",2.91645448356846,0.178619708974622,"CA",2023-04-28,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0
"175",4.85203236368452,0.279782790453154,"CA",2023-04-29,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
"176",2.25022861185412,0.1868004448916,"CA",2023-04-30,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"177",4.24992073967815,0.24984446776053,"CA",2023-05-01,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"178",5.61664100096438,0.278771815377567,"CA",2023-05-02,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
"179",3.00120199302118,0.192301645582771,"CA",2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"180",1.70396939322591,0.233533553581244,"CA",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"181",3.55041616968946,0.202141392508501,"CA",2023-05-05,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0
"182",2.18794807134958,0.190811343651404,"CA",2023-05-06,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"183",1.22186856053174,0.271705122389419,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
"184",8.38885299997033,0.363542905637193,"CA",2023-05-08,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
"185",4.34256697573124,0.191087342204959,"CA",2023-05-09,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1
"186",3.12082314541583,0.28579745572449,"CA",2023-05-10,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
"187",4.92004010883184,0.291528334292864,"CA",2023-05-11,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"188",1.54191403825365,0.220494012608115,"CA",2023-05-12,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"189",1.42569041571557,0.399792477613275,"CA",2023-05-13,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
"190",4.89117182787703,0.55120224600308,"CA",2023-05-14,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
"191",5.85569401446728,0.379416239441042,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"192",1.99611130548832,0.238908339487804,"CA",2023-05-16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
"193",1.51029352611531,0.314759092608212,"CA",2023-05-17,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"194",2.31073397475215,0.334089780847399,"CA",2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
"195",1.49249752127908,0.227647476699061,"CA",2023-05-19,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"196",1.00393836731551,0.0986857255800834,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"197",1.13033618383034,0.469392797472755,"CA",2023-05-21,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"198",2.54227065580135,0.303672476861984,"CA",2023-05-22,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
"199",1.66169821069781,0.285194893329262,"CA",2023-05-23,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"200",1.86728884426076,0.298245744029999,"CA",2023-05-24,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
"201",1.80240731165434,0.26936667524205,"CA",2023-05-25,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"202",2.26964270477717,0.336497689590272,"CA",2023-05-26,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
"203",1.6344979357134,0.346667629078812,"CA",2023-05-27,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"204",1.680653594565,0.431304703754386,"CA",2023-05-28,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
"205",1.67276764951949,0.471518236528311,"CA",2023-05-29,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"206",2.59568289206034,0.296412414080136,"CA",2023-05-30,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"207",2.55672626896457,0.329666782314794,"CA",2023-05-31,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
"208",3.25807368413316,0.337741300594404,"CA",2023-06-01,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"209",2.05368475087549,0.394987266088571,"CA",2023-06-02,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1
