"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24G_50_CI","X24E_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24G_95_CI","X24E_95_CI","other_95_CI"
"27",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.777504338194947,0.520900560439099,"AK",2024-07-02,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"32",NA,NA,"AK",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",0.579052444250199,0.420150276245594,"AL",2024-06-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"72",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.582004120103481,0.431534842864141,"AL",2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"81",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.218314127368249,0.168969950097983,"AR",2024-06-10,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"94",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.277561756071474,0.212657190812652,"AR",2024-07-08,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"122",0.6973296721666,0.487123699214987,"AR",2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"123",0.65347251959703,0.487070752407911,"AR",2024-07-10,1,0,1,1,1,1,1,1,0,1,1,1,0,1
"124",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.94231196730334,0.360469780236133,"AZ",2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"128",1.8877477032387,0.387653375057187,"AZ",2024-06-03,0,0,1,1,1,1,1,0,0,0,0,1,1,1
"129",1.11273904671702,0.357614845141563,"AZ",2024-06-04,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"130",1.39627129838173,0.369594859251993,"AZ",2024-06-05,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"131",1.2359300772177,0.30183987123577,"AZ",2024-06-06,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"132",1.17298774282996,0.341005264898664,"AZ",2024-06-07,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"133",1.52193938958306,0.324445371283172,"AZ",2024-06-08,0,1,1,0,1,1,1,0,0,0,0,1,1,1
"134",1.70947196388977,0.447253158405961,"AZ",2024-06-09,0,1,1,1,1,0,1,0,0,1,1,1,0,1
"135",2.675411476849,0.327871245333016,"AZ",2024-06-10,1,0,1,1,0,1,1,0,0,0,1,0,0,1
"136",3.15637045615064,0.381518579677632,"AZ",2024-06-11,1,1,1,1,0,1,1,0,0,0,1,0,1,1
"137",2.2991822497995,0.356489850070729,"AZ",2024-06-12,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"138",1.85484408133009,0.360353657957244,"AZ",2024-06-13,1,0,1,1,0,1,1,0,1,1,1,0,1,1
"139",1.93671840913758,0.308705092299551,"AZ",2024-06-14,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"140",0.389752053355915,0.265043727459831,"AZ",2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",1.41009111131548,0.348565371706043,"AZ",2024-06-16,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"142",4.29732436426909,0.360413914541547,"AZ",2024-06-17,1,1,0,1,0,1,1,0,0,0,0,1,0,0
"143",3.83938473449807,0.374254257349301,"AZ",2024-06-18,1,1,1,0,0,1,1,0,0,0,0,0,1,0
"144",1.38001422897935,0.326462830023632,"AZ",2024-06-19,1,1,1,1,1,1,1,1,0,0,1,0,0,1
"145",1.30360336642649,0.368378133095029,"AZ",2024-06-20,1,0,1,1,1,1,1,0,0,1,1,1,0,1
"146",0.945159640943759,0.318092608629427,"AZ",2024-06-21,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"147",0.432106033972591,0.298288639540407,"AZ",2024-06-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"148",1.52875336973259,0.342180927346932,"AZ",2024-06-23,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"149",0.927086808949886,0.359250777014298,"AZ",2024-06-24,1,1,1,1,1,1,1,0,0,1,0,0,0,1
"150",2.89248020095102,0.351378541550611,"AZ",2024-06-25,1,1,0,1,1,1,1,0,1,0,0,0,0,1
"151",2.42011910250505,0.4220314270752,"AZ",2024-06-26,1,0,0,1,0,1,1,0,0,0,1,0,1,1
"152",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.446917335310799,0.304695784453829,"AZ",2024-06-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"154",1.00211209969517,0.311063602350303,"AZ",2024-06-29,0,1,1,1,1,1,1,0,0,0,1,1,1,1
"155",2.87811144672807,0.406358358125553,"AZ",2024-06-30,1,1,1,0,0,1,1,1,0,0,1,0,0,1
"156",5.61820757825563,0.3976299339791,"AZ",2024-07-01,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"157",1.88086593821683,0.332416194126853,"AZ",2024-07-02,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"158",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1.02832307483333,0.298322525368147,"AZ",2024-07-04,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"160",0.730851976589266,0.379972775977636,"AZ",2024-07-05,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"161",2.0370829848472,0.435002948143426,"AZ",2024-07-06,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"162",0.921482454228621,0.37761021141998,"AZ",2024-07-07,1,1,1,1,0,1,1,0,0,0,1,0,0,1
"163",5.72730305697471,0.387117092443836,"AZ",2024-07-08,1,1,1,1,0,1,1,0,1,0,1,0,1,1
"164",3.49295148659786,0.365484825305154,"AZ",2024-07-09,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"165",2.19084969729944,0.380123475926345,"AZ",2024-07-10,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"166",1.01627128385147,0.408639188622023,"AZ",2024-07-11,1,1,1,1,0,1,1,0,0,0,1,1,0,1
"167",0.709864877360231,0.389926823230777,"AZ",2024-07-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",8.31167522509724,0.416927165729032,"CA",2024-06-02,0,1,1,1,0,0,0,0,0,0,1,0,1,0
"170",5.66363978942543,0.389365261558833,"CA",2024-06-03,1,1,1,1,0,1,0,0,0,0,0,0,1,0
"171",8.90402940268055,0.404097343737774,"CA",2024-06-04,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"172",9.60905347491581,0.378881925410363,"CA",2024-06-05,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"173",5.7441727282986,0.361353571656822,"CA",2024-06-06,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"174",9.54353135487263,0.359853747456114,"CA",2024-06-07,0,0,1,1,1,1,1,0,0,0,1,0,1,0
"175",4.36297269419002,0.403808408306699,"CA",2024-06-08,1,0,1,1,1,0,1,0,0,0,0,0,0,1
"176",5.09428793761714,0.389969403668203,"CA",2024-06-09,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"177",5.72542507471637,0.367628983368433,"CA",2024-06-10,1,1,0,1,1,1,0,0,1,0,0,0,1,0
"178",9.28587612272697,0.39497930604412,"CA",2024-06-11,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"179",5.72533448055029,0.382571676010213,"CA",2024-06-12,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"180",6.15044902828134,0.371334505495588,"CA",2024-06-13,1,0,0,1,0,1,0,0,0,0,0,1,1,0
"181",5.90526687594408,0.418037431107026,"CA",2024-06-14,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"182",3.29875330966459,0.409015198818256,"CA",2024-06-15,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"183",3.58880378177117,0.353843827744325,"CA",2024-06-16,1,0,0,1,1,1,1,0,0,0,0,1,0,1
"184",4.41796362396679,0.392580394777732,"CA",2024-06-17,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"185",7.11109457563441,0.375394364035643,"CA",2024-06-18,1,1,0,1,1,1,1,0,0,0,0,0,0,1
"186",7.87493046245834,0.388688253619465,"CA",2024-06-19,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"187",4.67302665757522,0.380191199427974,"CA",2024-06-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"188",3.96035179698722,0.359301266954184,"CA",2024-06-21,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"189",4.39388910086949,0.390726260360287,"CA",2024-06-22,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"190",4.94756042873762,0.391748646117513,"CA",2024-06-23,1,1,0,1,0,1,1,0,0,0,0,1,0,1
"191",9.13151673229681,0.427086102728837,"CA",2024-06-24,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"192",10.2267442865611,0.401038650333738,"CA",2024-06-25,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"193",23.3081285375785,0.392178139320914,"CA",2024-06-26,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"194",17.3643245340401,0.394000851066862,"CA",2024-06-27,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"195",16.3394091959669,0.403953170024737,"CA",2024-06-28,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"196",12.8961587663567,0.403838999237312,"CA",2024-06-29,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"197",5.82477941617917,0.377029561921404,"CA",2024-06-30,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"198",15.4973247394532,0.384488755503035,"CA",2024-07-01,1,1,0,1,1,1,1,0,0,0,0,0,0,1
"199",12.3400618685845,0.405301431287576,"CA",2024-07-02,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"200",14.5421009906027,0.411771334880639,"CA",2024-07-03,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"201",3.97389240643971,0.400492050747807,"CA",2024-07-04,1,1,0,1,0,1,1,0,0,0,0,0,0,1
"202",7.80966681585941,0.412951159392859,"CA",2024-07-05,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"203",5.23094100060244,0.402244818450255,"CA",2024-07-06,1,1,1,1,0,1,0,1,0,0,0,0,0,0
"204",7.79816922647543,0.40209231085788,"CA",2024-07-07,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"205",6.95385459584006,0.403381497530754,"CA",2024-07-08,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"206",7.57392666220179,0.396449593039623,"CA",2024-07-09,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"207",12.9395751512578,0.40976159407678,"CA",2024-07-10,0,1,1,1,0,0,1,0,0,1,0,0,0,1
"208",11.5448240822493,0.420182683338527,"CA",2024-07-11,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"209",15.1297692972382,0.40769171011772,"CA",2024-07-12,1,1,1,1,0,1,0,0,0,0,0,1,0,0
"210",5.38535770542989,0.403330850653131,"CA",2024-07-13,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"211",NA,NA,"CO",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.495887027589948,0.388822470928584,"CO",2024-06-04,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"214",1.11986484006421,0.387974780164626,"CO",2024-06-05,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"215",0.326557793036484,0.243680445662244,"CO",2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",NA,NA,"CO",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",1.93340801571154,0.401890091805266,"CO",2024-06-10,0,1,0,1,1,1,1,0,0,0,1,0,1,1
"220",0.625353074958171,0.407397262818049,"CO",2024-06-11,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"221",0.511280770540257,0.383747416304547,"CO",2024-06-12,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"222",0.333536371304704,0.250658148263908,"CO",2024-06-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"223",0.375528190398226,0.251251317985476,"CO",2024-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.509372430763439,0.382487246668311,"CO",2024-06-17,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"227",NA,NA,"CO",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
