"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23C_50_CI","X23D_50_CI","recombinant_50_CI","X23B_50_CI","X23E_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","X23D_95_CI","recombinant_95_CI","X23B_95_CI","X23E_95_CI","other_95_CI"
"25",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1.8379658326722,0.626495220455873,"AK",2023-06-06,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"39",NA,NA,"AK",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.902578304858708,0.614514499647177,"AK",2023-06-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"41",NA,NA,"AK",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",0.734413538043017,0.378646400545152,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"47",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0.741663547290537,0.3642341770895,"AL",2023-05-19,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"63",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.0942150346891389,0.0583384406034445,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.306803983284623,0.0685521048749683,"AL",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.870172591010487,0.625731326526324,"AL",2023-06-07,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"82",0.135633800234715,0.0802018419937676,"AL",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",NA,NA,"AL",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.0643578466398245,0.00432731595123812,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"86",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",1.22829206718489,0.895493161347372,"AR",2023-05-02,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"88",0.00868098022565064,0.00443631501172024,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"89",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1.22786382917547,0.882411132854579,"AR",2023-05-08,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"94",0.0381972514374034,0.00481710599878864,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"95",2.34264557259719,0.612985589795528,"AR",2023-05-10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",0.123087466600151,0.00710312142969838,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.0231254039694003,0.00804702775337517,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1.08602231004985,0.834385014858673,"AR",2023-05-29,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"115",1.084400942485,0.830390420919186,"AR",2023-05-30,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"116",0.0330535367171453,0.0102554059028186,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"117",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.054614537671352,0.0153716034768184,"AR",2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",0.056188981629195,0.0163677632519714,"AR",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125",0.0631360229058759,0.0174451766189091,"AR",2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,"AR",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.72925958346381,0.206817788036339,"AZ",2023-04-30,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
"128",1.52056676958832,0.0915704436924456,"AZ",2023-05-01,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
"129",4.04629716142548,0.209574799069514,"AZ",2023-05-02,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
"130",1.61807134641311,0.141537689285436,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"131",1.11907047947314,0.0761296260970173,"AZ",2023-05-04,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"132",1.43444536583464,0.24877916408183,"AZ",2023-05-05,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
"133",0.62123640014697,0.0202262355415105,"AZ",2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"134",3.99194559120555,0.312725076538178,"AZ",2023-05-07,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
"135",7.07401154167497,0.31278502861813,"AZ",2023-05-08,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"136",2.07484622276584,0.0996020592834873,"AZ",2023-05-09,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"137",1.51019194120285,0.141124323995079,"AZ",2023-05-10,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"138",0.0985228093574678,0.0228096855383569,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"139",0.846783461956135,0.137518571256062,"AZ",2023-05-12,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"140",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.85544038866418,0.413226510306898,"AZ",2023-05-14,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"142",2.7162478145992,0.213609974699817,"AZ",2023-05-15,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
"143",1.429971870781,0.192480109789691,"AZ",2023-05-16,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
"144",1.18367916281949,0.180463134747282,"AZ",2023-05-17,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
"145",1.5820910737049,0.283823119996457,"AZ",2023-05-18,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"146",1.02045891674746,0.708874559444339,"AZ",2023-05-19,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"147",2.068424573102,0.704600199235406,"AZ",2023-05-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"148",1.01464410884174,0.192753896032738,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
"149",1.4480710657575,0.204822741321249,"AZ",2023-05-22,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0
"150",0.823368573773686,0.161776702595753,"AZ",2023-05-23,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"151",1.99921090129234,0.288979783223113,"AZ",2023-05-24,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"152",0.262738295171755,0.0334663457697771,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"153",1.23580107432986,0.291120850063761,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"154",0.278188004270513,0.0357076956032749,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"155",3.14561868975415,0.315347609670545,"AZ",2023-05-28,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"156",1.67375241958479,0.300650540353375,"AZ",2023-05-29,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
"157",2.59918657054401,0.386270539874826,"AZ",2023-05-30,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1
"158",1.6437754482096,0.207877518563718,"AZ",2023-05-31,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
"159",2.59068009581168,0.491584805039995,"AZ",2023-06-01,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"160",0.865867202950339,0.289987380999882,"AZ",2023-06-02,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"161",0.883629881484832,0.212254563043475,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"162",0.787418234484465,0.192270292441735,"AZ",2023-06-04,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"163",0.805695162209576,0.23300840294171,"AZ",2023-06-05,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"164",1.79941128033946,0.417826768570619,"AZ",2023-06-06,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
"165",1.22898932770294,0.292694462455302,"AZ",2023-06-07,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0
"166",2.41782753737478,0.411155798970277,"AZ",2023-06-08,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
"167",1.94261554106781,0.435422473338542,"AZ",2023-06-09,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1
"168",1.35038587456481,0.471338029916988,"AZ",2023-06-10,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
"169",2.65480836134906,0.189246267875396,"CA",2023-04-30,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
"170",4.1003008658241,0.247993790766298,"CA",2023-05-01,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"171",4.43674163845845,0.276407136917519,"CA",2023-05-02,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
"172",3.56843363240096,0.193881687877964,"CA",2023-05-03,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"173",1.8199385968848,0.232392878996825,"CA",2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"174",3.98133876677182,0.203909467144599,"CA",2023-05-05,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1
"175",2.36252174759914,0.194126770179136,"CA",2023-05-06,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"176",1.1885850763207,0.269086350471222,"CA",2023-05-07,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
"177",8.3982454953773,0.35655997878086,"CA",2023-05-08,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
"178",4.81489164662125,0.194257168703771,"CA",2023-05-09,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"179",2.79184612417805,0.283752502729118,"CA",2023-05-10,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"180",4.09419394530647,0.288687153481942,"CA",2023-05-11,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"181",1.64274530764411,0.223626462489984,"CA",2023-05-12,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1
"182",1.38716234673763,0.395815574476387,"CA",2023-05-13,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1
"183",4.60616668375658,0.543344568121271,"CA",2023-05-14,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
"184",5.46947199558911,0.366943055961069,"CA",2023-05-15,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
"185",1.80676398658102,0.237625735656415,"CA",2023-05-16,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
"186",1.47222920265138,0.315424049587542,"CA",2023-05-17,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
"187",1.98094389793924,0.327568893650528,"CA",2023-05-18,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
"188",1.60146115683893,0.2324008546535,"CA",2023-05-19,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"189",1.07496264524214,0.103235729872296,"CA",2023-05-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"190",1.10403661757291,0.463781468898813,"CA",2023-05-21,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"191",2.12784668516545,0.295840484935615,"CA",2023-05-22,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0
"192",1.43014465070579,0.281128267139798,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
"193",1.77069938976517,0.288094371323208,"CA",2023-05-24,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1
"194",1.74725745182897,0.268891625545592,"CA",2023-05-25,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
"195",2.0626583811038,0.331869344568012,"CA",2023-05-26,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
"196",1.40809594090335,0.332844308803445,"CA",2023-05-27,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
"197",1.61757755997113,0.427798259952709,"CA",2023-05-28,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"198",1.69409609118528,0.481354527336628,"CA",2023-05-29,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"199",2.20600061927433,0.288292018250592,"CA",2023-05-30,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
"200",2.1292994764934,0.320742057501538,"CA",2023-05-31,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"201",2.66611671213897,0.327501565127843,"CA",2023-06-01,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1
"202",1.81114956762598,0.384931342031591,"CA",2023-06-02,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
"203",1.83531337575392,0.32302799327536,"CA",2023-06-03,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
"204",2.4290902241532,0.453400380786372,"CA",2023-06-04,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
"205",1.24754056213183,0.279045385649488,"CA",2023-06-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"206",2.01510646590289,0.410014094032436,"CA",2023-06-06,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
"207",3.12213520722141,0.436995323878783,"CA",2023-06-07,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
"208",1.08865474428245,0.357159773037102,"CA",2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"209",3.47036872892942,0.491164752649851,"CA",2023-06-09,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
