"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24E_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24E_95_CI","X24G_95_CI","other_95_CI"
"1",NA,NA,"AK",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.59838638398865,0.384137037477558,"AK",2024-06-10,1,1,0,1,1,1,1,1,0,1,0,1
"3",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.319917240116755,0.318414770939881,"AK",2024-06-13,1,1,1,1,1,1,0,0,1,1,1,1
"6",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.75942603611711,0.568330018391352,"AK",2024-06-20,1,1,1,1,0,1,0,1,1,1,0,1
"13",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,"AK",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,"AK",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",0.738639331227643,0.562311730932243,"AK",2024-07-02,1,1,1,1,0,1,1,0,1,1,0,1
"25",NA,NA,"AK",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",0.554132374904661,0.406788064930552,"AL",2024-06-30,1,0,1,1,1,1,0,0,1,1,1,1
"65",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.562722392963479,0.4018366403703,"AL",2024-07-09,1,0,1,1,1,1,0,0,1,1,1,1
"74",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.771593250843779,0.594296232753356,"AL",2024-07-16,1,1,1,0,1,1,0,1,1,0,1,1
"81",0.562342450339651,0.394261276645288,"AL",2024-07-17,1,0,1,1,1,1,0,0,1,1,1,1
"82",NA,NA,"AL",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.267549138151213,0.208259967807957,"AR",2024-06-10,1,1,1,1,1,1,0,0,1,1,1,1
"87",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.328009313589512,0.234037700814276,"AR",2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1
"115",0.600601990043131,0.437860323122004,"AR",2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1
"116",0.598811213842339,0.437441116543904,"AR",2024-07-10,1,0,1,1,1,1,1,0,0,1,1,1
"117",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.579158071833785,0.455557151960676,"AR",2024-07-17,1,1,0,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.728848546879175,0.432482706728688,"AR",2024-07-19,1,1,1,1,0,1,1,0,1,1,0,1
"126",NA,NA,"AR",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.74614029623259,0.456591376601067,"AZ",2024-06-09,0,0,1,0,1,1,0,0,0,0,1,1
"128",2.09509224576741,0.32447600447503,"AZ",2024-06-10,1,1,1,1,1,1,0,0,0,1,0,1
"129",3.22496357666381,0.379836582571011,"AZ",2024-06-11,1,1,0,1,0,1,0,1,0,1,0,1
"130",2.41532856205963,0.355745809241264,"AZ",2024-06-12,1,1,1,0,1,1,0,0,0,0,0,1
"131",1.61418859775231,0.351959462955032,"AZ",2024-06-13,1,0,1,1,0,1,1,1,0,1,0,1
"132",1.76093920595637,0.308067497222368,"AZ",2024-06-14,1,1,0,1,1,1,0,1,0,1,1,1
"133",0.394450594050518,0.257245021700011,"AZ",2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1
"134",1.4336679901058,0.347482595148995,"AZ",2024-06-16,1,1,1,1,1,1,0,0,0,1,0,1
"135",3.34311042981126,0.359728392719795,"AZ",2024-06-17,1,1,0,1,1,1,0,0,0,0,0,1
"136",2.73476149289931,0.373605896981792,"AZ",2024-06-18,1,1,1,1,1,1,1,0,0,0,0,0
"137",1.35863551588577,0.326334264371171,"AZ",2024-06-19,1,1,1,1,1,1,0,0,0,1,0,1
"138",1.50604856286254,0.374071262688734,"AZ",2024-06-20,1,0,1,1,1,1,0,0,1,0,0,1
"139",0.839045943710492,0.315885456765493,"AZ",2024-06-21,1,1,1,1,1,1,0,0,0,0,0,1
"140",0.397937083095369,0.29262914393466,"AZ",2024-06-22,1,1,1,1,1,1,0,1,0,1,1,1
"141",1.49406256698585,0.342948174424537,"AZ",2024-06-23,1,1,0,1,1,1,0,0,0,1,0,0
"142",0.928784918223722,0.362497249999245,"AZ",2024-06-24,1,1,1,1,1,1,0,0,1,0,1,1
"143",2.36240420790212,0.350777675339561,"AZ",2024-06-25,1,1,1,1,1,1,0,0,0,0,1,1
"144",2.57927497411554,0.424204475370967,"AZ",2024-06-26,1,0,0,1,1,1,0,0,0,1,0,1
"145",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",0.416555037802078,0.298014031522814,"AZ",2024-06-28,1,1,1,1,1,1,0,0,0,1,1,1
"147",1.04198998505132,0.306366745259037,"AZ",2024-06-29,0,1,1,1,1,1,0,1,0,1,1,1
"148",2.69628369832839,0.402352086389512,"AZ",2024-06-30,1,1,0,1,0,1,0,1,0,0,1,0
"149",6.2611620783759,0.402734236821281,"AZ",2024-07-01,1,1,0,0,1,0,0,0,0,0,1,0
"150",1.61471629429684,0.328791741971441,"AZ",2024-07-02,1,1,1,1,1,1,0,1,0,1,0,0
"151",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",0.910263229518558,0.286306668059829,"AZ",2024-07-04,1,1,0,1,1,1,0,1,0,1,1,1
"153",0.746739152115933,0.392297820000018,"AZ",2024-07-05,1,1,1,0,1,1,0,1,0,0,1,1
"154",2.26939045377559,0.461316331327354,"AZ",2024-07-06,1,1,1,0,1,1,1,1,0,0,1,1
"155",0.771222862600041,0.370715922020174,"AZ",2024-07-07,1,1,1,1,1,1,0,0,0,1,0,1
"156",5.63449548459239,0.391667634051808,"AZ",2024-07-08,1,1,0,0,1,1,0,0,0,0,0,1
"157",3.32128632949544,0.362916052230308,"AZ",2024-07-09,1,0,1,1,1,1,0,0,0,0,0,1
"158",2.4451133608194,0.383146543724846,"AZ",2024-07-10,1,1,1,0,1,1,0,0,0,0,1,1
"159",0.944882766741869,0.407614869988505,"AZ",2024-07-11,1,1,1,1,1,1,1,0,0,0,1,1
"160",0.745355480305721,0.39866549433356,"AZ",2024-07-12,1,1,1,1,1,1,1,0,1,0,1,1
"161",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",1.00889463959198,0.48397855462956,"AZ",2024-07-14,1,1,1,1,0,1,1,0,0,1,0,1
"163",1.37624524496056,0.35335003173663,"AZ",2024-07-15,1,0,1,1,1,1,1,0,0,1,1,1
"164",2.31489328806101,0.400439217926217,"AZ",2024-07-16,1,1,1,0,1,1,0,0,1,0,0,1
"165",2.00484435072309,0.383472101970114,"AZ",2024-07-17,1,1,1,1,1,1,0,0,0,1,0,1
"166",3.43729837251545,0.40878116506467,"AZ",2024-07-18,1,0,0,1,1,1,0,0,0,0,1,1
"167",0.963619953072413,0.437164018868067,"AZ",2024-07-19,1,1,1,0,1,1,0,0,0,0,0,1
"168",0.900174040784349,0.353279461338167,"AZ",2024-07-20,1,0,1,1,1,1,1,0,0,1,1,1
"169",3.82787142332493,0.379857894645578,"CA",2024-06-09,1,0,1,1,0,1,0,0,1,0,0,0
"170",3.62366215459927,0.360802935605637,"CA",2024-06-10,1,1,1,1,1,1,0,0,0,0,0,0
