"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"31",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.162162268772515,0.127190489937487,"AK",2024-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.862662664433815,0.6679828004196,"AK",2024-06-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"41",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.137906328297313,0.116773202850269,"AR",2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.118668187251076,0.0747595830470888,"AZ",2024-05-12,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"128",1.37654920048741,0.438430599305813,"AZ",2024-05-13,1,1,1,1,0,0,1,0,1,1,1,0,1,1
"129",0.463001283105408,0.245669204092672,"AZ",2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"130",0.465334960399063,0.245472442556808,"AZ",2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.775636147902451,0.574055380954998,"AZ",2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"132",0.820203560960595,0.608124331442923,"AZ",2024-05-17,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"133",0.126497825072769,0.0837300465643469,"AZ",2024-05-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"134",0.14567854905632,0.08505373991558,"AZ",2024-05-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"135",0.745896254912782,0.562194986314271,"AZ",2024-05-20,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"136",0.434864822959378,0.0875574705546095,"AZ",2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"137",0.483098738911218,0.323025113584798,"AZ",2024-05-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"138",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.166874315230165,0.0909748734438386,"AZ",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.13340983717335,0.38268230653488,"AZ",2024-05-26,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"142",1.66876232839955,0.400266927846447,"AZ",2024-05-27,1,1,1,1,0,1,1,0,1,0,1,0,1,1
"143",1.30355814494772,0.320587758498783,"AZ",2024-05-28,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"144",1.24915856906846,0.484710466676532,"AZ",2024-05-29,0,1,1,1,1,1,0,0,0,0,1,1,1,0
"145",0.810088907571527,0.581258360319765,"AZ",2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"146",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.610492113311505,0.337981953233637,"AZ",2024-06-01,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"148",2.19548288796323,0.540037108008928,"AZ",2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"149",2.7972426701269,0.491119796424427,"AZ",2024-06-03,0,0,0,1,1,1,1,0,0,0,1,0,1,0
"150",1.47668597458746,0.398456936167984,"AZ",2024-06-04,1,1,1,1,0,1,1,0,1,0,1,0,1,1
"151",1.85934456079899,0.408235938893664,"AZ",2024-06-05,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"152",0.916918834703353,0.282420032845541,"AZ",2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"153",1.40348379449481,0.535661566558475,"AZ",2024-06-07,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"154",0.992838285714911,0.274072173924138,"AZ",2024-06-08,1,1,1,0,1,1,1,0,0,1,0,1,1,1
"155",2.45964140566447,0.579101427681759,"AZ",2024-06-09,0,0,1,1,1,1,0,0,0,1,1,1,1,0
"156",2.91222815139342,0.344451274817205,"AZ",2024-06-10,1,1,0,1,1,0,1,0,1,0,1,0,0,1
"157",4.52709778160732,0.404041703691737,"AZ",2024-06-11,0,0,1,1,1,0,1,0,0,0,1,1,0,1
"158",3.62956452566148,0.370674313058081,"AZ",2024-06-12,1,1,1,1,1,0,0,0,0,0,1,1,0,0
"159",1.8226646126121,0.376797822840487,"AZ",2024-06-13,1,1,1,1,1,0,1,0,0,0,1,1,0,1
"160",2.53862825579375,0.446648211472098,"AZ",2024-06-14,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"161",0.196483138892468,0.111257432369652,"AZ",2024-06-15,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"162",1.51222395384172,0.351257886429548,"AZ",2024-06-16,1,1,1,1,1,0,1,0,0,0,1,0,0,1
"163",9.54971517481117,0.441125217859856,"AZ",2024-06-17,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"164",7.98118063588292,0.440343269393757,"AZ",2024-06-18,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"165",1.92014089133962,0.352373159341254,"AZ",2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"166",1.72842919303752,0.392007374704562,"AZ",2024-06-20,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"167",1.099957629121,0.351483621479546,"AZ",2024-06-21,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"168",0.435719879775922,0.322616785659739,"AZ",2024-06-22,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"169",5.95384067281667,0.404805049455122,"CA",2024-05-12,0,0,0,1,1,1,1,0,1,0,1,1,1,1
"170",2.82657444245003,0.405653475031464,"CA",2024-05-13,0,1,1,0,1,0,1,0,0,0,1,1,0,1
"171",6.68771438977361,0.378251028349516,"CA",2024-05-14,1,0,0,1,1,0,1,1,0,0,0,0,0,1
"172",3.86416767891703,0.351118099700828,"CA",2024-05-15,0,0,1,0,1,1,1,0,0,0,0,0,0,1
"173",2.03373803802834,0.288647061308587,"CA",2024-05-16,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"174",2.11508705886479,0.278388795661225,"CA",2024-05-17,1,1,1,1,1,0,1,0,0,1,0,0,0,1
"175",2.69433007911472,0.194687658608179,"CA",2024-05-18,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"176",5.31553179035575,0.403871513900787,"CA",2024-05-19,0,1,0,1,1,0,1,0,0,0,0,0,0,1
"177",4.50697938656164,0.269545443642699,"CA",2024-05-20,1,0,0,1,1,1,1,0,0,0,1,1,1,1
"178",3.22167085287084,0.296526770613342,"CA",2024-05-21,1,1,1,0,1,1,1,0,0,1,0,0,1,1
"179",3.23046943153529,0.305338293054661,"CA",2024-05-22,1,1,1,1,1,0,1,1,1,0,1,0,0,1
"180",4.50524837367123,0.329331251961635,"CA",2024-05-23,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"181",3.43035678304817,0.364345100745626,"CA",2024-05-24,1,1,1,0,1,0,1,0,0,0,0,0,0,1
"182",3.00689271430473,0.342335548941337,"CA",2024-05-25,1,0,1,1,1,1,0,0,0,0,1,1,1,0
"183",7.51009058838436,0.412155616226566,"CA",2024-05-26,0,1,1,1,1,0,0,0,0,1,0,1,0,0
"184",2.92325522038385,0.350376255472229,"CA",2024-05-27,1,1,1,1,1,0,1,0,0,0,0,0,0,1
"185",5.12811946492591,0.358328973406605,"CA",2024-05-28,0,1,1,0,1,1,1,0,0,0,0,0,0,1
"186",4.13918731746638,0.36019803107856,"CA",2024-05-29,0,1,0,1,1,0,1,0,0,1,0,0,0,1
"187",13.0334901036571,0.436544581851565,"CA",2024-05-30,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"188",7.54855676649223,0.362003332340578,"CA",2024-05-31,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"189",7.03289950887821,0.437042891965298,"CA",2024-06-01,0,0,0,1,1,0,1,0,0,0,1,0,0,1
"190",11.0492839910434,0.432838110047091,"CA",2024-06-02,0,1,0,1,1,0,0,0,1,0,1,0,0,0
"191",8.23001874717893,0.396339182339059,"CA",2024-06-03,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"192",12.298463251394,0.415571092301152,"CA",2024-06-04,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"193",10.655693341299,0.381283003348891,"CA",2024-06-05,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"194",9.71207171834756,0.368571934067813,"CA",2024-06-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"195",13.7212324635306,0.379354879145999,"CA",2024-06-07,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"196",5.47105582625156,0.412679707540693,"CA",2024-06-08,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"197",6.43215987981352,0.398821374807163,"CA",2024-06-09,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"198",6.68929184951766,0.372998830875156,"CA",2024-06-10,1,1,0,1,1,0,1,0,0,0,0,0,1,1
"199",12.3164215506495,0.403107590325117,"CA",2024-06-11,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"200",6.86024650392101,0.385091073129278,"CA",2024-06-12,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"201",5.96172848324885,0.370652365818888,"CA",2024-06-13,1,0,0,1,1,0,1,0,0,0,0,1,0,1
"202",6.59859602517793,0.424104730103953,"CA",2024-06-14,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"203",3.93546899149248,0.415594681683805,"CA",2024-06-15,0,1,1,1,1,0,0,0,0,1,0,0,0,0
"204",3.87797476463844,0.360885779675748,"CA",2024-06-16,1,1,0,1,1,1,0,1,1,0,1,1,1,0
"205",5.17153638138649,0.393948856276325,"CA",2024-06-17,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"206",9.40414293448628,0.386789386865256,"CA",2024-06-18,1,1,0,1,1,0,0,0,1,0,1,0,0,0
"207",11.6273794995902,0.399999316687763,"CA",2024-06-19,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"208",7.95634892028295,0.390049080907485,"CA",2024-06-20,0,1,1,1,1,0,0,0,0,0,0,1,0,0
"209",4.68460870020862,0.358169100019058,"CA",2024-06-21,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"210",5.19603520680029,0.407461022740249,"CA",2024-06-22,0,1,0,1,1,0,1,0,0,0,1,0,0,1
"211",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.185923503209349,0.0946318332492841,"CO",2024-05-13,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"213",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",0.195840463680439,0.0964766550005298,"CO",2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.893390187597633,0.685917555998073,"CO",2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"220",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.598235420186175,0.339621089360617,"CO",2024-05-22,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"222",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.217664762932112,0.101471508355096,"CO",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
