"","es_score","brier_score","location","target_date","X21L_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23F_50_CI","X23H_50_CI","X23I_50_CI","X24A_50_CI","other_50_CI","X21L_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23F_95_CI","X23H_95_CI","X23I_95_CI","X24A_95_CI","other_95_CI"
"27",NA,NA,"AK",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.589103953085644,0.321499924159358,"AK",2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"34",1.41576588312946,0.392577498111658,"AK",2024-01-05,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
"35",NA,NA,"AK",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.569804576575454,0.317664033948939,"AK",2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"38",1.87376730512763,0.316755174610889,"AK",2024-01-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
"39",1.19345954594218,0.315857428336399,"AK",2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"40",0.55753651435955,0.314967035215928,"AK",2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"41",NA,NA,"AK",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.622669505652064,0.443036197612767,"AL",2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"44",NA,NA,"AL",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.641412445692968,0.450193352988383,"AL",2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.252350174929395,0.166686622153708,"AL",2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",NA,NA,"AL",2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",0.780329429641791,0.391421617299697,"AL",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"56",NA,NA,"AL",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.806730178697796,0.583076376006879,"AL",2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"59",NA,NA,"AL",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.258222102816705,0.190094634416608,"AL",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"69",NA,NA,"AL",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.691157068459411,0.452370929783507,"AL",2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"74",0.712232091531375,0.377623938241116,"AL",2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"75",0.678748885949235,0.441787038471276,"AL",2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"76",NA,NA,"AL",2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",1.58357166265909,0.46886819058921,"AL",2024-01-07,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
"79",NA,NA,"AL",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",0.413041605317498,0.275896798111983,"AR",2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"88",NA,NA,"AR",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1.59131275757941,0.558030885034755,"AR",2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
"90",NA,NA,"AR",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.411157179890935,0.272346031617494,"AR",2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",NA,NA,"AR",2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.948357774800994,0.489856352581239,"AR",2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1
"95",0.782831907098819,0.554410522708913,"AR",2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"96",1.71938843781151,0.338700710124494,"AR",2023-12-14,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"97",0.546969496433692,0.407065198806433,"AR",2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"98",NA,NA,"AR",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.61229307992193,0.462940982532931,"AR",2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"101",0.915217109813115,0.318768796638219,"AR",2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"102",NA,NA,"AR",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1.52458001344878,0.339373199355086,"AR",2023-12-21,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"104",0.958545855774211,0.27388927585583,"AR",2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"105",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.858951019552302,0.448461329084963,"AR",2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"110",1.26894496594324,0.293847321302607,"AR",2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"111",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.403589793792599,0.310955374147337,"AR",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"116",1.45425216105775,0.306218087689984,"AR",2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
"117",1.58202110796954,0.404008046094515,"AR",2024-01-04,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1
"118",0.383442299264432,0.296938379362863,"AR",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"119",NA,NA,"AR",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.7873772318656,0.558917594448273,"AR",2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"124",0.815723104055304,0.2707251436268,"AR",2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
"125",0.782962046318555,0.414434902373539,"AR",2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"126",NA,NA,"AR",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.64551439770706,0.326382168722821,"AZ",2023-12-03,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"128",2.78664357302523,0.36993034009757,"AZ",2023-12-04,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1
"129",4.3289910253264,0.304529429609681,"AZ",2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
"130",2.37312982958226,0.400022275166108,"AZ",2023-12-06,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1
"131",1.70545666188812,0.301811620099187,"AZ",2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"132",0.736779895583408,0.284487700366627,"AZ",2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
"133",1.09669648508634,0.173160907193508,"AZ",2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"134",1.04758689650397,0.450743265751598,"AZ",2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0
"135",1.56908765869836,0.390662088480685,"AZ",2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"136",3.38599228436969,0.465149129182012,"AZ",2023-12-12,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"137",2.51518859285278,0.407575762359787,"AZ",2023-12-13,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0
"138",1.89002184018956,0.358579246540476,"AZ",2023-12-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
"139",1.00796078693392,0.356699558268157,"AZ",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"140",2.62941926187928,0.416176982906698,"AZ",2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
"141",1.87688965608212,0.25257723789812,"AZ",2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"142",4.3809041738927,0.408151169169013,"AZ",2023-12-18,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"143",6.22078618652429,0.431318536978179,"AZ",2023-12-19,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
"144",1.67268782980727,0.377866509949659,"AZ",2023-12-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
"145",1.50322168329116,0.379178743276098,"AZ",2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
"146",1.16151382620313,0.401921332302151,"AZ",2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0
"147",0.87978488188802,0.308988145814548,"AZ",2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"148",3.65312671257369,0.393826601702605,"AZ",2023-12-24,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
"149",3.39992745458134,0.438103759617209,"AZ",2023-12-25,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"150",10.5429128541224,0.40536376626186,"AZ",2023-12-26,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"151",4.18918407244141,0.405620979061091,"AZ",2023-12-27,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"152",1.46561330881982,0.349395862788873,"AZ",2023-12-28,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0
"153",0.991067174843489,0.391087435592854,"AZ",2023-12-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
"154",1.10342715806303,0.39409960345163,"AZ",2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"155",2.50561666267776,0.361151990338947,"AZ",2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
"156",8.4305842285266,0.392026154425365,"AZ",2024-01-01,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"157",11.1662419164003,0.387384764588524,"AZ",2024-01-02,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
"158",1.87241010939026,0.37946516570673,"AZ",2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
"159",1.68008144183681,0.415924768811415,"AZ",2024-01-04,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1
"160",0.717530236826987,0.323435073440576,"AZ",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"161",3.46714111036851,0.349365371778037,"AZ",2024-01-06,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1
"162",3.3018852907577,0.362001856016671,"AZ",2024-01-07,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1
"163",6.27004049478541,0.355832325795274,"AZ",2024-01-08,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
"164",8.03207610652437,0.358460032562835,"AZ",2024-01-09,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
"165",0.942167456801539,0.350426851697095,"AZ",2024-01-10,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
"166",1.58905705633629,0.337394614970189,"AZ",2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"167",1.72354060557794,0.317044957080509,"AZ",2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
"168",2.48685342869745,0.371799276537087,"AZ",2024-01-13,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
"169",1.45402206935341,0.292300142089242,"CA",2023-12-03,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"170",4.05272165308641,0.376197461018392,"CA",2023-12-04,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
"171",2.26519693661029,0.337162758366589,"CA",2023-12-05,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"172",2.86818081771601,0.406245460157554,"CA",2023-12-06,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"173",2.57314311560021,0.524050621271672,"CA",2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"174",1.05909372740997,0.382379062026298,"CA",2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"175",1.12505390120201,0.389356245412122,"CA",2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
"176",1.93354680124888,0.386949319420612,"CA",2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
"177",2.42236450565618,0.340125664482546,"CA",2023-12-11,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
"178",2.96910508247582,0.349818785399597,"CA",2023-12-12,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"179",4.14730231199689,0.344979355623387,"CA",2023-12-13,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"180",3.86423196941916,0.380168998325838,"CA",2023-12-14,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"181",1.97279109459383,0.381481628535952,"CA",2023-12-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
