"","es_score","brier_score","location","target_date","X24A_50_CI","recombinant_50_CI","X24B_50_CI","X24C_50_CI","other_50_CI","X24A_95_CI","recombinant_95_CI","X24B_95_CI","X24C_95_CI","other_95_CI"
"96",0.0306137558364229,0.0166051622595932,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1
"97",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.0130901869765439,0.0918754229665076,"AR",2024-03-27,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.10711542206972,0.299568174200901,"AZ",2024-03-10,0,0,1,1,1,0,0,1,1,1
"128",0.0458579435431679,0.0037647634623578,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"129",1.1497125512089,0.306317696879683,"AZ",2024-03-12,0,1,0,1,1,0,1,0,1,1
"130",0.177702155548997,0.00415906805305068,"AZ",2024-03-13,1,1,1,1,1,1,1,1,1,1
"131",0.0501897732238842,0.00437967988979959,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"132",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",0.00416809748483442,0.00544526434198811,"AZ",2024-03-18,1,1,1,1,1,1,1,1,1,1
"136",0.0914502950176522,0.00576440866556092,"AZ",2024-03-19,1,1,1,1,1,1,1,1,1,1
"137",0.920473882278651,0.0928919045852243,"AZ",2024-03-20,1,1,1,1,1,1,0,0,1,1
"138",0.161949461541288,0.0064778697723494,"AZ",2024-03-21,1,1,1,1,1,1,1,1,1,1
"139",0.049373980432775,0.00687631396490163,"AZ",2024-03-22,1,1,1,1,1,1,1,1,1,1
"140",0.0351185305858336,0.00730568905736315,"AZ",2024-03-23,1,1,1,1,1,0,0,1,1,1
"141",0.018830256147533,0.00776865218609217,"AZ",2024-03-24,1,1,1,1,1,1,1,1,1,1
"142",0.0186544480090393,0.00826814728718834,"AZ",2024-03-25,1,1,1,1,1,1,1,1,1,1
"143",0.0215277856591565,0.00880743670635533,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1
"144",0.0366725520565181,0.00939013545795421,"AZ",2024-03-27,1,1,1,1,1,1,1,1,1,1
"145",0.0424733843175498,0.0100202479827459,"AZ",2024-03-28,1,1,1,1,1,1,1,1,1,1
"146",1.02905491143419,0.291262354622672,"AZ",2024-03-29,0,1,0,1,1,0,1,0,1,1
"147",1.97933633662953,0.278069885794909,"AZ",2024-03-30,0,0,1,1,1,0,0,1,1,1
"148",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",0.715947389302363,0.10467304007246,"AZ",2024-04-01,1,1,0,1,1,0,1,0,1,1
"150",0.928558154962481,0.10981808316907,"AZ",2024-04-02,1,1,1,0,1,0,1,1,0,1
"151",0.0750256481948615,0.0150800037467869,"AZ",2024-04-03,1,1,1,1,1,1,1,1,1,1
"152",1.02905725073599,0.186558653012667,"AZ",2024-04-04,1,1,1,0,1,0,1,1,0,1
"153",0.993824850436672,0.282898708096187,"AZ",2024-04-05,0,1,0,1,1,0,1,0,1,1
"154",0.0892713515065114,0.0187297840382715,"AZ",2024-04-06,1,1,1,1,1,1,1,1,1,1
"155",1.06472486810438,0.22886018568899,"AZ",2024-04-07,1,1,1,0,1,0,1,1,0,1
"156",0.934665219387338,0.185164645231391,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"157",0.00930265436621516,0.023440342077379,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"158",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",0.0383135546265612,0.0295149506043732,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"161",0.0794137853649511,0.0319025159275128,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"162",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1.71332120368671,0.237633769401866,"AZ",2024-04-15,0,1,0,1,1,0,1,0,1,1
"164",0.697685026947172,0.155215707480093,"AZ",2024-04-16,1,1,0,1,1,0,1,0,1,1
"165",1.20309392753469,0.173861197259933,"AZ",2024-04-17,1,1,1,0,1,0,1,0,0,1
"166",0.0178745704434899,0.0473035247043324,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"167",0.0190363185985778,0.0512824055538449,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"168",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.53960068628663,0.104593303177601,"CA",2024-03-10,1,1,0,1,1,0,1,0,1,0
"170",3.02908241606649,0.284521028454436,"CA",2024-03-11,0,0,0,1,0,0,0,0,1,0
"171",1.53361455919603,0.10099139122515,"CA",2024-03-12,1,1,0,1,1,0,0,0,1,0
"172",4.27167142155074,0.136844901331313,"CA",2024-03-13,0,1,0,1,1,0,0,0,1,1
"173",2.33335658769998,0.104533540377065,"CA",2024-03-14,0,1,0,1,1,0,0,0,1,1
"174",0.847152362586745,0.0333493576788224,"CA",2024-03-15,1,1,1,1,1,0,0,1,1,1
"175",1.30763154673707,0.143744187961916,"CA",2024-03-16,0,0,0,1,1,0,0,0,1,1
"176",2.4073610614191,0.147031101712781,"CA",2024-03-17,0,1,0,1,1,0,0,0,1,1
"177",1.81110736667609,0.118143167581849,"CA",2024-03-18,0,0,1,0,1,0,0,1,0,1
"178",0.74171986480104,0.085491901782394,"CA",2024-03-19,1,1,1,1,0,0,1,1,1,0
"179",1.0542847276485,0.110414633819891,"CA",2024-03-20,1,1,1,1,1,0,0,0,1,1
"180",1.26659328045573,0.155098177388473,"CA",2024-03-21,0,0,0,1,1,0,0,0,1,1
"181",1.80328572954613,0.175077140119981,"CA",2024-03-22,0,1,0,0,1,0,0,0,0,1
"182",0.740120175508759,0.0944906152499302,"CA",2024-03-23,1,0,1,1,1,0,0,1,1,1
"183",0.201619601388518,0.00325768579563292,"CA",2024-03-24,1,1,1,1,1,1,1,1,1,1
"184",1.63861605966197,0.155184857291559,"CA",2024-03-25,0,0,1,1,1,0,0,1,1,1
"185",0.697630587451606,0.0729986073291053,"CA",2024-03-26,1,1,0,1,1,0,1,0,1,1
"186",1.26435230750938,0.154517805907996,"CA",2024-03-27,0,0,0,1,1,0,0,0,1,1
"187",0.774706244094108,0.131738994989067,"CA",2024-03-28,1,1,1,1,0,0,1,1,1,0
"188",0.139561123155313,0.003749958867109,"CA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"189",0.110051119126248,0.0038702590108642,"CA",2024-03-30,1,1,1,1,1,1,1,1,1,1
"190",1.15215553741427,0.452830818667941,"CA",2024-03-31,0,1,0,1,1,0,1,0,1,1
"191",1.25198976971641,0.153953882391936,"CA",2024-04-01,0,0,0,1,1,0,0,0,1,1
"192",0.14121743696774,0.00428873786225709,"CA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"193",0.201636958434824,0.00445112366691958,"CA",2024-04-03,1,1,1,1,1,1,1,1,1,1
"194",3.23918876965548,0.451767694287875,"CA",2024-04-04,0,1,0,0,0,0,1,0,0,0
"195",2.08910306174272,0.210807358917738,"CA",2024-04-05,0,0,0,1,1,0,0,0,1,1
"196",0.14069628738925,0.00502732665213543,"CA",2024-04-06,1,1,1,1,1,1,1,1,1,1
"197",0.0660200693213861,0.00525526809785904,"CA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"198",0.248910791371277,0.00550482992637848,"CA",2024-04-08,1,1,1,1,1,1,1,1,1,1
"199",0.935199364394979,0.22593750012259,"CA",2024-04-09,1,1,0,1,1,0,1,0,1,1
"200",1.57947594044923,0.362224473498428,"CA",2024-04-10,0,1,0,0,1,0,1,0,0,1
"201",3.49382532014812,0.447244548673131,"CA",2024-04-11,0,1,0,0,1,0,1,0,0,1
"202",1.4796137386449,0.301861172784723,"CA",2024-04-12,0,1,0,0,1,0,1,0,0,1
"203",0.837106300672915,0.181082863557893,"CA",2024-04-13,1,1,0,1,1,1,1,0,1,0
"204",0.963394404851538,0.296375484260342,"CA",2024-04-14,1,1,0,1,1,0,1,0,1,1
"205",2.70586317727727,0.295705749028346,"CA",2024-04-15,0,1,0,1,1,0,1,0,1,1
"206",0.400410055905305,0.0086650196857012,"CA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"207",3.66127801866226,0.259316029833031,"CA",2024-04-17,0,0,1,1,1,0,0,1,1,0
"208",3.18792174820563,0.388182030822066,"CA",2024-04-18,0,0,0,1,1,0,0,0,1,1
"209",0.12145855115915,0.010686246422257,"CA",2024-04-19,1,1,1,1,1,1,1,1,1,1
"210",0.0257764887098408,0.0115124155966271,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"211",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.0133764779626795,0.00519956737120889,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1
"214",0.00333914206663773,0.00557688142400248,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",0.00416582060066846,0.00643168520260248,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00415585039466526,0.00799623606362303,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1
"220",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1.27090157229066,0.881065575594052,"CO",2024-03-25,0,1,1,1,0,0,1,1,1,0
"227",NA,NA,"CO",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.00917127392407746,0.0162684035892992,"CO",2024-03-28,1,1,1,1,1,0,1,1,1,0
"230",NA,NA,"CO",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.0388710068567136,0.0223468090939035,"CO",2024-04-02,1,1,1,1,1,1,1,1,1,1
"235",NA,NA,"CO",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1.11600942736573,0.417437313176643,"CO",2024-04-04,0,1,0,1,1,0,1,0,1,1
"237",NA,NA,"CO",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",0.0141232275544463,0.0280005480682034,"CO",2024-04-06,1,1,1,1,1,1,1,1,1,1
"239",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.99707812637816,0.403115042162986,"CO",2024-04-15,1,1,0,1,1,0,1,0,1,1
"248",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.984554945804995,0.427795083599251,"CO",2024-04-17,1,1,1,0,1,0,1,1,0,1
"250",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00165045794184425,0.00167976374936079,"CT",2024-03-13,1,1,1,1,1,1,1,1,1,1
"257",NA,NA,"CT",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",0.00225757982391962,0.00176829825300247,"CT",2024-03-15,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00277518198432307,0.00218133614435246,"CT",2024-03-21,1,1,1,1,1,1,1,1,1,1
"265",0.00246148113338893,0.00227794265626373,"CT",2024-03-22,1,1,1,1,1,1,1,1,1,1
"266",0.00287195661760972,0.00238461181740072,"CT",2024-03-23,1,1,1,1,1,1,1,1,1,1
"267",0.00379828063922903,0.00250237443299612,"CT",2024-03-24,1,1,1,1,1,1,1,1,1,1
"268",NA,NA,"CT",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",0.0125369053489849,0.00277596798563709,"CT",2024-03-26,1,1,1,1,1,1,1,1,1,1
"270",NA,NA,"CT",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,"CT",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,"CT",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
