"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","recombinant_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","recombinant_95_CI","X24D_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2.07787087426426,0.584226837781012,"AL",2024-05-06,0,1,1,1,0,0,1,1,1,0
"73",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.0216456840417135,0.0541628029860886,"AR",2024-05-08,1,1,1,1,1,0,1,1,1,0
"117",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.947923243535226,0.226014627831613,"AZ",2024-04-07,1,1,1,1,0,0,1,1,1,0
"128",0.879948417062139,0.182476000203865,"AZ",2024-04-08,1,1,1,1,0,1,1,0,1,0
"129",0.011754151144543,0.00908193993689448,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.0538361901037543,0.0100518332670483,"AZ",2024-04-12,1,1,1,1,1,0,0,1,1,1
"133",0.0994421111609713,0.010378509716287,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"134",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.45882181357963,0.240845753918776,"AZ",2024-04-15,0,0,1,1,1,0,0,1,1,0
"136",0.537703809873065,0.144871581655773,"AZ",2024-04-16,1,1,1,1,1,1,0,0,1,1
"137",0.955467331105203,0.161854938613592,"AZ",2024-04-17,1,1,1,1,0,0,1,1,1,0
"138",0.0147913727541715,0.0119949125862471,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"139",0.0153073485709559,0.0123079889045745,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",0.996268885536169,0.295751569493889,"AZ",2024-04-21,1,1,1,1,0,0,1,1,1,0
"142",1.03392142151755,0.214933367635389,"AZ",2024-04-22,1,1,0,1,1,0,0,0,1,1
"143",0.181109686885259,0.0134944626746031,"AZ",2024-04-23,1,1,1,1,1,1,1,1,1,1
"144",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.062603977223729,0.0140358958906478,"AZ",2024-04-25,1,1,1,1,1,1,1,1,1,1
"146",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1.06154958821671,0.435457308063491,"AZ",2024-04-27,1,1,1,1,0,0,1,1,1,0
"148",0.119969447046066,0.0147660929577661,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1
"149",1.3475474565427,0.33633710542148,"AZ",2024-04-29,0,1,1,1,0,0,1,1,1,0
"150",2.01564915712338,0.350942316087973,"AZ",2024-04-30,0,1,1,1,0,0,1,1,1,0
"151",0.066298525540651,0.0153840325372654,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1
"152",0.070311432473374,0.0155631452355556,"AZ",2024-05-02,1,1,1,1,1,1,1,1,1,1
"153",0.127397795123286,0.0157284131686173,"AZ",2024-05-03,1,1,1,1,1,1,1,1,1,1
"154",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.311416219040375,0.0161404449793592,"AZ",2024-05-06,1,1,1,1,1,1,1,1,1,1
"157",0.216487705688689,0.0162500831502605,"AZ",2024-05-07,1,1,1,1,1,1,1,1,1,1
"158",0.460243778280897,0.100067154205994,"AZ",2024-05-08,1,1,1,1,1,1,0,1,1,0
"159",0.723691853679025,0.267289513233666,"AZ",2024-05-09,1,0,1,1,1,0,0,1,1,1
"160",3.4650078428113,0.531635275576765,"AZ",2024-05-10,0,0,1,1,0,0,0,1,1,0
"161",1.86138203554548,0.809811922403942,"AZ",2024-05-11,0,0,1,1,0,0,0,1,1,0
"162",0.020948703032988,0.016603537058952,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1
"163",2.68130111788939,0.521405082176387,"AZ",2024-05-13,0,1,1,0,0,0,1,1,0,0
"164",0.938679365600675,0.295200115940805,"AZ",2024-05-14,1,1,1,1,0,0,1,1,1,0
"165",0.956262872175855,0.295264372068151,"AZ",2024-05-15,1,1,1,1,0,0,1,1,1,0
"166",1.18633888442681,0.852626597160172,"AZ",2024-05-16,0,1,1,1,0,0,1,1,1,0
"167",1.06488025570868,0.765246996143345,"AZ",2024-05-17,0,0,1,1,1,0,0,1,1,1
"168",0.0265586619509571,0.0166783502490095,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1
"169",1.58998804144718,0.169169622550729,"CA",2024-04-07,1,1,1,1,0,1,0,1,1,0
"170",1.13098987878601,0.181161571695882,"CA",2024-04-08,1,1,1,0,1,0,1,1,0,1
"171",1.00376596919222,0.214745103366422,"CA",2024-04-09,1,1,1,1,0,0,0,0,1,0
"172",2.72504369945924,0.353234889847471,"CA",2024-04-10,0,0,1,1,0,1,0,0,1,0
"173",2.06929473509539,0.250896948329845,"CA",2024-04-11,0,0,1,1,0,1,0,0,1,0
"174",1.48457953566159,0.271738169127251,"CA",2024-04-12,0,1,1,1,0,0,0,0,1,0
"175",0.887868510085979,0.141587089207547,"CA",2024-04-13,1,1,1,1,0,0,1,1,1,0
"176",0.448854448487156,0.142868294351875,"CA",2024-04-14,1,1,1,1,1,0,1,0,1,1
"177",1.71777769341044,0.219565137300049,"CA",2024-04-15,1,1,1,0,1,0,0,0,0,0
"178",1.31849958291279,0.151197896869311,"CA",2024-04-16,1,1,0,1,1,0,1,0,1,1
"179",3.84500440487262,0.222925764979822,"CA",2024-04-17,1,0,0,0,1,0,0,0,0,1
"180",2.04033033893212,0.218887644930404,"CA",2024-04-18,0,1,1,1,1,1,0,0,1,1
"181",1.14998241749934,0.172496827742744,"CA",2024-04-19,1,1,0,1,1,1,0,1,1,0
"182",0.0386545012488285,0.0347840072167319,"CA",2024-04-20,1,1,1,1,1,0,1,0,1,1
"183",1.97312454499251,0.262162271388061,"CA",2024-04-21,0,0,1,1,0,0,0,0,1,0
"184",5.58012771850669,0.378651093850037,"CA",2024-04-22,0,0,0,0,0,0,0,0,0,1
"185",1.77761242540981,0.272295496883587,"CA",2024-04-23,0,1,1,0,0,0,0,0,0,0
"186",6.63497475688561,0.387371949370581,"CA",2024-04-24,0,0,0,1,0,0,0,0,1,1
"187",4.29320096313258,0.292401764573498,"CA",2024-04-25,0,1,1,0,0,0,0,0,0,0
"188",1.62920542606533,0.247855028910448,"CA",2024-04-26,1,0,1,1,1,0,0,0,1,0
"189",7.59632833727523,0.462673374018287,"CA",2024-04-27,0,0,1,0,0,0,0,0,0,0
"190",6.46148596973957,0.557403944176649,"CA",2024-04-28,0,1,1,0,0,0,0,0,0,0
"191",0.711250318757499,0.203992600233584,"CA",2024-04-29,1,1,1,1,1,0,0,1,1,1
"192",3.902944928418,0.326545670494959,"CA",2024-04-30,0,1,1,0,0,0,0,0,0,0
"193",2.3053659877094,0.34304523712165,"CA",2024-05-01,0,1,1,0,1,0,0,0,0,1
"194",2.86306300781306,0.288351345231356,"CA",2024-05-02,0,1,1,0,0,0,0,0,0,0
"195",2.08281267625791,0.222309555640139,"CA",2024-05-03,1,1,1,0,0,0,1,0,0,0
"196",0.951180799232366,0.179640070169827,"CA",2024-05-04,1,1,1,1,0,1,1,1,1,1
"197",0.633325685691965,0.132689100449035,"CA",2024-05-05,1,1,1,1,1,0,0,1,1,1
"198",2.43518154723122,0.242412412462695,"CA",2024-05-06,1,1,1,0,0,0,0,0,0,0
"199",16.1761824072018,0.543427916461684,"CA",2024-05-07,0,0,1,1,0,0,0,0,1,0
"200",2.4174025855275,0.27201940026238,"CA",2024-05-08,1,1,1,0,0,1,0,0,0,1
"201",7.29578833626813,0.331601167137609,"CA",2024-05-09,0,1,1,1,0,0,1,0,1,0
"202",5.13949690786034,0.372872996402378,"CA",2024-05-10,0,0,1,1,0,0,0,0,1,0
"203",7.4428798448653,0.452290418864604,"CA",2024-05-11,0,1,1,0,0,0,0,0,0,0
"204",10.1521641866943,0.48057081093504,"CA",2024-05-12,0,0,1,1,0,0,0,0,1,0
"205",5.71514177001532,0.430560156053241,"CA",2024-05-13,0,1,1,1,0,0,0,0,1,0
"206",11.926853663184,0.419885102758058,"CA",2024-05-14,0,1,1,0,0,0,0,0,0,0
"207",9.24084738310354,0.385891203050791,"CA",2024-05-15,0,0,1,1,0,0,0,0,1,0
"208",5.44998469562078,0.312123163062426,"CA",2024-05-16,1,1,1,1,0,0,0,0,1,0
"209",2.86784757997774,0.277543088950058,"CA",2024-05-17,1,1,1,1,0,1,0,0,1,0
"210",1.43846019651257,0.175351000124362,"CA",2024-05-18,1,1,1,1,0,0,1,0,1,0
"211",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.903345577705609,0.407914482387532,"CO",2024-04-15,0,0,1,1,1,0,0,1,1,1
"220",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1.0866619036645,0.445395208458939,"CO",2024-04-17,0,1,1,1,0,1,1,0,1,0
"222",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.0270626310957458,0.0111144145793103,"CO",2024-04-22,1,1,1,1,1,1,1,1,1,1
"227",0.0261932291666275,0.0110435251253907,"CO",2024-04-23,1,1,1,1,1,1,1,1,1,1
"228",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0315099367642536,0.0104289914969239,"CO",2024-04-29,1,1,1,1,1,0,0,1,1,1
"234",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1.0058969011193,0.820330397360434,"CO",2024-05-06,0,0,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.043729420752114,0.00885025600213266,"CO",2024-05-10,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.0469163792975734,0.00842816012022204,"CO",2024-05-13,1,1,1,1,1,1,1,1,1,1
"248",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.0502818398782853,0.00817055449105241,"CO",2024-05-15,1,1,1,1,1,0,0,1,1,1
"250",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00330494638362028,0.00211923919127565,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"257",0.00302583719583085,0.00217172581200754,"CT",2024-04-11,1,1,1,1,1,1,1,1,1,1
"258",0.00338250185502635,0.00222623899852356,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00509672667653921,0.00260297448842688,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"265",0.00620702574055911,0.00267553008596263,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.985194334419506,0.301968174421195,"CT",2024-04-22,0,0,1,1,1,0,0,1,1,1
"269",1.25090290961451,0.898419117857992,"CT",2024-04-23,0,0,1,1,1,0,0,1,1,1
"270",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1.31303427529719,0.937717291199586,"CT",2024-04-25,0,1,1,0,1,0,1,1,0,1
"272",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"CT",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
