...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
63,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.919833177290207,0.4559480870548645,AL,2023-07-31,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
66,1.19006340323134,0.482667632177259,AL,2023-08-01,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
67,0.874254110709716,0.4064793165501295,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
68,0.696272901270952,0.4779671103926985,AL,2023-08-03,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
69,0.769516945003795,0.53402110615044,AL,2023-08-04,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
70,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.785548710335978,0.53844979183323,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
74,0.726624229465786,0.50502946450393,AL,2023-08-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
75,0.735707694899532,0.509306433321875,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
76,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.395464203492042,0.2853006219237035,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
80,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.761577128242926,0.4219573408001355,AL,2023-08-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
82,0.82862752745745,0.4144336216891725,AL,2023-08-17,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
83,0.748531091624226,0.305442715291539,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
84,1.01679734446726,0.295877081185307,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
85,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.63540246217697,0.52807656069688,AR,2023-07-10,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
87,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.377359526316867,0.2480545208537215,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.414787338807485,0.274848671549135,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
94,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.830612311429415,0.4211356234700205,AR,2023-07-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.453377846988315,0.3091284394109295,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
98,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.676595375109586,0.3845807168663155,AR,2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.963377706454278,0.3830559436530785,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
105,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.404187426353825,0.277022402667422,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,1.53710279556283,0.422028220448574,AR,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
109,1.23941046988369,0.3402079233057895,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
110,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.691448834965989,0.4995039300070095,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
112,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.544718054320728,0.412393658285122,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
115,1.73576630935227,0.3610604124202385,AR,2023-08-08,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
116,1.18689209979987,0.4198640029306515,AR,2023-08-09,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
117,0.618713512139007,0.436573646241611,AR,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
118,0.653629580870868,0.3536922838864755,AR,2023-08-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
119,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.6818573517514,0.363280052736461,AR,2023-08-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
122,0.476234535928193,0.3157050592594505,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,1.44752817300037,0.4550440360204315,AR,2023-08-16,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
124,1.50144905275185,0.320727081699639,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
125,1.47484578164732,0.438857322353507,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
126,0.70756030534625,0.51796522879123,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
127,4.06628213135369,0.3970980563648885,AZ,2023-07-09,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1
128,1.99861024555229,0.381878273511723,AZ,2023-07-10,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
129,2.42256254805924,0.386981005534662,AZ,2023-07-11,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
130,2.2293796427764,0.3777514290352215,AZ,2023-07-12,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
131,2.90974849963894,0.3661050394826015,AZ,2023-07-13,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
132,1.09410918430444,0.390772565677337,AZ,2023-07-14,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
133,1.84426763694253,0.418565047648685,AZ,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1
134,2.07761708734031,0.359566567795792,AZ,2023-07-16,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1
135,3.51981330240936,0.389815126325481,AZ,2023-07-17,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
136,1.80995859092246,0.395762007493878,AZ,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
137,2.35727269059564,0.3689153431772535,AZ,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
138,1.18642162039053,0.395386717504491,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
139,1.63945932063462,0.3610476426229005,AZ,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
140,1.40629487868191,0.3624737265337475,AZ,2023-07-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
141,0.650891344320833,0.378832534509877,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
142,3.05710889054325,0.3975901181035935,AZ,2023-07-24,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
143,3.33336807030013,0.4230918313637335,AZ,2023-07-25,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
144,1.80038830449841,0.4175089455016505,AZ,2023-07-26,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1
145,1.57517924806671,0.4452895306256715,AZ,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
146,1.04860639043018,0.3844544193166225,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
147,0.675690827719319,0.385271130285992,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
148,5.20344618240678,0.390479362065653,AZ,2023-07-30,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
149,1.71307888427433,0.408227945842028,AZ,2023-07-31,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
150,2.09243860517332,0.3903481244365585,AZ,2023-08-01,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
151,1.94423315572583,0.3819644163116515,AZ,2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
152,2.38286704853928,0.386657296405729,AZ,2023-08-03,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
153,0.67649749365439,0.394297453053634,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
154,2.06199707319359,0.3926334385707375,AZ,2023-08-05,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
155,1.06763091701193,0.386951162235613,AZ,2023-08-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
156,3.25196951956064,0.391936004545425,AZ,2023-08-07,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
157,4.6218888983336,0.4064327741528605,AZ,2023-08-08,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
158,2.79714119584264,0.4203084776648045,AZ,2023-08-09,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
159,1.06468061605092,0.4523655805296755,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
160,0.916181434311546,0.4472455484941125,AZ,2023-08-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
161,0.434376629085416,0.299466371081102,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
162,2.31602939659708,0.393091955451515,AZ,2023-08-13,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
163,9.77512568610104,0.4529415694959445,AZ,2023-08-14,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
164,2.45471689648951,0.3687724573050615,AZ,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
165,3.31362327997401,0.381705820316589,AZ,2023-08-16,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1
166,2.24672408034301,0.48278465184598,AZ,2023-08-17,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1
167,1.95313241001952,0.4405717546140325,AZ,2023-08-18,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
168,1.25468926031801,0.4104690399829675,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
169,0.738102799635922,0.4014233428750635,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
170,2.92052423066693,0.4061295042241005,CA,2023-07-10,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1
171,1.88706892756873,0.412755225574709,CA,2023-07-11,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
172,1.59742208861747,0.4007089553933715,CA,2023-07-12,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
173,1.96869376315003,0.401278723353246,CA,2023-07-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
174,1.57653642729831,0.394325271684246,CA,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
175,1.20842227591667,0.411382497396136,CA,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
176,1.67243537419372,0.3821533519548645,CA,2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
177,1.88663847353193,0.420616497536951,CA,2023-07-17,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
178,2.31797087669538,0.411805061874914,CA,2023-07-18,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1
179,2.7677972746526,0.404254266325958,CA,2023-07-19,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
180,2.05503592932527,0.4131111192250205,CA,2023-07-20,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
181,2.57436768095293,0.3836260376531665,CA,2023-07-21,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
182,2.1882001834966,0.4001976056291635,CA,2023-07-22,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
183,1.94314499605254,0.433350009041095,CA,2023-07-23,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1
184,4.62000407602319,0.479070411100659,CA,2023-07-24,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
185,4.17122790809665,0.433027639035304,CA,2023-07-25,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
186,3.0613841206172,0.410519261813539,CA,2023-07-26,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
187,3.21174454271332,0.4165513151807415,CA,2023-07-27,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1
