...1,es_score,brier_score,location,target_date,X22F_50_CI,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X22F_95_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
36,NA,NA,AK,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.04891709385476,0.759465513166505,AL,2024-02-05,1,0,1,1,0,1,0,1,1,0
45,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1.23042653970165,0.872061069590045,AL,2024-02-07,0,0,1,1,1,1,1,1,1,1
47,0.0156666719562091,0.01230312186408015,AL,2024-02-08,1,1,1,1,1,1,0,1,1,0
48,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.00957934525188821,0.0055776975479211,AL,2024-02-15,1,1,1,1,1,1,0,0,1,1
55,NA,NA,AL,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.00479773364616498,0.00313398708303454,AL,2024-02-20,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.00808510224792278,0.00156265285347898,AL,2024-02-26,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.00167390560266266,0.001104113547958725,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,9.9584676672964e-4,6.9666064614468e-4,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1
73,0.00297281821959261,6.21316825060865e-4,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1.3231720686871,0.3236827871007395,AL,2024-03-13,1,0,1,1,0,1,0,1,1,0
82,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00797030963381133,0.0070335350013735,AR,2024-02-05,1,1,1,1,1,1,1,1,1,1
87,0.00722489180945786,0.0062431710229509,AR,2024-02-06,1,1,1,1,1,0,0,1,1,1
88,0.00629473526754465,0.0055380279652756,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1
89,0.0163820636442321,0.00490952393532159,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1
90,0.0208262186277926,0.004349840273798335,AR,2024-02-09,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0024426862375002,0.003015904904922325,AR,2024-02-12,1,1,1,1,1,1,1,1,1,1
94,1.21504068615574,0.451579391327582,AR,2024-02-13,1,0,1,1,0,1,0,1,1,0
95,0.00973093397035785,0.002357128070143215,AR,2024-02-14,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.00451139406043871,0.00126472342100627,AR,2024-02-19,1,1,1,1,1,1,1,1,1,1
101,0.00281186338824804,0.00111563110031425,AR,2024-02-20,1,1,1,1,1,1,1,1,1,1
102,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.00199687265528548,5.23142931934625e-4,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1.37169886615003,0.963112381028065,AR,2024-02-29,1,0,1,1,0,1,0,1,1,0
111,3.0230229162548e-4,3.14717556095455e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.00152666613510034,2.14740453134075e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1.0627814902354e-4,1.2887580542853e-4,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0548814363121859,0.00308056471797001,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1
128,2.33756554944595,0.161066197140019,AZ,2024-02-05,1,0,1,1,0,1,0,1,1,0
129,1.02523216708971,0.04175471946378235,AZ,2024-02-06,0,1,1,1,1,0,0,1,1,1
130,0.467939166469472,0.00203489300588715,AZ,2024-02-07,1,1,1,1,1,1,1,1,1,1
131,0.00253080588488061,0.00177062581683587,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1
132,1.22001396988391,0.318863001596394,AZ,2024-02-09,1,0,1,0,1,1,0,1,0,1
133,0.00879323113482186,0.00133908276487054,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1
134,0.827311596927299,0.1177401415768325,AZ,2024-02-11,1,1,1,1,0,1,0,1,1,0
135,0.0885201850710571,0.001011398484781565,AZ,2024-02-12,1,1,1,1,1,1,1,1,1,1
136,0.946294449230534,0.065193496927746,AZ,2024-02-13,1,1,0,1,1,1,0,0,1,1
137,0.211204061354956,7.6307324496526e-4,AZ,2024-02-14,1,1,1,1,1,1,1,1,1,1
138,0.00118796767930287,6.6258002680777e-4,AZ,2024-02-15,1,1,1,1,1,1,1,1,1,1
139,0.0080550628098934,5.75206285351075e-4,AZ,2024-02-16,1,1,1,1,1,1,1,1,1,1
140,0.0420242627472465,4.99265072918655e-4,AZ,2024-02-17,1,1,1,1,1,1,1,1,1,1
141,0.608498261164314,0.050905672501927,AZ,2024-02-18,1,1,1,1,1,1,0,1,1,0
142,0.0982558532634021,3.7596467557474e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1,1,1
143,1.46284016766195,0.067310039603757,AZ,2024-02-20,1,0,0,1,1,1,0,0,1,1
144,0.963425302083,0.03526675229335235,AZ,2024-02-21,1,1,0,1,1,1,0,0,1,1
145,1.30132264746647,0.2454692474860045,AZ,2024-02-22,1,0,0,1,1,1,0,0,1,1
146,0.00265655355562962,2.1290870154604e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1
147,9.6394742357076e-4,1.8465982708217e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1
148,2.13392242956121,0.217888870592739,AZ,2024-02-25,1,0,0,1,0,1,0,0,1,0
149,0.00935201712359024,1.3889064327991e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1
150,1.21996277052803,0.0897946615327965,AZ,2024-02-27,1,0,0,1,1,1,0,0,1,1
151,0.00329587389749111,1.04455665494255e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1
152,7.6443583564841e-4,9.0585372994375e-5,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1
153,1.3688173049075e-4,7.8557539187945e-5,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1
154,0.00189097018974256,6.812799604457e-5,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1
155,9.2789019708725e-4,5.908474209835e-5,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1
156,0.00557122916110694,5.12437511103e-5,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1
157,0.00220482870237766,4.444531680636865e-5,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1
158,7.1511092911473e-4,3.85508672175626e-5,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1
159,3.14662516999438e-5,3.344018996386105e-5,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,4.5675973539597e-4,2.516692202722095e-5,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1
162,1.3908448103981501,0.3313490271847395,AZ,2024-03-10,1,0,0,1,1,1,0,0,1,1
163,9.2428334672338e-4,1.894674977102445e-5,AZ,2024-03-11,1,1,1,1,1,1,0,1,1,0
164,1.36447313047972,0.3307167063717905,AZ,2024-03-12,1,0,1,1,0,1,0,1,1,0
165,0.0022604359654957,1.426939426996115e-5,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1
166,2.8856689128906e-4,1.23854006377325e-5,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.462679661667128,0.0345986914007933,CA,2024-02-04,1,1,1,1,1,1,0,1,1,0
170,1.53262182748224,0.064042355058276,CA,2024-02-05,1,1,0,1,1,1,0,0,1,0
171,6.03420646880327,0.1074332570014445,CA,2024-02-06,1,0,0,1,0,1,0,0,1,0
172,3.21538430391359,0.085321959968557,CA,2024-02-07,1,0,0,1,0,1,0,0,1,0
173,1.1270708518623,0.03339093720983035,CA,2024-02-08,1,1,1,1,1,1,0,0,1,0
174,6.49992259407728,0.118018482719923,CA,2024-02-09,1,0,0,1,1,1,0,0,0,0
175,4.96364102026051,0.1470742121397855,CA,2024-02-10,1,0,0,1,0,1,0,0,1,0
176,0.0142705430515412,7.7013623723964e-4,CA,2024-02-11,1,1,1,1,1,1,0,1,1,0
177,4.13826482306505,0.109689356038309,CA,2024-02-12,1,0,0,1,1,1,0,0,1,0
178,3.10920028969872,0.087940122073785,CA,2024-02-13,1,0,0,0,0,1,0,0,0,0
179,1.58246034416557,0.0385233083371341,CA,2024-02-14,1,1,0,1,1,1,0,0,1,0
180,6.45585996783681,0.1171891467058665,CA,2024-02-15,1,0,0,0,0,1,0,0,0,0
181,1.55845837397201,0.03630482432946425,CA,2024-02-16,1,1,0,1,1,1,0,0,1,1
182,0.762316047790093,0.03272221808397195,CA,2024-02-17,1,1,0,1,1,1,0,0,1,1
183,1.26509720459488,0.0541732053391935,CA,2024-02-18,1,0,0,1,1,1,0,0,1,1
184,1.08421502486242,0.0383676375166318,CA,2024-02-19,1,1,0,1,1,1,0,0,0,0
185,0.0634310277612371,2.5540029824397e-4,CA,2024-02-20,1,1,1,1,1,1,0,1,1,0
186,4.6427210683243,0.0862592438475265,CA,2024-02-21,1,0,0,0,0,1,0,0,0,0
187,3.4342166245523,0.064199303942432,CA,2024-02-22,1,0,1,0,0,1,0,1,0,0
188,3.32183671995158,0.064248732124105,CA,2024-02-23,1,0,0,1,0,1,0,0,1,0
189,2.14341192925274,0.057788363425352,CA,2024-02-24,1,0,0,1,1,1,1,1,1,1
190,0.101054574229826,1.41262454433865e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1
191,4.84201928443555,0.077912395722429,CA,2024-02-26,1,0,0,1,0,1,0,0,1,0
192,7.9119252559467,0.115589910991737,CA,2024-02-27,1,0,0,1,0,1,0,0,1,0
193,4.9989809500996,0.076910564896428,CA,2024-02-28,1,0,0,1,0,1,0,0,1,0
194,0.00324279871230866,8.916544897106e-5,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1
195,0.00878157638693602,7.964151375544e-5,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1
196,0.0353160233996017,7.1196438066945e-5,CA,2024-03-02,1,1,1,1,1,1,1,1,1,1
197,1.13215886056617,0.04490142669332055,CA,2024-03-03,1,0,0,1,1,1,0,0,1,1
198,4.14920784464577,0.0897797177794645,CA,2024-03-04,1,0,0,1,0,1,0,0,1,0
199,6.48917506404134,0.116242496123752,CA,2024-03-05,1,0,0,1,0,1,0,0,1,0
200,3.02608112078876,0.0593440377048475,CA,2024-03-06,1,0,0,1,0,1,0,0,1,0
201,5.79101748136451,0.123661507868045,CA,2024-03-07,1,0,0,1,0,1,0,1,1,0
202,1.9644551579224,0.052194782634892,CA,2024-03-08,1,0,1,0,0,1,0,1,0,0
203,2.64003130641087,0.1414950173324105,CA,2024-03-09,1,0,1,1,0,1,0,1,1,0
204,2.58966643591181,0.11659364524526,CA,2024-03-10,1,0,1,1,0,1,0,1,1,0
205,2.7055347036367,0.1982900661239725,CA,2024-03-11,1,0,1,1,0,1,0,1,1,0
206,3.51186994404367,0.1102008153653735,CA,2024-03-12,1,0,0,1,0,1,0,0,1,0
207,5.25876332048926,0.1134240669607845,CA,2024-03-13,1,0,1,1,0,1,0,1,1,0
208,4.74693962366045,0.12032365479497,CA,2024-03-14,1,0,0,1,0,1,0,0,1,0
209,1.23182548906767,0.03545656663858585,CA,2024-03-15,1,0,0,1,1,1,0,0,1,1
210,2.26978113976045,0.1527936220476065,CA,2024-03-16,1,0,0,1,0,1,0,0,1,0
211,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00263473643929013,6.77451795944055e-4,CO,2024-02-05,1,1,1,1,1,1,0,1,1,0
213,0.00258256610078909,5.8772007452513e-4,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1
214,0.00185998782322404,5.09850439985895e-4,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1
215,0.00523116894292658,4.42289285356655e-4,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1
216,0.0044642829503984,3.8368261428366e-4,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1
217,1.30595922572283,0.4882941495667025,CO,2024-02-10,1,0,0,1,1,1,0,0,1,1
218,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00428673177686753,2.50543285516335e-4,CO,2024-02-12,1,1,1,1,1,1,1,1,1,1
220,1.32856694743485,0.490332035817204,CO,2024-02-13,1,0,0,1,1,1,0,0,1,1
221,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,4.0925926364029e-4,1.6374214588587e-4,CO,2024-02-15,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,3.1972540276994e-4,8.085858744542e-5,CO,2024-02-20,1,1,1,1,1,1,1,1,1,1
228,0.00481784772749763,7.026259385493e-5,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.36441197959547,0.494882964165568,CO,2024-02-23,1,0,0,1,1,1,0,0,1,1
231,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00198247944573744,3.495639166841375e-5,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1
234,1.6247899622218e-4,3.04295588028022e-5,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1
235,1.3439271461512e-4,2.64981566914202e-5,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1
236,3.7434965698512e-4,2.308302398290225e-5,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2.3109152790809e-4,1.33440845856e-5,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,9.36209378912724e-6,7.7670161832829e-6,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1.0404369159784e-4,4.555357090855e-6,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
249,3.61331564529728e-5,3.991548910255875e-6,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,8.95197186182462e-6,3.069534972786525e-6,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.00153549652066279,0.001060091346397695,CT,2024-02-04,1,1,1,1,1,1,1,1,1,1
254,0.0130004074710222,9.1987438027373e-4,CT,2024-02-05,1,1,1,1,1,1,1,1,1,1
255,1.06003006402041,0.1896514219576655,CT,2024-02-06,1,0,1,1,0,1,0,1,1,0
256,0.0156120461489488,6.92238911805415e-4,CT,2024-02-07,1,1,1,1,1,1,1,1,1,1
257,1.27369259676359,0.476455793891187,CT,2024-02-08,1,0,1,1,0,1,0,1,1,0
258,0.00918469589830306,5.20639409498875e-4,CT,2024-02-09,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,5.0391257770705e-4,3.9143260297721e-4,CT,2024-02-11,1,1,1,1,1,1,1,1,1,1
261,0.0123662022982254,3.3937597909049e-4,CT,2024-02-12,1,1,1,1,1,1,1,1,1,1
262,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,3.9834153493988e-4,2.5509550523462e-4,CT,2024-02-14,1,1,1,1,1,1,1,1,1,1
264,4.1307764035946e-4,2.21165480375575e-4,CT,2024-02-15,1,1,1,1,1,1,1,1,1,1
265,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,3.8306802848226e-4,1.66262202226325e-4,CT,2024-02-17,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,6.4761967665871e-4,1.25020708773775e-4,CT,2024-02-19,1,1,1,1,1,1,1,1,1,1
269,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,7.8858863968487e-4,9.404554249909e-5,CT,2024-02-21,1,1,1,1,1,1,1,1,1,1
271,1.35355049053163,0.4912749430092355,CT,2024-02-22,1,0,1,1,0,1,0,1,1,0
272,3.7926111240548e-4,7.078059526983e-5,CT,2024-02-23,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,6.0961126417858e-4,5.3303867014835e-5,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1
275,1.2421037698321e-4,4.626964501275005e-5,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1
276,1.4870261778975e-4,4.0171482459588e-5,CT,2024-02-27,1,1,1,1,1,1,1,1,1,1
277,8.40467118486572e-5,3.488423540239375e-5,CT,2024-02-28,1,1,1,1,1,1,1,1,1,1
