...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
82,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00377432386454989,0.00114452905567763,AR,2024-02-12,1,1,1,1,1,1,1,1
87,1.18598847563417,0.46955134121581,AR,2024-02-13,0,1,1,0,0,1,1,0
88,0.00877378097326918,8.733892284129e-4,AR,2024-02-14,1,1,1,1,1,1,1,1
89,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
93,0.00543481137543197,4.4284098534799e-4,AR,2024-02-19,1,1,1,1,1,1,1,1
94,0.00520234417947503,3.86441050731605e-4,AR,2024-02-20,1,1,1,1,1,1,1,1
95,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
100,0.00245201314619689,1.7041456629432e-4,AR,2024-02-26,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
103,1.36851551384783,0.979033424248915,AR,2024-02-29,0,1,1,0,0,1,1,0
104,3.9025223340729e-4,9.870705428179e-5,AR,2024-03-01,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
107,0.00191532799123092,6.5564692134615e-5,AR,2024-03-04,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
111,1.258508647098e-4,3.804219661275705e-5,AR,2024-03-08,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
124,1.7633828916092e-4,6.59323556476115e-6,AR,2024-03-21,1,1,1,1,1,1,1,1
125,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
127,0.804059004375111,0.115929679709,AZ,2024-02-11,1,1,1,0,0,1,1,0
128,0.11506570201604,0.001888697695048685,AZ,2024-02-12,1,1,1,1,1,1,1,1
129,0.836494862057994,0.0645457249654075,AZ,2024-02-13,1,0,1,1,0,0,1,1
130,0.25070059720773,0.001483259333911645,AZ,2024-02-14,1,1,1,1,0,0,1,1
131,0.00132496254758159,0.00131510780182447,AZ,2024-02-15,1,1,1,1,1,1,1,1
132,0.0110786546213008,0.00116648168169974,AZ,2024-02-16,1,1,1,1,1,1,1,1
133,0.0691488211353618,0.00103511149764893,AZ,2024-02-17,1,1,1,1,1,1,1,1
134,0.645751131920384,0.0505002991499135,AZ,2024-02-18,1,1,1,1,1,0,1,0
135,0.161763223699314,8.1632506084186e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1
136,1.26463135914174,0.0665554485622795,AZ,2024-02-20,0,0,1,1,0,1,1,0
137,0.865340796749668,0.0350101889357426,AZ,2024-02-21,1,0,1,1,0,0,1,0
138,1.23783818061946,0.241586890268485,AZ,2024-02-22,0,0,1,1,0,0,1,1
139,0.00627665153581762,5.11426478201425e-4,AZ,2024-02-23,1,1,1,1,0,1,1,0
140,0.00156899517055196,4.5580681270834e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1
141,2.04286681935998,0.214992122397964,AZ,2024-02-25,0,0,1,0,0,0,1,0
142,0.0225924044017334,3.6292709404989e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1
143,1.09919643217292,0.0886701421593025,AZ,2024-02-27,0,0,1,1,0,0,1,1
144,0.00654793750237431,2.8997331477766e-4,AZ,2024-02-28,1,1,1,1,0,1,1,0
145,0.00210488057119326,2.5955448031761e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1
146,3.2389733295192e-4,2.3255149507476e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1
147,0.00398037909966799,2.0856597413583e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1
148,0.00349565823328292,1.87246770846935e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1
149,0.00998404255737617,1.682843764702e-4,AZ,2024-03-04,1,1,1,1,0,0,1,1
150,0.00674809126851049,1.51405972643e-4,AZ,2024-03-05,1,1,1,1,1,1,1,1
151,0.00120330297766118,1.36371063493755e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1
152,1.8246183389982e-4,1.2296762183639e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1
153,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
154,8.3880749329608e-4,1.00329388367605e-4,AZ,2024-03-09,1,1,1,1,0,1,1,0
155,1.35785854291174,0.327954028118944,AZ,2024-03-10,0,0,1,1,0,0,1,1
156,7.0587862353066e-4,8.224499719627e-5,AZ,2024-03-11,1,1,1,1,1,1,1,1
157,1.34723073007707,0.328479112110612,AZ,2024-03-12,0,1,1,0,1,0,1,0
158,0.00348982531241113,6.774418899193e-5,AZ,2024-03-13,1,1,1,1,1,1,1,1
159,0.00110654983960538,6.159432301525e-5,AZ,2024-03-14,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
163,5.70635171243776e-5,4.260609842803435e-5,AZ,2024-03-18,1,1,1,1,1,1,1,1
164,7.4528428954923e-4,3.89726330827677e-5,AZ,2024-03-19,1,1,1,1,1,1,1,1
165,2.13656979225676,0.099008630368716,AZ,2024-03-20,0,0,1,0,0,0,1,0
166,0.00200891516456109,3.27246939221648e-5,AZ,2024-03-21,1,1,1,1,1,1,1,1
167,6.4347187580343e-4,3.003946886056505e-5,AZ,2024-03-22,1,1,1,1,1,1,1,1
168,2.3052847070663e-4,2.760615227566175e-5,AZ,2024-03-23,1,1,1,1,1,1,1,1
169,0.028531803056041,0.001452288113911305,CA,2024-02-11,1,1,1,1,1,1,1,1
170,3.69074868113913,0.1085092128821605,CA,2024-02-12,0,0,1,1,0,0,1,0
171,2.76885589886087,0.0871248281942705,CA,2024-02-13,0,0,0,1,0,0,0,0
172,1.32444425769143,0.038430597057647,CA,2024-02-14,1,0,1,1,0,0,1,0
173,5.6938613027074,0.115860275682506,CA,2024-02-15,0,0,0,0,0,0,0,0
174,1.35634356878613,0.03623076618453495,CA,2024-02-16,1,0,1,1,0,0,1,1
175,0.756418748739683,0.0326722854611482,CA,2024-02-17,1,0,1,1,0,0,1,1
176,1.12389007175916,0.053782915438139,CA,2024-02-18,1,0,1,1,0,0,1,1
177,0.988260315310105,0.0381781429339897,CA,2024-02-19,1,1,1,1,0,0,1,0
178,0.113822645697103,5.2044370269778e-4,CA,2024-02-20,1,1,1,1,1,1,1,1
179,4.29305840781337,0.0855506170498745,CA,2024-02-21,0,0,0,0,0,0,0,0
180,2.85888048970272,0.063739056509406,CA,2024-02-22,0,1,0,0,0,0,0,0
181,2.52107828313817,0.063768306456286,CA,2024-02-23,0,0,1,0,0,0,1,0
182,1.81638479285485,0.057411976809321,CA,2024-02-24,0,0,1,1,1,1,1,1
183,0.159540540498001,2.99736237515615e-4,CA,2024-02-25,1,1,1,1,0,1,1,0
184,4.12424609088439,0.0773271565634445,CA,2024-02-26,0,1,1,0,0,0,1,0
185,7.36575300950113,0.114701072382497,CA,2024-02-27,0,0,1,0,0,0,1,0
186,4.57904398867107,0.0763954810389185,CA,2024-02-28,0,0,1,1,0,0,1,0
187,0.0101884024166497,1.9508498405269e-4,CA,2024-02-29,1,1,1,1,1,1,1,1
188,0.0124376978981698,1.75541336102925e-4,CA,2024-03-01,1,1,1,1,1,1,1,1
189,0.111026560603304,1.58074119590095e-4,CA,2024-03-02,1,1,1,1,1,1,1,1
190,1.03006913904319,0.04466907372707925,CA,2024-03-03,0,0,1,1,0,0,1,0
191,3.96461326842011,0.089254408438735,CA,2024-03-04,0,0,1,0,0,0,0,0
192,6.14755193770656,0.115570686260906,CA,2024-03-05,0,0,1,0,0,0,0,0
193,2.66503579741391,0.0590441966068195,CA,2024-03-06,0,0,1,0,0,0,1,0
194,5.55330782009931,0.1200071811514235,CA,2024-03-07,0,0,1,0,0,0,1,0
195,1.79198028510388,0.0520070201336325,CA,2024-03-08,0,1,0,0,0,1,0,0
196,2.60561697746831,0.140810161753534,CA,2024-03-09,0,1,1,0,0,1,1,0
197,2.55865610821154,0.1160624852992135,CA,2024-03-10,0,1,1,0,0,1,1,0
198,2.62406761796446,0.1974021076675115,CA,2024-03-11,0,1,1,0,0,1,1,0
199,3.30270725457915,0.1097296588153165,CA,2024-03-12,0,0,1,0,0,0,1,0
200,5.14411856868802,0.1129757074095055,CA,2024-03-13,0,1,1,0,0,1,1,0
201,4.4837531111311,0.1198534866269865,CA,2024-03-14,0,0,1,0,0,0,1,0
202,1.03500321031725,0.03532853956151885,CA,2024-03-15,0,0,1,1,0,0,1,1
203,2.27749546697365,0.152220341837215,CA,2024-03-16,0,0,1,0,0,0,1,0
204,4.06986664932712,0.1748120581518545,CA,2024-03-17,0,1,1,0,0,1,1,0
205,3.44028316239147,0.1237712635159795,CA,2024-03-18,0,0,1,0,0,0,1,0
206,0.00214710504246775,3.002558219476905e-5,CA,2024-03-19,1,1,1,1,1,1,1,1
207,1.24365265956205,0.076201156514615,CA,2024-03-20,0,0,1,1,0,0,1,1
208,2.26466674533742,0.165265084064674,CA,2024-03-21,0,0,1,0,0,0,1,0
209,3.48095066638701,0.186039976394725,CA,2024-03-22,0,0,1,0,0,0,1,0
210,1.3515701412078,0.123944450757834,CA,2024-03-23,0,0,1,1,0,0,1,1
211,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00778757757803707,0.001886185717395055,CO,2024-02-12,1,1,1,1,1,1,1,1
213,1.30108181521939,0.471635245571134,CO,2024-02-13,0,0,1,1,0,0,1,1
214,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
215,0.00144485957356069,0.001361272033344395,CO,2024-02-15,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
220,7.2530771153853e-4,7.97818669749685e-4,CO,2024-02-20,1,1,1,1,1,1,1,1
221,0.0103845121371445,7.18170410304395e-4,CO,2024-02-21,1,1,1,1,1,1,1,1
222,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
223,1.33739193318262,0.48150691802436,CO,2024-02-23,0,0,1,1,0,0,1,1
224,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
226,0.00320365597696087,4.28735842121095e-4,CO,2024-02-26,1,1,1,1,1,1,1,1
227,3.5795159550148e-4,3.87550158839445e-4,CO,2024-02-27,1,1,1,1,1,1,1,1
228,2.5208356778509e-4,3.50593679848465e-4,CO,2024-02-28,1,1,1,1,1,1,1,1
229,0.0010359328732735,3.17414553170345e-4,CO,2024-02-29,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
233,7.5919685983237e-4,2.1504624996988e-4,CO,2024-03-04,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
237,1.2610542313945e-4,1.47738230296945e-4,CO,2024-03-08,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
241,2.4291534921395e-4,1.0297415228416e-4,CO,2024-03-12,1,1,1,1,1,1,1,1
242,5.1915779765925e-5,9.4303074375265e-5,CO,2024-03-13,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
244,8.6606438396605e-5,7.9305345250775e-5,CO,2024-03-15,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
247,3.65291362417544e-5,6.157239588735e-5,CO,2024-03-18,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
253,6.2173070992308e-4,3.6780752521052e-4,CT,2024-02-11,1,1,1,1,0,1,0,1
254,0.0154422907516166,3.2131204690752e-4,CT,2024-02-12,1,1,1,1,1,1,1,1
255,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
256,3.9637577805948e-4,2.45265133452165e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
257,3.5426049810407e-4,2.1431680159107e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
258,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
259,3.4931075059292e-4,1.637090415433e-4,CT,2024-02-17,1,1,1,1,1,1,1,1
260,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
261,7.4108596756752e-4,1.25135268119305e-4,CT,2024-02-19,1,1,1,1,1,1,1,1
262,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
263,0.00139907503909806,9.5728998291345e-5,CT,2024-02-21,1,1,1,1,1,1,1,1
264,1.35958240233593,0.491129587129769,CT,2024-02-22,0,1,1,0,0,1,1,0
265,3.1421254466249e-4,7.33041824702e-5,CT,2024-02-23,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
267,7.3859610669901e-4,5.619520338289e-5,CT,2024-02-25,1,1,1,1,1,1,1,1
268,5.38391102165858e-5,4.92250578986675e-5,CT,2024-02-26,1,1,1,1,1,1,1,1
269,2.3259550567261e-4,4.313384939584125e-5,CT,2024-02-27,1,1,1,1,1,1,1,1
270,6.77266873819922e-5,3.780968432291815e-5,CT,2024-02-28,1,1,1,1,1,1,1,1
271,5.9125274119276e-4,3.31549660981519e-5,CT,2024-02-29,1,1,1,1,1,1,1,1
272,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
275,3.99656751925975e-5,1.968315488384735e-5,CT,2024-03-04,1,1,1,1,1,1,1,1
276,1.75786745635073e-5,1.72966285541287e-5,CT,2024-03-05,1,1,1,1,1,1,1,1
277,NA,NA,CT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
278,4.11536147130413e-6,1.337599415929185e-5,CT,2024-03-07,1,1,1,1,1,1,1,1
279,1.72392633056339e-5,1.17717100059382e-5,CT,2024-03-08,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
284,2.59791030865148e-5,6.26654642004895e-6,CT,2024-03-13,1,1,1,1,1,1,1,1
285,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
286,5.19016378157638e-6,4.89029900558438e-6,CT,2024-03-15,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
292,7.08520996089632e-6,2.36204431010589e-6,CT,2024-03-21,1,1,1,1,1,1,1,1
293,8.62670272486514e-7,2.0975330801102e-6,CT,2024-03-22,1,1,1,1,1,1,1,1
294,2.71529003880973e-6,1.864055564021945e-6,CT,2024-03-23,1,1,1,1,1,1,1,1
295,NA,NA,DC,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
296,0.00327364233004819,5.75465212667e-4,DC,2024-02-12,1,1,1,1,1,1,1,1
297,5.6725520337601e-4,5.0805964863869e-4,DC,2024-02-13,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
307,2.6136080886891e-4,1.4909223262653e-4,DC,2024-02-23,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
