...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
25,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.594049684174443,0.490052477599843,AK,2024-06-13,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
27,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.801146665533369,0.60236953145645,AK,2024-06-20,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
34,NA,NA,AK,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.541951202042261,0.4860536815151525,AR,2024-06-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.221958386022901,0.190528585400165,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,0.589898401473626,0.399616950787482,AZ,2024-05-20,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
129,0.657040009970391,0.2139058675187575,AZ,2024-05-21,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
130,0.394810299044712,0.298377049357193,AZ,2024-05-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
131,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.305267642219282,0.25166668413004,AZ,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.81120262258308,0.344590800345246,AZ,2024-05-26,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
135,1.84288307668356,0.466990366801326,AZ,2024-05-27,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
136,1.12231610077043,0.297890835877651,AZ,2024-05-28,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
137,0.933845367492131,0.41888940702439,AZ,2024-05-29,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
138,0.611278524525045,0.420122012864304,AZ,2024-05-30,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
139,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.671130365995669,0.392239483005929,AZ,2024-06-01,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
141,1.44699540705439,0.231741786172201,AZ,2024-06-02,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
142,1.21339232768331,0.332808411277778,AZ,2024-06-03,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
143,1.01850276642617,0.365804286230017,AZ,2024-06-04,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
144,1.44079632365844,0.3888673033359715,AZ,2024-06-05,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
145,2.83184921520455,0.386268995430885,AZ,2024-06-06,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1
146,0.738858985517285,0.18462913526578,AZ,2024-06-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
147,2.49168798510481,0.448942896886291,AZ,2024-06-08,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1
148,1.23502893558697,0.374317772549777,AZ,2024-06-09,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
149,5.20061507873307,0.385995086858499,AZ,2024-06-10,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1
150,5.63841787523115,0.4425730615432985,AZ,2024-06-11,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1
151,7.3211054698242,0.4263046524176585,AZ,2024-06-12,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
152,2.66288250204778,0.4266812432748915,AZ,2024-06-13,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1
153,1.21118779554306,0.2315717290515285,AZ,2024-06-14,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
154,0.688569948495404,0.53809529983726,AZ,2024-06-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,3.90350090958436,0.4528829064194505,AZ,2024-06-16,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
156,4.67013956763733,0.3757119561199065,AZ,2024-06-17,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
157,5.68186941223655,0.4065481115697955,AZ,2024-06-18,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
158,4.0164791014557,0.421552256728436,AZ,2024-06-19,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
159,2.3546301827785,0.4837903772496845,AZ,2024-06-20,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
160,2.16147460005684,0.408923490850037,AZ,2024-06-21,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
161,0.801236894765381,0.394172008978467,AZ,2024-06-22,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
162,1.8499981104502,0.34930601359384,AZ,2024-06-23,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
163,2.58166729747583,0.4295952220195055,AZ,2024-06-24,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
164,7.30422649182261,0.403324327867141,AZ,2024-06-25,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
165,4.05980629484362,0.59000186909994,AZ,2024-06-26,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1
166,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1.00269423716157,0.4332001770594005,AZ,2024-06-28,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
168,1.78443430951468,0.644357723728575,AZ,2024-06-29,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
169,4.79997156912909,0.404482886585716,CA,2024-05-19,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
170,5.57308667428576,0.2752840070305675,CA,2024-05-20,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
171,6.99665425139875,0.3298442643314935,CA,2024-05-21,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1
172,7.67691081764524,0.3349982879107935,CA,2024-05-22,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
173,3.03530223460564,0.3153753305610415,CA,2024-05-23,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
174,4.45135781524255,0.37885308577537,CA,2024-05-24,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1
175,2.1258630075092,0.3292305806992125,CA,2024-05-25,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
176,8.37670380615847,0.425405671652253,CA,2024-05-26,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
177,4.48798316064063,0.361396174888811,CA,2024-05-27,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
178,4.59569381835862,0.356759544009726,CA,2024-05-28,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
179,2.87177061547027,0.3526250759213465,CA,2024-05-29,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
180,4.80475267821804,0.393732859623382,CA,2024-05-30,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
181,15.9125032678608,0.4044585043072745,CA,2024-05-31,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
182,2.55676752655546,0.3646256096818235,CA,2024-06-01,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
183,3.94265144172922,0.394757034580519,CA,2024-06-02,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
184,7.89377820226376,0.400458328270637,CA,2024-06-03,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
185,8.62953622431705,0.4035861284281515,CA,2024-06-04,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1
186,16.8284750634466,0.413684080578408,CA,2024-06-05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
187,17.4098295674749,0.3926934104703095,CA,2024-06-06,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
188,9.52680507452308,0.3667433979141705,CA,2024-06-07,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
189,5.44128570452154,0.416799801314355,CA,2024-06-08,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
190,10.7262063375459,0.459081516240266,CA,2024-06-09,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
191,18.0294853608268,0.4955599107534485,CA,2024-06-10,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
192,24.059063117862,0.54569988821344,CA,2024-06-11,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
193,22.1096978140807,0.570857669761765,CA,2024-06-12,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
194,21.9879352814581,0.65254348618831,CA,2024-06-13,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
195,14.9055652772744,0.624581831379965,CA,2024-06-14,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
196,11.9524917882524,0.703190220770215,CA,2024-06-15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
197,14.3037360902022,0.73040917281477,CA,2024-06-16,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1
198,21.2721410315123,0.78434917730717,CA,2024-06-17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
199,39.6090597291387,0.81897193779769,CA,2024-06-18,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
200,47.3817989677635,0.76512356778668,CA,2024-06-19,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
201,39.0805401949384,0.827574657596295,CA,2024-06-20,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
202,37.8076900820897,0.896810813276975,CA,2024-06-21,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
203,16.8200244177516,0.933442987108015,CA,2024-06-22,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
204,26.8004852778593,0.868535598659225,CA,2024-06-23,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
205,32.7748227536538,0.85140813847093,CA,2024-06-24,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
206,53.5383888272325,0.896793407312035,CA,2024-06-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
207,140.151930277845,0.93037037969894,CA,2024-06-26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
208,139.568298543306,0.941278480837845,CA,2024-06-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
209,123.435444858453,0.8999711028937,CA,2024-06-28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
210,81.0678010944412,0.93643523871681,CA,2024-06-29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
211,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.794279173781092,0.591865200271805,CO,2024-05-20,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
213,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.596401911783033,0.358938308908993,CO,2024-05-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
