...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
38,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.324321878972372,0.1888347386032535,AK,2024-08-02,1,1,1,1,1,1,1,1,0,0,1,1
42,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.405994904330203,0.335742711278077,AL,2024-06-30,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.444350426759318,0.3599792908990745,AL,2024-07-09,1,1,1,1,1,1,1,0,0,1,1,1
60,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.576221117983156,0.357337283758601,AL,2024-07-16,1,1,1,0,1,1,1,1,0,0,1,1
67,0.481981490000913,0.397437782763767,AL,2024-07-17,1,1,1,1,1,1,1,0,1,1,0,1
68,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.435829549603833,0.272900199082771,AL,2024-07-24,1,1,1,1,1,1,1,1,0,0,1,1
75,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.567408276422231,0.458145243292983,AL,2024-07-26,1,0,1,1,1,1,1,0,0,1,1,1
77,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.876645828297906,0.61885840900003,AL,2024-08-02,0,1,1,1,1,1,0,1,0,1,1,1
84,0.647687099134502,0.527440749344855,AL,2024-08-03,1,0,1,1,1,1,1,0,0,1,1,1
85,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.445772036702609,0.425867814688185,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1
101,0.656710771801139,0.4050725625435415,AR,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1
102,0.64278222485297,0.4084967545194695,AR,2024-07-10,1,0,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.489557234121898,0.357479799367534,AR,2024-07-17,1,1,1,1,1,1,1,0,0,1,1,1
110,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.682253731482508,0.4427490943204345,AR,2024-07-19,1,1,1,1,0,1,1,1,1,0,0,1
112,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.45010649797166,0.460359756654845,AR,2024-07-22,1,0,1,1,1,1,0,0,0,0,0,1
115,0.512166747147731,0.383696677426336,AR,2024-07-23,1,1,0,1,1,1,1,1,1,1,1,1
116,1.43698892854486,0.45417585333743,AR,2024-07-24,1,0,1,1,1,1,1,0,0,0,1,1
117,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.698045419906183,0.497601662289344,AR,2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.06716164635772,0.52073826965095,AR,2024-07-29,1,0,1,0,1,1,1,0,0,1,1,1
122,0.728647813407843,0.52880154314376,AR,2024-07-30,1,0,1,1,1,1,1,0,1,1,0,1
123,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.34965205076694,0.336306404390601,AZ,2024-06-23,1,1,0,1,1,1,1,1,1,1,1,1
128,0.955589242798424,0.363441028735431,AZ,2024-06-24,1,1,1,1,1,1,0,0,0,0,1,0
129,2.05566695306539,0.346731945124226,AZ,2024-06-25,1,1,1,1,1,1,1,1,1,0,0,1
130,2.67518938824038,0.441685824533977,AZ,2024-06-26,1,0,0,1,1,1,0,0,0,0,0,1
131,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.418593407888087,0.2985838515204975,AZ,2024-06-28,1,1,1,1,1,1,0,1,0,1,1,1
133,1.1618501204491,0.358089483610436,AZ,2024-06-29,0,1,1,1,1,1,1,1,1,1,1,1
134,3.51422825765653,0.416892753615701,AZ,2024-06-30,0,1,0,1,0,0,0,1,1,1,0,0
135,7.68684148153296,0.416121813815752,AZ,2024-07-01,0,1,0,0,1,0,0,0,0,0,0,0
136,2.09790426663635,0.338682860088316,AZ,2024-07-02,0,1,1,1,1,1,0,0,0,1,0,1
137,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,0.810059626051305,0.218505229258705,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1
139,0.734707890359345,0.383245039395171,AZ,2024-07-05,1,1,1,1,1,1,0,0,0,0,1,1
140,2.04224914125345,0.43717516562533,AZ,2024-07-06,1,1,1,0,1,1,1,0,0,0,1,1
141,0.978826953482959,0.3853991952558655,AZ,2024-07-07,1,1,1,1,1,1,0,0,0,0,0,1
142,9.57576852697261,0.4141208658545875,AZ,2024-07-08,0,1,0,1,1,1,1,0,0,0,0,1
143,4.75153054773524,0.379280188235383,AZ,2024-07-09,0,0,1,1,1,1,0,0,0,0,0,1
144,3.73773232286455,0.4054321160509625,AZ,2024-07-10,0,0,0,1,1,1,0,0,0,0,0,1
145,0.826129600786996,0.3990481100613655,AZ,2024-07-11,1,1,1,1,1,1,1,1,0,0,0,1
146,0.783398873349055,0.408475585448856,AZ,2024-07-12,1,1,1,1,1,1,1,1,0,0,1,1
147,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.05105510563927,0.53183752017622,AZ,2024-07-14,1,1,1,1,0,1,1,1,0,1,0,1
149,2.23473073646385,0.42085192186578,AZ,2024-07-15,0,0,1,1,1,1,0,0,0,0,1,1
150,2.78539986416345,0.4185940229069085,AZ,2024-07-16,1,0,0,1,1,1,0,0,0,0,0,1
151,4.39622369037136,0.4183226673168825,AZ,2024-07-17,0,1,0,0,1,1,0,0,0,0,0,1
152,5.66888047902269,0.508993358443815,AZ,2024-07-18,0,0,0,1,1,1,0,0,0,0,0,1
153,1.15261604031101,0.482964056598948,AZ,2024-07-19,1,1,0,1,1,1,0,0,0,1,1,1
154,1.28968456994064,0.4413669277101745,AZ,2024-07-20,1,0,1,1,1,1,0,1,0,1,1,1
155,4.48692986742022,0.5398830714262,AZ,2024-07-21,0,1,0,0,0,1,0,1,0,1,0,1
156,5.42363265487784,0.432507442394062,AZ,2024-07-22,0,1,0,0,1,1,0,0,1,0,0,1
157,2.40961873917007,0.426034834882489,AZ,2024-07-23,1,1,1,1,1,0,0,0,0,0,0,0
158,6.27286903622278,0.502105242714835,AZ,2024-07-24,0,0,0,0,1,1,0,0,0,0,0,1
159,1.23507757440297,0.432844943803047,AZ,2024-07-25,1,0,1,1,1,1,1,0,0,1,1,1
160,1.56429714659973,0.45425797776973,AZ,2024-07-26,0,1,1,1,1,1,0,1,0,1,0,1
161,2.7084286452113,0.57182025786032,AZ,2024-07-27,0,1,0,1,1,1,0,1,0,0,0,1
162,2.70725297277204,0.437894511561525,AZ,2024-07-28,1,0,0,1,1,0,0,0,0,0,0,0
163,5.79190139286247,0.462784957712057,AZ,2024-07-29,0,1,0,0,1,0,0,0,0,0,0,0
164,2.48435662282324,0.4723735765410545,AZ,2024-07-30,1,0,0,1,0,1,1,0,0,0,1,1
165,1.29373897385954,0.3431206137560835,AZ,2024-07-31,1,1,1,1,1,1,0,0,0,0,1,1
166,0.524016568333111,0.266246412337035,AZ,2024-08-01,1,1,1,1,1,1,1,1,1,0,1,0
167,0.796089239794364,0.579289945699205,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,1,1,1
168,2.12837162867972,0.3894747855006475,AZ,2024-08-03,0,1,0,1,1,1,0,0,0,0,1,1
169,2.47533224671208,0.375811605869123,CA,2024-06-23,1,1,1,1,1,1,0,1,0,0,0,1
170,4.03641139650699,0.396503052195692,CA,2024-06-24,1,1,1,1,0,1,0,0,1,0,0,1
171,5.01389702921066,0.380142111682967,CA,2024-06-25,1,1,1,1,1,0,0,0,0,0,0,0
172,11.3911105482546,0.3735157536146485,CA,2024-06-26,1,0,1,1,1,1,0,0,0,0,0,0
173,13.8637423109775,0.388224687310056,CA,2024-06-27,1,0,1,0,1,0,0,0,1,0,0,0
174,9.00118433367517,0.3924624019823175,CA,2024-06-28,1,1,1,1,1,0,0,0,0,0,0,0
175,6.91214891697909,0.3854561355903945,CA,2024-06-29,0,1,1,1,1,0,0,0,0,1,0,0
176,12.7789482432977,0.395253263599246,CA,2024-06-30,0,0,0,1,1,1,0,0,0,0,0,1
177,13.5148020259047,0.376669853267427,CA,2024-07-01,0,0,1,0,0,1,0,0,0,0,0,0
178,6.05202845916063,0.3899523020627895,CA,2024-07-02,0,1,1,1,1,0,0,0,0,0,0,0
179,6.37587580682577,0.3881709910487145,CA,2024-07-03,0,1,1,1,1,1,0,0,0,0,0,0
180,2.41026702055697,0.3841988073279375,CA,2024-07-04,1,1,1,1,1,1,0,0,0,0,0,0
181,8.44425492323941,0.4099532330821805,CA,2024-07-05,0,1,0,0,0,1,0,1,0,0,0,0
182,7.29117689905926,0.40973458374283,CA,2024-07-06,0,1,0,0,1,1,0,1,0,0,0,0
183,9.73649628179958,0.4025150685202385,CA,2024-07-07,0,1,1,0,1,0,0,0,0,0,0,0
184,12.8000650294426,0.4208627633127675,CA,2024-07-08,0,1,0,1,1,0,0,0,0,0,0,1
185,20.9091628449936,0.433845529326547,CA,2024-07-09,0,0,0,0,1,1,0,0,0,0,0,0
186,10.0527847544113,0.416023052761522,CA,2024-07-10,0,1,0,1,1,1,0,0,0,0,0,0
187,11.8446879640657,0.4245036322695845,CA,2024-07-11,0,0,0,1,0,1,0,0,0,0,0,0
188,18.0479817481662,0.4188776160371495,CA,2024-07-12,0,0,0,0,1,1,0,0,0,0,0,0
189,6.12508329700345,0.4207403670108735,CA,2024-07-13,0,0,0,1,1,0,0,0,0,0,0,0
190,14.6008598149048,0.4226970238183405,CA,2024-07-14,0,1,0,1,0,1,0,0,0,0,0,0
191,17.4598893314355,0.4243091906612765,CA,2024-07-15,0,0,0,0,1,0,0,1,0,0,0,0
192,22.5078624029384,0.4475790057372435,CA,2024-07-16,0,0,0,0,1,0,0,0,0,0,1,0
193,11.4351995315369,0.433252580428193,CA,2024-07-17,0,0,0,0,1,1,0,0,0,0,0,0
194,10.8764821234736,0.417126633958784,CA,2024-07-18,0,1,1,0,1,1,0,0,0,0,0,0
195,5.17028418992594,0.4330285246618305,CA,2024-07-19,0,1,0,1,1,1,0,0,0,0,0,1
196,8.35456729932467,0.4240489501219085,CA,2024-07-20,0,0,1,0,1,0,0,0,1,0,0,0
197,16.1166941463288,0.468383389804896,CA,2024-07-21,0,0,0,0,1,1,0,0,0,0,0,1
198,22.3225277505322,0.4388722630241405,CA,2024-07-22,0,0,0,0,1,1,0,0,0,0,0,0
199,18.1444965549023,0.4591449768321695,CA,2024-07-23,0,0,0,0,1,1,0,0,0,1,0,0
200,21.366194314862,0.4653369742952375,CA,2024-07-24,0,1,0,0,0,0,0,1,0,0,0,0
201,14.013489037415,0.447802813461077,CA,2024-07-25,0,1,0,0,1,0,0,0,0,0,0,0
202,16.760731772895,0.4861479539938805,CA,2024-07-26,0,0,0,0,1,0,0,0,0,0,0,0
203,11.4797674309719,0.4554399346989505,CA,2024-07-27,0,0,0,0,1,1,0,0,0,0,0,1
204,4.56897803235697,0.390740264665829,CA,2024-07-28,1,1,1,1,1,0,0,0,0,0,0,0
205,16.0901347646658,0.496039066784523,CA,2024-07-29,0,0,0,0,1,0,0,0,0,0,0,0
206,16.5557247092304,0.4601591481968555,CA,2024-07-30,0,0,0,0,0,0,0,0,0,0,0,0
207,11.4641910000787,0.455359894304513,CA,2024-07-31,0,1,1,0,0,0,0,0,0,0,0,0
208,12.9279953172652,0.440520853169955,CA,2024-08-01,0,1,0,0,1,1,0,1,0,0,0,1
209,11.9948153500722,0.4724493173112235,CA,2024-08-02,0,0,0,0,1,1,0,0,0,0,0,1
210,6.70304329389291,0.44145997086381,CA,2024-08-03,0,1,1,0,0,1,0,0,0,0,0,1
211,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.821184366432146,0.4079777231993285,CO,2024-06-25,1,1,1,0,1,1,1,1,1,1,1,1
214,0.674767549154605,0.385598703833441,CO,2024-06-26,1,1,1,1,1,1,1,0,0,1,0,1
215,0.476590352367228,0.379381316711998,CO,2024-06-27,1,1,1,1,1,1,1,0,0,1,1,1
216,0.434873696840553,0.310998508171962,CO,2024-06-28,1,1,1,1,1,1,1,0,1,1,0,1
217,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.450018453307916,0.318148049486881,CO,2024-07-01,1,1,1,1,1,1,1,0,0,1,1,1
220,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.444798081935273,0.3636028843593105,CO,2024-07-05,1,1,1,1,1,1,1,0,0,1,1,1
224,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.427824902911723,0.362210411729778,CO,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.435878778432782,0.362895412312681,CO,2024-07-10,1,1,1,1,1,1,1,1,0,1,0,1
229,0.712369060265104,0.3655043050636225,CO,2024-07-11,1,1,1,1,1,1,1,0,0,0,0,1
230,0.59557142034956,0.3615621615240725,CO,2024-07-12,1,1,1,0,1,1,1,0,1,0,1,1
231,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.752377121564869,0.3850583386139775,CO,2024-07-15,1,1,1,1,1,1,1,0,1,1,0,1
234,1.38448583590055,0.4560406830274,CO,2024-07-16,1,1,1,1,0,1,1,0,1,1,0,1
235,1.00694057145249,0.493517148526893,CO,2024-07-17,0,1,1,1,1,1,0,1,0,1,1,1
236,1.51760039799966,0.443055591297348,CO,2024-07-18,0,1,1,1,1,1,0,0,0,0,1,1
237,0.768594764550764,0.54107863142021,CO,2024-07-19,0,1,1,1,1,1,0,1,0,1,1,1
238,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.868321367010949,0.351188831841944,CO,2024-07-23,1,1,0,1,1,1,1,0,0,1,1,1
242,0.650621953172555,0.344106624172905,CO,2024-07-24,1,1,1,1,1,1,1,0,1,1,0,1
243,0.776535695596974,0.392065512586353,CO,2024-07-25,1,1,1,1,1,1,1,0,0,0,0,1
244,0.436567288247671,0.215696535084245,CO,2024-07-26,1,1,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.778654892865172,0.4787907645121655,CO,2024-07-29,1,1,1,1,1,1,1,0,1,1,0,1
248,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.669514127875082,0.51859769974719,CO,2024-07-31,1,0,1,1,1,1,1,0,0,1,1,1
250,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.345569476097686,0.1517728431847255,CO,2024-08-02,1,1,1,1,1,1,1,1,0,0,1,1
252,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.918344294748938,0.227998967720121,CT,2024-06-24,0,1,1,1,1,1,0,1,1,1,0,1
255,0.972522248921917,0.4954172303235675,CT,2024-06-25,1,1,1,0,1,1,0,0,0,0,1,1
256,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2.09069623192962,0.24949981315118,CT,2024-06-27,0,1,1,1,1,1,0,1,0,1,1,1
