...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
25,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1.91954992247838,0.63094850362273,AK,2023-06-06,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
39,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.940902247925167,0.61498831276375,AK,2023-06-08,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
41,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.633530932221926,0.3456283918708595,AL,2023-05-03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.544896339051704,0.3492798467251095,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
63,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.203176611681768,0.1132599553693195,AL,2023-05-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
67,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.660896580615377,0.1568957186563115,AL,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.502936783168174,0.4303743229964775,AL,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
82,0.36459786095229,0.209655024667606,AL,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
83,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0942089353929855,0.0166492951676999,AR,2023-04-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
86,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1.23210481521654,0.84563822391026,AR,2023-05-02,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
88,0.0155991856796035,0.0199420672581518,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1.1063169676499,0.734441002241295,AR,2023-05-08,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
94,0.0786194493893036,0.02877686369921345,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,2.16708727397419,0.55446720684934,AR,2023-05-10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
96,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.326921044749728,0.066357012650984,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.0636488874632627,0.078548049143762,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.851557877753889,0.52802031295677,AR,2023-05-29,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
115,0.843383242530766,0.51690595960935,AR,2023-05-30,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
116,0.0855133362328218,0.102824851537755,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.13397478632367,0.1457161582978515,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.130501308110912,0.152707517449102,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.140236174445014,0.159911798850014,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.61561617975677,0.2066978096713945,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
128,1.60152014201771,0.091533847585403,AZ,2023-05-01,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
129,3.56614361260774,0.209684459057264,AZ,2023-05-02,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0
130,1.4391729696712,0.1409939908794365,AZ,2023-05-03,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
131,1.1398616767276,0.0762265183953825,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
132,1.43280071910268,0.248763178570843,AZ,2023-05-05,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
133,0.686109959352227,0.02197478852883495,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,3.64402339988341,0.310834298615514,AZ,2023-05-07,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
135,6.50487781899105,0.30988826502499,AZ,2023-05-08,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0
136,2.66270766338209,0.1018519402265325,AZ,2023-05-09,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
137,1.77813688410147,0.142365383914224,AZ,2023-05-10,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
138,0.142775224764164,0.028858110868192,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.984919640902517,0.142572027811042,AZ,2023-05-12,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
140,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.61210302715587,0.3920139544673175,AZ,2023-05-14,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
142,2.00575053547125,0.2117100485716715,AZ,2023-05-15,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
143,1.49813444649406,0.193636549265345,AZ,2023-05-16,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0
144,1.0021150186262,0.179045273159511,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
145,1.32498569875493,0.268539038538307,AZ,2023-05-18,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
146,0.907711178867989,0.6574405262441,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
147,1.87420022726156,0.65006647080108,AZ,2023-05-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
148,1.22880714635915,0.197249350978462,AZ,2023-05-21,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
149,1.14482015302793,0.2022178299486425,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
150,1.29316838887898,0.172251391061012,AZ,2023-05-23,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
151,1.22874769820836,0.2768238511262825,AZ,2023-05-24,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
152,0.506136870875502,0.0614581440249065,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
153,1.01103466522778,0.2808122389484635,AZ,2023-05-26,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
154,0.544858418283963,0.068199673900903,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
155,1.94656085282116,0.2987245083978565,AZ,2023-05-28,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
156,1.61087258229062,0.30013431575002,AZ,2023-05-29,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
157,1.62359765635449,0.355929700109783,AZ,2023-05-30,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
158,2.1415179194749,0.2286729600757765,AZ,2023-05-31,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
159,2.17025293701993,0.441667922737645,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
160,0.793073022180684,0.288055390863368,AZ,2023-06-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
161,0.980635916770221,0.224898562990748,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
162,0.813188464674713,0.195845336958827,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,0.671096192562633,0.23237268605244,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
164,1.27760851761218,0.3856287648919185,AZ,2023-06-06,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
165,1.13383410647841,0.286370999818749,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
166,1.516217658793,0.3633656513786725,AZ,2023-06-08,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0
167,1.21797036042181,0.392886233443727,AZ,2023-06-09,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
168,1.04972499233792,0.441727036793466,AZ,2023-06-10,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
169,2.80822253691987,0.1889874327711065,CA,2023-04-30,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1
170,4.91139259914713,0.249249712396295,CA,2023-05-01,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0
171,6.03574742164368,0.278154733036727,CA,2023-05-02,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
172,2.87112188463931,0.1923469502965215,CA,2023-05-03,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
173,1.71008623297753,0.2324735216287615,CA,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
174,4.94506779233728,0.2057046413381185,CA,2023-05-05,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
175,2.43480293888559,0.193418719357792,CA,2023-05-06,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1
176,1.14437177901034,0.268957623746131,CA,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
177,9.00642453393802,0.361541214089963,CA,2023-05-08,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
178,5.73021443522343,0.196893418307777,CA,2023-05-09,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
179,3.57794858376167,0.28513117750333,CA,2023-05-10,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
180,3.69424616945675,0.2875145770885535,CA,2023-05-11,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0
181,1.79529163889512,0.2259645914000205,CA,2023-05-12,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1
182,1.50108287372883,0.4047218978917985,CA,2023-05-13,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
183,4.64117229649223,0.54361603957224,CA,2023-05-14,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
184,4.14152675913283,0.347126911071973,CA,2023-05-15,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
185,1.41632058140443,0.235356909661563,CA,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
186,2.06290967496014,0.321345674815428,CA,2023-05-17,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0
187,1.3923493858173,0.320593348777381,CA,2023-05-18,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
188,2.27845042498005,0.246869480051987,CA,2023-05-19,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
189,1.15985622443341,0.1204267238590755,CA,2023-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190,1.03843491056962,0.4402128919583455,CA,2023-05-21,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
191,1.43715154544097,0.2870541776866775,CA,2023-05-22,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1
192,1.63451449840094,0.284015622447628,CA,2023-05-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
193,1.4338560127781,0.2772320525966335,CA,2023-05-24,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
194,2.73708277799491,0.2883971023055315,CA,2023-05-25,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
195,2.14859264995638,0.332291436300739,CA,2023-05-26,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
196,0.97953596609585,0.3065171628230085,CA,2023-05-27,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
197,1.47050281357255,0.408575683174351,CA,2023-05-28,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
198,1.85555573635007,0.474818818926435,CA,2023-05-29,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
199,3.01067589940167,0.300639205210208,CA,2023-05-30,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
200,2.50458164214337,0.329808936334667,CA,2023-05-31,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
201,2.69738569271411,0.328071161619121,CA,2023-06-01,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
202,1.58638667442877,0.375606832536629,CA,2023-06-02,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
203,1.57352368525999,0.3125387099235655,CA,2023-06-03,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
204,2.15268779941471,0.427685576976302,CA,2023-06-04,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
205,2.16119099122621,0.3228432678331375,CA,2023-06-05,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
206,2.48602008888459,0.424105013359088,CA,2023-06-06,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
207,1.62024873943037,0.388840494966535,CA,2023-06-07,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
208,1.29244503205224,0.368526768266509,CA,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
209,3.74432983558087,0.4774202618703255,CA,2023-06-09,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0
210,1.29891760547669,0.609621316115505,CA,2023-06-10,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1
211,0.0848273947968637,0.01393295332763835,CO,2023-04-30,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
212,0.397588039310543,0.0148416381896141,CO,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
213,0.462397979656152,0.168957610255931,CO,2023-05-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
214,0.034222695358391,0.0168470604550763,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.234430720439989,0.0179510893295196,CO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
