...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
32,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.664633238507904,0.61025760567328,AK,2024-06-13,0,1,1,1,1,1,1,0,1,1,1,0,1,1
34,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.709703319604217,0.4248654936178875,AK,2024-06-20,1,1,1,1,1,0,1,1,1,0,1,1,0,1
41,NA,NA,AK,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.590166069759565,0.4626381161801005,AR,2024-06-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.158939785190488,0.1308081755679555,AZ,2024-05-12,1,1,1,1,1,1,1,0,1,1,0,1,1,1
128,1.28363890571859,0.4247220652538745,AZ,2024-05-13,1,1,1,1,0,0,1,0,0,0,1,0,0,1
129,0.471447850288447,0.255903333365363,AZ,2024-05-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
130,0.476354318784835,0.2575481945648445,AZ,2024-05-15,1,1,1,1,1,1,1,0,0,0,1,1,1,1
131,0.628156131031618,0.4372089214400405,AZ,2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
132,0.728177148906518,0.470709082279102,AZ,2024-05-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1
133,0.277413207044282,0.193253985704151,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,0.270072561845416,0.205171339176571,AZ,2024-05-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1
135,0.539139519000947,0.377096347923849,AZ,2024-05-20,1,1,1,1,1,1,1,0,1,0,1,1,1,1
136,0.780776535667848,0.230164645399996,AZ,2024-05-21,0,1,1,1,1,1,1,0,1,0,1,1,1,1
137,0.379415451860558,0.2957654796660565,AZ,2024-05-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
138,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.382588524230611,0.2701931240713665,AZ,2024-05-24,1,1,1,1,1,1,1,0,0,1,1,1,1,1
140,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,0.908370210202576,0.3494398957054435,AZ,2024-05-26,1,1,1,1,1,1,1,0,0,0,1,1,1,1
142,1.94982054241079,0.475220308846608,AZ,2024-05-27,1,1,0,1,0,1,1,0,0,1,1,0,1,1
143,1.12442548130841,0.298374113417846,AZ,2024-05-28,1,1,1,1,1,1,1,1,0,0,1,1,0,1
144,0.928710598401839,0.419888138202736,AZ,2024-05-29,1,1,1,1,1,1,0,0,0,0,1,1,1,0
145,0.645981331306905,0.42557450487165,AZ,2024-05-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1
146,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.772040175279538,0.4068784223822195,AZ,2024-06-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1
148,1.18995809734121,0.2147061061577525,AZ,2024-06-02,1,1,0,1,1,1,1,0,0,0,1,1,1,1
149,1.27466847064932,0.3324698337436495,AZ,2024-06-03,1,0,1,1,1,1,1,1,0,0,1,1,1,1
150,1.21184101164249,0.369679728626174,AZ,2024-06-04,1,1,1,1,0,1,1,0,0,0,1,0,1,1
151,1.85192300441335,0.3986535204270155,AZ,2024-06-05,1,0,0,1,1,1,1,0,0,0,1,1,1,1
152,3.4490558640689,0.3993348834585565,AZ,2024-06-06,0,1,0,1,1,1,1,0,0,0,1,1,0,1
153,0.618353059383249,0.169777555149377,AZ,2024-06-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1
154,2.78918909753942,0.463034525561466,AZ,2024-06-08,0,1,0,0,1,1,1,0,1,1,0,1,1,1
155,1.29911177942707,0.3808175278027695,AZ,2024-06-09,1,1,1,1,1,1,0,0,0,0,1,1,1,0
156,6.2651141274314,0.3933842695957495,AZ,2024-06-10,0,0,0,1,1,0,1,0,0,0,1,1,0,1
157,7.34641381740814,0.452138962171005,AZ,2024-06-11,0,1,0,1,1,0,1,1,0,0,1,1,0,1
158,9.78550518450072,0.44267358822341,AZ,2024-06-12,0,1,0,1,1,1,0,0,0,0,1,1,0,0
159,3.03267217559058,0.4340179660159965,AZ,2024-06-13,0,0,0,1,1,0,1,0,0,0,1,1,0,1
160,0.912729530341815,0.2106379320828035,AZ,2024-06-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
161,0.781438383288226,0.57671512279654,AZ,2024-06-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1
162,4.57763722433698,0.4638300244635505,AZ,2024-06-16,0,1,0,1,1,1,1,1,0,0,0,1,0,1
163,5.06364679126661,0.3674617245898515,AZ,2024-06-17,0,1,0,1,1,0,0,0,0,0,1,1,0,0
164,7.10506733845574,0.4105221233176225,AZ,2024-06-18,0,1,0,0,1,1,0,0,0,0,0,1,0,0
165,4.27623635901622,0.4123947975070305,AZ,2024-06-19,0,1,0,1,1,1,1,0,0,1,1,1,0,1
166,2.72386523401104,0.489699781146724,AZ,2024-06-20,0,0,0,1,1,1,1,1,0,0,1,1,0,1
167,1.90169634094461,0.3892665210312545,AZ,2024-06-21,0,1,1,1,1,1,1,0,0,1,0,1,1,1
168,0.681533020205962,0.3679174170153165,AZ,2024-06-22,0,1,1,1,1,1,1,0,0,1,1,1,1,1
169,3.8028026575018,0.3664634141955455,CA,2024-05-12,0,1,0,1,1,1,1,1,0,0,1,0,0,1
170,2.84314015008744,0.403623203950808,CA,2024-05-13,1,0,1,0,1,0,1,0,0,1,0,1,0,1
171,7.75821424090736,0.3829367024136565,CA,2024-05-14,1,0,0,1,1,0,1,0,0,0,0,0,0,1
172,2.09910884255142,0.337118246816894,CA,2024-05-15,1,1,1,0,1,1,1,0,0,0,0,0,0,1
173,4.17553599585404,0.305147761560981,CA,2024-05-16,0,0,1,1,1,1,1,0,0,0,1,1,0,1
174,4.5415334767721,0.316444792422273,CA,2024-05-17,0,1,0,1,1,0,1,0,0,0,0,0,0,1
175,4.31435046217555,0.2882325047886975,CA,2024-05-18,0,0,1,1,1,1,1,0,0,1,1,1,1,1
176,4.84288720034816,0.3967685756464595,CA,2024-05-19,1,0,1,1,1,0,1,0,0,0,1,1,0,1
177,6.60265479032129,0.3003419819097375,CA,2024-05-20,0,1,0,1,1,1,1,0,0,0,0,0,1,1
178,9.34812596492826,0.345692753933416,CA,2024-05-21,0,0,1,0,0,1,1,0,0,0,0,0,0,1
179,10.0658272387887,0.3513949941333785,CA,2024-05-22,0,0,0,1,1,0,1,0,0,0,0,0,0,1
180,3.79202097923677,0.3267936769654275,CA,2024-05-23,0,1,1,1,1,1,1,0,0,0,1,1,0,1
181,6.48423742534845,0.388828893505617,CA,2024-05-24,0,0,0,0,1,0,1,0,0,0,0,0,0,1
182,2.61792732055902,0.344117313275545,CA,2024-05-25,0,1,1,1,1,1,0,0,1,0,1,1,1,0
183,9.57095292873943,0.428163495991395,CA,2024-05-26,0,0,0,1,1,0,0,0,0,0,1,0,0,0
184,6.72084309323518,0.3755869848426765,CA,2024-05-27,0,0,0,0,1,0,1,0,0,1,0,0,0,1
185,6.54858425209884,0.367828534512883,CA,2024-05-28,0,1,1,0,1,1,1,0,0,0,0,0,1,1
186,4.37292215542872,0.361279232472233,CA,2024-05-29,0,1,1,1,0,0,1,0,0,0,1,0,0,1
187,5.54192748123346,0.391881608121775,CA,2024-05-30,1,1,1,0,0,0,0,0,0,0,1,1,0,0
188,20.3296737278736,0.417014620308364,CA,2024-05-31,0,0,0,1,1,0,0,0,0,0,0,0,1,0
189,2.13044602869767,0.3588326494339515,CA,2024-06-01,1,1,1,1,1,0,1,0,0,1,1,0,0,1
190,5.09739782675228,0.399638302881228,CA,2024-06-02,1,1,1,1,1,0,0,0,0,0,0,0,0,0
191,9.00974075238559,0.40767045000395,CA,2024-06-03,0,0,1,0,1,0,1,0,0,0,0,0,0,1
192,11.6227206344299,0.406950060748912,CA,2024-06-04,0,0,1,1,1,0,0,0,0,0,1,0,0,0
193,19.349169221608,0.418635698268215,CA,2024-06-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,18.9843994345477,0.3998886483263825,CA,2024-06-06,0,0,1,0,0,0,0,0,0,0,0,1,0,0
195,7.04400430425109,0.3593908690084495,CA,2024-06-07,0,1,1,1,0,0,1,0,0,0,1,0,0,1
196,7.9590187560533,0.447953863347966,CA,2024-06-08,0,0,1,1,0,1,0,0,0,0,0,0,0,0
197,10.440686982196,0.4264222206004605,CA,2024-06-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,11.6231920838001,0.400293877003806,CA,2024-06-10,0,0,1,1,1,0,1,0,0,0,0,0,0,1
199,17.9479022904037,0.435122538708368,CA,2024-06-11,0,0,1,1,0,0,0,0,0,0,0,0,0,0
200,17.9145892199832,0.460325812485628,CA,2024-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,14.4370007925092,0.438484417469125,CA,2024-06-13,0,0,1,0,1,0,1,0,0,0,0,0,0,1
202,11.6374881450892,0.487593085015688,CA,2024-06-14,0,0,0,0,1,0,0,0,0,0,0,1,0,0
203,5.22710058324577,0.4413090616127255,CA,2024-06-15,0,0,0,1,1,0,0,0,0,0,1,0,0,0
204,7.40821796155779,0.4114342086117885,CA,2024-06-16,0,0,1,1,0,1,0,0,0,0,1,0,0,0
205,10.1848042410996,0.4507912326261835,CA,2024-06-17,0,0,0,1,1,0,0,0,0,0,1,1,0,0
206,13.2854777944046,0.4063509499134785,CA,2024-06-18,0,0,1,0,0,1,0,0,0,0,0,1,1,0
207,25.2947651704131,0.4732608211114335,CA,2024-06-19,0,0,0,1,0,0,0,0,0,0,1,1,0,0
208,12.1134081812266,0.4351145558461555,CA,2024-06-20,0,1,0,1,0,1,0,0,0,0,1,0,0,0
209,14.6009797523225,0.444016716197042,CA,2024-06-21,0,1,0,1,0,1,0,0,1,0,1,0,0,0
210,3.80869838036319,0.372003126626266,CA,2024-06-22,0,0,1,1,0,0,1,0,0,0,1,0,0,1
211,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.279697077090972,0.156986350508258,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.336370992631427,0.1730493619744395,CO,2024-05-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1
215,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.842282602506474,0.64980040301672,CO,2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
220,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.654898219462147,0.3678921984392465,CO,2024-05-22,1,1,1,1,1,1,1,0,0,0,1,1,1,1
222,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.493414430761383,0.254035942159829,CO,2024-05-24,1,1,1,1,1,1,1,0,0,1,1,1,1,1
224,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.550213928474399,0.302732311398537,CO,2024-05-29,0,1,1,1,1,1,1,0,0,1,1,1,1,1
229,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
