...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
27,NA,NA,AK,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.147025446039194,0.1328494623103235,AK,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.833274357517396,0.304406928264835,AK,2024-01-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
35,NA,NA,AK,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.114033682120333,0.108072647540656,AK,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.552359209631786,0.1028707632069735,AK,2024-01-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
39,0.297356430496455,0.098034325948624,AK,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.103568530048595,0.0935463559493095,AK,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.678327733023817,0.4929112668066835,AL,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
44,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.687059738091971,0.500987983369075,AL,2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
48,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.2230986098286,0.1545503191146725,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.815702655643981,0.396382451796656,AL,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
56,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.863801855914044,0.60342255764887,AL,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
59,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.392274006243137,0.2699256724558445,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
69,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.284100386577457,0.2153499587481415,AL,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
74,1.04306971435986,0.492329912210116,AL,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
75,0.25954152155323,0.1904429151530965,AL,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.936159658701228,0.321734332016368,AL,2024-01-07,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
79,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.492253290823658,0.3312425105631415,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
88,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.62404731363966,0.56916696306356,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
90,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.527421614266174,0.3524293450099465,AR,2023-12-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.855415352742107,0.444664262513764,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
95,0.819117204615176,0.57383001794525,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
96,2.39575015038797,0.399145048103259,AR,2023-12-14,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
97,0.363721812321761,0.274677610902828,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.98084674055985,0.515130585881415,AR,2023-12-18,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1
101,1.40512840543064,0.41887681718935,AR,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
102,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2.38326039517064,0.4878978670019015,AR,2023-12-21,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1
104,1.46682125625334,0.453620971465038,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
105,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.789796216752256,0.385502644615939,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
110,2.16684681700969,0.4249180120795115,AR,2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
111,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.0871124299206464,0.083060612674083,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.415899505358337,0.076954049990675,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,1.1863051099851,0.327978215026146,AR,2024-01-04,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1
118,0.0639216043959103,0.0660988438480265,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.12910083906281,0.76411617084012,AR,2024-01-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
124,0.127971405261815,0.04303807656000845,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.994013848614404,0.408443217706362,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
126,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.67790171171228,0.32644441083843,AZ,2023-12-03,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0
128,2.70941576743255,0.3684462763073985,AZ,2023-12-04,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
129,4.15378694693929,0.3002426484150525,AZ,2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
130,2.6538747365271,0.4037433244420715,AZ,2023-12-06,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
131,1.58594167439648,0.2974644082337605,AZ,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
132,0.705742061696443,0.2881799588054735,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
133,1.07269083184537,0.169911932508985,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
134,1.04899773047731,0.451393870010869,AZ,2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
135,1.75933570010722,0.3952826821666655,AZ,2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
136,3.57073380530609,0.472914541985302,AZ,2023-12-12,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
137,2.80485627580414,0.4171321334968905,AZ,2023-12-13,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0
138,2.04733657076003,0.3707516518515135,AZ,2023-12-14,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
139,1.0532673244463,0.3618306339330715,AZ,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
140,2.1681200801071,0.3963561020622085,AZ,2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
141,1.96279272594019,0.254648122200989,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
142,4.58172285901489,0.4066863167510515,AZ,2023-12-18,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
143,4.77627861709787,0.388339740610045,AZ,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
144,1.07072331514066,0.3466674708055165,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
145,1.65256200878374,0.387688545583681,AZ,2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
146,0.975299517430072,0.382152278816159,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
147,1.11448107937882,0.3386492198577875,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,2.45717281352569,0.33963319017477,AZ,2023-12-24,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
149,2.27353247687988,0.3589342418412035,AZ,2023-12-25,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
150,5.53373238137475,0.3247086712329635,AZ,2023-12-26,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
151,2.36174979315055,0.3334716049105,AZ,2023-12-27,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
152,1.02288669061027,0.311010999550292,AZ,2023-12-28,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
153,0.791817603391522,0.3450403619739425,AZ,2023-12-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
154,0.665855180262975,0.1731661878111235,AZ,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
155,1.31967877262634,0.201122023491684,AZ,2023-12-31,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
156,3.5244482934476,0.3096406256830435,AZ,2024-01-01,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
157,3.50421714105426,0.3039132575451175,AZ,2024-01-02,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
158,0.878067767418376,0.3138939534906735,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
159,0.911696249420958,0.247471011224622,AZ,2024-01-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
160,0.379476974552016,0.235295616710717,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,1.34723079105335,0.151610955646896,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1
162,1.58811906565919,0.093487631600029,AZ,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
163,1.9728618221803,0.181018382902517,AZ,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
164,2.07701225527722,0.1952956471008375,AZ,2024-01-09,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1
165,0.303421185900531,0.0733554851200825,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,1.54843962293873,0.313660587229585,AZ,2024-01-11,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
167,0.742078686505771,0.2166336571535305,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
168,0.97313725427354,0.1715675578694675,AZ,2024-01-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
169,1.31108247596374,0.283906689269614,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
170,4.088217042149,0.378405784496231,CA,2023-12-04,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
171,2.3422996516947,0.336768241066982,CA,2023-12-05,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
172,3.08204309703214,0.4101361400745935,CA,2023-12-06,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
173,2.61310092113889,0.53702205760604,CA,2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
174,1.06159333166047,0.3865126181420775,CA,2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
175,1.1806227294853,0.394718723716985,CA,2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
176,2.03636057251981,0.3910671493860245,CA,2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
177,2.73666550264526,0.342958872535657,CA,2023-12-11,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
178,2.85362052253647,0.3470602462248655,CA,2023-12-12,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
179,5.29027851908134,0.3525371321760315,CA,2023-12-13,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
180,3.30493933547033,0.3718092994110215,CA,2023-12-14,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0
181,2.11360158359221,0.3826100503365465,CA,2023-12-15,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
182,2.84393438063794,0.31291001866407,CA,2023-12-16,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0
183,0.785051691395632,0.2646912031114285,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
184,2.63826584608181,0.3192966457815955,CA,2023-12-18,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
185,2.10272405134417,0.32184204927803,CA,2023-12-19,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
