...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
55,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.8258243103854,0.60066985050585,AL,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
59,0.315189425242527,0.195437241454846,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
60,0.319369854688261,0.193309489146571,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
61,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.409922365917055,0.2832904312889065,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.332090493587308,0.1842660021406295,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.326176294888279,0.1804946198298415,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
69,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.355691200665237,0.178096750495255,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
73,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.852307071571698,0.6072524235979,AL,2023-11-21,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
81,NA,NA,AL,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,3.12259106386127,0.304658880687354,AR,2023-10-16,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
87,0.814146724659554,0.56968087079144,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
88,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2.02175277028647,0.2632610874897405,AR,2023-10-19,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
90,0.382851002266908,0.264811973942084,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
91,0.389341309142804,0.266400759129964,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
92,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.87080146053677,0.447856962326236,AR,2023-10-23,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
94,0.374742368395907,0.2711666201743175,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
95,1.20815558344798,0.582043784662105,AR,2023-10-25,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
96,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.322386208012891,0.2713631836370415,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
98,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.820462786313068,0.578333961941135,AR,2023-10-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
101,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.834340082158416,0.60162095491924,AR,2023-11-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
103,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.816955904402821,0.578100035017475,AR,2023-11-03,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
105,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.95272717985167,0.3985932205146475,AR,2023-11-06,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
108,0.820138111198585,0.57637952277175,AR,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
109,0.451905056549835,0.3080675852572315,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.392282364362798,0.280468921182836,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
117,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.41643894219808,0.318544170046381,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.576492679150945,0.342821310153461,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
123,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.02853044053105,0.4172944795181405,AZ,2023-10-15,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
128,2.82913638290432,0.342411127628073,AZ,2023-10-16,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
129,3.19422976392026,0.3487984759574805,AZ,2023-10-17,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
130,3.29198077080842,0.324697971834717,AZ,2023-10-18,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
131,3.12565630418307,0.4196389756757055,AZ,2023-10-19,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
132,1.42455263574391,0.326973303695437,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
133,1.75271249438163,0.316535065196012,AZ,2023-10-21,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
134,2.126739978917,0.3314684067671695,AZ,2023-10-22,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
135,4.38326866743185,0.382402803866156,AZ,2023-10-23,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0
136,2.3487938779763,0.292698002735149,AZ,2023-10-24,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
137,1.12105279074605,0.3210735411042395,AZ,2023-10-25,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
138,0.24517288547713,0.165867906528337,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
139,1.44202798886325,0.3398087519898125,AZ,2023-10-27,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
140,2.06756147330246,0.4694982483138345,AZ,2023-10-28,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1
141,2.01122638496962,0.329664907714512,AZ,2023-10-29,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1
142,3.53244007674248,0.3690299822973275,AZ,2023-10-30,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
143,2.06437415400611,0.3602008287518545,AZ,2023-10-31,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
144,1.3106119893032,0.325780030517979,AZ,2023-11-01,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
145,2.40657485625958,0.351614298230458,AZ,2023-11-02,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
146,1.89030845741107,0.4000054579112975,AZ,2023-11-03,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
147,0.862673357591,0.3838349066395995,AZ,2023-11-04,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
148,3.07421885061017,0.3793230138446115,AZ,2023-11-05,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
149,4.10335063430288,0.354860801801653,AZ,2023-11-06,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
150,1.61129213863069,0.315699329675476,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
151,2.77708887768121,0.3821227766306565,AZ,2023-11-08,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
152,1.39231921311099,0.354551243917136,AZ,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
153,1.52325673293707,0.385368602616621,AZ,2023-11-10,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
154,1.38872200921382,0.3552845736733135,AZ,2023-11-11,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
155,4.0073728932427,0.330551777182452,AZ,2023-11-12,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
156,3.64128373463884,0.3175969489648065,AZ,2023-11-13,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1
157,3.14062941112372,0.383164918861531,AZ,2023-11-14,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
158,1.91815404974224,0.3143290833614985,AZ,2023-11-15,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1
159,1.40053758187358,0.1627713816876735,AZ,2023-11-16,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
160,0.707925143983803,0.50392510678905,AZ,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
161,1.30717314611102,0.4278634471259815,AZ,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
162,2.90803253622196,0.4060208361035655,AZ,2023-11-19,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
163,3.5164930298563,0.3016599034763325,AZ,2023-11-20,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
164,3.39278704149997,0.3953692521463245,AZ,2023-11-21,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
165,1.90175851243481,0.405272302882422,AZ,2023-11-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
166,0.812726960599026,0.39230747203168,AZ,2023-11-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
167,2.46866915627267,0.3590778760474275,AZ,2023-11-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
168,1.91997502080598,0.37794923638883,AZ,2023-11-25,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
169,1.94723688008332,0.441627641647977,CA,2023-10-15,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
170,2.94451184242744,0.346877417326264,CA,2023-10-16,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
171,2.12401578365956,0.3547496157526065,CA,2023-10-17,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
172,5.21073198341108,0.4097181582283745,CA,2023-10-18,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
173,2.15479942039709,0.3782504630504725,CA,2023-10-19,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1
174,1.37226103244858,0.3827531702786355,CA,2023-10-20,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0
175,0.696230842339094,0.504639418199035,CA,2023-10-21,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
176,0.785967795453352,0.4047045158945955,CA,2023-10-22,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
177,2.42556271875188,0.349007201065692,CA,2023-10-23,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
178,1.7085435670807,0.3316852909614995,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
179,2.63347180008082,0.4364907286001665,CA,2023-10-25,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
180,3.79230407372099,0.3691375739847265,CA,2023-10-26,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0
181,2.30245241263527,0.4263294675449475,CA,2023-10-27,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
182,1.51792486596824,0.411378480746207,CA,2023-10-28,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
183,1.31664328001119,0.1183760687862575,CA,2023-10-29,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
184,3.61878271871593,0.453412726517188,CA,2023-10-30,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
185,1.39330954777396,0.3333764836939665,CA,2023-10-31,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
186,2.00375868228444,0.4765221582905495,CA,2023-11-01,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
