...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
33,NA,NA,AK,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1.38798370287757,0.2635471375767005,AL,2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
53,0.837477406092336,0.249272160030645,AL,2023-10-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
54,1.80056214189264,0.412200938163,AL,2023-10-19,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
55,1.65857562920769,0.2969735177500015,AL,2023-10-20,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
56,0.335724612219794,0.241390228691077,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,1.21984036514717,0.3685401173310505,AL,2023-10-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
58,1.01416575572014,0.3057344397343325,AL,2023-10-23,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
59,0.838898771255225,0.58336389269381,AL,2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
60,1.27779339305889,0.2313235677132685,AL,2023-10-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
61,0.992340686581501,0.4735268011591515,AL,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.844001055799199,0.59085486926089,AL,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
66,0.287404654136037,0.2173353899834715,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.287950003169072,0.2151505816262765,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
68,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.33432923589117,0.281786567988691,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
70,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.274929098487347,0.204937931499105,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.257608588594046,0.199432467587574,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.252565941437012,0.192904854285677,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.375411291445555,0.252714719953422,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,1.43629956454999,0.2543497832572605,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
87,1.51112465618937,0.2560216975455495,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
88,1.53333721513685,0.2655380602197845,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
89,1.0342914270889,0.3394720290835945,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
90,2.0435214226871,0.3203533093502615,AR,2023-10-13,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
91,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,3.17217234531271,0.3087366819889465,AR,2023-10-16,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
94,0.814552787796781,0.569263622967915,AR,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
95,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2.1336857786853,0.2726654172981265,AR,2023-10-19,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
97,0.400093376857442,0.2746847767105915,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
98,0.423571825152996,0.276736588114044,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.98849575136563,0.4493354029584725,AR,2023-10-23,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0
101,0.344331855333306,0.2632145493806325,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
102,1.23037669481528,0.575004997631165,AR,2023-10-25,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
103,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.307007099540607,0.2728035667569745,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
105,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.836151251289947,0.585114403799495,AR,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
108,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.920676377609589,0.64416326257058,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
110,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.844722545134185,0.58962897113327,AR,2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
112,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.95108146021283,0.394460063548003,AR,2023-11-06,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
115,0.855776787871721,0.593940399016825,AR,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
116,0.484891220119891,0.318673599960931,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
117,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.277629100879159,0.2163641752613625,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.97160779235682,0.360980987905366,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
128,2.66630221441199,0.3549514474452375,AZ,2023-10-09,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
129,2.56977065769212,0.3629457409162985,AZ,2023-10-10,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
130,0.990949691151743,0.3211836522461145,AZ,2023-10-11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
131,0.594460046356297,0.4116721527218825,AZ,2023-10-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
132,1.27768876402236,0.606899937778995,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
133,1.32752240887331,0.3942820175158365,AZ,2023-10-14,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
134,2.3440895243755002,0.4197463881721245,AZ,2023-10-15,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1
135,2.84360784249169,0.3449779961502335,AZ,2023-10-16,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
136,2.98857078906342,0.3476787723170815,AZ,2023-10-17,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1
137,3.07661263806415,0.322403020334388,AZ,2023-10-18,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
138,3.2354329158789,0.425478604778111,AZ,2023-10-19,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
139,1.37097443505678,0.3244691411217265,AZ,2023-10-20,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
140,1.61459452451326,0.3142730910480005,AZ,2023-10-21,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
141,2.05415235977523,0.3290971519605855,AZ,2023-10-22,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
142,4.79833147275318,0.385226224631203,AZ,2023-10-23,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
143,2.35464834251015,0.287478221540672,AZ,2023-10-24,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
144,1.13465286723508,0.322642027256813,AZ,2023-10-25,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
145,0.218830767860846,0.156865177375345,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
146,1.49133943064631,0.336571167434573,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
147,2.08963199429303,0.4724888827250925,AZ,2023-10-28,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
148,1.83262489262839,0.3267849343664015,AZ,2023-10-29,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1
149,3.42506414709646,0.36877834399779,AZ,2023-10-30,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
150,2.17895136082694,0.3623236523429565,AZ,2023-10-31,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
151,1.3341231573728,0.3296072125833735,AZ,2023-11-01,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
152,2.30489793005468,0.349649841921343,AZ,2023-11-02,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
153,1.87467790179798,0.3999656524262505,AZ,2023-11-03,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
154,0.894217192194951,0.3883713156865175,AZ,2023-11-04,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
155,3.14229717977343,0.3811134657155715,AZ,2023-11-05,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0
156,3.75469030506749,0.3531971260392025,AZ,2023-11-06,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
157,1.56195300818496,0.314083027577674,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
158,3.10223003043592,0.3860285414719495,AZ,2023-11-08,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
159,1.60629732901655,0.364400044807581,AZ,2023-11-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
160,1.67226119448079,0.388044988539454,AZ,2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
161,1.53195939495735,0.3579882202643525,AZ,2023-11-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
162,3.60586411441103,0.3259760431873,AZ,2023-11-12,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
163,2.30000129767555,0.308922016030552,AZ,2023-11-13,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
164,3.37529627354434,0.3903529090107425,AZ,2023-11-14,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
165,1.58317133411468,0.3079310319577745,AZ,2023-11-15,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0
166,1.21039178354513,0.121376465599635,AZ,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
167,0.75401055976074,0.522534802510745,AZ,2023-11-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
168,1.43292225313404,0.4374452477342585,AZ,2023-11-18,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
169,0.687435010883134,0.2981468312404265,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
170,1.78926397933848,0.339385433341133,CA,2023-10-09,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
171,3.72130268593933,0.3886177798592545,CA,2023-10-10,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
172,3.15499269128825,0.376586245130081,CA,2023-10-11,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
173,1.69436245075991,0.3329437827941375,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
174,2.57732535636206,0.3850737006197715,CA,2023-10-13,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
175,1.5295322587355,0.3661304148943,CA,2023-10-14,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
176,1.9538105740849,0.430404197634879,CA,2023-10-15,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1
177,2.71668956953489,0.350840241868026,CA,2023-10-16,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
178,2.10511087334182,0.352046747201582,CA,2023-10-17,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
179,5.0546815396921,0.40988716740771,CA,2023-10-18,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1
180,2.08734174389406,0.380327193717941,CA,2023-10-19,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
181,1.36379462891151,0.3838106753344975,CA,2023-10-20,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0
182,0.707291830879876,0.47927332052691,CA,2023-10-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
183,0.767178504397514,0.3952938820916025,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
184,2.31391645112553,0.3460651913481705,CA,2023-10-23,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
185,1.5725871646808,0.3286733347873925,CA,2023-10-24,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
186,2.70905640605529,0.4346612814978965,CA,2023-10-25,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
