...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
78,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.263566189497905,0.1834149605722935,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.256792064108012,0.1779430057052255,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.48042888332647,0.2606912044260795,AR,2023-10-02,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
87,1.40486467087859,0.2625205828368105,AR,2023-10-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
88,1.56238764251713,0.4089608890059345,AR,2023-10-04,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1
89,2.42601257411772,0.311586736490788,AR,2023-10-05,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1
90,0.357363635349509,0.2682777652563475,AR,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
91,0.374379848899613,0.270284698101921,AR,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
92,0.38050483613387,0.272334621679128,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
93,1.40848523442159,0.274426944168602,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
94,1.42954298219579,0.276561057003725,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
95,1.4644275715466,0.2769643084094035,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
96,1.0709431463822,0.3291850844522515,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
97,1.99524149077012,0.3396545338758695,AR,2023-10-13,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
98,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.10698167812181,0.3300988392804015,AR,2023-10-16,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
101,0.822329321899588,0.585558616023055,AR,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
102,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2.13671194823287,0.297539802580963,AR,2023-10-19,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1
104,0.394381679405596,0.3000546082334185,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
105,0.398376790295269,0.302603394178989,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
106,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.90588083801633,0.467718243605129,AR,2023-10-23,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
108,0.326005797171459,0.2335868560832835,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
109,1.22760645557997,0.58924632919201,AR,2023-10-25,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1
110,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.301947346738558,0.272223038416504,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
112,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.852755136747267,0.603923886368335,AR,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
115,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.912553064197159,0.644584665257405,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
117,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.863258345312035,0.609106438362565,AR,2023-11-03,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
119,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.01189919118504,0.3805876633587895,AR,2023-11-06,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0
122,0.871682221535352,0.61401023218199,AR,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
123,0.476989513974537,0.353318663998152,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,6.42643158377414,0.3844012925013475,AZ,2023-10-01,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
128,8.51429732509517,0.4216136966711295,AZ,2023-10-02,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
129,1.10090241949132,0.325561140027544,AZ,2023-10-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1
130,2.55002793208034,0.4680310205459225,AZ,2023-10-04,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
131,1.98632353030533,0.3624621173148355,AZ,2023-10-05,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1
132,2.27150207235175,0.4004240496174165,AZ,2023-10-06,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
133,1.48908727142421,0.55678744979548,AZ,2023-10-07,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1
134,2.80841924269551,0.3593014951623035,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
135,2.90870231232576,0.3548362642947465,AZ,2023-10-09,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
136,2.71596745312692,0.3631767434741895,AZ,2023-10-10,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0
137,0.963634018140061,0.3235314289760855,AZ,2023-10-11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
138,0.584738105915798,0.4024551258544155,AZ,2023-10-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
139,1.28605407079186,0.609665950075315,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
140,1.15593925741865,0.343450303612325,AZ,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
141,2.26486077518655,0.411787600618265,AZ,2023-10-15,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
142,2.72097877787057,0.345002610206623,AZ,2023-10-16,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1
143,2.48830307409978,0.3890746897192055,AZ,2023-10-17,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1
144,2.6256222231673,0.416942469350034,AZ,2023-10-18,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
145,3.32275879799466,0.4204841164199855,AZ,2023-10-19,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
146,1.04539866677365,0.296656061973545,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
147,1.58636253236809,0.3151367253697785,AZ,2023-10-21,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1
148,1.99868295719505,0.3298275164091495,AZ,2023-10-22,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0
149,5.1348164979771,0.3834789630768875,AZ,2023-10-23,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
150,2.33996743649985,0.2876978843426415,AZ,2023-10-24,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
151,1.13652877786018,0.3227673513362805,AZ,2023-10-25,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0
152,0.210620381321332,0.160916560847279,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,0.905746534127359,0.304199434035809,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
154,2.05826354838821,0.473553682732102,AZ,2023-10-28,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
155,1.67092636686685,0.327639579656261,AZ,2023-10-29,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0
156,3.23093201041275,0.3687928152317745,AZ,2023-10-30,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
157,2.43475484939245,0.3620160528774375,AZ,2023-10-31,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
158,1.43775348098067,0.3282062501830345,AZ,2023-11-01,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
159,2.28420246941523,0.3511717525586175,AZ,2023-11-02,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1
160,1.94207244018424,0.4020385699202725,AZ,2023-11-03,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
161,0.905990946819358,0.387777210394733,AZ,2023-11-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
162,3.47604812311345,0.380781722740449,AZ,2023-11-05,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
163,3.58784073754342,0.352926861944316,AZ,2023-11-06,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
164,1.47584313206932,0.31390136383051,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
165,3.24521840545511,0.3862091933561405,AZ,2023-11-08,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
166,1.57567061811373,0.363390500470761,AZ,2023-11-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
167,1.7420620005922,0.386650688014325,AZ,2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
168,1.58083363047955,0.356753503861147,AZ,2023-11-11,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
169,1.29496648332589,0.4062327362509815,CA,2023-10-01,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
170,2.77125854409982,0.3319660781158255,CA,2023-10-02,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
171,2.59522114705955,0.3468250442705945,CA,2023-10-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
172,3.84616994709787,0.3382906224193085,CA,2023-10-04,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0
173,5.6335560058995,0.441963354969423,CA,2023-10-05,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
174,2.47486275908849,0.41102458320333,CA,2023-10-06,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
175,1.62509858269626,0.232270626971632,CA,2023-10-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
176,0.69934151924630406,0.296047497744279,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
177,1.723775771822,0.3388478298291585,CA,2023-10-09,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
178,3.50398591770523,0.3902334954689855,CA,2023-10-10,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
179,3.17878623390407,0.378043622824324,CA,2023-10-11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
180,1.68578274291603,0.3324892088314395,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
181,2.58851733362738,0.388433371635569,CA,2023-10-13,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
182,1.50439526234971,0.366981023286639,CA,2023-10-14,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
183,2.04992173453162,0.4335715695029515,CA,2023-10-15,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
184,2.74333056769748,0.350842417545922,CA,2023-10-16,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
185,2.05972464907056,0.3528039867514655,CA,2023-10-17,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
186,5.20622139420904,0.412942792249039,CA,2023-10-18,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
187,2.08511992910203,0.382135726581431,CA,2023-10-19,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
