...1,es_score,brier_score,location,target_date,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X23I_50_CI,X24B_50_CI,other_50_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X23I_95_CI,X24B_95_CI,other_95_CI
46,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.00765878666511667,0.003355070328176105,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.00637388879522215,0.00316941289965105,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
52,0.0253280225667069,0.00317861422350622,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895700061879827,0.2961861810313855,AL,2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
61,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0451397839143539,0.0056055951239916,AL,2024-03-18,1,1,1,1,1,1,1,0,1,1,0,1
66,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0256979150184014,0.0104376267911309,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0455550290530756,0.01711300012787415,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00618188831012091,8.29819729208685e-4,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.33735263917906,0.96210964412368,AR,2024-02-29,1,0,1,0,1,1,1,0,1,0,1,1
90,0.00140988607267242,6.37623792507885e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0130726005333261,5.44243510466395e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00213041374111082,4.69973566674165e-4,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.0191303861395369,5.30168924431235e-4,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
111,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.85384090080764,0.212839708664652,AZ,2024-02-25,0,0,0,1,1,1,0,0,0,1,1,1
128,0.0321176549599336,7.12204501818185e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
129,0.881586593487596,0.0873977444181755,AZ,2024-02-27,1,1,0,1,1,1,1,0,0,1,1,1
130,0.0224679311724997,6.36180628874335e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
131,0.00880184982253426,6.04089556315685e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
132,9.7692458958485e-4,5.7545063207973e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
133,0.0103963649861363,5.49948073365905e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
134,0.00975533824358896,5.2730472038894e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
135,0.0254898973622492,5.0727787007796e-4,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
136,0.0221064169597375,4.8965561484852e-4,AZ,2024-03-05,1,1,1,1,1,1,1,0,1,1,0,1
137,0.00590942203752631,4.74253631082545e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
138,7.3549004954774e-4,4.60912367999345e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
139,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.00496296705251455,4.39883255265645e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
141,1.28230284327268,0.321500229218586,AZ,2024-03-10,1,0,0,1,1,1,1,0,0,1,1,1
142,0.0105986845978315,4.2570172539704e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
143,1.26002661477706,0.32239469819225,AZ,2024-03-12,1,0,1,1,0,1,1,0,1,1,0,1
144,0.0405494062964567,4.17770678208445e-4,AZ,2024-03-13,1,1,1,1,1,1,0,0,1,1,1,1
145,0.0125540530507725,4.16025807092625e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,7.5507690729793e-4,4.23353996388525e-4,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
150,0.0157950349672118,4.28768769957455e-4,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
151,1.52533922265905,0.0968441457590455,AZ,2024-03-20,1,0,0,1,0,1,1,0,0,1,0,1
152,0.0371082518152482,4.44052589508705e-4,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
153,0.0124062439977501,4.54006654272755e-4,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
154,0.00676801948640993,4.65575765987015e-4,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
155,0.00402393068474731,4.78828024743925e-4,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
156,0.00402340174630063,4.9384211102957e-4,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
157,0.00454004326700827,5.1070759670757e-4,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
158,0.00856011431582747,5.2952532977618e-4,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
159,0.0105926818302385,5.50407891400605e-4,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
160,1.15498449499639,0.3187848582141985,AZ,2024-03-29,1,0,1,1,0,1,1,0,1,1,0,1
161,2.47614066917249,0.3218666711783725,AZ,2024-03-30,1,0,0,1,1,1,1,0,0,1,1,1
162,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0.778771599756606,0.106301691784382,AZ,2024-04-01,1,1,1,1,0,1,1,0,1,1,0,1
164,1.08397194675524,0.1084459823267755,AZ,2024-04-02,1,1,1,1,1,0,1,0,1,1,1,0
165,0.0252762136902795,7.26995529517095e-4,AZ,2024-04-03,1,1,1,1,1,1,1,0,1,1,0,1
166,1.17644844937709,0.1944723429344915,AZ,2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
167,1.11856711228525,0.315700491170502,AZ,2024-04-05,1,0,1,1,0,1,1,0,1,1,0,1
168,0.0334810442441903,8.56453043843655e-4,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
169,0.559719584795071,0.001656151571545475,CA,2024-02-25,1,1,1,1,1,1,1,0,0,1,1,1
170,2.35996290098454,0.0762808862133135,CA,2024-02-26,1,0,1,1,1,0,0,0,0,1,0,0
171,5.02372060615241,0.1115700126846865,CA,2024-02-27,0,0,0,1,0,0,1,0,0,1,0,0
172,3.63602506348858,0.0751542308398195,CA,2024-02-28,1,0,0,1,1,0,0,0,0,1,1,0
173,0.0693707114265303,0.00191597646841734,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
174,0.125600623615263,0.00201429677844346,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
175,0.528422923143151,0.002127963208856215,CA,2024-03-02,1,1,1,1,1,1,1,0,0,1,0,1
176,0.800155971212104,0.0447031042301339,CA,2024-03-03,1,1,0,1,1,1,0,0,0,0,1,1
177,2.53959251241531,0.0875554317670035,CA,2024-03-04,0,0,0,1,1,0,0,0,0,1,1,0
178,3.47438184601513,0.1120461341788555,CA,2024-03-05,0,0,0,1,1,0,0,0,0,1,0,0
179,1.26015142214389,0.0580872705844245,CA,2024-03-06,1,1,1,1,1,0,1,0,0,1,0,0
180,3.19464751076032,0.112763501787715,CA,2024-03-07,1,0,0,1,0,1,1,0,0,1,0,1
181,0.984659934525763,0.0512100179198125,CA,2024-03-08,1,1,1,1,1,0,1,0,1,1,0,0
182,2.04300812035324,0.1366361561309515,CA,2024-03-09,1,0,1,0,1,1,1,0,1,0,1,1
183,1.3293005787318,0.1071556152537435,CA,2024-03-10,1,0,1,1,0,1,1,0,1,1,0,1
184,1.48554491437027,0.1842899172894995,CA,2024-03-11,1,0,1,1,1,0,1,0,1,1,0,0
185,1.55115692854442,0.1027449996036765,CA,2024-03-12,1,0,0,1,1,1,1,0,0,1,0,1
186,2.30459307693672,0.10332776084471,CA,2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
187,1.80867432940379,0.1107204747954945,CA,2024-03-14,1,0,0,1,1,1,1,0,0,1,0,1
188,1.12117870570882,0.0383426909209067,CA,2024-03-15,1,1,0,1,1,1,1,1,0,1,0,1
189,1.20600173777558,0.1408267688720735,CA,2024-03-16,1,0,0,1,1,1,1,0,0,1,0,1
190,1.94300820704222,0.1540558433869315,CA,2024-03-17,1,0,1,1,0,1,1,0,1,1,0,1
191,2.24065964812362,0.120447422571325,CA,2024-03-18,1,1,0,1,1,0,1,0,0,1,1,0
192,0.353987037122883,0.0084428825580961,CA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
193,0.951220746957367,0.0778726909857405,CA,2024-03-20,1,1,0,1,1,1,1,0,0,1,1,1
194,1.19084234004019,0.150706847322433,CA,2024-03-21,1,1,0,1,1,1,1,0,0,1,0,1
195,1.65210520527747,0.171272100486282,CA,2024-03-22,1,0,0,1,1,0,1,0,0,1,0,0
196,0.942689341827925,0.12205980093239,CA,2024-03-23,1,1,0,1,1,1,1,0,0,1,1,1
197,0.414584984806071,0.01344242054396335,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
198,1.95646773387687,0.1726293507348585,CA,2024-03-25,1,1,0,1,1,1,1,0,0,1,1,1
199,0.42642611747561,0.0735507916491005,CA,2024-03-26,1,1,1,1,1,1,1,0,0,1,0,1
200,0.991677995696834,0.1606011570927385,CA,2024-03-27,1,1,0,1,1,1,1,0,0,1,1,1
201,1.01328282530283,0.141710823320601,CA,2024-03-28,1,1,1,0,1,1,1,0,1,0,1,1
202,0.260187057445848,0.02124775813570345,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
203,0.259693089079629,0.0232411114253898,CA,2024-03-30,1,1,1,1,1,1,1,0,0,1,1,1
204,0.871232420985886,0.366103472586069,CA,2024-03-31,1,0,1,1,0,1,1,0,1,1,0,1
205,0.393514601769444,0.1111184951167335,CA,2024-04-01,1,1,1,1,1,1,1,0,1,1,0,1
206,0.442599362447409,0.03025869179629055,CA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
207,0.257242205065135,0.03297671646292385,CA,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
208,1.24557162479475,0.2740157724882695,CA,2024-04-04,1,0,1,1,1,0,1,0,1,1,0,0
209,1.05820845500894,0.1946141929218945,CA,2024-04-05,1,1,0,1,1,1,1,0,0,1,0,1
210,0.213588069030997,0.04240400507499045,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00489012104474287,3.86817382079585e-4,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
213,9.4773522166045e-4,3.67190101832205e-4,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
214,9.1512345684323e-4,3.5023301903927e-4,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
215,0.00390774814207839,3.3573700166327e-4,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0030575055101299,2.9915876420234e-4,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.0010716910405776,2.91944251460565e-4,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.00305315215108676,3.11629403910595e-4,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
228,0.0010962983564737,3.20882488546885e-4,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.001059656082903,3.4501736880755e-4,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00197147027853677,3.9683491550612e-4,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.34672064437644,0.97226871091113,CO,2024-03-25,1,0,1,0,1,1,1,0,1,0,1,1
241,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,0.00374711439741235,7.6367087149525e-4,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.0174946978910457,0.001127989581167685,CO,2024-04-02,1,1,1,1,1,1,1,0,1,1,0,1
249,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1.12190479707831,0.464989905034783,CO,2024-04-04,1,0,1,1,0,1,1,0,1,1,0,1
251,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.00784509516797199,0.001562820841001185,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
253,0.00140032895831232,1.69827325856365e-4,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
