...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
28,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.734433940931625,0.501878254105325,AK,2024-07-02,1,1,1,1,0,1,1,1,1,1,1,0,0,1
32,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.587148562283697,0.455642171531997,AL,2024-06-30,1,0,1,1,1,1,1,1,1,1,1,1,1,1
72,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.750014925612489,0.572577475282745,AL,2024-07-09,1,0,1,1,1,1,1,1,0,1,1,1,0,1
81,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.470833894955838,0.3172253461973665,AR,2024-06-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1
94,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.850560899552676,0.58235774394607,AR,2024-07-08,0,1,1,1,1,1,1,0,1,1,1,1,0,1
122,0.719034894615311,0.500681056919175,AR,2024-07-09,1,0,1,1,1,1,1,1,0,1,1,1,0,1
123,0.720777757267517,0.51657103898443,AR,2024-07-10,1,0,1,1,1,1,1,1,0,1,1,1,0,1
124,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.67373662393404,0.3248889848351955,AZ,2024-06-02,1,1,0,1,1,1,1,1,0,0,1,1,1,1
128,1.38197320496649,0.3552952359301645,AZ,2024-06-03,1,0,1,1,1,1,1,0,0,0,1,1,1,1
129,1.11628399364075,0.3595618109402225,AZ,2024-06-04,1,1,1,1,1,1,0,0,1,0,1,1,1,0
130,1.31675624230792,0.3600878184856025,AZ,2024-06-05,1,0,1,1,1,1,1,0,1,1,1,0,1,1
131,2.33415481555189,0.334195408011863,AZ,2024-06-06,0,1,0,1,1,1,1,0,0,0,1,1,1,1
132,0.863851420186328,0.27775332604229,AZ,2024-06-07,1,1,0,1,1,1,1,1,1,1,1,1,1,1
133,2.19227321844655,0.3827985799548405,AZ,2024-06-08,0,0,1,0,1,1,1,0,1,0,0,1,1,1
134,1.30275725270661,0.390263046617392,AZ,2024-06-09,0,1,1,1,1,0,1,0,0,0,1,0,0,1
135,4.60564866551389,0.351453665128362,AZ,2024-06-10,0,0,1,1,1,1,1,0,0,0,1,0,0,1
136,4.80620508287814,0.392821918565139,AZ,2024-06-11,0,1,0,1,0,1,1,0,0,0,1,0,1,1
137,5.99862097132325,0.3821184290192315,AZ,2024-06-12,0,1,0,1,1,0,1,0,0,0,1,0,0,1
138,2.4457121742096,0.384671967382637,AZ,2024-06-13,0,0,1,1,0,1,1,0,0,1,1,0,1,1
139,1.39383115459467,0.2663703290972535,AZ,2024-06-14,1,1,0,1,1,1,1,0,0,0,1,0,0,1
140,0.626019848294741,0.426806649773091,AZ,2024-06-15,0,1,1,1,1,1,1,0,0,1,1,1,1,1
141,3.10011114490279,0.3919697012558035,AZ,2024-06-16,0,1,0,1,1,1,1,0,0,0,1,0,1,1
142,2.84899582646176,0.3495441544132945,AZ,2024-06-17,1,1,1,1,1,1,1,0,0,0,1,0,0,1
143,3.92015451624055,0.374427053401916,AZ,2024-06-18,0,1,1,0,0,1,1,0,1,0,0,0,0,1
144,2.80954389244162,0.3666897408680165,AZ,2024-06-19,0,1,1,1,1,1,1,0,1,0,1,1,1,1
145,1.86903566098673,0.407953102890462,AZ,2024-06-20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
146,1.48588492203361,0.360050264690513,AZ,2024-06-21,0,1,1,1,1,1,1,0,0,1,1,1,0,1
147,0.575808330676052,0.3531095872061495,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,0.840398366597136,0.320157510754192,AZ,2024-06-23,1,1,1,1,1,1,1,1,1,0,1,1,0,1
149,1.6342140649688,0.391278333132403,AZ,2024-06-24,0,1,1,1,1,1,1,0,0,0,1,1,0,1
150,3.82813570890142,0.371962706255689,AZ,2024-06-25,0,1,1,1,1,1,1,0,1,0,1,0,0,1
151,3.32501780978888,0.4939820834330765,AZ,2024-06-26,0,0,0,1,1,1,1,0,0,0,1,0,0,1
152,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.667782870437031,0.398402245959674,AZ,2024-06-28,0,1,1,1,1,1,1,0,0,1,1,1,1,1
154,1.66401380004093,0.558457917489255,AZ,2024-06-29,0,1,1,1,1,1,1,0,1,1,1,1,0,1
155,6.06558525203771,0.496875803598447,AZ,2024-06-30,0,1,0,0,0,1,1,0,0,0,0,0,0,1
156,11.999369833472,0.464190496213845,AZ,2024-07-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0
157,4.48466256256012,0.4641858011055265,AZ,2024-07-02,0,1,1,1,1,0,1,0,0,0,1,0,0,1
158,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0.71351352631613,0.349147403107618,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1,1,1
160,0.787991238502134,0.395263104348395,AZ,2024-07-05,0,1,1,1,1,1,1,0,1,0,1,1,0,1
161,1.34802123710368,0.306837819284147,AZ,2024-07-06,0,1,1,1,1,1,1,1,0,0,1,1,0,1
162,2.04610775569614,0.564720422869415,AZ,2024-07-07,0,1,1,1,0,1,1,0,0,1,1,1,0,1
163,15.7394961430869,0.529617354239395,AZ,2024-07-08,0,1,0,1,0,1,1,0,0,0,1,0,0,1
164,12.3511945373969,0.56679143303224,AZ,2024-07-09,0,0,1,1,1,0,1,0,0,0,1,0,0,1
165,7.33827048998562,0.555465867699395,AZ,2024-07-10,0,0,1,1,1,0,1,0,0,0,1,0,0,1
166,1.4978102416288,0.533989098214635,AZ,2024-07-11,0,1,1,1,0,1,1,0,0,1,1,0,0,1
167,1.11533647330524,0.51017158076702,AZ,2024-07-12,0,1,1,1,1,1,1,0,0,0,1,1,0,1
168,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,5.31972363425929,0.3999268297006335,CA,2024-06-02,0,1,1,1,0,0,0,1,0,0,0,0,0,0
170,6.38847514223566,0.3907135849953055,CA,2024-06-03,1,0,1,1,0,1,0,0,0,0,0,0,1,0
171,8.51989282545253,0.399231243316301,CA,2024-06-04,1,0,1,1,0,1,0,0,0,0,1,1,0,0
172,15.5925873919897,0.394714878856178,CA,2024-06-05,0,0,1,1,0,1,0,0,0,0,0,0,1,0
173,10.9495408314181,0.3704278114929465,CA,2024-06-06,0,0,1,1,0,1,1,0,0,0,0,0,0,1
174,3.95662716271124,0.339311900282586,CA,2024-06-07,1,1,1,1,1,1,1,0,0,0,1,0,0,1
175,6.02059057713089,0.418829434603079,CA,2024-06-08,0,0,1,1,1,0,1,0,0,0,0,0,0,1
176,7.85889264919553,0.402824291720904,CA,2024-06-09,0,0,1,1,0,1,1,0,0,0,1,0,0,1
177,8.34162865956322,0.3784361028681995,CA,2024-06-10,0,0,1,1,1,1,0,0,0,0,0,0,1,0
178,13.7122732063343,0.407547524789775,CA,2024-06-11,0,0,1,1,0,1,1,0,0,0,0,0,0,1
179,12.2549843843095,0.410879325341762,CA,2024-06-12,0,0,0,1,0,1,1,0,1,0,1,0,0,1
180,12.0354782025657,0.408072934720218,CA,2024-06-13,0,0,1,0,1,1,0,0,0,0,0,1,1,0
181,8.18591474408237,0.4451677902623755,CA,2024-06-14,0,0,1,1,0,1,0,0,0,0,1,0,0,0
182,4.23457492058601,0.4182538498530505,CA,2024-06-15,0,0,1,1,0,1,0,0,0,0,1,0,0,0
183,5.86176923428096,0.3884667633630975,CA,2024-06-16,0,0,1,1,1,1,1,0,1,0,0,0,0,1
184,8.49567194856207,0.4214668593563595,CA,2024-06-17,0,0,1,1,0,1,0,0,0,0,0,0,0,0
185,9.98688122415285,0.3886153117132065,CA,2024-06-18,0,0,1,0,1,0,1,1,0,0,0,0,1,1
186,17.5136611940253,0.4172225215347745,CA,2024-06-19,0,0,0,1,0,1,1,0,0,0,0,0,0,1
187,6.79702009703404,0.392050929203189,CA,2024-06-20,0,1,1,1,1,1,0,0,0,0,0,0,0,0
188,10.4309920873385,0.3994670979163495,CA,2024-06-21,0,1,1,1,1,0,1,0,0,1,0,1,0,1
189,3.99880084741749,0.392518848054754,CA,2024-06-22,0,0,0,1,0,0,1,0,1,1,1,0,0,1
190,5.51299372969311,0.3997020534211,CA,2024-06-23,0,1,1,1,0,1,1,0,0,0,1,1,0,1
191,8.5859133904858,0.42040563609238,CA,2024-06-24,0,0,1,1,0,1,1,1,0,0,1,0,1,1
192,14.3878561829904,0.428446289096063,CA,2024-06-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,27.077889072438,0.4172957498566355,CA,2024-06-26,0,1,1,1,0,0,0,0,1,0,1,0,0,0
194,35.271742675486,0.4412575100771005,CA,2024-06-27,0,1,1,1,0,0,0,0,0,0,0,0,0,0
195,30.4549303677533,0.44833018693614,CA,2024-06-28,0,1,1,0,0,0,0,0,0,0,0,0,0,0
196,22.8682800693225,0.46650073235072,CA,2024-06-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0
197,21.2106350752184,0.471758526789117,CA,2024-06-30,0,1,1,1,0,0,1,0,0,0,0,1,0,1
198,35.9633327216637,0.480238916659089,CA,2024-07-01,0,1,1,1,1,0,1,0,0,0,0,0,0,1
199,23.1806310756768,0.485190403804918,CA,2024-07-02,0,1,0,0,0,0,0,0,0,0,0,1,0,0
200,25.3579480432509,0.497945588359002,CA,2024-07-03,0,1,1,1,0,0,0,0,0,0,0,0,0,0
201,8.64854736194639,0.515580078170505,CA,2024-07-04,0,1,0,1,0,0,1,0,0,0,1,0,0,1
202,20.2862005026828,0.577090265517165,CA,2024-07-05,0,1,1,1,0,0,0,0,0,0,1,0,0,0
203,19.854003888257,0.585831481262865,CA,2024-07-06,0,1,1,1,0,0,0,0,0,0,1,0,0,0
204,26.0976766365307,0.59979935778498,CA,2024-07-07,0,1,1,1,0,0,0,0,0,0,1,0,0,0
205,28.0949662314525,0.588629809756255,CA,2024-07-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0
206,38.7534098425452,0.62609221847932,CA,2024-07-09,0,0,1,0,0,0,1,0,0,0,0,0,0,1
207,29.7945534789021,0.555703305519535,CA,2024-07-10,0,0,1,0,0,0,1,0,0,0,0,0,0,1
208,29.8372058657574,0.61162430373487,CA,2024-07-11,0,1,1,0,0,0,1,0,0,0,0,0,0,1
209,61.6261550865678,0.645927318891185,CA,2024-07-12,0,0,1,1,0,0,0,0,0,0,1,0,0,0
210,18.2718619369918,0.61718473222801,CA,2024-07-13,0,0,1,0,0,0,1,0,0,0,0,1,0,1
211,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.389936028398094,0.310637640805765,CO,2024-06-04,1,1,1,1,1,1,1,0,0,1,1,1,1,1
214,0.87297294445149,0.306158990817404,CO,2024-06-05,1,0,1,1,1,1,1,1,1,1,1,1,1,1
215,0.554278434790318,0.3082754872467475,CO,2024-06-06,0,1,1,1,1,1,1,0,1,0,1,1,1,1
216,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.44602494735835,0.3615027758174435,CO,2024-06-10,1,1,0,1,1,1,1,0,0,0,1,1,1,1
220,0.508983168457759,0.3790442148906855,CO,2024-06-11,1,1,1,1,1,1,1,0,1,0,1,1,1,1
221,0.343711241890701,0.2871907605081685,CO,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.639480771443981,0.3792281484614965,CO,2024-06-13,0,1,1,1,1,1,1,0,1,0,1,1,1,1
223,0.642290686515764,0.3892023802942675,CO,2024-06-14,0,1,1,1,1,1,1,0,0,1,1,1,1,1
224,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.376193464737884,0.289750896007596,CO,2024-06-17,1,1,1,1,1,1,1,1,0,0,1,1,1,1
227,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.682869197139631,0.4386078585224705,CO,2024-06-19,0,1,1,1,1,1,1,0,0,1,1,1,1,1
229,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.740633131937237,0.55113477409294,CO,2024-06-21,1,1,1,1,0,1,1,1,0,1,1,0,1,1
231,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.63550933859069,0.3394333868359195,CO,2024-06-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1
