...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
85,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.294509496926637,0.04304144801645945,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
88,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.0608475708111442,0.0499216579124383,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.909826658510797,0.604555773962385,AR,2023-05-29,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.889227761161332,0.59586823165488,AR,2023-05-30,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
95,0.0749405766478388,0.0636614316258825,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.101502180199691,0.0883329433828535,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.119955347868769,0.092422330905489,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.115890728386655,0.096659364154322,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
105,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.388719517222754,0.1102709770057445,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.697650090533178,0.4687300523756995,AR,2023-06-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
109,0.701951520078824,0.4595863482657225,AR,2023-06-14,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
110,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.668953307328731,0.441428730732821,AR,2023-06-16,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.187686772965026,0.147360438277475,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.213435854263251,0.1655021134440405,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
118,0.221654061405746,0.1718350476812125,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
119,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.79820865272249,0.1916451030580035,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
122,0.550783842350025,0.347840068474727,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.11937472726831,0.1955785438551265,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
128,1.31220256227932,0.2023411832392065,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
129,1.15011392521055,0.1686783937128775,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
130,1.22883000885101,0.2772578395014585,AZ,2023-05-24,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
131,0.505508584471991,0.0564852902818855,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
132,0.921554983515625,0.2817470545044355,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
133,0.51737045605621,0.0621145098013245,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
134,2.0444011604659,0.299068634651674,AZ,2023-05-28,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
135,1.44690901163902,0.296617515667861,AZ,2023-05-29,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
136,1.61207845440393,0.3591898141421445,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
137,1.72630452718573,0.2207209483974305,AZ,2023-05-31,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0
138,2.1642975692354,0.4483813287124415,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
139,0.775981809154767,0.2848301682269915,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
140,0.828763308467259,0.220587898452304,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
141,0.875525820605954,0.194108955180738,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
142,0.675716858743931,0.23083246824953,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
143,1.23070024892992,0.3871520986904205,AZ,2023-06-06,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1
144,1.09553711839437,0.280346131998127,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
145,1.57895076837301,0.365387838189364,AZ,2023-06-08,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
146,1.20657355955916,0.3945542417208445,AZ,2023-06-09,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
147,1.00375869606725,0.4397400832809105,AZ,2023-06-10,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
148,1.062216609177,0.2235943722369885,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
149,1.33133418789999,0.353386213178691,AZ,2023-06-12,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
150,2.46029472030082,0.4586289892531,AZ,2023-06-13,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
151,2.36569888722924,0.2954951390119715,AZ,2023-06-14,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
152,1.35629841478869,0.648087753818905,AZ,2023-06-15,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0
153,1.02589794089005,0.2476600126313685,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
154,0.557222894987074,0.331766568897481,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
155,6.8935130602109,0.460386645821995,AZ,2023-06-18,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
156,4.30017043672772,0.4132557878896085,AZ,2023-06-19,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
157,3.55545986686831,0.467995403257064,AZ,2023-06-20,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
158,1.81342482745404,0.3653125958476745,AZ,2023-06-21,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
159,2.09153465568521,0.4131877087424005,AZ,2023-06-22,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
160,0.292025526257548,0.195889199360426,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
161,1.31276742559904,0.423366029742902,AZ,2023-06-24,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
162,1.40774853536102,0.3717055328708905,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
163,2.38915649818588,0.367172825957511,AZ,2023-06-26,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
164,4.24603085278197,0.350932432546939,AZ,2023-06-27,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
165,1.80934850262197,0.342565628363788,AZ,2023-06-28,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
166,2.50669869043501,0.377245144180621,AZ,2023-06-29,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
167,1.18824073418708,0.3771629096544335,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
168,1.17548638020483,0.2910507605092175,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
169,1.06805547352407,0.44790449256134,CA,2023-05-21,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
170,1.62693012444708,0.2896616759594215,CA,2023-05-22,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
171,1.27764339563939,0.2809228920806815,CA,2023-05-23,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
172,1.45110581677715,0.2796163108953955,CA,2023-05-24,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0
173,2.14837922500011,0.2767007867086055,CA,2023-05-25,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
174,1.8596423836624,0.3289958847305255,CA,2023-05-26,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
175,1.06509435304045,0.3134595860089175,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
176,1.62634081019038,0.4145777085685615,CA,2023-05-28,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
177,1.8434671342059,0.472858074424148,CA,2023-05-29,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
178,2.02634603169285,0.290621553935905,CA,2023-05-30,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
179,1.93079144802976,0.3220165046146655,CA,2023-05-31,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0
180,2.03723800815571,0.321876384052217,CA,2023-06-01,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
181,1.37528071259346,0.3699723965782335,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
182,1.44989309713585,0.3100495576331275,CA,2023-06-03,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
183,2.26261892471431,0.4282222641578525,CA,2023-06-04,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
184,1.60301694281604,0.2988933009485065,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
185,1.9891423383046,0.404029996025155,CA,2023-06-06,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
186,2.13152628588878,0.4006989746096285,CA,2023-06-07,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
187,1.03167486913521,0.3554248969577395,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
188,3.57965666526791,0.4705519781649905,CA,2023-06-09,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
189,1.25727676858277,0.588718195081805,CA,2023-06-10,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1
190,0.819894193482348,0.344081872364142,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
191,1.61683079549766,0.374841844547018,CA,2023-06-12,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
192,1.88392808765401,0.330106504512109,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
193,2.8262158158977,0.3947819611373895,CA,2023-06-14,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
194,1.59233004958512,0.3602391413195095,CA,2023-06-15,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
195,1.88079219368741,0.401994044672519,CA,2023-06-16,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
196,1.39203188740776,0.4836025603218105,CA,2023-06-17,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
197,0.594075352044453,0.404758431890192,CA,2023-06-18,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
198,2.36044670158213,0.3808212905771075,CA,2023-06-19,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0
199,2.60671200394087,0.392037520621169,CA,2023-06-20,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
