...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
43,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.49892952860543,0.390300084580453,AL,2024-05-06,1,1,0,1,1,1,0,1,0,1,1,1
52,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.166250774335556,0.0839960329168055,AR,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.422149726363329,0.0614389849164245,AZ,2024-04-28,1,1,1,1,1,1,0,1,0,1,1,1
128,0.671529163576025,0.288320750351474,AZ,2024-04-29,1,1,1,1,1,1,0,0,0,1,1,1
129,1.09560640884782,0.293847878456795,AZ,2024-04-30,1,1,0,1,1,1,0,1,0,1,1,1
130,0.292052087317893,0.0801618956718905,AZ,2024-05-01,1,1,1,1,1,1,0,1,0,1,1,1
131,0.313501549518232,0.0873739448191965,AZ,2024-05-02,1,1,1,1,1,1,0,1,0,1,1,1
132,0.622892468136195,0.0951016211639845,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
133,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1.39759675970879,0.121509033072745,AZ,2024-05-06,0,1,1,1,1,1,0,0,1,1,0,1
136,1.09727059558046,0.1314132847087945,AZ,2024-05-07,0,1,1,1,1,1,0,0,1,1,1,1
137,2.0301760115502,0.1806129716383985,AZ,2024-05-08,0,1,0,1,1,1,0,0,0,1,1,1
138,0.597669790681683,0.2619786641387315,AZ,2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1
139,1.71586717407807,0.3660144090099515,AZ,2024-05-10,1,0,1,1,1,1,0,0,1,1,1,1
140,0.966505301557726,0.450225356137977,AZ,2024-05-11,0,1,1,1,1,1,0,0,0,1,1,1
141,0.225757472768364,0.1890922724943585,AZ,2024-05-12,1,1,1,1,1,1,0,0,1,1,1,1
142,1.2404240078508,0.423270339092782,AZ,2024-05-13,1,1,1,0,0,1,1,0,1,0,0,1
143,0.495145816178705,0.2738716498551615,AZ,2024-05-14,1,1,1,1,1,1,0,1,0,1,1,1
144,0.508267356198177,0.2779204746630535,AZ,2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1
145,0.529551518742656,0.359173933474565,AZ,2024-05-16,1,1,1,1,1,1,0,1,0,1,1,1
146,0.669544971830397,0.419745039900298,AZ,2024-05-17,1,0,1,1,1,1,1,1,1,1,1,1
147,0.335364553412459,0.273546706147194,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
148,0.343392888240402,0.288739078839936,AZ,2024-05-19,1,1,1,1,1,1,0,1,1,1,0,1
149,0.474098352334876,0.3022574889133355,AZ,2024-05-20,1,1,1,1,1,1,0,1,0,1,1,1
150,0.893643529625902,0.319646150106159,AZ,2024-05-21,0,1,1,1,1,1,1,1,1,1,1,1
151,0.383843419467129,0.3060308012993795,AZ,2024-05-22,1,1,1,1,1,1,0,1,1,1,0,1
152,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.452174888419762,0.366516502715167,AZ,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1
154,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.05671484101252,0.3674699740229405,AZ,2024-05-26,1,1,1,1,1,1,0,1,1,1,0,1
156,1.99853504739375,0.52794630067486,AZ,2024-05-27,1,1,0,0,1,1,1,0,1,0,0,1
157,1.21347351269906,0.320520005827312,AZ,2024-05-28,1,1,1,1,1,1,0,0,0,1,1,1
158,0.97824354220308,0.42984339988763,AZ,2024-05-29,1,1,1,1,1,0,0,0,0,1,1,0
159,0.641945971898622,0.413296803046089,AZ,2024-05-30,1,0,1,1,1,1,0,0,1,1,1,1
160,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.815397159910344,0.4524225779934055,AZ,2024-06-01,1,1,1,1,1,1,0,0,0,1,0,1
162,1.12491486821521,0.1740002823081985,AZ,2024-06-02,1,1,0,1,1,1,0,0,0,1,1,1
163,1.32955536480799,0.32798050871894,AZ,2024-06-03,1,0,1,1,1,1,0,1,0,0,1,1
164,1.41310072810533,0.393430263734873,AZ,2024-06-04,0,1,1,1,1,1,0,0,0,0,0,1
165,1.97575698861959,0.422578018089595,AZ,2024-06-05,1,0,0,1,1,1,0,0,1,1,0,1
166,3.77141829416639,0.446976501552074,AZ,2024-06-06,0,1,0,1,1,1,0,0,0,1,0,1
167,0.620041710997702,0.145008866590511,AZ,2024-06-07,1,1,1,1,1,1,1,0,0,1,1,1
168,2.96241982182145,0.518567794407285,AZ,2024-06-08,0,1,0,1,1,0,0,0,0,0,0,0
169,4.52712510000639,0.4772757634917265,CA,2024-04-28,0,1,0,0,1,1,1,0,0,0,1,1
170,1.39285292860647,0.2348727752321575,CA,2024-04-29,1,1,1,1,1,0,0,1,0,0,1,0
171,2.32298860241594,0.319573968466683,CA,2024-04-30,1,1,1,1,0,0,1,0,0,1,0,0
172,1.50232481614637,0.321123830730087,CA,2024-05-01,1,1,1,0,1,1,1,0,1,0,1,1
173,1.73996942112161,0.2817641837579315,CA,2024-05-02,1,1,1,1,0,1,1,0,1,0,0,1
174,4.3094554103666,0.253474486618421,CA,2024-05-03,0,0,1,0,1,1,1,0,0,0,1,1
175,1.83388291220282,0.2376453224485405,CA,2024-05-04,0,0,1,1,1,1,0,0,0,0,1,1
176,2.33277841760135,0.2023219281842285,CA,2024-05-05,0,0,1,1,1,1,0,0,0,0,1,1
177,4.66304528744997,0.2706428496258165,CA,2024-05-06,0,0,1,0,1,1,0,0,0,0,1,1
178,6.30475008055954,0.403006957893106,CA,2024-05-07,0,0,0,1,0,1,0,0,0,1,0,1
179,3.47815954010896,0.2977646761942455,CA,2024-05-08,0,0,1,0,1,1,0,0,0,0,0,1
180,3.95477005191723,0.320256932731758,CA,2024-05-09,0,0,1,1,0,1,0,0,0,0,0,1
181,2.24587598751382,0.3326399776522175,CA,2024-05-10,1,1,0,1,0,0,0,0,1,0,0,0
182,3.6640126387146,0.3856653455269995,CA,2024-05-11,1,0,0,1,1,0,0,0,0,0,0,0
183,3.55458414598404,0.357509048238638,CA,2024-05-12,1,1,0,1,1,1,1,0,0,0,0,1
184,3.39580961886456,0.4127635513613895,CA,2024-05-13,1,0,1,1,0,0,0,0,0,0,0,0
185,9.24345079130318,0.405636230824043,CA,2024-05-14,1,0,0,1,1,0,0,0,0,0,1,0
186,3.09469500204894,0.343811080128518,CA,2024-05-15,1,1,1,1,1,0,0,0,0,0,1,0
187,5.94476396131301,0.331691875838507,CA,2024-05-16,0,0,1,1,1,1,0,0,0,0,0,1
188,5.91934114609982,0.345043699152758,CA,2024-05-17,0,0,1,1,1,0,0,1,0,0,0,0
189,4.82584693310594,0.3536338022985625,CA,2024-05-18,0,0,1,1,1,1,0,0,0,0,1,1
190,5.4331303658991,0.400707265694256,CA,2024-05-19,1,0,0,1,0,1,0,0,0,0,0,1
191,7.39652943635062,0.3220584517336105,CA,2024-05-20,0,1,0,0,1,1,0,0,0,1,0,1
192,11.8109922419219,0.3862603780248475,CA,2024-05-21,0,0,1,0,1,0,0,0,0,0,0,0
193,12.3099707387635,0.3810795926903565,CA,2024-05-22,0,0,1,0,1,0,0,0,0,0,0,0
194,5.93119628105265,0.3456260348103315,CA,2024-05-23,0,1,1,0,1,1,0,0,0,0,0,1
195,8.62631239857023,0.409903943284826,CA,2024-05-24,0,0,1,1,1,0,0,0,0,0,0,0
196,3.71536599525409,0.362806739218416,CA,2024-05-25,0,1,1,0,1,0,0,0,0,0,0,0
197,9.96059074364238,0.427145202054143,CA,2024-05-26,0,0,1,1,0,0,0,0,0,0,0,0
198,8.80440434203077,0.3964950200128945,CA,2024-05-27,0,0,1,0,1,0,0,0,0,0,0,0
199,9.77784906591706,0.3929199290413285,CA,2024-05-28,0,1,1,1,1,0,0,0,0,0,0,0
200,6.38351994475011,0.3830138695602245,CA,2024-05-29,0,1,1,0,1,1,0,0,0,0,0,1
201,7.25748195558667,0.393800770973172,CA,2024-05-30,1,1,1,0,1,0,0,0,0,0,1,0
202,23.8499903176065,0.4358395161485605,CA,2024-05-31,0,0,1,0,1,0,0,0,0,0,0,0
203,2.62229913593393,0.363228678484791,CA,2024-06-01,1,1,0,1,1,1,0,0,0,0,0,1
204,6.1884870208021,0.401528781491158,CA,2024-06-02,0,1,1,1,1,0,1,0,0,0,0,0
205,12.2022182221755,0.4194071960303195,CA,2024-06-03,0,0,1,0,1,0,0,0,0,0,0,0
206,13.4354805521004,0.4139982975380445,CA,2024-06-04,0,0,1,0,1,0,0,0,0,0,0,0
207,24.9721240504927,0.438599417987915,CA,2024-06-05,0,0,1,0,1,0,0,0,0,0,0,0
208,24.8631298438731,0.428695985090012,CA,2024-06-06,0,0,1,0,1,0,0,0,0,0,0,0
209,10.484462124474,0.385688103466865,CA,2024-06-07,0,1,1,0,1,1,0,0,0,0,0,1
210,9.86893436390618,0.4739760481216185,CA,2024-06-08,0,0,1,0,1,0,0,0,0,0,0,0
211,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.176285270097454,0.1867345714291615,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.544274372885469,0.283040429582172,CO,2024-05-06,1,1,1,1,1,1,0,0,1,1,1,1
220,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.327689559841398,0.331624076808651,CO,2024-05-10,1,1,1,1,1,1,0,0,1,1,1,1
224,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.364978524813725,0.3712558096835395,CO,2024-05-13,1,1,1,1,1,1,0,1,0,1,1,1
227,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.409484165053503,0.3964688001930165,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.782310882379427,0.53229603152432,CO,2024-05-20,1,1,1,1,0,1,1,1,0,1,0,1
234,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.682498890926853,0.423369081688029,CO,2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1
236,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.518572696112397,0.49140032130149103,CO,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.608008947735522,0.529331158253395,CO,2024-05-29,0,1,1,1,1,1,0,1,1,0,1,1
243,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.403387872313857,0.2859995083477815,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1
249,0.950934674536045,0.2908425971094755,CO,2024-06-05,1,0,1,1,1,1,1,1,1,1,1,1
250,0.685840502266084,0.571004934501675,CO,2024-06-06,0,1,1,1,1,1,0,1,1,1,0,1
251,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.746450951915679,0.52666220172746,CT,2024-05-01,1,0,1,1,1,1,0,0,1,1,1,1
