...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
19,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.792146610545807,0.58178562377581,AK,2023-08-18,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
28,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.412919091942006,0.2818728391088205,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
33,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.400960403040404,0.279397065381323,AK,2023-08-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
39,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.662414917447545,0.4926611422263035,AL,2023-07-23,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
44,0.471300260380764,0.294173984346448,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
45,0.815690922031481,0.4034125745349125,AL,2023-07-25,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
46,0.868936602232203,0.458004299345702,AL,2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.816950574997686,0.4474811322535615,AL,2023-07-31,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
52,1.02620607024694,0.4708561377380685,AL,2023-08-01,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
53,0.772849929379055,0.3885918353690345,AL,2023-08-02,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
54,0.580696778787206,0.44725714611457,AL,2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
55,0.71147070496240306,0.514643662105825,AL,2023-08-04,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
56,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.719829923328137,0.51652868572981,AL,2023-08-08,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
60,0.644200115462142,0.47286996584875,AL,2023-08-09,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
61,0.651962563994438,0.476913899047115,AL,2023-08-10,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
62,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.47285080411406,0.281177325356168,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.765977888333467,0.4286248781936745,AL,2023-08-16,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
68,0.796669008650707,0.393374141395208,AL,2023-08-17,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
69,0.950025333703671,0.318185503578999,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
70,1.08817650043887,0.285155723206055,AL,2023-08-19,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
71,1.1372663592726,0.3473428931535855,AL,2023-08-20,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.469943279983526,0.288850422876859,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
74,0.756375813670424,0.418976932508125,AL,2023-08-23,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
75,1.59979665964705,0.4857463855731745,AL,2023-08-24,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
76,0.734488952110702,0.416256353383064,AL,2023-08-25,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
77,0.716097445965161,0.4826272253100535,AL,2023-08-26,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
78,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.963408988869463,0.355702252641939,AL,2023-08-28,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
80,0.64392572965219,0.46507442806113253,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
81,1.03337919064519,0.47082361176858,AL,2023-08-30,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
82,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.456471310536597,0.312458972751447,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,0.526718057163017,0.310726107444649,AL,2023-09-02,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
85,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.684951720573246,0.3724343701347985,AR,2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
89,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.947627539851085,0.3687640076431445,AR,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
91,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.377046461909186,0.2666373371369865,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,1.46349038963444,0.4270181624992705,AR,2023-08-01,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
95,1.08301797227276,0.336520351960635,AR,2023-08-02,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
96,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.677889143183846,0.478018802403058,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.598090686270043,0.4091297942684005,AR,2023-08-07,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
101,1.54329423356608,0.3491457148982585,AR,2023-08-08,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
102,1.35000861843823,0.4222597868358625,AR,2023-08-09,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
103,0.646784293678851,0.4609413517395165,AR,2023-08-10,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
104,0.627981958914427,0.3630978257135205,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
105,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.663485676614212,0.3718163117548665,AR,2023-08-14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.503514005297727,0.314518255544527,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
109,1.53045856205335,0.46540708443004303,AR,2023-08-16,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
110,1.29855940267227,0.3227609491891575,AR,2023-08-17,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
111,1.43923942405776,0.446998174380552,AR,2023-08-18,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1
112,0.708551357921484,0.51870507201972,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
113,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.18668039635584,0.3884415266425205,AR,2023-08-21,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1
115,0.515900638625712,0.328082951392927,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
116,1.88384483490557,0.3481179903364425,AR,2023-08-23,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
117,2.20107292791626,0.4960433984542085,AR,2023-08-24,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
118,0.377531254265637,0.2797380900348295,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.38961478989707,0.2850337760660465,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
121,1.88062069536303,0.3599560404360275,AR,2023-08-28,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
122,2.34285640050999,0.350520586469643,AR,2023-08-29,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
123,1.76128093012356,0.4462921387355885,AR,2023-08-30,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
124,1.06486282867951,0.536061094005385,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
125,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.697839615064967,0.374739184628988,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
128,2.98258850999239,0.396657304904036,AZ,2023-07-24,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
129,3.30009271125829,0.42339703077084,AZ,2023-07-25,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
130,1.75675345076546,0.4175135766893565,AZ,2023-07-26,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
131,1.53952916671215,0.445377853834929,AZ,2023-07-27,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
132,1.04244295898299,0.386542794170142,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
133,0.698445860311402,0.38686643422606,AZ,2023-07-29,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
134,5.47405339068782,0.3869422034405305,AZ,2023-07-30,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
135,1.70329305165569,0.407092881180543,AZ,2023-07-31,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
136,2.03874705658815,0.390109159596094,AZ,2023-08-01,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
137,2.05593542945229,0.3814033153795285,AZ,2023-08-02,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
138,2.32846421073135,0.3875243849801635,AZ,2023-08-03,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
139,0.670693884220653,0.3940571412116085,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
140,2.01379717065876,0.3936227849723035,AZ,2023-08-05,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
141,0.971592944349959,0.387402190475084,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
142,3.27791343626363,0.3925840877133335,AZ,2023-08-07,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
143,4.89074859129544,0.405530307460326,AZ,2023-08-08,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
144,2.50992172200448,0.421037264053962,AZ,2023-08-09,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
145,1.01509085876895,0.4514474682765035,AZ,2023-08-10,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
146,0.897570477709447,0.4460569408218135,AZ,2023-08-11,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
147,0.438962046869075,0.2991357823381465,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,2.24563991281319,0.392930507378037,AZ,2023-08-13,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
149,9.07147551768174,0.454424953911168,AZ,2023-08-14,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
150,2.37946656088108,0.368394714280938,AZ,2023-08-15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
151,3.24715287136285,0.3808746624457405,AZ,2023-08-16,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
152,2.1914294361765,0.4832527458739165,AZ,2023-08-17,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
153,1.81414140809577,0.4399948948230675,AZ,2023-08-18,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
154,1.21543487426018,0.41098694232018,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
155,2.42904500841835,0.4145290058910205,AZ,2023-08-20,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
156,2.60492537459186,0.3685243359449195,AZ,2023-08-21,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
157,2.53992541530545,0.330427531997286,AZ,2023-08-22,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
158,2.46303882691998,0.3038772131862055,AZ,2023-08-23,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
159,2.90410550592864,0.445543905611036,AZ,2023-08-24,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1
160,1.00357150279126,0.4469769589632215,AZ,2023-08-25,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
161,1.63869763251465,0.4331226688766365,AZ,2023-08-26,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0
162,4.25255600906601,0.435440219760845,AZ,2023-08-27,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
163,4.57466974332781,0.3716234441418955,AZ,2023-08-28,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
164,1.74365272556924,0.439239800710876,AZ,2023-08-29,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
165,2.0216252544799,0.3866172307074505,AZ,2023-08-30,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
166,1.42274755691836,0.54389060791238,AZ,2023-08-31,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0
167,0.318993207135008,0.203623683052364,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
168,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.78217938847769,0.4144310988258995,CA,2023-07-23,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
170,4.26385558453361,0.4589302325605715,CA,2023-07-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3.40095556252141,0.4174366887961015,CA,2023-07-25,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
172,2.88457013860328,0.404017592980044,CA,2023-07-26,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
173,2.79322936801511,0.41139269626746,CA,2023-07-27,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
174,3.48288347312445,0.399882006658365,CA,2023-07-28,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
175,2.65298590338418,0.398132266382019,CA,2023-07-29,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1
176,4.0446653076231,0.4249322023853665,CA,2023-07-30,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0
177,3.40726797316187,0.408516588674606,CA,2023-07-31,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
178,5.52089327826257,0.415420709682696,CA,2023-08-01,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
179,7.10206659838839,0.419885642948966,CA,2023-08-02,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
180,3.76657332632692,0.4118728073172525,CA,2023-08-03,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
181,3.71724283049798,0.413184438181753,CA,2023-08-04,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
182,4.30200381588421,0.4197642138278265,CA,2023-08-05,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
183,0.908125065044259,0.4296269989855295,CA,2023-08-06,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
184,2.57287195344748,0.415346888780969,CA,2023-08-07,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
185,2.7423537131112,0.410913779875682,CA,2023-08-08,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
186,1.98631924604981,0.408167520987784,CA,2023-08-09,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
187,4.3486565408107,0.419492883208732,CA,2023-08-10,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
188,2.85491803702635,0.3986697493681515,CA,2023-08-11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
189,2.47694556544403,0.402023255722504,CA,2023-08-12,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
190,1.90784066293565,0.4366223605280615,CA,2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
191,3.45086684117948,0.409729235916333,CA,2023-08-14,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
192,4.55018729850543,0.4157377216178065,CA,2023-08-15,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
193,9.24681050498018,0.436082862040686,CA,2023-08-16,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
194,8.32509696485479,0.435034651336087,CA,2023-08-17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
195,10.4428519496656,0.415532742981836,CA,2023-08-18,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
196,2.61553009330159,0.4147397140359315,CA,2023-08-19,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
197,2.77477723292287,0.447158513845377,CA,2023-08-20,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
198,7.80822886748647,0.4130104736452055,CA,2023-08-21,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
199,6.20138741523837,0.439483526118797,CA,2023-08-22,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
200,6.55751837480929,0.412306883564471,CA,2023-08-23,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
201,5.22972908412039,0.4071820370960355,CA,2023-08-24,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
202,4.3783006509455,0.408311678512081,CA,2023-08-25,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
203,3.00848380533668,0.4067301210124115,CA,2023-08-26,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
204,1.87269159511706,0.378410513520397,CA,2023-08-27,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
205,8.24913135912771,0.4213674298218275,CA,2023-08-28,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
206,5.87355869203456,0.3962941547134835,CA,2023-08-29,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
207,19.5816454154521,0.4260262359393795,CA,2023-08-30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
208,4.50028576820303,0.3926180762866645,CA,2023-08-31,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
209,3.41581762154137,0.3865379866251525,CA,2023-09-01,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
210,1.64740894974104,0.422496063556702,CA,2023-09-02,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
211,0.664135275568711,0.3756932131279,CO,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
212,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.727563135981348,0.3901679912316695,CO,2023-07-25,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
214,0.661638896047711,0.455180906050916,CO,2023-07-26,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
215,1.30191373771438,0.431511345877774,CO,2023-07-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
216,0.794450707975871,0.4313845947374185,CO,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
217,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
