...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
48,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.165495753976545,0.128922165452633,AL,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.174450002707746,0.132593939410003,AL,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.73674387483305,0.503163725283955,AL,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
58,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.764442845511489,0.514608462665135,AL,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.212438692269483,0.169134996709021,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.874986482707943,0.426133480102286,AL,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
70,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.93157829541024,0.64889506509785,AL,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
73,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.498523531776829,0.374267808613683,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.400203784605562,0.2814551655225915,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.617087341622269,0.3702617098346515,AR,2023-11-21,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
88,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.431192088802776,0.295552372336824,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
94,1.1528830596397,0.4804700346809285,AR,2023-11-28,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
95,1.02437202667381,0.3029158822617635,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
96,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.591865303999833,0.4553776091971775,AR,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
98,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.464580850787003,0.2986191900970665,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.62998639945032,0.57859945662238,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
104,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.518000462894185,0.3242328585807025,AR,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.82913447710511,0.4438236485717315,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
109,0.826592016216519,0.58635678904478,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
110,2.34812305613797,0.381576896537744,AR,2023-12-14,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
111,0.282784913422819,0.260310201273291,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
112,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.13066146054262,0.525996515932175,AR,2023-12-18,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1
115,1.5464769994151,0.4216812735324045,AR,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1
116,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2.65353585820326,0.480606251671108,AR,2023-12-21,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
118,1.54749371817018,0.442926833239433,AR,2023-12-22,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1
119,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.832323577689419,0.3904749177596365,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
124,2.39030711597922,0.4213917030981965,AR,2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
125,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.28907530762168,0.3953481219504045,AZ,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
128,3.94722977235386,0.307871406223884,AZ,2023-11-20,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0
129,2.23959279685335,0.3821607704498195,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
130,1.74953571479658,0.393146873373817,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
131,0.957835187766693,0.426754960247607,AZ,2023-11-23,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1
132,2.27628748425375,0.327827123635355,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
133,1.76754842036651,0.3795882832439085,AZ,2023-11-25,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
134,3.80342063042677,0.456543770237382,AZ,2023-11-26,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
135,2.20129169774248,0.32591210478742,AZ,2023-11-27,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
136,3.79878678140081,0.351556007179001,AZ,2023-11-28,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
137,2.89836075067742,0.3427282730156155,AZ,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
138,0.803209878950769,0.3503484202201705,AZ,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
139,1.15419661553397,0.3389157982221965,AZ,2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
140,1.32452746794452,0.3222650704829185,AZ,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
141,2.77653008919265,0.3335033642495335,AZ,2023-12-03,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
142,2.30453265903784,0.3639247873190775,AZ,2023-12-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
143,4.96170592798177,0.312222393951578,AZ,2023-12-05,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
144,2.93052438875752,0.4067096661916215,AZ,2023-12-06,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
145,1.91604708013625,0.3098063744807975,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
146,0.847306343912752,0.3190986741750475,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
147,1.26770212935419,0.2245471584384495,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
148,1.12502221654565,0.469310853485752,AZ,2023-12-10,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
149,1.94172029341181,0.4039457370870235,AZ,2023-12-11,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1
150,3.98253956713208,0.490091941918359,AZ,2023-12-12,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
151,3.7589668709058,0.4423215070467295,AZ,2023-12-13,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
152,2.51949425222902,0.4195591800876335,AZ,2023-12-14,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0
153,1.2822583148758,0.3878256956009255,AZ,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
154,1.44759562625414,0.3731753858792915,AZ,2023-12-16,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
155,2.45696439547586,0.297757613522805,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
156,6.31114096176507,0.422675985320437,AZ,2023-12-18,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
157,2.49488228123048,0.355184740784805,AZ,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
158,0.854007058858903,0.3374308684332605,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
159,2.2801911667965,0.4259570045507615,AZ,2023-12-21,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
160,1.10210690953917,0.3964786841495675,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
161,1.58004543111232,0.4059087229097755,AZ,2023-12-23,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
162,1.93409764486798,0.3220753956823185,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
163,1.62962797970343,0.3243552435486365,AZ,2023-12-25,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1
164,2.47665389876709,0.298861489445534,AZ,2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
165,1.74950379381973,0.3193555652579625,AZ,2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
166,1.32444304856769,0.3292317809708965,AZ,2023-12-28,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
167,0.875077809444986,0.3563803979177935,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
168,0.354216870035286,0.07810538986295,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
169,0.678910948388006,0.3584659031162745,CA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
170,2.06866937924351,0.2896873017563275,CA,2023-11-20,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
171,1.9167146698014501,0.346895045325748,CA,2023-11-21,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
172,1.70850426039865,0.305457964720255,CA,2023-11-22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
173,0.971037945241318,0.433664808812666,CA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
174,1.41217034916262,0.3412833027315075,CA,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1
175,1.83220872833658,0.3157153070328805,CA,2023-11-25,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0
176,1.18176497342286,0.255462786125705,CA,2023-11-26,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
177,2.39949202816864,0.3711612351195755,CA,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
178,2.60711896676998,0.351837329806711,CA,2023-11-28,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
179,2.65944363958307,0.3283757043597895,CA,2023-11-29,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
180,3.23296264664347,0.296491424591286,CA,2023-11-30,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1
181,1.65651474809233,0.318299310234431,CA,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
182,1.11806116373511,0.370784336548974,CA,2023-12-02,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0
183,1.36629843799076,0.285891607567479,CA,2023-12-03,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
184,4.52756769192301,0.382475808343181,CA,2023-12-04,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
185,2.70955883067347,0.340652956148202,CA,2023-12-05,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
