...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24D_95_CI,other_95_CI
43,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2.01055382333933,0.54620708221558,AL,2024-05-06,1,0,1,1,0,1,0,1,1,0
73,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.209212489337605,0.0397142421962978,AR,2024-05-08,1,1,1,1,1,0,0,1,1,1
117,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.08440616797545,0.235931487558362,AZ,2024-04-07,1,1,1,1,0,1,0,1,1,0
128,1.04877520355061,0.1893014138160265,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
129,0.00753603293488701,0.00412865240028254,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
130,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.0365535136767546,0.00514055750275595,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
133,0.0841671959002483,0.00554318891921085,AZ,2024-04-13,1,1,1,1,1,0,0,1,1,1
134,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1.2955009485715001,0.2476067897397325,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
136,0.44276381317976,0.146556729707312,AZ,2024-04-16,1,1,1,1,1,1,1,1,1,1
137,1.0583947564813,0.165063131142795,AZ,2024-04-17,1,1,1,1,0,0,0,1,1,0
138,0.0193405159460143,0.0081983603968749,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
139,0.0173590047575371,0.00888716009854225,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.05953525561338,0.3058657593428525,AZ,2024-04-21,1,1,1,1,0,1,0,1,1,0
142,0.997637868794323,0.21784215180612,AZ,2024-04-22,1,1,0,1,1,0,0,0,1,1
143,0.268593370529575,0.0123455804315449,AZ,2024-04-23,1,1,1,1,1,0,0,1,1,1
144,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,0.102282907312013,0.01459226925006555,AZ,2024-04-25,1,1,1,1,1,0,0,1,1,1
146,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1.0814870566275,0.445046596186687,AZ,2024-04-27,1,1,1,1,0,0,1,1,1,0
148,0.250774924146961,0.0187979109941264,AZ,2024-04-28,1,1,1,1,1,0,0,1,1,1
149,1.17900947804229,0.332536086750369,AZ,2024-04-29,1,1,1,1,0,0,0,1,1,0
150,1.99302766139092,0.356806405199976,AZ,2024-04-30,1,1,1,1,0,0,0,1,1,0
151,0.161986077603096,0.0242613695979771,AZ,2024-05-01,1,1,1,1,1,0,0,1,1,1
152,0.184114375892291,0.0264207275491459,AZ,2024-05-02,1,1,1,1,1,0,0,1,1,1
153,0.352307691588381,0.02877328408820765,AZ,2024-05-03,1,1,1,1,1,0,0,1,1,1
154,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,0.870576877709648,0.0371540949232204,AZ,2024-05-06,1,1,1,1,1,1,1,1,1,1
157,0.650725456241092,0.0404479403654336,AZ,2024-05-07,1,1,1,1,1,0,0,1,0,1
158,0.935274576975199,0.109174597382453,AZ,2024-05-08,1,1,1,1,1,0,0,1,1,1
159,0.342327627304477,0.2375850425889855,AZ,2024-05-09,1,1,1,1,1,0,1,0,1,1
160,2.20086563397057,0.452135998212616,AZ,2024-05-10,0,0,1,1,0,0,0,1,1,0
161,1.42475681722171,0.69059397685754,AZ,2024-05-11,0,1,1,1,0,1,0,1,1,0
162,0.119469947366692,0.061535073516509,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1
163,2.2860162371592,0.4822163179524645,AZ,2024-05-13,0,1,1,0,0,0,0,1,0,0
164,0.992903553963785,0.304991118962833,AZ,2024-05-14,1,1,1,1,0,1,1,1,0,0
165,1.01598783928395,0.306599884263259,AZ,2024-05-15,1,1,1,1,0,0,0,1,1,0
166,1.04967494255239,0.75541140203142,AZ,2024-05-16,1,1,1,1,0,0,1,1,1,0
167,0.595706138200638,0.50658587835378,AZ,2024-05-17,1,1,1,1,1,0,0,1,1,1
168,0.197719317129958,0.0992369806041425,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1
169,1.9445057140475701,0.17397790936842,CA,2024-04-07,1,1,1,1,0,1,0,1,1,0
170,1.598954097256,0.191758802933663,CA,2024-04-08,1,0,1,0,1,0,0,0,0,1
171,0.947396341606402,0.213387747316487,CA,2024-04-09,1,1,1,1,0,0,1,1,1,0
172,1.64524149519559,0.3236524775208745,CA,2024-04-10,0,1,1,1,0,0,0,1,1,0
173,1.13537169528913,0.237131772890632,CA,2024-04-11,1,1,1,1,0,0,0,1,1,0
174,1.03431258518685,0.257274475511262,CA,2024-04-12,1,1,1,1,0,0,0,1,1,0
175,1.77799514305541,0.1548067702669825,CA,2024-04-13,1,0,1,1,0,1,0,1,1,0
176,0.455952090839666,0.146485542221603,CA,2024-04-14,1,1,1,1,1,0,0,1,1,1
177,1.14517078828719,0.212005193219031,CA,2024-04-15,1,1,1,0,1,0,0,0,0,1
178,2.6566612830281,0.1848833277332435,CA,2024-04-16,1,0,0,1,1,1,0,0,1,1
179,5.85109508805936,0.252560574294478,CA,2024-04-17,1,0,0,0,1,0,0,0,0,1
180,1.71900475185569,0.2206985583243655,CA,2024-04-18,1,1,0,1,1,0,0,0,1,1
181,3.02641482170251,0.203208300702405,CA,2024-04-19,1,0,0,1,1,0,0,0,1,1
182,0.15335451845782,0.0978381130478015,CA,2024-04-20,1,1,1,1,1,0,0,1,1,1
183,1.08540653449355,0.248373107468859,CA,2024-04-21,1,1,1,1,0,0,0,1,1,0
184,3.28206048534715,0.3497097189916355,CA,2024-04-22,0,1,0,0,0,0,0,0,0,0
185,1.75301242254479,0.274910004151644,CA,2024-04-23,1,0,1,0,0,1,1,0,1,0
186,4.54214505103313,0.3647907136847115,CA,2024-04-24,0,1,0,1,0,0,0,0,1,0
187,4.71582480436909,0.297767844211092,CA,2024-04-25,1,0,1,0,0,0,0,0,0,0
188,0.768994026237358,0.2272379874131315,CA,2024-04-26,1,1,1,1,1,0,0,1,1,1
189,4.89247224620584,0.393871791605274,CA,2024-04-27,0,1,1,0,0,0,0,1,0,0
190,5.36273249900847,0.4992983693227505,CA,2024-04-28,0,0,1,0,0,0,0,0,1,0
191,1.93453820372523,0.265870238321546,CA,2024-04-29,0,0,0,1,1,0,0,0,1,1
192,3.88363153704665,0.336979602439108,CA,2024-04-30,1,0,0,0,0,1,0,0,0,0
193,2.01716655929316,0.3250165854361285,CA,2024-05-01,1,0,1,0,1,0,0,1,0,1
194,4.08188457692755,0.3087409312697795,CA,2024-05-02,0,0,1,0,0,0,0,1,1,0
195,6.64770774742492,0.30039506620844447,CA,2024-05-03,0,0,1,0,0,0,0,1,0,0
196,2.78903326639945,0.3238059070496235,CA,2024-05-04,0,0,1,1,0,0,0,1,1,0
197,3.11728760879888,0.2630210113711205,CA,2024-05-05,0,0,1,1,1,0,0,1,0,1
198,7.1616648227778,0.3209975698068155,CA,2024-05-06,0,0,1,0,0,0,0,1,0,0
199,8.74897724671318,0.404951181636719,CA,2024-05-07,0,1,1,1,0,0,0,1,1,0
200,5.75638936347804,0.341642214669066,CA,2024-05-08,0,0,1,0,0,0,0,1,0,0
201,10.7181819937699,0.37970240550835,CA,2024-05-09,0,0,1,1,0,0,0,1,0,0
202,2.87217433856534,0.3463638069317025,CA,2024-05-10,1,0,0,1,0,0,1,0,0,0
203,7.29158065085194,0.450928834576227,CA,2024-05-11,1,0,0,1,0,0,0,0,1,0
204,6.69634277254009,0.4092478702955465,CA,2024-05-12,1,0,1,1,0,0,0,1,1,0
205,6.93357431556568,0.494898870173311,CA,2024-05-13,1,0,0,1,0,0,0,0,0,0
206,17.7629058091874,0.518070334788145,CA,2024-05-14,0,0,1,1,0,0,0,0,0,0
207,7.35285539067109,0.390390190741704,CA,2024-05-15,1,0,0,1,0,0,0,0,0,0
208,11.7762721065564,0.408315939665915,CA,2024-05-16,0,0,1,1,0,0,0,1,0,0
209,9.51973753148425,0.408865516461735,CA,2024-05-17,0,0,0,1,0,0,0,0,0,0
210,6.45692407247202,0.47255050517634,CA,2024-05-18,0,0,1,1,0,0,0,1,0,0
211,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.730461760665897,0.394472064268827,CO,2024-04-15,1,1,1,1,1,0,0,1,1,1
220,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1.08067024220927,0.445329399505646,CO,2024-04-17,1,1,1,1,0,0,1,1,1,0
222,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0676423013077618,0.0259479649607246,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
227,0.0676173687208339,0.02803355112322775,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
228,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.103932407228561,0.04392621014987755,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.60873277046301,0.54143184603704,CO,2024-05-06,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.204968335440655,0.09044521489296,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.252954171381786,0.1069500609384605,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.262404681794626,0.1186999666115285,CO,2024-05-15,1,1,1,1,1,0,0,1,1,1
250,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00397050357043803,8.2708921164336e-4,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
257,0.00374796292565999,8.8868353556281e-4,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
258,0.0039968362273093,9.56076870184825e-4,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0.00920230177860183,0.00151503863264538,CT,2024-04-18,1,1,1,1,1,0,0,1,1,1
265,0.00634939462378446,0.00164061257481229,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.848920529935695,0.3051860161791065,CT,2024-04-22,0,0,1,1,1,1,1,1,1,1
269,1.16885258630916,0.90769405691836,CT,2024-04-23,0,0,1,1,1,0,0,1,1,1
270,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1.27790390931904,0.946646248349175,CT,2024-04-25,0,1,1,0,1,0,1,1,0,1
272,NA,NA,CT,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1.0967690462195,0.87195369073674,CT,2024-05-01,0,0,1,1,1,0,0,1,1,1
278,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0.0353849243579567,0.00569222556061945,CT,2024-05-04,1,1,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1.19838260996539,0.91510008328683,CT,2024-05-06,0,1,0,1,1,0,1,0,1,1
283,1.93237383925173,0.915203576587165,CT,2024-05-07,0,1,1,0,0,0,0,1,0,0
284,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
