...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
19,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.782896522496245,0.558288794195845,AK,2023-08-18,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
28,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.425721019808322,0.290799072728313,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.402689392278884,0.2962270583706315,AK,2023-08-29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
39,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.671785835908451,0.4514020928512945,AL,2023-07-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
44,0.45353251957311,0.3101576245333085,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
45,0.806635303172622,0.4046308057588365,AL,2023-07-25,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
46,0.881688736004739,0.446378063021481,AL,2023-07-26,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
47,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.840418701116837,0.443692191039943,AL,2023-07-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
52,1.04402844291138,0.469102885315752,AL,2023-08-01,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
53,0.784537667946131,0.4005005652782905,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
54,0.611396314654641,0.439337008132882,AL,2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
55,0.723672072867441,0.51693168819739,AL,2023-08-04,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
56,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.740482263785517,0.52048607002064,AL,2023-08-08,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
60,0.663586734795179,0.4688424277047445,AL,2023-08-09,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
61,0.669167249777338,0.4735943440049385,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.443673711544529,0.31359063377491,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
66,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.78904431023663,0.407639613517335,AL,2023-08-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
68,0.776871431376176,0.4124987538161955,AL,2023-08-17,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
69,0.883131696900392,0.3187760589066775,AL,2023-08-18,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
70,1.02805201468494,0.3238834375006855,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
71,1.14591028297404,0.3845927445767175,AL,2023-08-20,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.445760878586156,0.331764379797521,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.760555874772823,0.3971272107724855,AL,2023-08-23,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
75,1.6103907754554,0.474318049347224,AL,2023-08-24,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
76,0.753427028175203,0.39443842459273,AL,2023-08-25,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
77,0.713003104266221,0.518667086145055,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
78,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.945313340892658,0.3709674943574115,AL,2023-08-28,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
80,0.640159042538801,0.4936202582810095,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
81,1.07626470569767,0.455650207025971,AL,2023-08-30,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
82,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.459502319893745,0.300456016090006,AL,2023-09-01,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
84,0.508710253602999,0.3710059168142155,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.676346915074212,0.3761064845631865,AR,2023-07-26,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0
89,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.92773956186018,0.369278041299722,AR,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
91,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.396719120102833,0.271246149564247,AR,2023-07-31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
94,1.49505328736087,0.419810426123429,AR,2023-08-01,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
95,1.12796556427695,0.3399585309453085,AR,2023-08-02,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
96,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.671340952552544,0.467392718568382,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
98,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.591710334524741,0.418075327937236,AR,2023-08-07,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
101,1.59131646290936,0.349097338966803,AR,2023-08-08,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
102,1.26505235059711,0.427822407197027,AR,2023-08-09,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
103,0.637435281385948,0.467095329720419,AR,2023-08-10,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
104,0.64441482784055,0.3698198115507995,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.670851957365039,0.377831427309548,AR,2023-08-14,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
108,0.503359052256564,0.3239993340175165,AR,2023-08-15,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
109,1.48073747465414,0.462033753159197,AR,2023-08-16,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
110,1.43553285179189,0.3297024548243195,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
111,1.41335669872389,0.4423438049752725,AR,2023-08-18,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
112,0.719033975550722,0.4883255118717985,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
113,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.95432761937861,0.39102976050439753,AR,2023-08-21,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
115,0.468704881391573,0.339365097062881,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
116,1.84978036600044,0.351787798726548,AR,2023-08-23,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
117,2.11741868451159,0.479261843518098,AR,2023-08-24,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1
118,0.396896985654416,0.288311894156764,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.420594934037044,0.293451748601055,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
121,1.98356703550336,0.3653213121891475,AR,2023-08-28,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0
122,2.47835870942842,0.3519601550689125,AR,2023-08-29,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
123,1.74084103310638,0.435311584696856,AR,2023-08-30,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1
124,1.03910614071713,0.511063976344925,AR,2023-08-31,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
125,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.694259818200674,0.375968464593887,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,2.81396395322339,0.394660434163146,AZ,2023-07-24,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
129,3.19712728632786,0.4208056842709515,AZ,2023-07-25,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
130,1.74943141965973,0.4169061787522015,AZ,2023-07-26,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1
131,1.57427279922444,0.441782470763816,AZ,2023-07-27,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
132,1.00540700333171,0.3855310105578835,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
133,0.682216389022574,0.388079451736512,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
134,5.25351120300878,0.3839444230866665,AZ,2023-07-30,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
135,1.63370759480879,0.40569160026725,AZ,2023-07-31,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
136,2.00077643363774,0.38811772419931,AZ,2023-08-01,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
137,2.16432665014127,0.381483312845295,AZ,2023-08-02,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
138,2.40299897427214,0.39170398555635,AZ,2023-08-03,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1
139,0.641452091463729,0.3916454279547075,AZ,2023-08-04,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
140,1.94097630625141,0.3981651146323765,AZ,2023-08-05,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
141,0.997656404432107,0.387647562604849,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
142,3.19720377509345,0.3956186327882035,AZ,2023-08-07,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
143,4.12359617507681,0.401022929282615,AZ,2023-08-08,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
144,2.65777849676192,0.4226178975114105,AZ,2023-08-09,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
145,1.02012557067102,0.4529483191656755,AZ,2023-08-10,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
146,0.888186837786629,0.453791214755883,AZ,2023-08-11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
147,0.446266247786875,0.321065628585992,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
148,2.22985083059154,0.3948260874838925,AZ,2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
149,9.41324142455446,0.4539969457575645,AZ,2023-08-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,2.4617187911458,0.370537398179279,AZ,2023-08-15,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
151,3.37253698077796,0.3844127165945355,AZ,2023-08-16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
152,2.20112742541009,0.4888179610201585,AZ,2023-08-17,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
153,1.85074860370451,0.4422902564042545,AZ,2023-08-18,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
154,1.2204387232651,0.4094270330191445,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
155,2.39699701753876,0.413052475362417,AZ,2023-08-20,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
156,2.76490250052055,0.3710762276535175,AZ,2023-08-21,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
157,2.36665245300955,0.3199250263079825,AZ,2023-08-22,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
158,2.26724602579525,0.2877591880550745,AZ,2023-08-23,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
159,2.88123234870013,0.4475460991167125,AZ,2023-08-24,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
160,0.966217600162168,0.437423597752979,AZ,2023-08-25,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
161,1.59894371646075,0.4222092722903465,AZ,2023-08-26,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1
162,3.82909870623686,0.433269368734244,AZ,2023-08-27,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
163,4.68516831931609,0.3759999472679575,AZ,2023-08-28,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
164,1.86446077246604,0.442124400712729,AZ,2023-08-29,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
165,2.28732953965258,0.393206628934394,AZ,2023-08-30,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
166,1.45377822672112,0.55267209889831,AZ,2023-08-31,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0
167,0.269935566968921,0.185741018376732,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
168,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.81351979141824,0.4137326409836695,CA,2023-07-23,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
170,4.39219200985049,0.457032486479999,CA,2023-07-24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171,3.46299971567854,0.415353884207959,CA,2023-07-25,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
172,2.90577382455995,0.401386466657285,CA,2023-07-26,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1
173,2.74126391260679,0.410224102035743,CA,2023-07-27,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
174,3.25048065086012,0.4013971875101815,CA,2023-07-28,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
175,2.61892889914323,0.3957283951883515,CA,2023-07-29,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
176,3.96897885730701,0.4246492663018705,CA,2023-07-30,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
177,3.48331444732775,0.4093925867496595,CA,2023-07-31,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
178,5.60812695039612,0.417399879004055,CA,2023-08-01,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
179,7.68147608730709,0.419102189062045,CA,2023-08-02,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
180,3.86129780554014,0.4129399849464615,CA,2023-08-03,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
181,3.83083103618503,0.411253652946295,CA,2023-08-04,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1
182,4.16909984639482,0.4191239668661415,CA,2023-08-05,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
183,0.920538348565565,0.4296020616540935,CA,2023-08-06,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
184,2.76951335189611,0.415392075912674,CA,2023-08-07,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0
185,2.75574806211418,0.4131841984677325,CA,2023-08-08,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
186,1.92681611721641,0.4081826966201415,CA,2023-08-09,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
187,4.20226527077381,0.418155621203033,CA,2023-08-10,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
188,2.90311519746657,0.3990056073770315,CA,2023-08-11,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
189,2.40983862314775,0.3989067659499905,CA,2023-08-12,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
190,1.95694047397482,0.4336692949417325,CA,2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
191,3.51653965351783,0.409574929629643,CA,2023-08-14,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
192,4.39408140185115,0.4160796176634015,CA,2023-08-15,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
193,8.97249893948178,0.4356249483694685,CA,2023-08-16,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1
194,8.41534781511726,0.4352309448271775,CA,2023-08-17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
195,9.74830792564327,0.4156165919950975,CA,2023-08-18,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
196,2.71845254271261,0.4131830121755255,CA,2023-08-19,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
197,2.7074027228823,0.4486381448787315,CA,2023-08-20,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
198,8.48234818932924,0.413972935739427,CA,2023-08-21,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
199,6.04979669825372,0.4380278153236105,CA,2023-08-22,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
200,6.25506095729008,0.413556012065264,CA,2023-08-23,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
201,5.74960800936294,0.4069195807010535,CA,2023-08-24,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
202,4.11286984969785,0.40742848479255,CA,2023-08-25,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
203,3.04445607947365,0.406155441564495,CA,2023-08-26,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
204,1.88077074007627,0.3788240489820115,CA,2023-08-27,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
205,7.88124601693343,0.4222262469533775,CA,2023-08-28,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
206,5.84054925033442,0.396420237910578,CA,2023-08-29,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
207,18.6108170067998,0.427666108009735,CA,2023-08-30,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
208,4.51691110059129,0.3922268191145015,CA,2023-08-31,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
209,3.56913893305672,0.3861687157174095,CA,2023-09-01,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
210,1.68287916225251,0.4258673097460015,CA,2023-09-02,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
211,0.659902405694119,0.374199977295985,CO,2023-07-23,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
212,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.729971958299847,0.394289225710299,CO,2023-07-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.663431694578893,0.444973498597823,CO,2023-07-26,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
215,1.26060049185968,0.41818835614737,CO,2023-07-27,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
216,0.77824932806859,0.417970568733445,CO,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
217,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
