...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
99,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.804087844254077,0.3849737592398505,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
103,2.50240795815037,0.51500921138503,AR,2023-12-28,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
104,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.0480932453871844,0.02787960544205045,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.236689111231327,0.02467169278963785,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,1.29261993310493,0.338238269823345,AR,2024-01-04,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
111,0.0285761648671942,0.01922060081126665,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1.24576371407104,0.87714922177314,AR,2024-01-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
117,0.0436005078078794,0.008777047904987,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,1.12736882929062,0.4495907712191405,AR,2024-01-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
119,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.00522061178003608,0.002920574679456315,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.03878909435774,0.449229929458101,AZ,2023-12-10,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
128,1.72400654004597,0.395422869376418,AZ,2023-12-11,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
129,3.36191475708171,0.4678477645593335,AZ,2023-12-12,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
130,2.73769043523823,0.411980922990133,AZ,2023-12-13,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
131,1.8217049609916,0.3565833307516195,AZ,2023-12-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0
132,0.952415260567421,0.355944045098023,AZ,2023-12-15,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0
133,2.53926222658596,0.410704406149596,AZ,2023-12-16,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
134,1.78389131986598,0.249874204459166,AZ,2023-12-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
135,4.86608906875972,0.4063831015859,AZ,2023-12-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
136,5.71525876349035,0.40857498690315,AZ,2023-12-19,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
137,1.39605585702492,0.358635982448714,AZ,2023-12-20,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
138,1.37761986619569,0.377350591805843,AZ,2023-12-21,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
139,0.99339324131822,0.3847079841476365,AZ,2023-12-22,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1
140,0.924908859737105,0.3208248796766345,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
141,3.01578933174805,0.358920436520503,AZ,2023-12-24,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
142,2.97299346236007,0.3904818777299955,AZ,2023-12-25,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0
143,7.89936739472909,0.3503853228635465,AZ,2023-12-26,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1
144,3.30307338782875,0.3522114478361355,AZ,2023-12-27,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1
145,1.13138229280183,0.3170583281340595,AZ,2023-12-28,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
146,0.855822673619542,0.353886762360788,AZ,2023-12-29,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
147,0.826712165486398,0.2362705681834855,AZ,2023-12-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
148,1.79213362770067,0.240380686505052,AZ,2023-12-31,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
149,5.06393779542588,0.323442809780156,AZ,2024-01-01,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1
150,5.9563158393181,0.3150975200561365,AZ,2024-01-02,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
151,1.00610988664023,0.317174817900948,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
152,1.11442460075943,0.274205122837476,AZ,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
153,0.422767755363043,0.2410659718815175,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
154,1.99871942169044,0.1821851894156295,AZ,2024-01-06,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
155,2.14170623596827,0.137264296476095,AZ,2024-01-07,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
156,3.00701320157583,0.2015746162619915,AZ,2024-01-08,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1
157,3.48153761560532,0.2101992504927495,AZ,2024-01-09,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1
158,0.437530558147483,0.1076858704086045,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,1.11731232712887,0.3006779086733865,AZ,2024-01-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
160,0.707941672272154,0.214170012650947,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
161,1.20351162153465,0.1866497860675355,AZ,2024-01-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
162,1.38077759129693,0.23762406611958,AZ,2024-01-14,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
163,5.66797499276941,0.191230696162294,AZ,2024-01-15,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
164,0.282313180661259,0.062527030909104,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
165,1.923271200419,0.183999456094273,AZ,2024-01-17,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
166,0.82911560834441,0.227549168790617,AZ,2024-01-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
167,0.561909389194935,0.04642654854374435,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,0.397807707285292,0.195942292114352,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
169,2.07240047407959,0.391251097776585,CA,2023-12-10,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
170,2.88335285743335,0.3443280411996065,CA,2023-12-11,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
171,2.74130456669738,0.3463687224255125,CA,2023-12-12,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
172,6.34531534328793,0.3545323680712265,CA,2023-12-13,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1
173,3.08137888303609,0.3724742304279355,CA,2023-12-14,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
174,1.91405550645714,0.383920903766801,CA,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
175,2.3971092256709,0.310673429274214,CA,2023-12-16,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
176,0.737448616810438,0.2624043496909215,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
177,2.29770734680106,0.318123208843805,CA,2023-12-18,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
178,1.83031830810223,0.3203023127103255,CA,2023-12-19,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
179,2.1691394439304,0.3458435682816035,CA,2023-12-20,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
180,6.72458711696582,0.3383261691471745,CA,2023-12-21,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
181,1.97521563088293,0.2613654393617295,CA,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
182,0.573789105003322,0.2713612026624635,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
183,1.78988448389311,0.238017589567836,CA,2023-12-24,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1
184,0.859552149419217,0.409021838215364,CA,2023-12-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
185,2.09711406841315,0.2850409461233725,CA,2023-12-26,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
186,3.82173973663243,0.381722103613592,CA,2023-12-27,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
