...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
34,NA,NA,AK,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.830764540117544,0.502296930607985,AK,2023-11-30,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
41,NA,NA,AK,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.32511096793408,0.3801738446695005,AL,2023-10-22,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
44,0.812059967831047,0.296257867428197,AL,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
45,0.888486812182728,0.62963278659629,AL,2023-10-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
46,1.08660540423839,0.185386835744896,AL,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
47,1.04898090818625,0.502025256180575,AL,2023-10-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
48,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.90204422707124,0.63598336447628,AL,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
52,0.23695549858691,0.1732742066080835,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.218565404834878,0.171552593558116,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
54,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.378982990666343,0.2811630397188765,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
56,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.226230003932954,0.1647125193527985,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
59,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.21121362977214,0.1625029152812825,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.227840595186608,0.162930053473561,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.883853212174582,0.62785793560687,AL,2023-11-21,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
74,NA,NA,AL,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.395205303256545,0.2351931346335225,AL,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
80,NA,NA,AL,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.481391649670799,0.2925472890665675,AL,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
84,NA,NA,AL,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.54516302320119,0.4089751416536295,AR,2023-10-23,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
87,0.546984699028283,0.3695574396938315,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
88,1.23040584832565,0.590910512433125,AR,2023-10-25,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
89,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.340412431968999,0.2788997679300185,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.85714989024785,0.596605337029525,AR,2023-10-30,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
94,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.883437730348549,0.630586213520875,AR,2023-11-01,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
96,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.845473577389514,0.59680661056423,AR,2023-11-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
98,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.51949407681103,0.4627206546108695,AR,2023-11-06,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
101,0.844633393109095,0.59551643209594,AR,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
102,0.286124338330749,0.2067661971040295,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
103,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.519929704718866,0.3532378615486705,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
110,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.542469723368031,0.362785719921515,AR,2023-11-20,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
115,0.496841608343637,0.351928490445518,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
116,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.496901344026727,0.323192112038265,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1.52760986962081,0.54108647659662,AR,2023-11-28,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
123,1.22172930617896,0.3521135332565625,AR,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
124,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.244520324918726,0.2248035171992435,AR,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
126,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.11245601346473,0.3313894881313475,AZ,2023-10-22,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
128,4.21332052934586,0.3806605699218045,AZ,2023-10-23,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
129,2.57319944333025,0.293242300775508,AZ,2023-10-24,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
130,1.16318764489262,0.323400469032529,AZ,2023-10-25,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
131,0.240323207759658,0.182634341200703,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,1.44878445721742,0.330766979576273,AZ,2023-10-27,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
133,2.06303880288325,0.4690126815992195,AZ,2023-10-28,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
134,2.0898688843253,0.331146772917745,AZ,2023-10-29,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
135,3.21863068277431,0.3684240829619165,AZ,2023-10-30,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
136,2.00857487865475,0.359518935200783,AZ,2023-10-31,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
137,1.28651157760873,0.3259121361088285,AZ,2023-11-01,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
138,2.45547658280107,0.3532720293699565,AZ,2023-11-02,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
139,1.90171118754817,0.400152161317613,AZ,2023-11-03,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0
140,0.845241132492521,0.3823734228967625,AZ,2023-11-04,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
141,2.86266117705766,0.377878122503647,AZ,2023-11-05,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1
142,3.78942941496891,0.3536165709771035,AZ,2023-11-06,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
143,1.7323011879302,0.3174408169923075,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
144,2.77642417044977,0.382269355155623,AZ,2023-11-08,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
145,1.35279611418589,0.356907790460418,AZ,2023-11-09,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1
146,1.45941322669647,0.3776594588800805,AZ,2023-11-10,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
147,1.39965459958234,0.3533370350574085,AZ,2023-11-11,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
148,4.79354589644187,0.330751120724458,AZ,2023-11-12,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
149,4.4637926440483104,0.31952465959338,AZ,2023-11-13,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0
150,3.07475956070448,0.38222509659549,AZ,2023-11-14,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
151,2.38958206983512,0.3177371976916965,AZ,2023-11-15,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
152,1.52720319212708,0.178194915514644,AZ,2023-11-16,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
153,0.680498706471877,0.4759012966241195,AZ,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
154,1.25040368768681,0.415235654280615,AZ,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
155,2.96868393213373,0.4027571958304075,AZ,2023-11-19,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
156,3.94028220283874,0.309238543851048,AZ,2023-11-20,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
157,3.7891083479264,0.394837889436479,AZ,2023-11-21,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
158,2.0200181312725,0.405588724947768,AZ,2023-11-22,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
159,0.716304003966958,0.3877272747813295,AZ,2023-11-23,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
160,2.8433197526212,0.36422221878848,AZ,2023-11-24,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
161,2.35852761856285,0.3988696270030215,AZ,2023-11-25,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
162,2.5928348630831,0.429651861667376,AZ,2023-11-26,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
163,5.06869492305932,0.377232088054409,AZ,2023-11-27,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
164,8.83245687953072,0.378858763417792,AZ,2023-11-28,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
165,6.42577277197516,0.410162671098227,AZ,2023-11-29,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1
166,1.42026068134212,0.4320183531997395,AZ,2023-11-30,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
167,2.02851155240313,0.4407536896975925,AZ,2023-12-01,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1
168,1.78625082364479,0.3512815297645795,AZ,2023-12-02,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
169,0.757685547918832,0.3917665731282235,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
170,2.15756582454933,0.345149873880692,CA,2023-10-23,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
171,1.59521861753493,0.328687914840932,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1
172,2.49254547406427,0.427911988935332,CA,2023-10-25,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0
173,3.49619120550823,0.3637557857943175,CA,2023-10-26,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
174,2.2178004391283,0.4178504654918185,CA,2023-10-27,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
175,1.47267416301295,0.4008070455988285,CA,2023-10-28,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
176,1.21955840621209,0.133784751364816,CA,2023-10-29,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,3.64148888503594,0.446868950119263,CA,2023-10-30,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
178,1.19503500130237,0.3318750518612535,CA,2023-10-31,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1
179,2.16216071919494,0.4804845356560215,CA,2023-11-01,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1
180,1.25942643322649,0.3084391939285435,CA,2023-11-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
181,1.73672782515049,0.2502003353812065,CA,2023-11-03,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
182,1.77288408439182,0.631862727603935,CA,2023-11-04,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
183,1.28534979846398,0.433217318135089,CA,2023-11-05,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0
184,1.9966439846647701,0.311120182918085,CA,2023-11-06,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
185,2.82348952000645,0.376712555661368,CA,2023-11-07,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
