...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
36,NA,NA,AK,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.418753175436508,0.268560472578572,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.860399484484739,0.61529883561442,AL,2023-06-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
52,0.690827288064502,0.4968017721334105,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.403653291989327,0.2935212340746855,AL,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
54,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.525046414341313,0.3519393958073925,AL,2023-07-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1.16853884396599,0.497946506016707,AL,2023-07-05,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
61,0.63589605132109,0.470089295396835,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
62,0.368744377739164,0.2535799530052155,AL,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.691774485872319,0.475295303231831,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
65,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.632320990144726,0.4244442737169585,AL,2023-07-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,0.340297344643385,0.234885800190382,AL,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
69,0.676284208757612,0.4708597697611475,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
70,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.66114547683549,0.45099166512888,AL,2023-07-16,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
72,0.673901145765851,0.469284074014116,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
73,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.335852853239718,0.222342760899751,AL,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.348596232652755,0.218286417448126,AL,2023-07-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
78,0.573265355095216,0.4703759963200885,AL,2023-07-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
79,0.337604710274909,0.21637536474809,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,1.03434355761729,0.439945982624899,AL,2023-07-25,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
81,0.868835878046706,0.480399548915416,AL,2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
82,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.196877633760624,0.127781481154192,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
87,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.218445295676925,0.1443441611249825,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.229043341402061,0.1501661373571005,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
91,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.12949077122168,0.1685025529571135,AR,2023-06-26,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.536942707930158,0.394730170679687,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.79055552532317,0.554599203308265,AR,2023-07-10,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
108,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.443404331971553,0.2913111248968855,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.479065141177781,0.3225661167718865,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
115,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.98504194556354,0.4693051479828585,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
117,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.340575166827709,0.2481601321881365,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
119,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.554498354066462,0.347973456240691,AR,2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
124,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.863867483389971,0.3681370896578545,AR,2023-07-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
126,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,6.07661314175855,0.426431356344085,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
128,3.82669633854944,0.4091589829301105,AZ,2023-06-19,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
129,3.03234009777712,0.448942010430611,AZ,2023-06-20,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
130,1.75545659088984,0.364727161477462,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
131,1.66503380541432,0.4062560450102815,AZ,2023-06-22,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0
132,0.302479223268041,0.2113231314551595,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
133,1.15095489694258,0.395885365832186,AZ,2023-06-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,1.29864999790837,0.365055492918397,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
135,1.87009940253449,0.362572349688134,AZ,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
136,3.99984560687389,0.355783913937128,AZ,2023-06-27,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
137,1.87096796452435,0.3497399784523555,AZ,2023-06-28,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
138,2.07777090325343,0.368343499287905,AZ,2023-06-29,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
139,1.01421346066239,0.3575956538983915,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
140,1.32780027058659,0.3138456177902565,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
141,2.11364995369587,0.356640989230461,AZ,2023-07-02,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
142,4.14863961489481,0.3396880611852885,AZ,2023-07-03,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
143,3.07510950486116,0.3563629306752405,AZ,2023-07-04,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0
144,1.24496332031277,0.382304914199095,AZ,2023-07-05,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
145,1.18308471517224,0.4317237114424595,AZ,2023-07-06,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
146,0.448833314090078,0.317675593339515,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
147,1.86267829397871,0.3850711244040565,AZ,2023-07-08,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
148,3.4495041771935,0.3782869068854615,AZ,2023-07-09,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1
149,2.41816921406814,0.3839931447767555,AZ,2023-07-10,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
150,2.87021802098348,0.394933313884691,AZ,2023-07-11,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
151,3.43092158132557,0.3961249236569905,AZ,2023-07-12,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
152,3.5505852630409,0.400022511514189,AZ,2023-07-13,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
153,1.25511150095788,0.402814467129519,AZ,2023-07-14,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
154,1.84490849953197,0.41575308022331,AZ,2023-07-15,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
155,2.91606933859652,0.3783806617674445,AZ,2023-07-16,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
156,5.53553832895944,0.4122494706469865,AZ,2023-07-17,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
157,2.47903328467396,0.406850002445676,AZ,2023-07-18,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
158,3.26962988306515,0.394987257382462,AZ,2023-07-19,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
159,1.0550855323704,0.38588158819702,AZ,2023-07-20,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
160,1.51861573027732,0.334531958057916,AZ,2023-07-21,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
161,1.69100808394983,0.396698032801729,AZ,2023-07-22,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
162,0.565349208691903,0.336960066781789,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
163,3.91038469460082,0.4063074895005355,AZ,2023-07-24,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
164,4.84646149505905,0.439766373975272,AZ,2023-07-25,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
165,2.08603527582602,0.4244021564854845,AZ,2023-07-26,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
166,1.87286381009168,0.467302471262966,AZ,2023-07-27,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
167,1.27263897073241,0.424275804253096,AZ,2023-07-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
168,0.813465018065475,0.410347842181979,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
169,0.579196467760883,0.415833700974287,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
170,2.24164442818216,0.3605757082349905,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
171,2.53441069955145,0.382089834830502,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1
172,2.91159016876219,0.4339547903103015,CA,2023-06-21,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
173,2.54428721629067,0.4211403527224,CA,2023-06-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
174,3.51246534841551,0.40749646819196,CA,2023-06-23,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
175,1.46256370816609,0.4100497289680285,CA,2023-06-24,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1
176,1.27257851420107,0.3541350708332395,CA,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
177,1.7332089680862801,0.397882797305845,CA,2023-06-26,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
178,1.58160218135199,0.370135521544869,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
179,2.99770463027844,0.436342243960608,CA,2023-06-28,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
180,2.68930450703658,0.40126021879512,CA,2023-06-29,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
181,1.88318104099143,0.3857514098182825,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
182,1.3732411350858,0.4330187349070795,CA,2023-07-01,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1
183,1.76501410216391,0.3960562998135295,CA,2023-07-02,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1
184,2.80304188192689,0.4124527962281875,CA,2023-07-03,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1
185,1.6352860071293,0.3651946274441045,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
186,5.42004877262276,0.421933612798776,CA,2023-07-05,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1
