"","es_score","brier_score","location","target_date","X22F_50_CI","X24A_50_CI","recombinant_50_CI","X23I_50_CI","X24B_50_CI","other_50_CI","X22F_95_CI","X24A_95_CI","recombinant_95_CI","X23I_95_CI","X24B_95_CI","other_95_CI"
"25",NA,NA,"AK",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.00717485692799764,0.00466783891879314,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.0286153594972855,0.00476139230177584,"AL",2024-03-05,1,1,1,1,1,1,1,0,1,1,1,0
"46",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.92280586456644,0.59602886375465,"AL",2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
"54",NA,NA,"AL",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.0407193580813058,0.0110253676387295,"AL",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"59",NA,NA,"AL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.0224519272003073,0.023338003556641,"AL",2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
"67",NA,NA,"AL",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.0364945304609571,0.0399451574832504,"AL",2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
"73",NA,NA,"AL",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0124989593366671,0.00390538634502147,"AR",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0.00154502832070787,0.00406393208874509,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"91",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.00177623809628556,0.00461723959993901,"AR",2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
"95",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",0.0136287698315429,0.00804601930814619,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
"104",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.00549380956189037,0.0133574940242158,"AR",2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
"110",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.0128673320733402,0.000888585494369325,"AZ",2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
"128",0.0362579106743051,0.000855844495713124,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"129",0.027295532541766,0.000827470401450684,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"130",0.0052176425167814,0.000803153040363047,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.000488752208608938,0.000782630491145919,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"132",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",0.00536991903513383,0.000752137074749988,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"134",1.27456728779146,0.644765610619559,"AZ",2024-03-10,1,0,0,1,1,1,1,0,0,1,1,1
"135",0.01212228229269,0.000734705068162335,"AZ",2024-03-11,1,1,1,1,1,1,1,0,0,1,1,1
"136",1.23800380188273,0.646115135329719,"AZ",2024-03-12,1,0,1,1,0,1,1,0,1,1,0,1
"137",0.046006105810275,0.000729597406475014,"AZ",2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"138",0.00864205278979882,0.000731568369530108,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
"139",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",0.00099976413829702,0.000770177076348081,"AZ",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"143",0.0210592161287942,0.000787898817948571,"AZ",2024-03-19,1,1,1,1,1,1,1,0,1,1,0,1
"144",1.47443413656052,0.193904316776649,"AZ",2024-03-20,1,0,0,1,1,1,1,0,0,1,0,1
"145",0.0475760399036901,0.000833947721176517,"AZ",2024-03-21,1,1,1,1,1,1,1,0,1,1,0,1
"146",0.0163868956462043,0.000862650622331011,"AZ",2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
"147",0.0103086876218489,0.00089543953274472,"AZ",2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.00474015468792299,0.000932579326131977,"AZ",2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"149",0.00541777127966052,0.000974368650149251,"AZ",2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
"150",0.005026914550745,0.0010211419784235,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
"151",0.0165262186300974,0.00107327192614433,"AZ",2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
"152",0.0128426007029751,0.001131171835354,"AZ",2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
"153",1.13762357661801,0.636577267154141,"AZ",2024-03-29,1,0,1,1,0,1,1,0,1,1,0,1
"154",2.38023753221966,0.644106144730886,"AZ",2024-03-30,1,0,0,1,1,1,1,0,0,1,0,1
"155",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.707691654618902,0.212114042691942,"AZ",2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
"157",1.05805618753266,0.216735228237663,"AZ",2024-04-02,1,1,1,1,1,0,1,1,1,1,0,0
"158",0.0350841245982104,0.00162880157136548,"AZ",2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
"159",1.1726302159986,0.388432263647554,"AZ",2024-04-04,1,0,1,1,1,0,1,1,1,1,0,0
"160",1.09201436205346,0.628549053934676,"AZ",2024-04-05,1,0,1,1,0,1,1,0,1,1,0,1
"161",0.0507523699999436,0.00200447026289454,"AZ",2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
"162",1.17533098732301,0.483993834304306,"AZ",2024-04-07,1,0,1,1,1,0,1,0,1,1,1,0
"163",1.12411306718358,0.387331993179217,"AZ",2024-04-08,1,0,1,1,1,0,1,0,1,1,1,0
"164",0.00416816819990794,0.0024969734270801,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1,1,1
"165",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",0.00628804603986442,0.00313926930678657,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1,1,1
"168",0.0210809464430977,0.00339360659498533,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1,1,1
"169",0.711687836858236,0.088510559765508,"CA",2024-03-03,1,1,0,1,1,1,1,1,0,1,0,1
"170",2.49920070169373,0.16772435108527,"CA",2024-03-04,1,0,0,1,1,0,1,0,0,1,1,0
"171",3.85140163839829,0.225410385650274,"CA",2024-03-05,1,0,0,1,1,0,1,0,0,1,1,0
"172",1.75277419808835,0.144459612228536,"CA",2024-03-06,1,0,1,1,1,0,1,0,0,1,0,0
"173",3.12927935209004,0.22954583586789,"CA",2024-03-07,1,0,1,1,0,1,1,1,0,1,0,1
"174",1.47816785224396,0.147637561442098,"CA",2024-03-08,1,0,0,1,1,0,1,0,0,1,0,0
"175",2.06059627385865,0.275169841083869,"CA",2024-03-09,1,0,1,0,1,1,1,0,1,0,1,1
"176",1.35609104064096,0.207150896139766,"CA",2024-03-10,1,0,1,1,0,1,1,0,0,1,0,1
"177",2.72395491963087,0.471431696506618,"CA",2024-03-11,1,0,1,1,1,0,1,0,1,1,0,0
"178",1.75138110775664,0.20834702784554,"CA",2024-03-12,1,0,0,1,1,1,1,0,0,1,1,1
"179",3.43325934938965,0.236431142498374,"CA",2024-03-13,1,0,1,1,0,1,1,0,0,1,0,1
"180",1.99958669054125,0.212726358356015,"CA",2024-03-14,1,0,0,1,0,1,1,0,1,1,0,1
"181",1.00044440706884,0.070077508344646,"CA",2024-03-15,1,1,0,1,1,1,1,0,0,1,0,1
"182",1.29691327832481,0.286138287588664,"CA",2024-03-16,1,0,0,1,1,1,1,0,0,1,0,1
"183",2.16426589296018,0.285878789864015,"CA",2024-03-17,1,0,1,1,0,1,1,0,1,1,0,1
"184",2.25912976678761,0.239488485540362,"CA",2024-03-18,1,0,0,1,1,0,1,0,0,1,0,0
"185",0.992929537582998,0.177320888949599,"CA",2024-03-19,1,1,1,1,1,0,1,0,1,1,1,0
"186",1.05907576981201,0.21919079648581,"CA",2024-03-20,1,1,0,1,1,1,1,0,1,1,0,1
"187",1.2699733047971,0.305969984268901,"CA",2024-03-21,1,0,0,1,1,1,1,1,0,1,0,1
"188",1.79251877289564,0.346717447997973,"CA",2024-03-22,1,0,0,1,1,0,1,0,0,1,1,0
"189",0.936542746600049,0.214570191630343,"CA",2024-03-23,1,1,0,1,1,1,1,0,0,1,1,1
"190",0.342362932605201,0.0136408103544091,"CA",2024-03-24,1,1,1,1,1,1,1,0,0,1,1,1
"191",1.94271371787728,0.31585677583377,"CA",2024-03-25,1,1,0,1,1,1,1,0,0,1,1,1
"192",0.421462786674255,0.142486501675049,"CA",2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
"193",1.18116666880485,0.327933145856648,"CA",2024-03-27,1,1,0,1,1,1,1,0,1,1,0,1
"194",1.01193978942027,0.276052910264029,"CA",2024-03-28,1,1,1,0,1,1,1,0,1,0,1,1
"195",0.270779334032656,0.0224357143071055,"CA",2024-03-29,1,1,1,1,1,1,1,0,1,1,0,1
"196",0.210635389917566,0.0247835623752445,"CA",2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
"197",0.920366837520769,0.793648937473115,"CA",2024-03-31,1,0,1,1,0,1,1,0,1,1,0,1
"198",1.06455395973592,0.300650420144014,"CA",2024-04-01,1,1,0,1,1,1,1,0,0,1,1,1
"199",0.352632267268754,0.0333510326707294,"CA",2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
"200",0.422049176480467,0.0367899191355852,"CA",2024-04-03,1,1,1,1,1,1,1,0,1,1,0,1
"201",3.0457908044694,0.82536763197637,"CA",2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
"202",1.9524969945497,0.411845010869894,"CA",2024-04-05,1,1,0,1,1,1,1,0,0,1,0,1
"203",0.344151300523278,0.049207943198157,"CA",2024-04-06,1,1,1,1,1,1,1,0,1,0,0,1
"204",0.164784758543933,0.0541398802398796,"CA",2024-04-07,1,1,1,1,1,1,1,0,1,1,0,1
"205",0.656209783386863,0.0595169602953633,"CA",2024-04-08,1,1,1,1,1,1,1,1,1,1,1,1
"206",0.490913331897253,0.384624964062324,"CA",2024-04-09,1,1,1,1,1,1,1,0,1,1,0,1
"207",1.26004977186006,0.643456390147055,"CA",2024-04-10,1,0,1,1,1,0,1,1,1,1,0,0
"208",2.522450285355,0.731063537065767,"CA",2024-04-11,1,0,1,1,0,0,1,0,1,1,0,0
"209",1.15931490984126,0.544495885659528,"CA",2024-04-12,1,1,1,1,1,0,1,1,1,1,0,0
"210",0.393715471830536,0.320600589478709,"CA",2024-04-13,1,1,1,1,1,1,1,0,1,1,0,1
"211",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.00226262369266959,0.000824570009964121,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"213",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",0.000434149422783473,0.000849453420620724,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",0.0031015979051932,0.000964119361265797,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
"221",0.000541700364393223,0.00100879120932472,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"222",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.000735942597613171,0.00112050261062622,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.000610021021728954,0.00135374469313096,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"227",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",1.37029528747563,1.9249305479442,"CO",2024-03-25,1,0,1,0,1,1,1,0,1,0,1,1
"234",NA,NA,"CO",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",0.00176529208280828,0.00305244521274724,"CO",2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
"237",NA,NA,"CO",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",0.0100179801130565,0.00485084313268957,"CO",2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
"242",NA,NA,"CO",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",1.19002581974065,0.897745906502139,"CO",2024-04-04,1,0,1,1,0,1,1,0,1,1,0,1
"244",NA,NA,"CO",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",0.00328182399543774,0.00709982015415472,"CO",2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
"246",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
