...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
63,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.92507520678628,0.470822895907333,AL,2023-07-31,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
66,1.21524323742105,0.4920193576052285,AL,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
67,0.856701592375986,0.417718575662387,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
68,0.710669920592632,0.504663065173185,AL,2023-08-03,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
69,0.784238597044568,0.53383847045934,AL,2023-08-04,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
70,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.780574256552819,0.5403679834698,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
74,0.736170651833164,0.529618327107615,AL,2023-08-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
75,0.738264790990152,0.533588943025045,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
76,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.405908000939613,0.3080778740868945,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.782520128534002,0.40317759857853,AL,2023-08-16,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
82,0.848449684772242,0.4386564082669545,AL,2023-08-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
83,0.786773160876903,0.3102193728433095,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
84,1.01142182233508,0.323736682947145,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
85,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.63644639956892,0.51088985528808,AR,2023-07-10,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
87,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.389883349080624,0.298273132557126,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
90,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.423779870305482,0.326109063122438,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
94,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.847703100281346,0.4482532985650965,AR,2023-07-19,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
96,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.415372059562922,0.279678854259347,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
98,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.651389561259412,0.35827266048038803,AR,2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
103,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.934204145634403,0.3668308623156385,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
105,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.383475406059328,0.261812931070687,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
108,1.50961786674005,0.4278497209567175,AR,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
109,1.22556908453398,0.344366557512046,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
110,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.706342101837457,0.509466409470985,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
112,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.528336949922586,0.3785882258716645,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
115,1.76100219820399,0.3641741042825775,AR,2023-08-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
116,1.16121323681693,0.4154486013761565,AR,2023-08-09,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
117,0.647450996393712,0.4813989004378915,AR,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.665935354192852,0.37656164456695,AR,2023-08-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.710648454755991,0.387597313409053,AR,2023-08-14,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
122,0.456152008397817,0.3011981622783205,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,1.4833549203519,0.4655490517265915,AR,2023-08-16,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
124,1.5016649547122,0.338933170875971,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
125,1.491716412676,0.4613418925369135,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
126,0.708725249619998,0.515611259469435,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
127,3.9118635176996,0.3968179540384815,AZ,2023-07-09,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
128,2.03400211518392,0.382258423265967,AZ,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
129,2.31670994124867,0.3864798844452505,AZ,2023-07-11,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1
130,2.28573005428855,0.3790615413893065,AZ,2023-07-12,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1
131,2.87348321202435,0.368116877260106,AZ,2023-07-13,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
132,1.11166789264204,0.3923873272323275,AZ,2023-07-14,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
133,1.84061163561445,0.416085836679268,AZ,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
134,2.14049187227553,0.3628824420217055,AZ,2023-07-16,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
135,3.75624000275606,0.3904627789912875,AZ,2023-07-17,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1
136,1.85049367037479,0.3953616521723795,AZ,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
137,2.47897983943455,0.37121554490957,AZ,2023-07-19,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
138,1.18733188077722,0.396094439203062,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
139,1.60467948031951,0.3641077605330595,AZ,2023-07-21,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
140,1.37411880289424,0.366057414978761,AZ,2023-07-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
141,0.678768947936475,0.376501445022185,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
142,2.9413253890637,0.397647695807849,AZ,2023-07-24,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
143,3.34661863579624,0.4217984818253025,AZ,2023-07-25,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
144,1.81069822045181,0.4167609066322915,AZ,2023-07-26,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1
145,1.54905030307196,0.444236243909641,AZ,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1
146,1.04703086088472,0.3895043639233145,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
147,0.705453845870765,0.389598132915723,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
148,5.17543732333976,0.3866277979904745,AZ,2023-07-30,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
149,1.79113400466923,0.4068938906203405,AZ,2023-07-31,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
150,1.99508123748521,0.392832414301425,AZ,2023-08-01,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
151,2.09218331983905,0.383113858798085,AZ,2023-08-02,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
152,2.49768946834792,0.3908417181018905,AZ,2023-08-03,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
153,0.66359696647074,0.394336931967324,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
154,2.07701084593464,0.3984914592452655,AZ,2023-08-05,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
155,1.02447112291756,0.391329553935676,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
156,3.30277232230895,0.396533815049444,AZ,2023-08-07,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1
157,4.44690354676811,0.403594252458697,AZ,2023-08-08,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1
158,2.70299249091413,0.4214715870181285,AZ,2023-08-09,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
159,1.05504066078847,0.4574611771579825,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
160,0.89517375372456,0.453760421299726,AZ,2023-08-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
161,0.437588279800439,0.3203494019319315,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
162,2.48335420527195,0.3991383012071945,AZ,2023-08-13,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
163,9.28251876100252,0.4549342149095665,AZ,2023-08-14,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
164,2.44242696113872,0.3723810465489665,AZ,2023-08-15,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
165,3.50183255987165,0.3854505289009665,AZ,2023-08-16,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1
166,2.19282835589301,0.4912201066803045,AZ,2023-08-17,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1
167,1.90027368245803,0.448458856791782,AZ,2023-08-18,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
168,1.27787029654517,0.4163580954886555,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
169,0.751071227825573,0.402499519793253,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
170,2.98847018222403,0.402168013215608,CA,2023-07-10,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
171,1.7989620607485,0.410724507409409,CA,2023-07-11,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
172,1.62600251875277,0.400287840869961,CA,2023-07-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
173,1.98701253321299,0.403052779391645,CA,2023-07-13,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
174,1.64069079012801,0.394439729914053,CA,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
175,1.19409537733859,0.4101395428134885,CA,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
176,1.67150050752768,0.384887163468949,CA,2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
177,1.87140026153765,0.419597485556376,CA,2023-07-17,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
178,2.24028707504211,0.4121035802618395,CA,2023-07-18,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
179,2.89747388966884,0.4036051539629865,CA,2023-07-19,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
180,2.11632494392485,0.415001606484449,CA,2023-07-20,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
181,2.44982393424097,0.3805607618465775,CA,2023-07-21,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
182,2.00737107591551,0.395951573118153,CA,2023-07-22,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
183,1.88518192694729,0.4292712765156825,CA,2023-07-23,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
184,4.66690496521917,0.475768479427679,CA,2023-07-24,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
185,4.05292354555231,0.4353933936985015,CA,2023-07-25,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
186,3.27199047143666,0.414051303479504,CA,2023-07-26,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
187,3.29661030706204,0.415931656433133,CA,2023-07-27,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
