...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,other_95_CI
26,NA,NA,AK,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.0858502160466347,0.0402642244393011,AK,2024-05-02,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0578782880304793,0.0192126280420755,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.38734132804042,0.418859884559371,AL,2024-05-06,1,1,1,0,1,0,0,1,0,1
80,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.229138730122928,0.147359142244815,AR,2024-05-08,1,1,1,1,1,0,0,1,1,1
124,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,0.639858913348188,0.1016094847254825,AZ,2024-04-01,1,1,1,1,1,0,0,1,1,1
129,0.940217066854545,0.106608786558351,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
130,0.0487864600583202,0.004141575900842035,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
131,1.07495011537843,0.1881776979407155,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
132,0.974601604953212,0.2924147592972025,AZ,2024-04-05,0,0,1,1,1,0,0,1,1,1
133,0.0640231675676533,0.005232475379644,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
134,1.05466881928591,0.232500992713893,AZ,2024-04-07,1,1,1,0,1,0,1,1,0,1
135,1.06049347718459,0.1887123518829025,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
136,0.00813536249797082,0.0066439380809761,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
137,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.0372621462343929,0.0084680409410058,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
140,0.0702536607681238,0.0091872665789538,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
141,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1.44979814798059,0.238066074319881,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
143,0.512750484820267,0.1429081027483735,AZ,2024-04-16,1,1,1,1,1,1,0,0,1,1
144,0.944625115499428,0.1610360461027675,AZ,2024-04-17,1,1,1,0,1,0,0,1,0,1
145,0.0146821813291528,0.0138562306573686,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
146,0.0158841355767135,0.01504944265185915,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
147,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,0.96972400159363,0.29143729740167,AZ,2024-04-21,1,1,1,0,1,1,1,0,0,1
149,1.11284363057571,0.2154401273393585,AZ,2024-04-22,1,1,0,1,1,0,0,0,1,1
150,0.243670396335486,0.0209459070130979,AZ,2024-04-23,1,1,1,1,1,0,1,1,0,1
151,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,0.0920002376446398,0.02469866576903535,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1
153,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,0.988233122964191,0.4086054696112075,AZ,2024-04-27,1,1,1,0,1,0,1,1,0,1
155,0.2520704855983,0.0315693584568542,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1
156,1.06804396517127,0.309893504334575,AZ,2024-04-29,1,1,1,0,1,0,0,1,0,1
157,1.77156047869996,0.3253714466725995,AZ,2024-04-30,0,1,1,0,1,0,0,1,0,1
158,0.148193563396003,0.04020454923772255,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1
159,0.161346977317493,0.0435290111074507,AZ,2024-05-02,1,1,1,1,1,1,1,1,1,1
160,0.300976928313284,0.04709493190152665,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0.736997560926739,0.0593383960807325,AZ,2024-05-06,1,1,1,1,1,1,1,1,1,1
164,0.583621532786424,0.0639617412345545,AZ,2024-05-07,1,1,1,1,1,0,0,1,1,1
165,0.881129562446902,0.125435072975696,AZ,2024-05-08,1,1,1,1,1,1,1,1,1,1
166,0.432027673437821,0.238290931599392,AZ,2024-05-09,1,1,1,1,1,0,0,1,1,1
167,2.18479682718878,0.410442458413348,AZ,2024-05-10,0,0,1,1,1,0,0,1,0,1
168,1.34417443494347,0.584108019716465,AZ,2024-05-11,0,1,1,0,1,0,0,1,0,1
169,0.456635824177117,0.200634371722813,CA,2024-03-31,1,1,1,1,1,1,1,1,1,1
170,1.17412618589827,0.205009276491097,CA,2024-04-01,1,1,1,1,1,0,0,1,1,1
171,1.78117761290544,0.2068375544775225,CA,2024-04-02,1,1,1,1,0,0,1,1,1,0
172,2.80354496099513,0.2982019651381485,CA,2024-04-03,0,0,1,1,0,0,0,1,1,0
173,1.78088503509509,0.2850877795300295,CA,2024-04-04,0,1,1,1,0,0,0,1,0,0
174,3.87139376150788,0.2115293049529095,CA,2024-04-05,1,0,0,1,1,0,0,0,0,1
175,1.47985550366882,0.1138803279328045,CA,2024-04-06,1,0,1,1,0,0,0,1,1,0
176,2.06102427871349,0.174133674742394,CA,2024-04-07,1,1,1,1,0,0,1,0,1,0
177,1.60603145665161,0.192565862875873,CA,2024-04-08,1,0,0,1,0,0,0,0,1,0
178,0.676694794253666,0.208759273201925,CA,2024-04-09,1,1,1,1,1,0,0,0,0,1
179,1.42757447739664,0.316734582248678,CA,2024-04-10,0,0,1,1,1,0,1,1,0,1
180,0.814409851009578,0.2335392201696275,CA,2024-04-11,1,1,1,1,1,0,0,1,1,1
181,0.699170300780513,0.25141042339867,CA,2024-04-12,1,1,1,1,1,0,0,0,0,1
182,1.88414029581813,0.1577924096499035,CA,2024-04-13,0,1,1,1,0,0,0,1,1,0
183,0.655346341045287,0.1504923587394405,CA,2024-04-14,1,1,1,1,1,0,0,1,1,1
184,1.43604097640005,0.214375033428483,CA,2024-04-15,1,1,1,1,0,0,0,0,1,0
185,2.96888957141098,0.190235431847879,CA,2024-04-16,0,0,0,1,1,0,0,0,1,1
186,5.82857661341331,0.256145643409317,CA,2024-04-17,1,0,0,0,0,1,0,0,0,0
187,2.60705135434818,0.2251681680110455,CA,2024-04-18,1,1,0,0,1,0,0,0,1,1
188,3.39706961458284,0.2101173427055785,CA,2024-04-19,0,0,0,1,1,0,0,0,1,1
189,0.212274883935461,0.1115985038344235,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
190,1.50616421000737,0.2531254900404865,CA,2024-04-21,1,1,1,1,0,0,0,1,1,0
191,3.26314917519908,0.350387866128368,CA,2024-04-22,1,1,0,0,0,0,0,0,0,0
192,1.54057627541152,0.265588375209334,CA,2024-04-23,1,1,1,1,0,0,0,1,0,0
193,4.01390362856018,0.3603357989110555,CA,2024-04-24,1,1,0,1,1,0,0,0,1,1
194,5.88359914587915,0.31217775107514,CA,2024-04-25,0,0,1,0,0,0,0,0,1,0
195,1.47748412271485,0.2400199760152655,CA,2024-04-26,0,1,1,1,1,0,0,0,1,1
196,4.33190461621303,0.3967684457022275,CA,2024-04-27,1,1,1,1,0,0,0,1,0,0
197,2.6251147069795,0.4291702201869915,CA,2024-04-28,1,1,1,0,0,0,0,1,0,0
198,2.52125782060876,0.2818383637115825,CA,2024-04-29,0,0,0,1,1,0,0,0,1,1
199,4.25133320980947,0.342047512776174,CA,2024-04-30,0,0,0,0,0,0,0,0,1,0
200,2.3479845498407,0.3515524256120605,CA,2024-05-01,1,1,1,0,0,0,0,1,1,0
201,5.09982095081485,0.318311691136984,CA,2024-05-02,0,0,1,0,0,0,0,1,0,0
202,7.60040234144786,0.3175414208528055,CA,2024-05-03,0,0,1,0,0,0,0,1,0,0
203,2.58731654628065,0.309007535390515,CA,2024-05-04,0,0,1,1,1,0,0,1,1,1
204,3.83153807331323,0.2881345070082115,CA,2024-05-05,0,0,1,0,1,0,0,1,1,1
205,8.00601536741443,0.341475902020341,CA,2024-05-06,0,0,1,0,0,0,0,0,0,0
206,4.50124259465255,0.3713489616912875,CA,2024-05-07,1,1,1,1,0,0,0,1,0,0
207,7.40334623692785,0.3699632128849255,CA,2024-05-08,0,0,1,0,0,0,0,1,0,0
208,8.39977982230936,0.358901832293611,CA,2024-05-09,0,0,1,1,0,0,1,0,0,0
209,5.01846880344784,0.367193875606797,CA,2024-05-10,0,1,0,0,0,0,0,0,1,0
210,3.16141739792181,0.387358609748334,CA,2024-05-11,0,1,0,1,0,0,0,0,0,0
211,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.0387095263492143,0.01082547104016625,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0.995203679078618,0.4046181674690595,CO,2024-04-04,0,0,1,1,1,0,0,1,1,1
216,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0.0149932376007247,0.01430425418609775,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
218,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.810105320118318,0.364869192732575,CO,2024-04-15,1,0,1,1,1,1,0,0,1,1
227,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.97270575492795,0.4244008396340545,CO,2024-04-17,1,1,1,0,1,0,1,1,0,1
229,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0564209975211112,0.04512056385461265,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
234,0.0621291877187054,0.0484125965464982,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.103032034011094,0.0731608249726895,CO,2024-04-29,1,1,1,1,1,0,1,1,0,1
241,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.675543683957036,0.452076236668577,CO,2024-05-06,1,0,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.20115431458403,0.14696282866027,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.00150763651368915,0.001169013897992525,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
264,0.0014422149940982,0.001264410539668855,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
265,0.00250744307550252,0.0013683115683992,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,0.00343248016266968,0.00221639595213256,CT,2024-04-18,1,1,1,1,1,1,1,1,1,1
272,0.0031154700519983,0.00240438486409774,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1.01221528082375,0.29970493340427,CT,2024-04-22,0,0,1,1,1,0,0,1,1,1
276,1.25793430873632,0.88861871582477,CT,2024-04-23,0,0,1,1,1,1,0,1,0,1
277,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,1.31199108066212,0.93649716243177,CT,2024-04-25,0,1,1,1,0,0,1,1,1,0
279,NA,NA,CT,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,1.19085953124163,0.847278999137035,CT,2024-05-01,0,0,1,1,1,0,0,1,1,1
