...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
90,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.233551133000314,0.1331775580538105,AR,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.741426349649987,0.2726876076337685,AZ,2024-04-21,1,1,1,0,1,1,1,0,0,1,1,1,1,1
128,0.828356829033168,0.210624687198402,AZ,2024-04-22,1,1,0,1,1,1,1,0,0,0,1,1,1,1
129,0.52240743763362,0.0419059585066723,AZ,2024-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0.18737225606132,0.04999780578174875,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.750264922494907,0.368758412757664,AZ,2024-04-27,1,1,1,0,1,1,1,1,0,1,0,1,1,1
134,0.462225163316621,0.064715690374559,AZ,2024-04-28,1,1,1,1,1,1,1,0,0,1,1,1,1,1
135,0.664586484921543,0.289705593211197,AZ,2024-04-29,1,1,1,1,1,1,1,0,1,1,0,1,1,1
136,1.24615801964919,0.3018061744988835,AZ,2024-04-30,1,1,1,0,1,1,1,1,0,1,0,1,1,1
137,0.313707091220253,0.0829157720077925,AZ,2024-05-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1
138,0.334948654874363,0.089818638042809,AZ,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.648025161566856,0.097155821055613,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1.4308492810296,0.1218210541297685,AZ,2024-05-06,0,1,1,1,1,1,1,0,0,1,0,1,1,1
143,1.18510000829406,0.13092837839382,AZ,2024-05-07,0,1,1,1,1,1,1,0,1,1,0,1,1,1
144,2.07272530318416,0.176838746222915,AZ,2024-05-08,0,1,1,1,1,1,1,0,0,1,0,1,1,1
145,0.50395729867311,0.2523507302847535,AZ,2024-05-09,1,1,1,1,1,1,1,0,0,1,1,1,1,1
146,1.42642669745423,0.361022473890944,AZ,2024-05-10,1,0,1,1,1,1,1,0,0,1,0,1,1,1
147,0.903941940178571,0.465731180903267,AZ,2024-05-11,1,1,1,1,1,1,1,0,1,1,0,1,1,1
148,0.252427730348256,0.182735294934982,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,1.18348823025736,0.411316177646119,AZ,2024-05-13,1,1,1,1,0,0,1,0,0,1,0,0,0,1
150,0.65634547669102,0.291321864227192,AZ,2024-05-14,1,1,1,1,1,1,1,0,0,1,0,1,1,1
151,0.656594052213183,0.295713698493082,AZ,2024-05-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1
152,0.608199272509027,0.4402194209250395,AZ,2024-05-16,1,1,1,0,1,1,1,1,0,1,0,1,1,1
153,0.580988049955846,0.3830981898594415,AZ,2024-05-17,1,0,1,1,1,1,1,1,0,1,0,1,1,1
154,0.346084108414215,0.255838853339706,AZ,2024-05-18,1,1,1,1,1,1,1,0,1,1,1,0,1,1
155,0.377686633803653,0.2687370974761905,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,0.536387134230203,0.4021767047544115,AZ,2024-05-20,1,1,1,0,1,1,1,1,1,1,0,0,1,1
157,0.943752234304011,0.29479284215713,AZ,2024-05-21,0,1,1,1,1,1,1,0,1,1,0,1,1,1
158,0.544625619338812,0.3469773660011705,AZ,2024-05-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1
159,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.467175706367598,0.33391390816124,AZ,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.921740630731,0.3577566000214515,AZ,2024-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,1.72774589329495,0.417339484740745,AZ,2024-05-27,1,1,1,1,0,1,1,0,0,1,0,0,1,1
164,1.82790153697694,0.3674726881754425,AZ,2024-05-28,0,0,1,1,1,1,1,0,0,1,0,1,0,1
165,0.923875125910004,0.4267743904099505,AZ,2024-05-29,1,1,1,1,1,1,0,0,0,1,1,1,1,0
166,0.520540772339416,0.3606540599771655,AZ,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
167,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,0.72320873114258,0.3994070379488275,AZ,2024-06-01,1,1,1,1,1,1,1,0,1,1,1,1,0,1
169,0.996088047968355,0.246919506972129,CA,2024-04-21,1,1,1,1,1,0,1,0,0,0,1,1,0,1
170,2.98290465257509,0.3514690645495465,CA,2024-04-22,0,1,0,1,0,1,0,0,0,0,1,0,1,0
171,1.37629224046826,0.2696973014309255,CA,2024-04-23,1,1,1,1,0,0,1,0,0,0,0,0,0,1
172,4.07092622233362,0.362847233141003,CA,2024-04-24,0,1,0,1,1,1,1,0,0,0,0,1,1,1
173,3.32617934869094,0.290822615312403,CA,2024-04-25,1,0,1,1,0,0,1,0,0,0,1,0,0,1
174,0.833402202964806,0.226358084766291,CA,2024-04-26,1,1,1,1,1,1,1,0,0,0,1,1,0,1
175,4.4397471770364,0.4019558343550545,CA,2024-04-27,0,1,1,1,0,1,1,0,1,0,0,0,0,1
176,4.25931150143668,0.4805878241622775,CA,2024-04-28,0,1,1,0,0,1,1,0,0,1,0,0,0,1
177,1.59893680586554,0.2493706557996905,CA,2024-04-29,0,0,0,1,1,1,1,0,0,0,1,1,1,1
178,2.48104365388096,0.3260566641358375,CA,2024-04-30,1,0,0,1,0,1,1,0,1,0,1,0,0,1
179,1.64675964585085,0.3285844279258655,CA,2024-05-01,1,1,1,1,0,1,1,0,0,1,1,0,1,1
180,2.29714351263753,0.294165864035387,CA,2024-05-02,1,0,1,1,0,1,1,0,0,0,1,0,0,1
181,5.12388455730013,0.279893676844163,CA,2024-05-03,0,0,1,1,0,1,1,0,0,1,0,1,1,1
182,2.10243018105948,0.278959181099992,CA,2024-05-04,0,0,1,1,1,1,1,0,0,1,0,1,1,1
183,2.66643676890711,0.229716256663608,CA,2024-05-05,0,0,1,1,1,1,1,0,0,1,1,1,0,1
184,6.6930650314527,0.296228359789549,CA,2024-05-06,0,0,1,1,0,1,1,0,0,1,0,0,0,1
185,5.12937753393714,0.392556516024722,CA,2024-05-07,0,1,1,0,1,0,1,0,0,0,0,1,0,1
186,4.75145948024414,0.321424275116408,CA,2024-05-08,0,0,1,1,0,1,1,0,0,0,0,0,0,1
187,5.31023233279413,0.341335565564431,CA,2024-05-09,0,0,1,1,1,1,1,1,0,1,0,1,1,1
188,2.05808824640071,0.326910171584256,CA,2024-05-10,1,1,0,0,1,0,1,0,0,0,0,1,0,1
189,3.6506944354036,0.4137555504788885,CA,2024-05-11,1,0,0,0,1,1,1,1,0,0,0,0,0,1
190,3.28082846360227,0.370013473319743,CA,2024-05-12,1,1,1,0,1,1,1,0,1,1,0,1,0,1
191,3.52914123123828,0.444478356011333,CA,2024-05-13,1,0,0,1,1,0,1,0,0,0,0,1,0,1
192,10.3485186920984,0.461223754703899,CA,2024-05-14,0,0,1,0,1,1,1,0,0,1,0,0,0,1
193,3.83934915129978,0.3513195846544125,CA,2024-05-15,0,1,0,1,1,1,1,0,0,1,0,0,0,0
194,7.735487463878,0.3558202087070425,CA,2024-05-16,0,0,1,1,1,1,1,0,0,0,0,1,0,1
195,6.80696865697425,0.3616264807916585,CA,2024-05-17,0,0,0,1,1,1,1,0,0,1,1,0,0,1
196,5.43366504496269,0.4034547397167475,CA,2024-05-18,0,0,1,1,1,1,1,0,0,0,1,1,0,1
197,5.93891808319437,0.4424783983748275,CA,2024-05-19,0,0,1,1,1,0,1,0,0,1,0,1,0,1
198,8.24847505208909,0.31047531772093,CA,2024-05-20,0,1,1,0,1,1,1,0,1,1,0,1,0,1
199,13.3870786922993,0.415175896415151,CA,2024-05-21,0,0,0,1,1,0,1,0,0,0,0,0,0,1
200,14.6945268401568,0.4044089865602655,CA,2024-05-22,0,0,1,1,1,1,1,0,0,0,1,0,0,1
201,6.77988715089993,0.34661135997099,CA,2024-05-23,0,1,1,1,1,0,1,0,0,1,0,0,0,1
202,9.31143989562565,0.4314495982825445,CA,2024-05-24,0,0,0,1,1,1,1,0,0,0,0,0,0,1
203,3.9948960536678,0.3591112817562635,CA,2024-05-25,0,1,1,1,1,1,0,0,1,1,0,0,0,0
204,9.94868377670202,0.456867742826187,CA,2024-05-26,0,0,0,1,1,1,0,0,0,0,0,0,0,0
205,9.89514973709172,0.408134592845024,CA,2024-05-27,0,0,0,1,1,1,1,0,0,1,0,0,0,1
206,12.1025432829609,0.4033293832754295,CA,2024-05-28,0,0,0,1,1,0,1,0,1,1,0,0,0,1
207,7.37809279880202,0.399886940666159,CA,2024-05-29,0,1,1,1,1,1,1,0,0,1,0,1,0,1
208,6.72057749073493,0.4152405769032805,CA,2024-05-30,0,1,0,1,1,1,0,0,0,0,0,0,0,0
209,24.4285893773788,0.4665740417079205,CA,2024-05-31,0,0,0,1,1,1,0,0,0,0,0,0,0,0
210,2.53395322666347,0.3781126332657345,CA,2024-06-01,1,1,1,0,1,1,1,1,0,1,0,0,0,1
211,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.112480493808717,0.083642546409028,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.127475555766962,0.0898411883223875,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.188451791794142,0.134826919973966,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.468766767209747,0.318666981511473,CO,2024-05-06,1,1,1,1,1,1,1,1,0,1,1,1,0,1
227,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.384475325532601,0.2492567893307395,CO,2024-05-10,1,1,1,1,1,1,1,0,1,1,1,1,0,1
231,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.408953142017349,0.2850535822521975,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
