...1,es_score,brier_score,location,target_date,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X23I_50_CI,X24B_50_CI,other_50_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X23I_95_CI,X24B_95_CI,other_95_CI
46,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.00595761503423958,0.00348426360743115,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.006065646808531,0.0031526751642689,AL,2024-03-04,1,1,1,1,1,1,0,0,1,1,1,1
52,0.0261261740928986,0.00312244996108272,AL,2024-03-05,1,1,1,1,1,1,1,0,1,1,0,1
53,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.927142012348725,0.2989941108371995,AL,2024-03-13,1,0,1,1,0,1,1,1,1,1,1,1
61,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.041015032759351,0.004894121316834165,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0269411218759221,0.0092861919158338,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0376278812088551,0.0158230726684043,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00942604200598865,0.003220631683299845,AR,2024-02-26,1,1,1,1,1,1,0,0,1,1,1,1
87,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.33957380300115,0.926886597240075,AR,2024-02-29,1,0,1,0,1,1,1,0,1,0,1,1
90,0.00252073668057654,0.00327743279794124,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0179589997985717,0.003568223520749125,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00209049049206469,0.00433381956178817,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.0212777495021091,0.01114210430397715,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
111,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.98163739035057,0.215630337478459,AZ,2024-02-25,0,0,0,1,1,1,0,0,0,1,1,1
128,0.0299371218823254,3.2448301936374e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
129,0.976474370004409,0.088567631178499,AZ,2024-02-27,1,1,0,1,1,1,0,0,0,1,1,1
130,0.0171730657365856,2.7203375843201e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
131,0.0060063885341179,2.50052726343065e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
132,6.3922453220793e-4,2.30485998816775e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
133,0.00826633261476542,2.1306875316789e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
134,0.00636738389493553,1.97567924017135e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
135,0.0290618286964224,1.83778446754625e-4,AZ,2024-03-04,1,1,1,1,1,1,1,0,1,0,1,1
136,0.0164101617579186,1.715199554229e-4,AZ,2024-03-05,1,1,1,1,1,1,1,0,0,1,1,1
137,0.00569566565846255,1.60633881869955e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
138,5.4107811055586e-4,1.50980909011e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
139,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.00502495326514851,1.34900121312495e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
141,1.27704931639153,0.327019183222613,AZ,2024-03-10,1,0,0,1,1,1,1,0,0,1,1,1
142,0.00954655977354971,1.2246979683895e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
143,1.27731292323496,0.3274838430524525,AZ,2024-03-12,1,0,1,1,0,1,1,0,1,1,0,1
144,0.0392368708050785,1.1307307666631e-4,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
145,0.00963342898442715,1.09361780875405e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,8.5971456886835e-4,1.0008963108566e-4,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
150,0.0141066557993912,9.901045480961e-5,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
151,1.56001923875096,0.098412548337442,AZ,2024-03-20,1,0,0,1,1,1,1,0,0,1,0,1
152,0.0482753666764524,9.819376131203e-5,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
153,0.0149978527552312,9.8432295608935e-5,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
154,0.0117052497359018,9.909250415959e-5,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
155,0.00475977229774577,1.00171670422785e-4,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
156,0.00501670593080177,1.01670455711835e-4,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
157,0.00339961142772903,1.0359278029852e-4,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
158,0.00888385159665682,1.0594573959899e-4,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
159,0.0142319563419283,1.0873955288587e-4,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
160,1.15802501146113,0.3266841187179735,AZ,2024-03-29,1,0,1,1,0,1,1,0,1,1,0,1
161,2.46481419381648,0.3283906296324105,AZ,2024-03-30,1,0,0,1,1,1,1,0,0,1,1,1
162,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0.778349960264432,0.108828420481716,AZ,2024-04-01,1,1,1,1,0,1,1,0,1,1,0,1
164,1.08662304933302,0.1097731147087105,AZ,2024-04-02,1,1,1,1,1,0,1,0,1,1,1,0
165,0.0335751769918706,1.35726864887415e-4,AZ,2024-04-03,1,1,1,1,1,1,1,0,1,1,0,1
166,1.1630027829451,0.1974206896563315,AZ,2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
167,1.07481405925331,0.3254881669054575,AZ,2024-04-05,1,0,1,1,0,1,1,0,1,1,0,1
168,0.0388105664167586,1.5697519535682e-4,AZ,2024-04-06,1,1,1,1,1,1,1,0,1,1,0,1
169,0.453983055611217,7.24415717357665e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
170,2.62954351086372,0.0769028938717845,CA,2024-02-26,0,0,1,1,1,0,0,0,0,1,0,0
171,5.53386367488971,0.113365853220953,CA,2024-02-27,0,0,0,1,0,0,0,0,0,1,0,0
172,3.64369605190216,0.0755091010056845,CA,2024-02-28,1,0,0,1,1,0,0,0,0,1,0,0
173,0.0534795759729191,6.65693038662705e-4,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
174,0.0915909604512909,6.59405100439495e-4,CA,2024-03-01,1,1,1,1,1,1,1,0,1,1,0,1
175,0.42912511151622,6.56303633167765e-4,CA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
176,0.74609509212181,0.0442009844055719,CA,2024-03-03,1,1,0,1,1,1,1,0,0,1,1,1
177,2.48508207094153,0.0881291525962935,CA,2024-03-04,0,0,0,1,1,0,0,0,0,1,0,0
178,3.89530931732176,0.1138045370176165,CA,2024-03-05,0,0,0,1,1,0,1,0,1,1,1,0
179,1.42518413940822,0.0582469337524745,CA,2024-03-06,1,1,0,1,1,0,1,0,0,1,0,0
180,3.04081916763828,0.116947936746951,CA,2024-03-07,1,0,1,1,0,1,1,0,0,1,0,1
181,0.973174226152549,0.051174800300311,CA,2024-03-08,1,1,1,1,1,0,1,0,1,1,0,0
182,2.14339400037289,0.1386621269025935,CA,2024-03-09,1,0,1,0,1,1,1,0,0,0,1,1
183,1.48085632590539,0.1123617322249415,CA,2024-03-10,1,0,1,1,0,1,1,0,1,1,0,1
184,1.63435832808004,0.192128897386396,CA,2024-03-11,1,0,1,1,1,0,1,0,1,1,0,0
185,1.55945433630599,0.1063743489881825,CA,2024-03-12,1,0,0,1,1,1,1,0,0,1,0,1
186,2.58531823551114,0.1087864782569525,CA,2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
187,2.17127409363117,0.115616302358604,CA,2024-03-14,1,0,0,1,0,1,1,0,0,1,0,1
188,0.973642215423582,0.0351146257073972,CA,2024-03-15,1,1,0,1,1,1,1,0,0,1,0,1
189,1.31619669293055,0.1468099438213315,CA,2024-03-16,1,0,0,1,1,1,0,0,1,1,1,1
190,2.27480955571532,0.1664285565109055,CA,2024-03-17,1,0,1,1,0,1,1,0,1,1,0,1
191,2.26425566601552,0.1207822555772895,CA,2024-03-18,1,0,0,1,1,0,1,0,0,1,1,0
192,0.299946154554731,0.00118270993543133,CA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
193,0.95731850024262,0.0746109468013845,CA,2024-03-20,1,1,0,1,1,1,1,0,1,1,0,1
194,1.2860856571961,0.1580404231423535,CA,2024-03-21,1,0,0,1,1,1,0,1,0,1,1,1
195,1.8308914017643,0.17857617564431,CA,2024-03-22,1,0,0,1,1,0,1,0,0,1,1,0
196,0.994703559977992,0.1203566789482865,CA,2024-03-23,1,1,0,1,1,1,1,0,0,1,1,1
197,0.26592244420036,0.001679726997354515,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
198,1.97571845313468,0.174141763949104,CA,2024-03-25,1,1,0,1,1,1,1,0,0,1,1,1
199,0.433507393140988,0.072131709636436,CA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
200,1.01000574905253,0.1595932568016035,CA,2024-03-27,1,1,0,1,1,1,1,1,0,1,0,1
201,1.0161640105239,0.137670593573127,CA,2024-03-28,1,1,1,0,1,1,1,0,1,0,1,1
202,0.214320989777187,0.00249009020837928,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
203,0.262805116915039,0.002704001620200575,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
204,0.89554664115198,0.4489533603657105,CA,2024-03-31,1,0,1,1,0,1,1,0,1,1,0,1
205,0.444611589848343,0.114112369860307,CA,2024-04-01,1,1,1,1,1,1,1,0,1,1,0,1
206,0.35278363432915,0.00348112912330754,CA,2024-04-02,1,1,1,1,1,1,1,0,1,1,0,1
207,0.231615917012813,0.00379256405783528,CA,2024-04-03,1,1,1,1,1,1,1,0,1,1,0,1
208,1.32070178358817,0.304880000965929,CA,2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
209,1.10500051880475,0.2035863311438855,CA,2024-04-05,1,1,0,1,1,1,1,0,0,1,1,1
210,0.178321567089896,0.004920126759158105,CA,2024-04-06,1,1,1,1,1,1,1,0,1,1,0,1
211,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00464537127982145,0.00118535556138672,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
213,7.4427231594254e-4,0.00114734460009345,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
214,5.9368685538859e-4,0.00111543109111075,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
215,0.00314551937379014,0.00108934365214936,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00257060735214837,0.00103969372098921,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,6.718504390452e-4,0.00107497581107854,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.00284301336206107,0.001201753033138285,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
228,7.6011150759391e-4,0.00124972100109062,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.00129417511834632,0.001368076501792775,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,7.8713712846471e-4,0.001610178023069375,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.36500815107809,0.94274280286148,CO,2024-03-25,1,0,1,0,1,1,1,0,1,0,1,1
241,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,0.00252391866499139,0.00326396572366357,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.0136888717700344,0.0048938165689082,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
249,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1.13065248620252,0.429974701422088,CO,2024-04-04,1,0,1,1,0,1,1,0,1,1,0,1
251,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.00471906095043957,0.0068271499062449,CO,2024-04-06,1,1,1,1,1,1,1,0,1,1,0,1
253,0.00105713129633786,1.1792531227968e-4,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
