...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
43,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.61452023453024,0.375109338598918,AL,2023-05-19,1,1,1,1,0,1,1,1,0,0,1,1,1,1
56,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.166896886078849,0.131920032756362,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.558549896116201,0.1759269086586065,AL,2023-05-31,1,1,1,1,1,1,1,1,0,1,1,0,1,1
68,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.597355097033417,0.510886477725345,AL,2023-06-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1
75,0.298356620952377,0.228280201122568,AL,2023-06-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1
76,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.1848737874809,0.812195850672,AR,2023-05-08,1,0,1,1,0,1,1,1,0,1,1,0,1,1
87,0.0467067713735504,0.0154314003760101,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,2.32663604338314,0.575423847530815,AR,2023-05-10,0,0,1,1,1,1,1,0,0,1,1,1,1,1
89,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.179054124545305,0.0322926545104489,AR,2023-05-23,1,1,1,1,1,1,1,1,0,1,0,0,1,1
102,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.0351460071053949,0.03784830687303075,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.00860343717257,0.673678068785165,AR,2023-05-29,1,0,1,1,0,1,1,1,0,1,1,0,1,1
108,1.02331158349016,0.66547943184391,AR,2023-05-30,1,0,1,1,0,1,1,1,0,1,1,0,1,1
109,0.0400439660689592,0.04906070632050395,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.0602914171892912,0.069414789786772,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,0.064616251964895,0.0728038059774405,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.07107594110835,0.076318000420924,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.22490252085323,0.087621880113467,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.864982823253958,0.541658786465515,AR,2023-06-13,1,1,1,1,0,1,1,1,0,1,1,0,1,1
123,0.83216630866062,0.532463127901655,AR,2023-06-14,1,1,1,1,0,1,1,1,0,1,1,0,1,1
124,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.80967447231258,0.514065071568695,AR,2023-06-16,1,1,1,1,0,1,1,1,0,1,1,0,1,1
126,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,4.04299089622691,0.3123033246301485,AZ,2023-05-07,0,0,1,1,0,0,0,0,0,0,0,0,0,0
128,6.19157486602382,0.308536594040331,AZ,2023-05-08,0,0,1,0,1,1,0,0,0,1,0,0,1,1
129,2.80818068269145,0.1015626225828245,AZ,2023-05-09,1,0,1,0,1,1,0,1,0,1,0,0,1,0
130,1.53712317561027,0.1413319102849285,AZ,2023-05-10,0,1,1,1,1,1,1,0,0,1,0,1,0,1
131,0.146510130659052,0.0283235702733665,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,0.952088984688749,0.142410497636327,AZ,2023-05-12,0,1,1,1,1,1,1,0,0,1,0,1,0,1
133,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.71237705306871,0.400284795308006,AZ,2023-05-14,1,0,1,1,0,1,1,1,0,1,0,0,1,1
135,1.80881385264109,0.2110638899162565,AZ,2023-05-15,0,1,1,1,1,1,0,0,0,1,0,0,0,0
136,1.37605790410085,0.193064223791198,AZ,2023-05-16,1,1,1,1,1,1,0,1,1,1,0,0,1,0
137,1.08484976632613,0.179634285453777,AZ,2023-05-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
138,1.44540245677059,0.275398201023193,AZ,2023-05-18,1,1,1,1,0,1,1,1,0,1,0,0,1,1
139,0.902013312429282,0.64467065718868,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,1,1,0
140,1.83349312476596,0.636209371547735,AZ,2023-05-20,1,0,1,0,1,1,1,1,1,1,0,1,0,1
141,1.09407415580583,0.195068291001397,AZ,2023-05-21,1,1,1,1,1,1,0,1,0,1,0,1,1,0
142,1.4922748126933,0.2055776900046215,AZ,2023-05-22,1,1,1,0,1,1,1,1,0,1,0,0,0,1
143,1.2252696398718,0.1707717172278815,AZ,2023-05-23,0,1,1,1,1,1,1,0,0,1,0,0,0,1
144,1.32734881338309,0.2785737830418435,AZ,2023-05-24,0,1,1,1,1,1,1,0,0,0,0,0,1,1
145,0.487463628077864,0.0608694335751215,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,0.832163261255944,0.2718953984917735,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,1,0,1
147,0.575219158252706,0.0675736192679005,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,2.16867270420687,0.302737628011534,AZ,2023-05-28,0,1,1,1,1,1,1,0,0,1,0,0,1,1
149,1.63838424574196,0.3021795912459675,AZ,2023-05-29,0,1,1,1,1,1,0,0,0,1,0,1,0,0
150,1.74401616855837,0.361195754490317,AZ,2023-05-30,1,0,1,1,1,0,1,1,0,1,0,0,0,1
151,2.18696070418994,0.230559783551918,AZ,2023-05-31,1,1,1,0,1,1,0,1,0,1,0,0,1,0
152,1.96443701629057,0.41837246506862,AZ,2023-06-01,1,0,1,0,1,1,1,1,0,1,0,1,1,1
153,0.853311353125919,0.300354803594504,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,1,0,0,1
154,0.81295304276190306,0.2143736455266215,AZ,2023-06-03,1,1,1,1,1,1,1,1,0,1,0,0,1,1
155,0.938597215023725,0.2053057265289495,AZ,2023-06-04,1,1,1,1,1,1,1,1,0,1,0,0,1,1
156,0.705592485182237,0.233773360751159,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1
157,1.18578486716525,0.377748281870906,AZ,2023-06-06,1,1,1,1,1,0,1,1,0,1,0,1,0,1
158,1.26976311198383,0.297554805565076,AZ,2023-06-07,1,1,1,0,1,1,0,1,0,1,1,0,1,0
159,1.82424580457014,0.385469846998178,AZ,2023-06-08,1,1,1,0,1,1,0,1,0,1,0,0,0,0
160,1.2882692770972,0.4033088217395785,AZ,2023-06-09,0,1,1,1,1,1,1,0,0,1,1,0,0,1
161,0.993027138649294,0.429688620918866,AZ,2023-06-10,1,1,0,1,1,1,1,1,1,0,0,1,1,1
162,1.08745579693524,0.2301508564014,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,1,1
163,1.17616262836969,0.349461484912235,AZ,2023-06-12,0,1,1,1,1,1,1,0,1,1,0,0,0,1
164,2.65005796674447,0.4759734281844795,AZ,2023-06-13,0,0,1,1,1,1,0,0,0,1,0,0,0,0
165,2.4961235821279,0.314680545734687,AZ,2023-06-14,1,1,1,0,0,1,1,1,0,1,0,0,1,1
166,1.43151138241256,0.68110195140927,AZ,2023-06-15,1,0,1,1,1,0,0,1,0,1,1,0,0,0
167,1.06915049267679,0.2549574365461885,AZ,2023-06-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
168,0.556501352929501,0.353700183160042,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,1.19840524084094,0.2691752841878415,CA,2023-05-07,1,1,1,1,1,1,1,1,0,1,1,0,0,1
170,8.46530483711451,0.3615593898064045,CA,2023-05-08,1,0,1,0,1,1,0,0,0,1,0,1,0,0
171,5.29372494827657,0.194859815427034,CA,2023-05-09,1,0,1,1,0,1,0,0,0,1,0,0,0,0
172,3.3734571368894,0.284547474719049,CA,2023-05-10,1,1,1,1,1,1,0,0,0,1,0,1,0,1
173,4.24861847819575,0.2884160276744225,CA,2023-05-11,0,1,1,1,1,1,0,0,0,1,0,1,0,0
174,1.6813058290133,0.2241879958550695,CA,2023-05-12,0,1,0,1,1,1,1,0,0,0,0,0,0,1
175,1.46513593296902,0.4015313641410065,CA,2023-05-13,1,0,1,0,1,0,1,1,0,1,0,0,0,1
176,4.75637836781084,0.54420958164025,CA,2023-05-14,1,0,0,0,1,0,0,1,0,0,0,0,0,0
177,4.62052197797511,0.355495837351483,CA,2023-05-15,1,0,1,1,0,1,1,0,0,1,1,0,1,1
178,1.40916118709344,0.234717630518264,CA,2023-05-16,1,1,1,1,1,1,1,1,0,1,0,0,0,1
179,1.98403750418831,0.3181233999340815,CA,2023-05-17,0,1,1,1,0,0,0,0,1,1,0,0,0,0
180,1.58396536456933,0.323035214168874,CA,2023-05-18,1,1,1,1,1,1,1,1,0,1,1,0,0,1
181,2.13456780926002,0.2392519354850175,CA,2023-05-19,0,1,1,1,0,1,1,0,0,1,1,0,1,1
182,1.10446720769552,0.109947348359546,CA,2023-05-20,1,0,1,1,1,1,1,1,0,1,0,1,0,1
183,1.04857631561261,0.4506813921754215,CA,2023-05-21,0,1,1,1,1,1,1,0,0,1,1,1,1,1
184,1.44980502027226,0.2889649326085185,CA,2023-05-22,1,1,0,1,1,1,1,1,0,1,1,0,1,1
185,1.31615199453807,0.280974128298081,CA,2023-05-23,1,1,1,1,1,1,1,1,0,1,0,0,0,1
186,1.47332142212124,0.27837813150053897,CA,2023-05-24,1,1,0,0,1,1,1,1,0,0,0,0,0,1
187,2.53101205339638,0.2795432812279425,CA,2023-05-25,0,0,1,1,0,1,0,0,0,1,1,0,0,0
188,2.02441423946251,0.330755554187612,CA,2023-05-26,0,1,1,1,1,1,0,0,1,1,0,1,1,0
189,1.05181452905234,0.3100620174294205,CA,2023-05-27,1,1,1,1,1,1,1,1,0,1,1,0,0,1
190,1.48844490660314,0.416422016604633,CA,2023-05-28,0,0,1,1,1,1,1,0,0,1,0,1,1,1
191,1.76895568994468,0.475529507551573,CA,2023-05-29,0,0,1,1,1,1,1,0,0,1,0,0,1,1
192,2.22564325128941,0.2917487959398015,CA,2023-05-30,0,0,1,1,1,1,1,0,0,1,0,0,0,1
193,2.15305558791884,0.3239817814513695,CA,2023-05-31,0,1,1,1,1,0,0,0,1,1,0,0,0,0
194,2.32900491075269,0.322751763247569,CA,2023-06-01,0,1,1,1,1,1,1,0,0,1,0,1,0,1
195,1.50665198339719,0.370191555724626,CA,2023-06-02,1,1,1,1,1,0,0,1,0,1,0,0,0,0
196,1.50320545197972,0.310232719469726,CA,2023-06-03,0,1,1,0,1,1,1,1,0,1,0,0,1,1
197,2.24244391939117,0.425116643031159,CA,2023-06-04,1,0,1,1,1,0,1,1,0,1,1,1,0,1
198,1.78129854302213,0.3031750958979725,CA,2023-06-05,1,1,1,1,0,1,1,1,0,1,1,0,1,1
199,2.32391637706327,0.406523073838362,CA,2023-06-06,1,1,1,1,0,0,0,1,0,1,0,0,0,0
200,1.92859046686783,0.398770053293395,CA,2023-06-07,0,0,1,1,1,1,0,0,1,1,0,0,0,0
201,1.16258487635008,0.3569219936397015,CA,2023-06-08,1,1,1,1,1,1,1,1,0,1,0,0,0,1
202,4.01704503997679,0.4768561309678125,CA,2023-06-09,0,0,1,1,1,1,0,0,0,1,0,1,1,0
203,1.29058285141422,0.589157600834325,CA,2023-06-10,1,1,1,1,1,0,0,1,0,1,1,0,0,0
204,0.892251651725001,0.3487676342806745,CA,2023-06-11,1,1,1,0,1,1,1,1,0,1,1,1,0,1
205,1.87813875740973,0.3758126367290885,CA,2023-06-12,0,1,1,1,1,1,0,0,0,1,0,1,0,0
206,2.06741260088592,0.3337910534838235,CA,2023-06-13,1,0,1,1,1,1,1,1,0,0,0,0,0,1
207,3.50738838022292,0.4004673167874865,CA,2023-06-14,0,1,0,1,0,1,1,0,0,0,1,0,0,1
208,1.85315599935459,0.3665263928383045,CA,2023-06-15,0,1,1,1,0,1,1,0,0,1,0,0,0,1
209,2.31275652747878,0.4087127451126455,CA,2023-06-16,0,1,0,1,0,1,0,0,0,0,0,0,1,0
210,1.49634489596654,0.502320895480745,CA,2023-06-17,0,0,1,1,1,1,0,0,0,1,0,0,1,0
211,0.628684172370085,0.336750317054012,CO,2023-05-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,1.01749637972882,0.716505443367725,CO,2023-05-08,1,1,1,1,0,1,1,1,0,1,1,0,1,1
213,0.61434475122661,0.330394966664141,CO,2023-05-09,1,1,1,1,1,1,1,1,0,1,1,1,0,1
214,2.83300181895527,0.67092057255782,CO,2023-05-10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
215,0.248185575075433,0.0649016900876235,CO,2023-05-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
216,NA,NA,CO,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0.484353342697341,0.072880537437962,CO,2023-05-13,1,1,1,1,1,1,1,1,0,1,1,1,0,1
218,0.102622350477951,0.0771589151164405,CO,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,0.933788177723747,0.1779842146330475,CO,2023-05-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1
220,0.679543886578659,0.368811170282134,CO,2023-05-16,1,1,1,1,0,1,1,1,0,1,1,0,1,1
221,0.115168546090811,0.091192928528455,CO,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,1.05035847380951,0.4294355227725125,CO,2023-05-18,1,1,1,1,1,0,1,1,0,1,1,1,0,1
223,1.02256366245273,0.71913041257309,CO,2023-05-19,0,1,1,1,1,1,1,0,0,1,1,1,1,1
224,NA,NA,CO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0.14730879788295,0.1127908508120845,CO,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,1.64455376538897,0.473789101210469,CO,2023-05-22,1,1,1,1,1,0,1,1,0,1,1,0,0,1
227,0.435842072702456,0.124843036621104,CO,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,NA,NA,CO,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.66506240983004,0.439013147456586,CO,2023-05-26,1,1,1,0,1,1,1,1,0,1,0,1,1,1
231,NA,NA,CO,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.204077988981083,0.158534381975803,CO,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.223548669171934,0.1658534637488815,CO,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,0.226658213668773,0.1733535037540135,CO,2023-05-30,1,1,1,1,1,1,1,1,0,1,1,0,1,1
235,0.654391150452931,0.181027583390812,CO,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
