...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
38,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.32240694893687,0.1713321177127995,AK,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
42,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.499762085987791,0.343842923114375,AL,2024-06-30,1,1,1,1,1,1,1,0,0,1,1,1
51,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.531065674900991,0.370875958087476,AL,2024-07-09,1,0,1,1,1,1,1,0,1,0,1,1
60,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.598208065933272,0.4114849602308395,AL,2024-07-16,1,1,1,0,1,1,1,0,1,0,1,1
67,0.570238089513285,0.4065853920729875,AL,2024-07-17,1,0,1,1,1,1,1,0,1,0,1,1
68,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.502513989991436,0.3452647016948145,AL,2024-07-24,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.642590740248754,0.4565569439895425,AL,2024-07-26,1,0,1,1,1,1,1,0,0,1,1,1
77,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.853798331409636,0.594259003874685,AL,2024-08-02,0,1,1,1,1,1,0,1,0,1,1,1
84,0.676829996060236,0.506640172906115,AL,2024-08-03,1,0,1,1,1,1,1,0,1,0,1,1
85,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.546683358612633,0.4003598651362965,AR,2024-07-08,0,1,1,1,1,1,0,1,0,1,1,1
101,0.5998214149827,0.456573921206744,AR,2024-07-09,1,0,1,1,1,1,1,0,1,1,0,1
102,0.565400503398752,0.460210771438845,AR,2024-07-10,1,0,1,1,1,1,1,0,0,1,1,1
103,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.435905690938286,0.3647248352946025,AR,2024-07-17,1,1,1,1,1,1,0,1,0,1,1,1
110,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.625119913701537,0.4481999339343325,AR,2024-07-19,1,1,1,1,0,1,1,1,1,0,0,1
112,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.38318418588192,0.48635887463773553,AR,2024-07-22,1,0,1,1,1,1,0,0,0,1,0,1
115,0.489872108749936,0.39429618805712,AR,2024-07-23,1,1,1,1,1,1,1,1,1,1,1,1
116,1.32488926663345,0.4893927108932775,AR,2024-07-24,1,0,1,1,1,1,1,0,0,0,0,1
117,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.654278013301449,0.55574161536026,AR,2024-07-26,1,0,1,1,1,1,1,0,0,1,1,1
119,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.00337948855092,0.57961462386412,AR,2024-07-29,1,0,1,0,1,1,1,0,0,0,0,1
122,0.70923354618475,0.587805730245585,AR,2024-07-30,1,0,1,1,1,1,1,0,1,0,1,1
123,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.33977254320239,0.328675050801755,AZ,2024-06-23,1,1,0,1,1,1,0,0,0,1,0,1
128,0.939301736918474,0.3631585540920115,AZ,2024-06-24,1,1,1,1,1,1,0,0,1,0,1,1
129,2.17326247204275,0.347205431629682,AZ,2024-06-25,1,1,1,1,1,1,0,0,0,0,1,1
130,2.78505711831869,0.4331337978054235,AZ,2024-06-26,1,0,0,1,1,1,0,0,0,0,0,1
131,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.408466075782296,0.3042317934073565,AZ,2024-06-28,1,1,1,1,1,1,1,0,0,1,1,1
133,1.18018124764958,0.3708261794065985,AZ,2024-06-29,0,1,1,1,1,1,0,1,0,1,1,1
134,3.57182430802014,0.421579557893352,AZ,2024-06-30,0,1,0,1,0,0,0,0,0,0,0,0
135,8.49905222484036,0.420920749605884,AZ,2024-07-01,0,1,0,0,1,0,0,0,0,0,0,0
136,2.09138245996003,0.3374581247305705,AZ,2024-07-02,0,1,1,1,1,1,0,0,0,0,0,1
137,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,0.765843744561361,0.218756987637199,AZ,2024-07-04,1,1,0,1,1,1,1,0,0,1,1,1
139,0.739392889300761,0.392974387848082,AZ,2024-07-05,1,1,1,0,1,1,1,1,1,1,1,1
140,2.11499926586808,0.45138920832057,AZ,2024-07-06,1,1,1,0,1,1,1,1,0,0,1,1
141,1.00663230465442,0.3848866468704545,AZ,2024-07-07,1,1,1,1,1,1,0,1,0,0,0,1
142,9.44365025433734,0.416502487511521,AZ,2024-07-08,0,1,0,1,1,1,0,1,0,1,0,1
143,4.70781134351403,0.3745073701201825,AZ,2024-07-09,0,0,1,1,1,1,0,0,0,0,0,1
144,3.55405613641898,0.4026158246382755,AZ,2024-07-10,0,1,0,1,1,1,1,0,0,0,0,1
145,0.838471842478607,0.4003167794667355,AZ,2024-07-11,1,1,1,1,1,1,0,1,0,1,0,1
146,0.810112466486711,0.4076182411138915,AZ,2024-07-12,1,1,1,1,1,1,0,0,0,1,1,1
147,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.0593352532413,0.52013285396068,AZ,2024-07-14,1,1,1,1,0,1,1,0,0,0,0,1
149,2.26276760851282,0.4090317548947155,AZ,2024-07-15,0,0,0,1,1,1,0,0,1,0,0,1
150,3.0315949954464,0.4134553693139315,AZ,2024-07-16,1,0,0,1,1,1,1,0,0,0,0,1
151,4.05078698457292,0.415238823771868,AZ,2024-07-17,0,1,0,0,0,1,0,0,0,0,0,1
152,5.62138506749101,0.4972514791421865,AZ,2024-07-18,0,0,0,1,1,1,0,0,0,0,0,1
153,1.16238326979395,0.479580110063685,AZ,2024-07-19,1,1,0,1,1,1,0,0,0,1,1,1
154,1.29165522586156,0.423087142510277,AZ,2024-07-20,1,0,1,1,1,1,1,0,0,0,1,1
155,4.50104518096545,0.53488644022287,AZ,2024-07-21,0,1,0,0,0,1,0,0,0,0,0,1
156,5.31789788317181,0.426533346120466,AZ,2024-07-22,0,1,0,0,1,1,0,0,0,0,0,1
157,2.45734190165102,0.420863158221159,AZ,2024-07-23,1,1,1,1,1,0,0,0,0,0,0,0
158,6.27601137250185,0.484180991954454,AZ,2024-07-24,0,0,0,0,1,1,0,0,0,0,0,1
159,1.25935371856773,0.407618884745813,AZ,2024-07-25,1,0,1,1,1,1,1,0,0,0,1,1
160,1.6272596176072,0.45596493462376553,AZ,2024-07-26,0,1,1,1,1,1,1,1,0,0,1,1
161,2.68666219091321,0.56725309941061,AZ,2024-07-27,0,1,0,1,0,1,0,0,0,0,0,1
162,2.83263736157847,0.4297827341385595,AZ,2024-07-28,1,0,0,1,1,0,0,0,1,0,1,0
163,5.71071611928761,0.453890655473121,AZ,2024-07-29,0,1,0,0,1,0,0,0,0,0,1,0
164,2.49212247950498,0.460291492645617,AZ,2024-07-30,1,0,0,1,0,1,0,0,0,0,0,1
165,1.41454496089391,0.3426948050778735,AZ,2024-07-31,1,1,1,1,1,1,0,0,0,0,1,1
166,0.542074346988716,0.2679897915164975,AZ,2024-08-01,1,1,1,1,1,1,1,1,0,0,1,1
167,0.774558333279704,0.5438281379905,AZ,2024-08-02,1,0,1,1,1,1,1,0,1,0,1,1
168,2.19234155991208,0.3906515532143085,AZ,2024-08-03,0,1,0,1,1,1,0,0,0,0,1,1
169,2.4369435160039,0.375766501209554,CA,2024-06-23,1,1,1,1,1,1,0,0,1,0,0,0
170,4.13775219330061,0.397295994959504,CA,2024-06-24,1,1,1,1,0,1,0,1,0,0,0,0
171,5.33245367608151,0.3813581610435275,CA,2024-06-25,0,1,1,1,1,0,0,0,0,1,0,0
172,10.8905492316357,0.3723723762269465,CA,2024-06-26,1,1,1,1,1,1,0,0,0,0,0,0
173,11.9093083993533,0.38688575390841,CA,2024-06-27,1,1,1,0,1,1,0,0,0,0,0,0
174,9.65661679309586,0.392491604928233,CA,2024-06-28,1,1,1,1,1,0,0,1,0,0,0,0
175,6.71464547255099,0.385267593494649,CA,2024-06-29,0,1,1,1,1,0,0,0,1,0,0,0
176,12.2361844974127,0.3936716193348065,CA,2024-06-30,0,0,0,1,1,1,0,1,0,0,0,0
177,12.3334540899731,0.3743611843721105,CA,2024-07-01,1,0,1,0,0,1,0,0,0,0,0,0
178,6.03716984987441,0.38985325291926,CA,2024-07-02,0,1,1,1,1,0,0,0,0,0,0,0
179,6.73213959782206,0.389192348353271,CA,2024-07-03,0,1,1,1,1,1,0,1,0,0,1,0
180,2.30866857265669,0.3833411602968935,CA,2024-07-04,1,1,1,1,1,1,0,0,0,0,0,1
181,8.6011220670763,0.4097824006582895,CA,2024-07-05,0,1,0,0,1,1,0,0,0,1,0,1
182,7.14061622912663,0.407438094114396,CA,2024-07-06,0,1,0,0,1,1,0,0,0,0,0,0
183,8.89408093804424,0.401045077686095,CA,2024-07-07,0,1,1,0,1,0,0,0,0,0,1,0
184,11.7460724714708,0.4203325875140935,CA,2024-07-08,0,1,0,1,1,0,0,0,0,0,0,0
185,18.9185425373628,0.431285278358374,CA,2024-07-09,0,0,0,0,1,1,0,0,0,0,0,0
186,10.2462673146406,0.415292917815545,CA,2024-07-10,1,1,0,1,1,1,0,0,0,0,0,0
187,11.7764375552484,0.424748119436127,CA,2024-07-11,0,0,0,1,0,1,0,0,0,0,0,0
188,17.6189135659533,0.41536345607961,CA,2024-07-12,0,0,0,0,1,1,0,0,0,0,0,0
189,6.45578405855423,0.4174192933304065,CA,2024-07-13,0,0,0,1,1,0,1,0,0,0,0,0
190,14.4338650645907,0.420108008841202,CA,2024-07-14,0,1,0,1,0,1,0,0,0,0,0,0
191,17.4226159965947,0.420435852581887,CA,2024-07-15,0,0,0,0,1,0,0,0,0,0,0,0
192,23.1797609020239,0.442836461899476,CA,2024-07-16,0,0,0,0,1,0,0,0,0,0,0,0
193,10.5254425823608,0.42775528809945,CA,2024-07-17,0,0,0,0,1,1,0,0,0,0,0,0
194,10.3878023194358,0.4128146080625455,CA,2024-07-18,0,1,1,0,1,1,0,0,0,0,0,1
195,5.02843985649541,0.4297196856635375,CA,2024-07-19,0,1,0,1,1,1,0,0,0,0,0,1
196,8.31751995290744,0.4179123994712615,CA,2024-07-20,0,0,1,0,1,0,0,0,0,0,0,0
197,16.1100380473152,0.4592071330190355,CA,2024-07-21,0,0,0,0,0,1,0,0,0,0,0,1
198,20.9402080033149,0.4330641450689325,CA,2024-07-22,0,0,0,1,1,1,0,0,0,0,0,0
199,17.3343575749725,0.451159405007398,CA,2024-07-23,0,0,0,0,1,1,0,0,0,0,0,1
200,21.3090289068813,0.4598462098276855,CA,2024-07-24,0,1,0,0,0,0,0,0,0,0,0,0
201,14.4633473424598,0.4435802419732975,CA,2024-07-25,0,1,0,0,1,0,0,1,0,0,0,0
202,15.8497903394801,0.4751256883916435,CA,2024-07-26,0,0,0,0,1,0,0,0,0,0,1,0
203,11.0870944615328,0.4485919380426985,CA,2024-07-27,0,0,0,0,1,1,0,0,0,0,0,1
204,4.62836736345272,0.3870214705023005,CA,2024-07-28,0,1,1,1,1,0,0,0,0,0,0,0
205,15.6231364923902,0.48642579082345,CA,2024-07-29,0,0,0,0,1,0,0,0,0,0,0,0
206,15.5434140549589,0.4541247470701975,CA,2024-07-30,0,0,0,0,0,0,0,0,0,0,0,0
207,11.9400602765103,0.4470092708909905,CA,2024-07-31,0,1,1,0,0,0,0,0,0,0,0,0
208,12.6362279330813,0.4367470710804135,CA,2024-08-01,0,1,0,1,1,1,0,0,0,0,0,1
209,11.6084940052442,0.4639136473445315,CA,2024-08-02,0,0,0,0,1,1,0,0,0,0,0,1
210,6.02872899066023,0.433257421889618,CA,2024-08-03,0,1,1,0,0,1,0,1,0,0,0,1
211,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.841041124615619,0.4170711771548725,CO,2024-06-25,1,1,1,0,1,1,0,0,1,0,0,1
214,0.648929198811362,0.3834094335716215,CO,2024-06-26,1,1,1,1,1,1,1,0,0,1,1,1
215,0.448008247736064,0.329555414274523,CO,2024-06-27,1,1,1,1,1,1,0,1,0,1,1,1
216,0.481714642067285,0.287765833611051,CO,2024-06-28,1,1,1,1,1,1,1,0,1,0,1,1
217,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.487480631163996,0.2937832426490595,CO,2024-07-01,1,1,1,1,1,1,1,0,1,1,1,0
220,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.42744491786249,0.309103126257125,CO,2024-07-05,1,1,1,1,1,1,1,0,0,1,1,1
224,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.414919030343938,0.3052030863688535,CO,2024-07-08,1,1,1,1,1,1,0,1,0,1,1,1
227,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.413135381775974,0.304007827963532,CO,2024-07-10,1,1,1,1,1,1,1,1,1,1,1,1
229,0.732868234694145,0.380619152816862,CO,2024-07-11,1,1,1,1,1,1,1,0,1,1,0,1
230,0.602102612112392,0.424109916793846,CO,2024-07-12,1,1,1,0,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.713748193152124,0.4078821400128105,CO,2024-07-15,1,1,1,1,1,1,0,1,1,0,1,1
234,1.40042219065792,0.524287339617005,CO,2024-07-16,1,1,1,1,0,1,1,1,0,1,0,1
235,1.01899075428893,0.53591434815818,CO,2024-07-17,0,1,1,1,1,1,0,1,1,0,1,1
236,1.54382591084436,0.456872943018073,CO,2024-07-18,0,1,1,1,1,1,0,0,0,0,1,1
237,0.7591743344477,0.55530684771159,CO,2024-07-19,0,1,1,1,1,1,0,1,1,1,0,1
238,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.789651637882633,0.3225578478065165,CO,2024-07-23,1,1,1,1,1,1,1,0,0,0,0,1
242,0.628328668282564,0.350020973030984,CO,2024-07-24,1,1,1,1,1,1,1,1,1,1,1,1
243,0.845027091068985,0.4134026292427345,CO,2024-07-25,1,1,1,1,1,1,1,1,1,1,1,1
244,0.41752051854661,0.2701433683292495,CO,2024-07-26,1,1,1,1,1,1,1,1,0,0,1,1
245,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.770454567322639,0.4644374447548605,CO,2024-07-29,1,1,1,1,0,1,1,0,0,0,0,1
248,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.682835609510614,0.46888426378961,CO,2024-07-31,1,0,1,1,1,1,1,0,1,0,1,1
250,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.322377094885673,0.193691875628724,CO,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.836568898913692,0.243845522650318,CT,2024-06-24,0,1,1,1,1,1,0,1,0,1,1,1
255,0.934918555743604,0.470129705720228,CT,2024-06-25,1,1,1,0,1,1,1,1,0,0,1,1
256,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2.07506569112022,0.269070506760802,CT,2024-06-27,0,1,1,1,1,1,0,1,0,1,1,1
