"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24E_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24E_95_CI","X24G_95_CI","other_95_CI"
"23",0.437018125457147,0.350714710524352,"AK",2024-07-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",NA,NA,"AK",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",0.480959296438143,0.324416391660995,"AK",2024-08-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"35",NA,NA,"AK",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1.04921571538663,0.299493335318592,"AK",2024-08-05,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"38",NA,NA,"AK",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",0.42777114859689,0.282913379601179,"AK",2024-08-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"40",NA,NA,"AK",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.974984761517064,0.266454722290004,"AK",2024-08-09,1,1,1,1,0,1,1,1,1,0,1,0,0,1
"42",NA,NA,"AK",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.384455710516496,0.280251379805376,"AL",2024-06-30,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"44",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.406866950849589,0.299358218500124,"AL",2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.639529335618584,0.42390491879568,"AL",2024-07-16,1,1,1,1,0,1,1,1,0,1,1,0,1,1
"60",0.440153139910487,0.325895958233126,"AL",2024-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61",NA,NA,"AL",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.568234983280484,0.363233246363334,"AL",2024-07-24,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"68",NA,NA,"AL",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.484152534095653,0.366532397802828,"AL",2024-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70",NA,NA,"AL",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",0.811370057875072,0.578499543144571,"AL",2024-08-02,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"77",0.541117296782472,0.412365334560674,"AL",2024-08-03,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"78",NA,NA,"AL",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.875164407293244,0.491374356171194,"AL",2024-08-08,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"83",NA,NA,"AL",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.433540093465455,0.377627756216767,"AR",2024-07-08,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"94",0.546521332126344,0.34120617807011,"AR",2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"95",0.551348241014065,0.341803625785505,"AR",2024-07-10,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"96",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.493273476249201,0.317786746083543,"AR",2024-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.630249846129197,0.50814072330168,"AR",2024-07-19,1,1,1,1,1,0,1,1,1,1,1,0,0,1
"105",NA,NA,"AR",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1.00867033114059,0.399889538008321,"AR",2024-07-22,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"108",0.475578129057062,0.31373999348355,"AR",2024-07-23,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"109",1.12777788582822,0.387644805971944,"AR",2024-07-24,1,0,1,1,1,1,1,0,0,1,1,0,0,1
"110",NA,NA,"AR",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.581888890035354,0.371701799246331,"AR",2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2.74363027254634,0.381352876163123,"AR",2024-07-29,1,0,1,1,1,1,1,0,0,0,1,1,0,1
"115",0.604778700208769,0.384839385666997,"AR",2024-07-30,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"116",NA,NA,"AR",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.673161031241236,0.528673736496348,"AR",2024-08-05,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"122",0.702099412166433,0.362165214807465,"AR",2024-08-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"123",0.502168172416787,0.335844186283629,"AR",2024-08-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"124",NA,NA,"AR",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.764589353316941,0.418418715258395,"AR",2024-08-09,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"126",NA,NA,"AR",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",3.35279497364638,0.413819993681615,"AZ",2024-06-30,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"128",7.42032214594844,0.413546186163757,"AZ",2024-07-01,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"129",1.7255118797256,0.334410205086076,"AZ",2024-07-02,0,1,1,1,1,1,1,0,0,0,1,1,1,1
"130",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",0.833452573122734,0.231345261481469,"AZ",2024-07-04,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"132",0.704599580439775,0.387838559555831,"AZ",2024-07-05,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"133",2.1206133214105,0.448888780421285,"AZ",2024-07-06,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"134",0.89421100286033,0.379711040717839,"AZ",2024-07-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"135",9.23569136739224,0.409242826625063,"AZ",2024-07-08,0,1,0,1,0,1,1,0,0,0,1,0,0,1
"136",4.06813489628723,0.372083680484928,"AZ",2024-07-09,0,0,0,1,0,1,1,0,0,0,1,0,1,1
"137",3.19029299012252,0.398878599105144,"AZ",2024-07-10,0,0,0,1,1,1,1,0,0,0,1,1,0,1
"138",0.785632098022813,0.399864356299848,"AZ",2024-07-11,1,1,1,1,1,1,1,1,0,0,1,0,0,1
"139",0.733550002628696,0.406991357873226,"AZ",2024-07-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"140",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.06122460763025,0.51742792048674,"AZ",2024-07-14,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"142",2.09631480165714,0.400172787459065,"AZ",2024-07-15,0,0,0,1,1,1,1,0,1,0,1,1,1,1
"143",2.61713499626583,0.413345432251759,"AZ",2024-07-16,1,0,0,1,1,1,1,1,0,1,1,0,0,1
"144",3.87380977749787,0.405672215150605,"AZ",2024-07-17,0,1,0,1,0,0,1,0,0,0,1,0,0,1
"145",5.4173031867835,0.487511717076396,"AZ",2024-07-18,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"146",1.12449678185072,0.482216036048559,"AZ",2024-07-19,1,1,0,1,1,1,1,0,1,0,1,0,0,1
"147",1.23180614053546,0.413271573199032,"AZ",2024-07-20,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"148",4.45549350893215,0.514527355998377,"AZ",2024-07-21,0,1,0,1,0,0,1,0,1,0,0,0,0,1
"149",4.97986609802114,0.412605601783186,"AZ",2024-07-22,0,1,0,1,0,1,1,0,1,1,1,0,0,1
"150",2.11528455171615,0.41509150961854,"AZ",2024-07-23,1,1,0,1,1,1,0,0,0,0,0,0,1,0
"151",6.07262467988344,0.469210978786094,"AZ",2024-07-24,0,0,0,1,0,1,1,0,0,0,1,0,0,1
"152",1.2335224005367,0.394756187235656,"AZ",2024-07-25,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"153",1.52459453921048,0.450055087583019,"AZ",2024-07-26,0,1,0,1,1,1,1,0,1,0,1,1,0,1
"154",2.61052094648819,0.541743998850226,"AZ",2024-07-27,0,1,0,1,1,0,1,0,1,0,1,0,1,1
"155",2.61210660132674,0.431709764185798,"AZ",2024-07-28,1,0,0,1,1,1,0,0,0,0,1,0,0,0
"156",5.37182248965063,0.437064839539253,"AZ",2024-07-29,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"157",2.36211517742959,0.446798243914034,"AZ",2024-07-30,1,0,0,1,1,0,1,0,0,0,1,0,0,1
"158",1.38912077054181,0.349706485288325,"AZ",2024-07-31,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"159",0.544939941744554,0.265188523201028,"AZ",2024-08-01,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"160",0.728195420526555,0.519497879585856,"AZ",2024-08-02,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"161",2.37729873326032,0.421541732222,"AZ",2024-08-03,0,1,0,1,0,1,1,0,0,0,1,0,1,1
"162",2.37611495834836,0.496917297254641,"AZ",2024-08-04,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"163",5.4668987247263,0.501911554386367,"AZ",2024-08-05,0,1,0,1,1,1,1,0,1,0,1,0,0,1
"164",7.00716672028643,0.4432824800977,"AZ",2024-08-06,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"165",8.82195002315549,0.454719540647041,"AZ",2024-08-07,0,1,0,1,1,1,0,0,0,0,1,0,1,0
"166",1.4316662032686,0.398111387464819,"AZ",2024-08-08,0,1,1,1,1,1,1,1,0,0,1,0,0,1
"167",2.23118251141749,0.402937558260176,"AZ",2024-08-09,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"168",1.38629659478703,0.467481546025794,"AZ",2024-08-10,1,1,1,1,1,1,0,1,0,1,1,0,0,0
"169",10.5147789481514,0.388474017887358,"CA",2024-06-30,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"170",11.02524955506,0.371587653692346,"CA",2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"171",3.14967643009642,0.388701091022455,"CA",2024-07-02,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"172",5.98520543954945,0.388241194793695,"CA",2024-07-03,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"173",1.59668600535345,0.381132890723071,"CA",2024-07-04,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"174",7.82481945481458,0.403438642479446,"CA",2024-07-05,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"175",6.06715369047521,0.40051583278771,"CA",2024-07-06,0,1,0,1,0,1,1,0,0,0,1,0,0,1
"176",8.05837972576514,0.393746285182579,"CA",2024-07-07,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"177",11.9583356066215,0.41422421399025,"CA",2024-07-08,0,1,0,1,1,1,1,0,0,0,0,1,0,0
"178",18.7178767285031,0.422116899304647,"CA",2024-07-09,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"179",10.8447984163628,0.415403088576166,"CA",2024-07-10,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"180",12.7062474749594,0.421022511964918,"CA",2024-07-11,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"181",16.0310403891498,0.408300276062275,"CA",2024-07-12,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"182",5.27185365585263,0.414092571552807,"CA",2024-07-13,1,0,0,1,1,1,0,0,0,0,0,0,1,0
"183",14.1651421763553,0.411594390558545,"CA",2024-07-14,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"184",13.4293288737322,0.413921331253777,"CA",2024-07-15,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"185",21.2487407965637,0.433077268630025,"CA",2024-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",8.7474642979785,0.416116385988353,"CA",2024-07-17,0,0,0,1,0,1,1,0,0,0,1,1,0,1
"187",9.45047958083079,0.399949308584093,"CA",2024-07-18,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"188",4.75311428339836,0.421877399019974,"CA",2024-07-19,0,1,0,1,1,1,1,0,0,1,0,0,1,1
"189",5.47102803887562,0.405710608493914,"CA",2024-07-20,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"190",15.6071855826281,0.444177248314316,"CA",2024-07-21,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"191",22.288554664088,0.426555322840572,"CA",2024-07-22,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"192",15.9862212295732,0.428635250946171,"CA",2024-07-23,0,1,0,1,0,0,1,0,0,0,0,0,1,1
"193",20.9082139920216,0.449840423904819,"CA",2024-07-24,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"194",14.0229798953776,0.436561719118628,"CA",2024-07-25,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"195",15.0358498588338,0.453706877381364,"CA",2024-07-26,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"196",10.2627258647707,0.435894233525503,"CA",2024-07-27,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"197",3.19513496240198,0.38319344907898,"CA",2024-07-28,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"198",14.1725528372292,0.458272343439356,"CA",2024-07-29,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"199",16.2322920819142,0.447936148798374,"CA",2024-07-30,0,1,0,1,1,0,0,0,1,0,1,0,0,0
"200",8.90548136504574,0.4179835631805,"CA",2024-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",13.9291552999517,0.436814765186826,"CA",2024-08-01,0,1,0,1,1,1,1,0,0,0,1,0,0,1
"202",10.4410016265411,0.44034325164958,"CA",2024-08-02,0,0,0,1,0,1,1,0,0,0,1,0,0,1
"203",4.2335684333969,0.403236383272662,"CA",2024-08-03,0,1,1,1,0,0,1,0,0,0,0,0,0,1
"204",20.2866010005599,0.442780721077906,"CA",2024-08-04,0,1,0,1,0,1,1,0,0,0,0,0,0,1
"205",38.6487725388211,0.458956880342186,"CA",2024-08-05,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"206",20.1525354919724,0.446196948560432,"CA",2024-08-06,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"207",22.4767006287934,0.450561720764305,"CA",2024-08-07,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"208",11.843404189502,0.441570727261972,"CA",2024-08-08,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"209",19.2399376140184,0.437908565782229,"CA",2024-08-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"210",20.6494078906673,0.484144523002999,"CA",2024-08-10,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"211",NA,NA,"CO",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.478966202850836,0.317710533663446,"CO",2024-07-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",NA,NA,"CO",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",0.414099026896467,0.323860388274643,"CO",2024-07-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"217",NA,NA,"CO",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.399067704478535,0.318049277867512,"CO",2024-07-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"220",NA,NA,"CO",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.409055913047104,0.314895429701551,"CO",2024-07-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"222",0.755943654734944,0.407653714186914,"CO",2024-07-11,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"223",0.639597741143862,0.469874812184205,"CO",2024-07-12,1,1,1,1,0,1,1,1,1,1,1,0,0,1
"224",NA,NA,"CO",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.736988992546132,0.401044944661657,"CO",2024-07-15,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"227",1.4019936817984,0.440139098246696,"CO",2024-07-16,1,1,1,1,1,0,1,1,0,1,1,0,0,1
"228",1.00585952253378,0.478961976153988,"CO",2024-07-17,0,1,1,1,1,1,1,0,1,0,1,1,1,1
